Headlines,Labels
"indusind bank allot 1,36,964 share under esos",1
"indusind banks's 23rd agm will be hold on july 26, 2017",1
"buy indusind bank, bajaj auto, hero motocorp: sudarshan sukhani",1
book profit in axis bank: sp tulsian,1
indusind complete acquisition of rbs bullion finance biz,0
"buy gail india, bpcl, ongc, enter it stocks: ashwani gujral",1
indusind bank have target of rs 155-160: thacker,1
india inc q2fy19 review €“ predictable start with visible margin pressure,1
icici bank number may surprise the market: tulsian,0
"board to finalise successor in next meeting: romesh sobti, indusind bank",1
"buy indusind bank, jsw steel: ashwani gujral",1
indusind bank allot share worth rs 753 crore,1
"buy indusind bank, escorts, motherson sumi: ashwani gujral",1
indusind bank to raise $225 mn to support enterprises in india,0
"hold indusind bank, kotak bank: mayuresh joshi",1
"buy indusind bank, sintex industries: manoj murlidharan",1
"buy indusind bank, mahindra & mahindra, uflex: ashwani gujral",1
"sell indusind bank, boi, exide; buy dhampur sugar: jain",1
"expect indusind & bharat financial to rally post deal, if it happens: investec capital",0
'yes bank post strong q2 nos; accumulate on stock',1
yes bank may test rs 440-450: sp tulsian,1
positive on indusind bank: deven choksey,1
"overweight on pharma, private sector banks: dipan mehta",0
induslnd bank and reliance general insurance tie up for distribution of insurance products,1
here be a few stock ideas from ambareesh baliga,1
"add sbi, axis bank, icici bank in portfolio: choksey",0
indusind bank open new branch at jaipur,1
"bull's eye: buy aurobindo, indusind bank; short hdil, bata",0
"sell indusind bank, indiabulls housing; buy gati: ashwani gujral",0
"indusind bank's q2 result on oct 09, 2015",1
"bull's eye: buy irb infra, kalpataru power, syndicate bank",1
"buy indusind bank, advise sudarshan sukhani",0
"indusind bank q1 profit beat estimates, up 26% but asset quality deteriorate further",1
"yes bank, indusind bank good investment bets: prime broking",0
"buy eil, mindtree, bata india, indusind bank: ashwani gujral",0
mauritius treaty fallout:companies with most exposure to p-notes,1
"buy m&m, nmdc, indusind bank: sudarshan sukhani",1
"prefer yes bank, bank of baroda: mayuresh joshi",0
buy indusind bank 940 put: gaurav bissa,1
"prefer icici bank, sbi, yes bank: sandip sabharwal",1
"rbi penalise icici bank, canara bank, yes bank & 9 others",1
indusind bank can go upto rs 85: m thacker,0
"induslnd bank raise rs 2,000 crore",1
indusind bank trade in range of rs 120-145: thacker,1
"indusind bank open new branch at varachha, gujarat",1
"buy indusind bank, sell hindalco industries below rs 186: mitessh thakkar",1
"'see single-digit fy17 profit growth, high slippages for icici'",1
indusind bank allot share under stock option scheme,1
buy indusind bank; target rs 620: kunal saraogi,1
all you want to know about indusind bank,0
"short divis lab, buy indusind bank: rahul shah",1
"indusind bank q2 profit, net interest income may increase over 25%",1
indusind bank may slip to rs 426: sp tulsian,1
"indusind bank plan to raise up to rs 20,000 cr by issue bond on pvt placement basis",0
"sell indusind bank, ambuja cements, hindalco: ashwani gujral",1
"bull's eye: buy glenmark, hpcl, sintex, indusind bank",0
"hdfc bank, indusind better play in bank space: sabharwal",1
"buy indusind bank, hdfc bank, bharat financial inclusion: ashwani gujral",1
"pick kotak mah bank, indusind bank: sp tulsian",1
"buy tcs, indusind bank, bpcl: sudarshan sukhani",1
"buy ultratech cement, indusind bank, torrent pharma: wagle",1
"exit tata steel on rally, like indusind bank: rakesh bansal",1
hold indusind bank: angel broking,1
"hdfc bank can slip to rs 1200, power grid may hit rs 204: gupta",0
"exit sbi, invest in indusind bank: vishal malkan",1
"buy indusind bank, motherson sumi, delta corp: jajoo",0
indusind bank can touch rs 310-320: jatinder sharma,1
super six short term pick for august 19,1
"buy maruti suzuki, yes bank, axis bank on dips: ashwani gujral",1
dipan mehta neutral on bank space,1
merger will enable us to give higher ticket size loans: bharat financial,0
"buy adani enter, sesa sterlite; sell indusind bank: tulsian",0
indusind bank have support at rs 220: mehta,1
accumulate indusind bank; target of rs 1743: arihant capital,1
buy indusind bank on dips: gujral,1
nims should improve on asset mix rebalance in h2: indusind,1
stay invest in indusind bank: prakash gaba,1
"suresh mahadevan positive on muthoot fin, manappuram fin",1
"buy jk tyre, indusind bank: kunal bothra",1
"bank past npa crisis, normalisation 3-4 qtrs away: exide life",1
buy indusind bank; target of rs 2248: anand rathi,1
"indusind bank q3 net profit at rs 45.06cr, up by 80%",0
indusind bank open new branch in mira road in thane district,1
"buy britannia, lic housing, ncc, axis bank, indusind bank:gujral",1
"analysts retain positive stance on indusind bank, expect stock to return up to 21% post stable q1",0
dcb look attractive: mehraboon irani,1
"buy indusind bank, lic house finance: sandeep wagle",1
credo india fund buy 19 lakh indusind bank share,1
"remain invest in hdfc bank, indusind bank: irani",1
buy indusind bank; target of rs 1971: hdfc securities,1
"tata motor top pick, may test rs 510: ajay bodke",1
"buy hdfc bank, sell hdfc: gopi suvanam",0
"buy ril, automotive axle; sell indusind bank: gujral",1
indusind bank may test rs 610-620: amit gupta,1
"indusind bank's q1 result on july 11, 2016",0
indusind bank expand presence across punjab,1
buy indusind bank; target of rs 2080: edelweiss,1
"sell maruti suzuki, indusind bank; buy upl: ashwani gujral",1
"buy hero motocorp, indusind bank on dips: sudarshan sukhani",0
indusind bank finalise sumant kathpalia as new md & ceo,1
experts see rs 370 as fair value for icici bank,0
"buy century textiles, hindustan unilever, indusind bank: gujral",1
hold indusind bank around rs 229-232: jain,1
icici bank have target of rs 740-750: sukhani,0
"positive on cholamandalam finance, m&m finance and shriram transport finance: prabhudas lilladher",0
buy indusind bank; target of rs 1900: icici direct,0
"buy indusind bank, jsw steel, sun pharmaceutical industries: rahul shah",0
"prefer bank of baroda, indusind bank: meghana malkan",1
prefer asian paint for long term: sudarshan sukhani,0
"bull's eye: tata global, lic housing, sarda energy",1
hope to sustain 25-30% loan growth ahead: indusind bank,1
"axis bank may test rs 530-535, say hemant thukral",1
"indusind bk raise rs 5,081-cr via qip, preferential issue",1
"like pharma, consumer stocks: gautam sinha roy",1
"buy tata chemicals aug futures, advise krish subramanyam",0
indusind tighten loan parameters to improve asset quality,1
buy indusind bank; target of rs 328: way2wealth,1
"indusind bank, hdfc bank, sks micro top bets: rahul arora",1
"sbi, allahabad bank, yes bank may rise 5-10%: sp tulsian",1
"buy indusind bank, advise shardul kulkarni",1
"buy indusind bank 980 call, sell 1020 call: vk sharma",0
"indusind bank q1 profit jump 38% post bharat financial merger, asset quality stumble",1
buy indusind bank; target of rs 1350: icici direct,1
buy indusind bank; target of rs 1720: axis direct,1
"vayalar positive on jindal steel, hindalco, indusind bank",0
"despite gloom over npas, these bank could be good bargain",1
accumulate indusind bank; target of rs 690: plilladher,1
"buy indusind bank on dips, advise ambareesh baliga",1
"buy hdfc, axis bank, indusind bank, maruti suzuki: gujral",1
"buy yes bank, indusind bank; like icici bank: devang mehta",0
paytm partner with indusind bank to offer finance options for book of two-wheelers,0
"banks' q1 earn to be hit by higher npa provisions, low credit growth: analysts",1
indusind bank's qib issue of rs 2006 cr close today,1
"indusind bank plan to open 650 branch by march, 2014",0
bank of baroda may slip to rs 152-155: rajat bose,0
"sell indusind bank, godrej consumer: mitesh thacker",0
buy indusind bank; target rs 978: sameet chavan,1
accumulate indusind bank; target of rs 750: abmoney,0
indusind bank qip issue open on nov 26,1
like private banks; sbi top pick: r sreesankar,1
super six trade stock for short term gain,1
indusind bank may test rs 710: rahul shah,1
"short just dial; buy indusind bank, ntpc, arvind: ashwani gujral",1
"buy hdfc bank, indusind bank, chambal fertilisers: ashwani gujral",1
indusind bank can test rs 320: madhumita ghosh,1
indusind bank recommend dividend,0
"buy indusind bank, muthoot finance, m&m financial services: ashwani gujral",1
"expect lower level in yes bank, indusind bank: sukhani",1
here be some stock ideas from sp tulsian,1
indusind bank fix book closure for dividend & agm,1
rbi slap rs 27-cr penalty on 13 bank for fema violations,0
"buy syndicate bank, indusind: kunal saraogi",1
"l&t finance, bajaj finance rally post bank bill clear",1
buy indusind bank with a target of rs 308: gujral,0
"prefer indusind bank, yes bank, kotak bank: dipan mehta",1
sudarshan sukhani prefer indusind bank,1
"buy hexaware technologies, sell indusind bank: mitesh thacker",1
lohia auto industries sign mou with induslnd bank,1
accumulate indusind bank; target of rs 1070: p lilladher,1
why prabhudas lilladher be bullish on these stock,1
ifsc at gift city begin operations with yes bank launch,1
"hold kotak mahindra bank, indusind bank: rahul mohindar",1
"buy indusind bank with target rs 2,248: anandrathi",0
"ncdex, kotak mahindra bk pact to provide commodities loan",0
enter indusind bank: anu jain,1
"bull's eye: buy bata, hdfc, havells; sell dish tv, hind zinc",1
hold indusind bank; target of rs 1292: arihant capital,1
bharat financial deal - indusind bank unlikely to overpay,1
sell icici bank above rs 1000: shardul kulkarni,0
south indian bank a good long term bet: angel broking,0
prefer indusind bank for long term: mehta,0
indusind bank re-appoints romesh sobti as md & ceo,0
buy indusind bank; target of rs 715: krchoksey,1
indusind bank €“ at what price do potential negative get price in?,1
indusind bank: strong possibility of a medium term rally in the stock,1
"vora bullish on indusind bank, yes bank",1
"buy indusind bank, advise lancelot d'chuna",1
"buy tata power, rec, indusind bank: sudarshan sukhani",1
indusind bank unveil its third currency chest in chennai,1
"buy indusind bank, say tulsian",1
"buy infosys; indusind bank may hit rs 1125, ntpc rs 155: gaba",1
"buy indusind bank, jindal steel & power: mitessh thakkar",1
indusind complete acquisition of rbs bullion finance biz,0
mahindra financial service raise rs 867 cr via qip,0
buy indusind bank at target of rs 714: icici direct,0
focus on private sector banks: dipan mehta,1
"indusind bank's q3 result on jan 10, 2014",1
"hold indusind bank, advise kunal bothra",1
"irani positive hdfc bank, axis bank",1
indusind bank q2 profit up 30% to rs 430 cr on other income,0
buy indusind bank; target of rs 415: motilal oswal,0
book some profit in indusind bank: nooresh merani,1
here be a few stock ideas from prakash diwan,1
"will not look to stretch loan growth at 25%, say indusind bank",1
indusind bank secure $200 mn loan from adb for microlending,1
"buy yes bank, indusind bank: sandeep j shah",0
"sell indusind bank, bata india; buy aban offshore: gujral",0
inside companies: what drive indusind bank to growth?,0
"see no asset quality concern, say indusind md",1
"hold indusind bank, may test rs 1145: gaurang shah",1
bank sector: nomura's q2 result preview; top pick,1
"buy indusind bank 1160 put, sell 1280 call: krish subramanyam",0
hold indusind bank: manas jaiswal,0
"buy yes bank, hdfc may test rs 1320 in long term: ashwani gujral",1
"buy indusind bank, upl, lic house finance: kunal saraogi",0
"buy asian paints, ultratech cement, indusind bank: sandeep wagle",1
indusind sell share to raise up to $360m: source,0
"analysts remain positive on indusind bank, expect up to 14% return post bharat financial merger",0
indusind bank may touch rs 970: rahul mohindar,1
buy indusind bank above rs 140: sukhani,0
"buy indusind bank, target rs 1740: jayant manglik",0
"tulsian's take on construction cos, zee, rbl bank & other stock",1
"money launder scam: icici, obc, axis bank in ed's net",0
"buy jsw steel, page industries: sudarshan sukhani",0
"bull's eye: hotel leela, rolta, escorts; short pantaloon",1
"indusind bank may test rs 965, hdfc bank rs 1075: prakash gaba",1
"bull's eye: buy indusind bank, exide, beml; sell irb infra",0
3 analysts & 12 stocks: who will hit bull's eye?,0
"buy indusind bank, bajaj finance, britannia; stay with dhfl: ashwani gujral",1
hold indusind bank; target of rs 650: emkay,1
"hdfc bank, infosys top picks; like l&t, ioc: r sreeshankar",1
"buy indusind bank, hpcl, jsw steel: ashwani gujral",1
"axis bank, indusind bank may see some upmove: choksey",0
see full-year advance grow at 25%: indusind bank,0
any decline in indusind share a buy opportunity: iifl,0
super six stock likely to see lot of action today,0
indusind bank can touch rs 305-310: thacker,1
"short indusind bank, can move lower to rs 800-820: most",1
accumulate indusind bank; target of rs 1800: dolat capital,1
"indusind bank good pick, target rs 953-960: thukral",1
indusind bank q2 pat see up 6% to rs 701 cr: motilal oswal,1
choksey's view on reliance industries,1
don't anticipate any impact of farm loan waiver on punjab's book: bharat financial,1
induslnd bank open two new branch at vadodara,0
"analysts positive on nbfcs, retail private bank after rbi move",1
indusind bank: outcome of board meet,1
buy indusind bank; target of rs 1800: prabhudas lilladher,1
"buy yes bank 740 put, indusind bank 800 put: vk sharma",1
indusind bank top pick; sell syndicate bank: rahul arora,1
indusind bank q1 net profit see up 24.85% at rs 108 cr,1
buy indusind bank; target of rs 1920: icici direct,1
lnduslnd bank-bharat financial merger to be effective from july 4,1
"buy indusind bank, advise sudarshan sukhani",1
"buy l&t on correction, look at tata motors: dilip bhat",0
buy indusind bank: sudarshan sukhani,1
accumulate indusind bank; target of rs 625: plilladher,1
accumulate indusind bank; target of rs 1800: dolat capital,0
don't levy penalty on inoperative bank accounts: indusind,1
"like bel, nbcc, stride shasun; bullish on bharat fin: mehta",1
"expect better q2, cv loan demand to pick up in q4: indusind",1
"buy hdfc bank, itc on dips; spicejet may hit rs 90: prakash gaba",1
banksï¿½ credit to realty sector expand in 2008-09,1
buy indusind bank; target of rs 2075: jm financial,0
indusind bank inaugurate a new branch at kolkata,0
hold indusind bank; target of rs 1060: icici direct,1
sell indusind bank future; target rs 266-260: abmoney,1
"prefer indusind bank, yes bank: sharmila joshi",0
prefer private sector banks: mayuresh joshi,1
"sell arvind, indusind bank; buy indraprastha gas: sukhani",0
"invest in indusind bank, say deven choksey",1
accumulate indusind bank; target of rs 1681: kr choksey,1
"do not buy tata steel, prefer idea cellular: sp tulsian",1
go long in indusind bank 1020 call: navneet daga,1
indusind bank can test rs 145-150: mitesh thacker,1
buy indusind bank on dips: sukhani,0
"prefer icici bank, sbi; positive on satin credit care: iifl",1
"lupin, infosys, indusind bank look interesting: most",0
"hdfc bank, icici bank, sbi top picks: r sreesankar",1
expect nims to trend upwards ahead: indusind bank,1
"sp tulsian€™s view on godrej cons, coal india & pvt, psu bank",0
indusind bank can go upto rs 253: gujral,1
indusind bank can test rs 90-100: r shah,1
"indusind bank q2 profit, nii growth may be over 26%: poll",1
indusind bank launch tractor and farm equipment division for agri-finance,1
"buy indusind bank, bharat forge; sell beml: ashwani gujral",0
"sell tata motors; buy hdfc bk, power grid: mitesh thacker",1
buy indusind bank; target of rs 1650: jm financial,0
indusind bank expand presence across thane district,0
"expect 20% return in hdfc bank, indusind: ubs",1
"buy union bank, karnataka bank, havells: ashwani gujral",0
7th pay hike may raise consumption to 8%: stock you can buy now,1
"buy l&t finance holdings, indusind bank, sun tv: ashwani gujral",1
"short indusind bank, say sp tulsian",1
"rbi must allow microfinance firm to lend to small, mid-sized segments: mfin president",0
accumulate indusind bank; target of rs 326: uljk securities,1
indusind bank q1 net profit up at rs 86.5 cr,0
buy indusind bank; target of rs 286: iifl,1
super six stock that can boost your portfolio on nov 23,1
"indusind bank to maintain stable asset quality over fy19-20, stock may give 14% return: anandrathi",1
slight npa increase for indusind acceptable: analysts,0
buy indusind bank; target of rs 1060: firstcall research,1
"go long in private banks; short psu banks, short ifci: thacker",1
"buy lupin, power grid; sell indusind bank, yes bank: gujral",0
"buy indusind bank, l&t, jain irrigation systems: ashwani gujral",1
"indusind bank q2 profit rise 4.6% to rs 920 cr; asset quality improves, loan growth at 32%",1
buy indusind bank; target of rs 331: krchoksey,1
bank set to report grim september quarter financial result,1
"it sector beat down, no great expectation from tcs: expert",0
"add indusind bank, yes bank in portfolio: choksey",1
"buy yes bank, indusind bank, icici bank on dips: elara cap",1
indusind bank q1 net profit up 38% at rs 119 cr,1
6 stock likely to see lot of action today,0
"podcast | stock pick of the day: see immediate support for nifty at 11,100 level",1
indusind bank may rally to rs 320: pn vijay,1
"indusind raise rs 2,000 cr via qip issue",1
buy indusind bank; target of rs 1400: axis direct,1
buy bajaj finance on dips: ashwani gujral,1
buy indusind bank; target of rs 2250: motilal oswal,0
"prefer indusind bank, yes bank: ashwani gujral",1
buy indusind bank; target of rs 550: firstcall research,1
top chart pick for december 28,1
"focus on hdfc, hdfc bank, hul, itc: sudarshan sukhani",0
why psbs may bridge valuation gap with private bank,0
"sell dlf, indusind bank, infosys; buy iifl, vijaya bank: thacker",1
institution of high growth to continue in indusind bank: iifl,1
buy indusind bank; target of rs 400: plilladher,1
indusind bank q2 nii likely to rise 32% at rs 675 cr,1
indusind bank inaugurate new branch in faridkot,0
check out: super six stock for december 12,1
ab money 'neurtal' on indusind bank; target of rs 1010,1
indusind bank q1 net see up 27% at rs 666.8 cr: kr choksey,1
hold indusind bank: target of rs 650: emkay,1
"buy, sell or hold: 9 stock that analysts be bullish on",0
indusind bank jun qtr pat see up at rs 181cr: krchoksey,0
"buy axis bank, yes bank, indusind bank: sudarshan sukhani",1
"buy indusind bank, jsw energy, bharat forge: ashwani gujral",1
buy indusind bank; target of rs 1966: hdfc securities,0
"buy indusind bank, advise sudarshan sukhani",1
"sell idea, m&m, tata motors; buy kesoram: ashwani gujral",0
"buy kotak bank, lloyd electric may test rs 273: prakash gaba",1
"buy indusind bank, petronet lng; sell m&m financial services: ashwani gujral",0
buy dcb bank; positive on indusind bank: ambareesh baliga,1
book some profit in indusind bank: phani sekhar,1
buy indusind bank; target of rs 600: krchoksey,1
super six short term pick for dec 13,1
baliga bullish on private sector bank,1
"buy indusind bank, raymond, cesc; hold yes bank: ashwani gujral",1
"hold indusind bank, say vishal malkan",1
"hdfc bank top pick, bob from psu space religare cap mkts",1
"indusind bank's q2 result on october 14, 2013",1
indusind bank launch qip to raise $ 215-250mn; stk up 5%,1
buy indusind bank; target of rs 2120: jm financial,1
"buy indusind bank, bata india: manas jaiswal",1
indusind bank target at rs 225: gujral,1
"sell jubilant foodworks; buy rel infra, indusind bank: gujral",0
indusind bank share sale raise usd 250 million,1
indusind bank to acquire il&fs' brokerage business,0
indusind bank q2 net profit up 130.9% at rs 77.8 cr,1
indusind bank have target of rs 320-325: thacker,1
"indusind bank q2 beat estimates, net up 32% to rs 330 cr",1
"buy century textiles, m&m, indusind bank: sudarshan sukhani",0
"buy indusind bank, national aluminium company: sandeep wagle",0
idfc see 20% return from infy in next 6 months,1
qip bonanza: indusind raise $100m via 13% stake sale,1
buy indusind bank; target rs 460: icicidirect.com,1
"below rs 394-395, indusind bank may test rs 375-380: bothra",1
indusind bank q4 net profit up 249% at rs 50.5 cr,1
hdfc bank top pick: siddharth teli,1
buy indusind bank; target of rs 700: religare capital,1
honda ink national 2wheeler retail finance mou with indusind bank,0
induslnd bank open new branch in lucknow,0
foreign investors can buy more share in indusind bank,0
"prefer yes bank, indusind bank, say kunal bothra",1
indusind bank have good support at rs 238: bhambwani,1
find out why tulsian be bullish on logistics stock,1
buy itc; sell indusind bank: sameet chavan,0
indusind-bharat financial deal: here's how experts be look at it,0
buy indusind bank; target of rs 1400: motilal oswal,1
"buy indusind bank, target rs 2248: anandrathi",0
bull's eye: 12 buy ideas for the day,1
ubs india overweight on private bank,0
buy indusind bank; target of rs 1650: jm financial,1
"bank q2: ubs securities' preview, review and pick",1
indusind bank may touch rs 445-450: kunal bothra,1
indusind bank q2 nii see up 23% at rs 407 cr,0
book profit in indusind bank at current level: sukhani,1
ing vysya bank have strong support at rs 380: gujral,1
"prefer hdfc bank, icici bank: dhananjay sinha",1
"indusind bank's q1 result on july 09, 2014",1
hold indusind bank; target of rs 234: asit c. mehta,1
"buy federal bank, indusind bank: parag thakkar",1
ashok leyland sell stake worth rs 299 crore in indusind bank,1
indusind bank sep qtr pat see up 37% at rs 182.3cr: unicon,1
indusind bank announce q2 results; pat up at rs 330.23cr,1
"after recent drubbing, here€™s how you could trade your banking, nbfc stock",1
"indusind bank's agm on august 17, 2015",1
will raise $75-100m via qips: indusind bank,1
buy indusind bank; target of rs 2120: jm financial,1
"buy yes bank, indusind bank on dips: nitin jain",1
indusind bank q1 net profit may dip 8% yoy to rs. 949.8 cr: kotak,1
"buy indusind bank, advise jitendra panda",1
super six trade stock for short term gain,1
new npas to decline 40% in fy17; prefer private sector banks: ms,1
go long in indusind bank; short biocon: rahul shah,0
bull's eye: top chart pick for today,1
fifa under 17 world cup: india knocked-out after lose 4-0 to ghana,1
indusind bank-crisil sign mou on bank loan rat,1
"prefer crompton greaves, exide, dcb, indusind bank: baliga",1
tulsian positive on axis bank,1
see lower level in indusind bank: sudarshan sukhani,0
buy indusind bank on dips; target rs 375-380: thukral,1
"short indusind bank, advise kunal bothra",0
"sell indusind bank; buy dr reddy's labs, dish tv: gaurav bissa",0
"sell indusind bank, say jitendra panda",1
"short indusind bank, say aashish tater",0
"buy stride shasun, axis bank, reliance industries: gujral",0
indusind bank a market performer: smc global,1
