text,label
Why investors in private banks should stay invested despite their outperformance?,__label__2
"HDFC Bank Q4 Net Profit seen up 20.9% YoY to Rs. 5,803.3 cr: Motilal Oswal",__label__1
"HDFC Bank Q4 Net Profit seen up 20.5% YoY to Rs. 5,784.6 cr: Kotak",__label__1
Indian financial services companies are wary of these risks in 2019,__label__2
Falling inflation? Numbers from states don't say so: HDFC Bank,__label__2
"RBI likely to cut interest rates next week, says HDFC's Keki Mistry",__label__2
Why the dream run of HDFC Bank could continue,__label__2
"Podcast | Stock picks of the day: Nifty to find support at 10,700-10,750 amid volatility",__label__1
"Buy HDFC Bank, target Rs 2,300: Ashish Chaturmohta",__label__2
"Buy HDFC Bank, target Rs 2420: Anand Rathi",__label__2
Hold HDFC Bank; target of Rs 2315: Arihant Capital,__label__2
HDFC Bank holds Digital Innovation Summit in Gujarat,__label__1
Buy HDFC Bank; target of Rs 2371: Prabhudas Lilladher,__label__1
Accumulate HDFC Bank; target of Rs 2450 : Dolat Capital,__label__1
Buy HDFC Bank; target of Rs 2650: Sharekhan,__label__1
Buy HDFC Bank; target of Rs 2400: ICICI Direct,__label__2
Buy HDFC Bank; target of Rs 2500: Motilal Oswal,__label__1
Buy HDFC Bank; target of Rs 2500: Motilal Oswal,__label__1
"Slideshow | Wipro, HDFC Bank among top 11 picks by brokerages with up to 60% upside",__label__1
"HDFC Bank Q3 Net Profit seen up 17.2% YoY to Rs. 5,439.9 cr: Sharekhan",__label__2
"HDFC Bank Q3 Net Profit seen up 18.6% YoY to Rs. 5,505.7 cr: Kotak",__label__1
"Rakesh Jhunjhunwala's Rare Enterprises, HDFC Bank, ICICI Bank interested in IL&FS Securities: Report",__label__2
PhillipCapital 'banks' on 4 factors in financials; 5 stocks to bet on,__label__2
PhillipCapital 'banks' on 4 factors in financials; 5 stocks to bet on,__label__2
"HDFC Bank to revert to old mobile app version by Dec 4, relaunch update soon",__label__2
"HDFC Bank€™s new mobile app continues to malfunction, remains unfixed",__label__2
"Buy HDFC Bank with target Rs 2,420: Anand Rathi",__label__2
"Sell HDFC Bank, target Rs 1980: Rupak De",__label__2
HDFC Bank to pick additional 4% stake in Clearing Corp for Rs 124 cr,__label__1
"NBFCs will have trouble raising money in at least the next six months, says Anand Tandon",__label__2
Little success for banks on NPA resolution until Q2 but better results likely by March,__label__2
HDFC Bank hikes deposit rates by up to 0.5%,__label__1
"Buy HDFC Bank, target Rs 2,420: Anand Rathi",__label__2
"Top buy & sell ideas by Ashwani Gujral, Sudarshan Sukhani, Prakash Gaba for short term",__label__2
"Financial sector biggest wealth creator, and destroyer too: Motilal Oswal",__label__2
RBI clears re-appointment of Aditya Puri as CEO of HDFC Bank for 2 years,__label__2
Buy HDFC Bank; target of Rs 2400: Dolat Capital,__label__1
Buy HDFC Bank; target of Rs 2284: Nalanda Securities,__label__2
Buy HDFC Bank; target of Rs 2350: KR Choksey,__label__2
Buy HDFC Bank; target of Rs 2310: Prabhudas Lilladher,__label__2
HDFC Bank Q2 review: Scaling new highs in a tough environment; buy,__label__2
"HDFC Bank Standalone September 2018 Net Interest Income (NII) at Rs 11,763.41 crore, up  20.62% Q-o-Q",__label__2
HDFC Bank Q2 earnings preview: Watch out for these 5 key factors,__label__2
Buy HDFC Bank with 7% return: Ashish Chaturmohta,__label__2
Buy HDFC Bank with 7% return: Ashish Chaturmohta,__label__2
"Buy HDFC Bank, target Rs 2,190: Ashish Chaturmohta",__label__2
"Morgan Stanley rates HDFC Bank overweight, sees stock at Rs 3,020 in bull case scenario",__label__2
Maruti partners with Zydus to set up health facility in Gujarat,__label__2
Cabinet may consider converting GSTN to government entity on September 26,__label__2
Daiichi Sankyo moves NCLT to stay insolvency plea against RHC Holding,__label__1
"HDFC Bank hikes base rate by 20 bps to 9.15%, IndusInd Bank hikes MCLR by 5 bps",__label__1
"Buy HDFC Bank, target Rs 2185: Shabbir Kayyumi",__label__1
'HDFC Bank is India's most valued brand for 5th year in a row',__label__2
HDFC Bank is India's most valued brand for 5th year in a row: Report,__label__2
IDBI deal effect? LIC on selling spree in banks,__label__1
"Sell HDFC Bank, target Rs 2020: Aditya Agarwal",__label__2
RIL pips TCS once again to become most valued firm,__label__2
HDFC Bank will not have Deputy MD position after Sukthankar's exit: Aditya Puri,__label__1
Buy or sell: Top stock trading ideas by market experts which are good short term bets,__label__1
Buy or sell: Top stock trading ideas by market experts which are good short term bets,__label__1
HDFC Bank Deputy MD Paresh Sukthankar resigns,__label__1
HDFC Bank raises fixed deposit rates by up to 0.6%,__label__1
"HDFC Bank raises Rs 15,151 crore from domestic, overseas market",__label__1
"HDFC Bank raises Rs 2,775 cr via QIP",__label__1
Buy HDFC; target of Rs 2287: Prabhudas Lilladher,__label__1
"Ideas for Profit: HDFC continues steady performance in Q1, buy",__label__1
"HDFC Bank board approves fund raising of up to Rs 15,500 crore via QIP, ADR",__label__1
IHH open offer for Fortis to commence on Sept 7,__label__2
Buy HDFC Bank; target of Rs 2627: KR Choksey,__label__2
Buy HDFC Bank; target of Rs 2500: JM Financial,__label__1
"HDFC plans to raise Rs 35,000 cr via bonds",__label__2
Buy HDFC Bank; target of Rs 2492: Prabhudas Lilladher,__label__2
HDFC Bank's capital raising to lift capital buffers by 300 bps,__label__1
"Ideas for Profit: HDFC Bank well poised to leap ahead, buy",__label__1
"HDFC Bank Q1 Preview: PAT seen rising 23% on stable asset quality, interest income",__label__2
"HDFC Bank raises Rs 8,500 cr by issuing equity to parent HDFC",__label__2
"HDFC group m-cap crosses Rs 10 trillion, only second after Tatas",__label__2
"HDFC Bank Q1 loan book grows 22% to Rs 7.08 lakh crore, deposits growth at 20%",__label__2
"In letter to shareholders, Deepak Parekh details succession plans at HDFC",__label__2
HDFC Bank MD Aditya Puri's remuneration declines to Rs 9.65 cr in 2017-18,__label__2
Aditya Puri hopes HDFC Bank benefit from rivals' NPA pains by expanding market share,__label__2
HDFC Bank only domestic brand in BrandZ's top 100 global list,__label__2
HDFC Bank asks executive to 'don't engage customer further' and assign 'if ranting' on Twitter query,__label__2
Credit growth improved in FY18 €“ who did it benefit?,__label__1
"HDFC Bank's Aditya Puri takes 10.5% cut in fixed salary for FY18, earns Rs 2.64 lakh a day",__label__1
"Cabinet clears HDFC Bank's proposal to raise Rs 24,000 cr via FDI",__label__2
"HDFC Bank gets Cabinet nod to raise Rs 24,000 crore as FDI",__label__1
"WhatsApp leak: Sebi to soon take action against market operators, cos' senior staff",__label__2
"Cash is our biggest competitor, so are HDFC Bank and SBI: American Express India chief",__label__2
HDFC Bank to set the ball rolling in hunt for Aditya Puri's successor,__label__2
Buy HDFC; target of Rs 2250: ICICI Direct,__label__1
Hold HDFC; target of Rs 2160: Edelweiss,__label__1
Buy HDFC; target of Rs 2228: Prabhudas Lilladher,__label__1
HDFC Bank opens its 100th branch in Bihar,__label__2
Buy HDFC Bank; target of Rs 2500: JM Financial,__label__2
Buy HDFC Bank; target of Rs 2300: ICICI Direct,__label__2
Buy HDFC Bank; target of Rs 2346: KR Choksey,__label__2
Buy HDFC Bank; target of Rs 2300: Sharekhan,__label__2
Buy HDFC Bank; target of Rs 2454: Edelweiss,__label__1
Buy HDFC Bank; target of Rs 2400: Motilal Oswal,__label__1
Buy HDFC Bank; target of Rs 2251: Prabhudas Lilladher,__label__1
"HDFC Bank Q4FY18 review: Stellar performance across metrics, stock remains a must-buy",__label__1
"HDFC Bank top pick in private banking space, bullish on the stock for next 10 years: Akash Jain",__label__1
Brokerages cheer HDFC Bank Q4 results; stock trades flat,__label__1
"HDFC Bank plans to raise Rs 50,000 cr via bonds in FY'19",__label__2
"ICICI Bank, Axis Bank crises revives focus on private sector boards' judgment and independence",__label__1
"Buy HDFC Bank, Maruti Suzuki, Divi's Lab; sell Tata Steel: Ashwani Gujral",__label__1
HDFC Bank signs MoU with Government e-Marketplace,__label__2
HDFC Bank ropes in Citi executive to head corporate banking,__label__1
Myntra offers EMI of Rs 51 on clothing range,__label__2
"Buy HDFC Bank, ICICI Bank, Axis Bank: Ashwani Gujral",__label__2
News Highlights: Facebook bans far-right group; all-woman crew of Indian Navy begins return journey,__label__2
HDFC Bank blocks all its cards to buy/trade cryptocurrencies,__label__2
"Sell REC, Adani Enterprises; buy Amara Raja Batteries: Ashwani Gujral",__label__2
"Sell HDFC Bank, Yes Bank, Axis Bank: CA Rudramurthy BV",__label__2
"Remain invested in HDFC Bank, says Rajat Bose",__label__1
"CLSA retains 'Buy' on HDFC Bank, sees 21% CAGR in profit over FY17-20",__label__2
Happy Holi! Top 10 stocks to colour your portfolio which could give up to 40% return,__label__2
Happy Holi! Top 10 stocks to colour your portfolio which could give up to 40% return,__label__2
Happy Holi! Top 10 stocks to colour your portfolio which could give up to 40% return,__label__2
Happy Holi! Top 10 stocks to colour your portfolio which could give up to 40% return,__label__2
Happy Holi! Top 10 stocks to colour your portfolio which could give up to 40% return,__label__2
Happy Holi! Top 10 stocks to colour your portfolio which could give up to 40% return,__label__2
"Buy NCC, IndusInd Bank; sell Reliance Communications: Ashwani Gujral",__label__1
WhatsApp leak case: HDFC Bank says committed to highest standards of corp governance,__label__1
EMIs to rise as banks set the ball rolling on increasing interest rates on loans,__label__2
"HDFC Bank raises MCLR by 10 basis points, signalling an uptrend",__label__2
Buy HDFC; target of Rs 2160: Prabhudas Lilladher,__label__1
Buy HDFC Bank; target of Rs 2288: KRChoksey,__label__2
HDFC Bank up 2% post Q3 show; brokerages remain upbeat,__label__2
"HDFC Bank and Kotak Mahindra Bank €” The haloed duo with a long, promising road ahead",__label__2
Kotak Mahindra Bank opposes 100% FDI in banking; says Indian savers must benefit,__label__2
Buy HDFC Bank; target of Rs 2300: Sharekhan,__label__2
"News highlights of the day: World wants to hear directly from horse's mouth, says PM Modi on Davos",__label__2
"HDFC Bank reports divergence of Rs 2,051 cr for FY17; profits grow 20%",__label__2
"HDFC Bank Q3 profit rises 20%; loan growth strong, but has asset quality hiccups",__label__2
"HDFC Bank Q3 profit seen up 20%, NII growth could be highest in last few quarters",__label__2
HDFC Bank m-cap crosses Rs 5 lakh cr mark,__label__2
"News highlights of the day: India's economy to be USD 5 trillion by 2025, says Paytm founder",__label__2
"Buy HDFC Bank, ACC, Zee Entertainment: Chandan Taparia",__label__2
"Buy HUL, HDFC Bank, Arvind: Chandan Taparia",__label__1
"Buy HDFC Bank, Uflex, Delta Corp: Ashwani Gujral",__label__2
Bank rates: Where are lending rates and bond yields headed?,__label__2
"SLCM ties up with HDFC Bank, IndusInd Bank for collateral management",__label__1
"Morgan Stanley maintains Overweight on HDFC Bank, ups price target to Rs 2,500 post fundraising plan",__label__1
FRDI or not €“ the winds of change will create big winners,__label__1
"Buy, Sell, Hold: 4 largecaps and 3 midcap stocks on analysts radar today",__label__1
HDFC Bank one of the strongest banks: Nirmal Bang Securities,__label__2
"Buy HDFC Bank, Lupin, Larsen & Toubro, Delta Corp: Mitessh Thakkar",__label__2
HDFC Bank plans to raise up to $3.75 billion from share sale,__label__2
"HDFC Bank board approves raising up to Rs 24,000 crore",__label__2
HDFC Bank - Outcome of board meeting,__label__2
Buy HDFC Bank; hold HDFC: Edelweiss Financial Services,__label__2
News highlights for the day: Centre to table triple talaq bill in Parliament tomorrow,__label__2
"Buy HDFC Bank, PC Jeweller, Tata Global, PVR; sell Kaveri Seed: Sudarshan Sukhani",__label__2
News highlights of the day: Delhi metro train rams into wall during trial run,__label__2
"HDFC Bank remains top pick among large caps, ups target to Rs 2,350: Nomura",__label__1
"Market likely to move higher, pick private banks, Infosys, HCL Tech, Biocon, Bata: Sudarshan Sukhani",__label__1
"Buy HDFC Bank, Indian Oil Corporation, Canara Bank, ICICI Bank: Ashwani Gujral",__label__2
"Global investors are reaping benefits of HDFC growth story, not Indians: Uday Kotak",__label__2
"Buy HDFC Bank, Tata Steel, Interglobe Aviation, V-Guard Industries, Bombay Dyeing: Ashwani Gujral",__label__2
"TCS biggest wealth creator in 2012-17, Ajanta Pharma the fastest: Wealth Creation Study",__label__2
"HDFC Bank up around 1% after Credit Suisse raises target price to Rs 2,075",__label__2
"Buy HDFC Bank, Voltas, UPL, GAIL India, Can Fin Homes, Bharti Airtel: Ashwani Gujral",__label__1
Is HDFC Bank not telling you something about its bad loans?,__label__2
"Buy HDFC Bank, Siemens: Prakash Gaba",__label__2
"Buy HDFC Bank, HDFC, Can Fin Homes, Hindalco, Tata Steel, BEML: Ashwani Gujral",__label__2
Top buy ideas by Ashwani Gujral & Prakash Gaba for November 17,__label__2
RBI rejects HDFC Bank's request to declassify HDFC as FII,__label__2
News highlights of the day: N Korea's 'twisted dictatorship' cannot hold the world hostage says Trump,__label__2
Top buy & sell ideas by Mitessh Thakkar & Prakash Gaba for November 15,__label__1
Buy HDFC; target of Rs 1890: JM Financial,__label__1
HDFC Bank launches SmartUp Zone in Hyderabad,__label__1
Buy HDFC; target of Rs 1980: Axis Direct,__label__1
HDFC Bank to set up SmartUp zones in 30 cities,__label__1
"HDFC Bank makes RTGS, NEFT online transactions free from Nov 1",__label__1
Buy HDFC Bank; target of Rs 2150: Axis Direct,__label__1
NPA divergences point to a need for bank auditors to have a dialogue with RBI,__label__2
HDFC Bank gets green nod for Rs 194 cr Mohali project,__label__2
Buy HDFC Bank; target of Rs 2100: Sharekhan,__label__2
Accumulate HDFC Bank; target of Rs 2046: KR Choksey,__label__2
Accumulate HDFC Bank; target of Rs 2000: Dolat Capital,__label__2
Buy HDFC Bank; target of Rs 2136: Prabhudas Lilladher,__label__2
Buy HDFC Bank; target of Rs 2150: Motilal Oswal,__label__2
Buy HDFC Bank; target of Rs 2050: ICICI Direct,__label__2
RBI asks HDFC Bank to classify a project loan account as NPA,__label__1
Buy HDFC Bank; target of Rs 2100: Edelweiss,__label__1
Top five key takeaways from HDFC Bank Q2 results; stock up 50% in 2017,__label__2
"HDFC Bank Q2 profit rises 20% to Rs 4,151 cr despite sharp spike in provisions",__label__2
IIFL expects steady Q2 numbers for HDFC Bank,__label__2
"Avoid HDFC Bank, sell Capital First, Fortis Health, Siemens; buy Ambuja Cements, Bajaj Auto: Sudarshan Sukhani",__label__2
Sambit Patra's appointment to ONGC Board challenged in HC,__label__2
"HDFC Bank Q2 profit, net interest income, loan growth seen around 20%",__label__2
"Buy HDFC Bank, Indiabulls Housing Finance, Adani Enterprises: Ashwani Gujral",__label__2
"Buy HDFC Bank, National Aluminium Company; positive on Hindustan Unilever: Chandan Taparia",__label__2
Buy HDFC; target of Rs 2056: ICICI Direct,__label__1
"Sell HDFC Bank, Voltas; buy Adani Transmission: Ashwani Gujral",__label__2
"Impact of digital push? More than half of urban Indians use credit cards, says Cibil survey",__label__1
Buy HDFC Bank; target of Rs 2000: JM Financial,__label__2
"Buy HDFC Bank, Infosys, Capital First: Rahul Shah",__label__2
"HDFC Bank's board meeting on October 24, 2017",__label__2
"Buy HDFC Bank, Dabur India; sell Jet Airways: Ashwani Gujral",__label__2
"Buy HDFC Bank, Edelweiss Financial Services, Tata Communications: Ashwani Gujral",__label__2
SEBI raises several observations on HDFC Standard Life IPO: Sources,__label__1
"HDFC Bank can climb to Rs 1860, United Spirits Rs 2750: Prakash Gaba",__label__2
"HDFC Bank can climb to Rs 1860, Sun Pharma Rs 530: Prakash Gaba",__label__2
HDFC Bank overtakes TCS to become second most valuable company,__label__2
"Buy HDFC Bank, JSW Steel, Fortis Healthcare: Rahul Shah",__label__2
"Buy, Sell, Hold: 9 stocks and 2 sectors are being tracked by investors today",__label__2
"Buy, Sell, Hold: Here are 8 stocks that analysts are tracking today",__label__1
HDFC Bank's chatbot addresses 2.7 m queries in 6 months,__label__2
"Buy HDFC Bank, Canara Bank; sell PC Jeweller: Ashwani Gujral",__label__2
HDFC Bank adds 6 more payment options on merchant terminals to convert them into DigiPOS,__label__2
"Stay invested in HDFC Bank, says Vijay Chopra",__label__1
"With banks cutting savings interest rates, what are your options now?",__label__1
HDFC Bank cuts rates on certain savings accounts,__label__1
"Q1 Report Card: GST, weaker earnings weigh; valuation may remain at elevated levels",__label__2
Insolvency and Bankruptcy Code must be used with prudence: HDFC Bank senior official,__label__1
Institutions continue to lap up Indian equities in June quarter,__label__1
Buy HDFC Bank; target of Rs 2000: Axis Direct,__label__2
Buy HDFC; target of Rs 1900: Motilal Oswal,__label__2
Buy HDFC Bank; target of Rs 2000: Motilal Oswal,__label__2
Buy HDFC Bank; target of Rs 1958: Edelweiss,__label__2
Hold HDFC Bank; target of Rs 1840: ICICI Direct,__label__2
"HDFC Bank, Axis earmark higher provisions for cos in iron, steel & telecom sectors",__label__2
HDFC Bank: Outcome of AGM,__label__1
Buy HDFC Bank; target of Rs 2016: KR Choksey,__label__1
"HDFC Bank Q1 FY18 €“ Premium valuations, but for good reasons",__label__1
Merchants may have to pay banks less for low-value UPI transactions,__label__1
"HDFC Bank trims workforce by 11,000 in 9 months",__label__1
HDFC Bank is on course to become $100 billion Market Cap Company: Goldman Sachs,__label__1
"HDFC Bank sets aside Rs 206 cr provisions for agri, telecom, iron & steel sectors",__label__2
"HDFC Bank Q1 profit, net interest income jump 20%; NPA rises due to farm loan waiver",__label__2
HDFC Bank: Outcome of board meeting,__label__2
"SBI, Carlyle to buy out GE Capital€™s 26% stake in SBI Card",__label__1
"Buy HDFC Bank, Federal Bank, Tata Motors: Chandan Taparia",__label__1
Profit booking grips market; Top 15 €˜safe bets€™ to buy even after strong rally in 2017,__label__1
"Buy HDFC Bank; sell Tata Steel, IDFC Bank: Ashwani Gujral",__label__2
Prefer HDFC Bank & Kotak Mahindra among retail banks: UBS India,__label__2
Bond yields to scale back to 6.7% levels by March: HDFC Bank,__label__1
"Buy HDFC Bank, NIIT Technologies; sell Motherson Sumi: Rajat Bose",__label__2
"HDFC Bank's AGM on July 24, 2017",__label__2
HDFC Bank's Puri exercises Rs 57-cr stock options in FY17,__label__2
"HDFC Bank's board meeting on July 24, 2017",__label__1
SBI Card sees growth in premium credit cards; aims to top market share in 3 years,__label__2
"Buy HDFC Bank, Kolte-Patil, Motilal Oswal Financial: Ashwani Gujral",__label__2
NPCI to ask banks not to charge UPI transactions,__label__2
3 hot stock picks from Geojit Financial Services,__label__1
HDFC Bank fixes record date for dividend & AGM,__label__2
"Buy HDFC Bank, sell KPIT Technologies: Mitessh Thakkar",__label__1
"Now, HDFC too matches SBI,ICICI's rates, lowers to 8.35%",__label__2
"HDFC Bank raises Rs 8,000 crore in largest issue of perpetual debt funds",__label__1
Buy HDFC Bank; target of Rs 1681: Geojit Financial Services,__label__1
Wondering where to invest? MFs have these 20 large & midcap stocks in their kitty,__label__1
"Vikram Kotak of Crest Cap upbeat on Indian equities; like financials, bearish on IT",__label__2
HDFC Bank's Aditya Puri says the best is yet to come in terms of loan growth,__label__2
Buy HDFC Bank; target of Rs 1700: ICICI Direct,__label__2
Accumulate HDFC Bank; target of Rs 1685: Systematix,__label__2
Buy HDFC Bank; target of Rs 1790: Motilal Oswal,__label__2
Accumulate HDFC Bank; target of Rs 1778: Arihant Capital,__label__2
"Buy, sell, hold: 3 stocks that analysts are watching today",__label__2
"Buy HDFC Bank, IRB Infra, REC, BHEL, Motherson Sumi; short Coal India: Sukhani",__label__2
"HDFC Bank headcount falls for 2nd quarter, down by 6,100 in Q4",__label__2
"HDFC Bank shares gain over 2%; mcap surges by Rs 8,918 cr",__label__2
Here are SP Tulsian's top trading picks,__label__2
"Buy HDFC Bank, expect stock to head higher: Prakash Gaba",__label__2
"Hold HDFC Bank, advises Avinnash Gorakssakar",__label__2
"HDFC Bank to raise Rs 50,000 cr via infra bonds, debt securities",__label__2
Buy HDFC Bank; sell Tata Communications below Rs 700: Mitessh Thakkar,__label__2
HDFC Bank Q4 beats estimates; Top 10 takeaways from March quarter results,__label__2
HDFC Bank: Outcome of board meeting,__label__2
HDFC Bank: Outcome of board meeting,__label__2
HDFC Bank Q4 profit rises 18% but provisions limit growth; NII beats estimates,__label__2
"HDFC Bank Q4 profit seen up 18% at Rs 3966 cr, outlook on retail loan growth key",__label__2
"Buy HDFC Bank, target Rs 1500; like HCC: Mitessh Thakkar",__label__2
"Buy HDFC Bank, Larsen & Toubro, BHEL: Sudarshan Sukhani",__label__1
Nearly 1 lakh Indians sign petition to RBI Governor against unfair banking charges,__label__2
Converting credit card money to cash using Paytm? This is how you can land in trouble,__label__2
"HDFC Bank to raise Rs 50,000 cr in next 12 months",__label__2
HDFC Bank launches its UPI on Chillr,__label__1
Sensex cos to see 9.1% growth in profits in Q4 FY'17: Deutsche,__label__1
"Chillr kicks off UPI payments with HDFC Bank, plans to enter lending biz",__label__1
"HDFC Bank focuses on expanding corporate loan book, refinancing and term loans",__label__1
"HDFC Bank, L&T Finance Holdings are top picks: R Sreesankar",__label__2
"HDFC Bank may hit Rs 1600, Eicher Motors Rs 27000: Ashwani Gujral",__label__2
"Buy HDFC Bank, Future Consumer, KRBL: Ashwani Gujral",__label__2
"Sell HDFC Bank, Reliance Industries: Prakash Gaba",__label__1
Aditya Puri features in world's 30 best CEOs list by Barron's,__label__1
"HDFC issues India€™s largest masala bonds to raise Rs 3,300 crore",__label__1
Samsung launches mobile payment service in India,__label__2
HDFC plans to raise $750 mn via rupee denominated bonds,__label__2
"HDFC Bank's board meeting on April 21, 2017",__label__2
Fund managers are not gung-ho on these 20 stocks; do you have them in your portfolio?,__label__1
"Buy HDFC Bank, UPL; sell Bharti Airtel: Ashwani Gujral",__label__1
"Buy HDFC Bank, UPL; sell Bharti Airtel: Ashwani Gujral",__label__1
HDFC Bank to offer loans online against shares in 3 minutes,__label__2
HDFC Bank reappoints Paresh Sukthankar as deputy managing director,__label__2
COMMENT: Here's why we should happily pay our ATM fees,__label__2
"HDFC Bank digitises over 1,200 dairy co-operatives",__label__2
SBI chief says new bank charges will help Jan Dhan costs,__label__2
"Divis Labs can climb to Rs 810, HDFC Bank looks good: Gaba",__label__2
Not keeping min bank balance? Be ready to pay Rs 600 fine & more,__label__2
Apollo Hospitals raises Rs 200 cr via NCDs,__label__1
"HDFC Bank may hit Rs 1405, Bata India Rs 515: Rajat Bose",__label__1
SEBI not happy with RBI's intervention in HDFC Bank trading case,__label__2
HDFC Bank launches chatbot Eva for customer services,__label__2
Banks levy Rs 150 on transactions: Here's how Twitterati reacted,__label__1
Will look into new bank transaction charges: Ravi Shankar Prasad,__label__1
"HDFC Bank, others resume levy on cash transactions",__label__1
"Pay min Rs 150 at HDFC Bank, ICICI, Axis after 4 cash deposits",__label__1
"Buy HUL, HDFC Bank, AB Nuvo, Vedanta; sell Indo Count: Sukhani",__label__1
Bank unions to strike today; cheque clearances may be hit,__label__1
We haven't been approached by anyone: Axis Bank's Shikha Sharma,__label__1
"HDFC Bank trades settled smoothly, foreign holding cap intact",__label__1
"COMMENT: Axis Bank suitor list grows, but Kotak unlikely to overpay",__label__1
"HDFC Bank FPI trade: RBI, Sebi to tighten norms on trigger point",__label__1
Here's why private banks may have shown interest in Axis Bank,__label__1
"HDFC Bank FPI trades: Sebi, RBI mull safeguards",__label__1
Play safe; buy Lakshmi Vilas Bank & OBC: Prakash Diwan,__label__2
Here is why SP Tulsian is bullish on Petronet LNG,__label__2
There is more room for lending rate cuts: HDFC Bank CEO Puri,__label__2
"Mobile wallet cos don't have profitable models, says Aditya Puri",__label__2
Aditya Puri says national bad bank is not a bad idea,__label__2
"Remain invested in HDFC, says Prakash Gaba",__label__2
"Hold HDFC Bank, says Dilip Bhat",__label__2
Foreign holding in HDFC Bank hits limit again: RBI,__label__2
"Buy Maruti Suzuki, says Ajay Srivastava",__label__2
Stay invested in HDFC Bank: Ajay Srivastava,__label__2
Pick Kotak Mahindra Bank: Ashwani Gujral,__label__2
Buy Bharat Financial; sell Arvind: Ashwani Gujral,__label__2
Here are Deven Choksey's top trading ideas,__label__2
"Buy HDFC Bank, Infosys: Rajat Bose",__label__1
Here are few stock trading ideas by Mayuresh Joshi,__label__1
"Buy HDFC Bank, sell Aurobindo Pharma: Sudarshan Sukhani",__label__2
"Buy HDFC Bank; sell DLF, BHEL: Ashwani Gujral",__label__2
"Buy Reliance Industries, HDFC, Yes Bank: Sudarshan Sukhani",__label__2
"Buy Bajaj Finance, Cairn, HDFC Bank; sell Ceat: Sukhani",__label__2
Buy HDFC; target of Rs 1540: Axis Direct,__label__1
Kotak-Axis merger in the works? Both banks say no,__label__1
HDFC Bank increases cash transaction fees on savings a/cs,__label__2
Buy HDFC Bank; target of Rs 1400: Axis Direct,__label__2
Hold HDFC Bank; target of Rs 1358: Arihant Capital,__label__1
Buy HDFC Bank; target of Rs 1417: Geojit BNP Paribas,__label__1
HDFC Bank brings in humanoid to assist customers in branch,__label__1
Buy HDFC Bank; target of Rs 1500: ICICI Direct,__label__2
Buy HDFC Bank; target of Rs 1412: Edelweiss,__label__2
Buy HDFC Bank; target of Rs 1457: KR Choksey,__label__2
Buy HDFC Bank; target of Rs 1510: Motilal Oswal,__label__2
Sell Bank Nifty 19100 Put; see momentun in Petronet: Amit Gupta,__label__2
"Buy, sell, hold: 4 key stocks to watch out post Q3 results",__label__2
HDFC Bank wants reasonable MDR charges,__label__2
"Buy HDFC Bank, target Rs 1310: Mitessh Thakkar",__label__2
"Buy Coromandel International, Tata Motors, NTPC: Ashwani Gujral",__label__2
HDFC Bank growth to be led by volume; Q3 show stable: Experts,__label__2
"HDFC Bank Q3 profit rises 15% to Rs 3865cr, loan growth at 13.5%",__label__2
Budget 2017: Experts pick 16 stocks that may benefit from the big event,__label__2
"HDFC Bank Q3 profit seen up 12%, loan growth may slow down",__label__2
"IndusInd Bank, HDFC Bank best bets: Mehraboon Irani",__label__2
