Headlines,Labels
hdfc bank to grow 30% if economy expand at 7%: aditya puri,1
hdfc bk see green shoot as indian company borrow again,0
"top six cos add rs 33,985 cr in m-cap, ril scale up the most",0
institutions continue to lap up indian equities in june quarter,0
super six stock you can bet on october 26,0
"citi see sensex at 28,800; list 5 largecaps, midcaps to buy",1
high fii hold make private bank vulnerable: analysts,0
6 stock likely to see lot of action today,0
here be what to expect from hdfc bank's q3 earn,1
buy hdfc bank: vishal malkan,1
buy hdfc bank; target of rs 2700: icici direct,0
"see higher level in gail, buy hdfc bank: sudarshan sukhani",0
"buy hdfc bank, target price of rs 1,366: angel broking",1
prefer private sector banks: pramerica mutual fund,0
hdfc bank raise fix deposit rat by up to 0.6%,0
"icici bank, hdfc bank may give 15-20% returns: khemani",0
"buy hdfc bank, short infosys, idfc: amit harchekar",1
hdfc bank q4 net hit 30% magic figure but share fall 2%,0
top 10 stock that will make your portfolio greener,0
"buy reliance industries, hdfc bank; sell bel: sukhani",1
"clsa retain 'buy' on hdfc bank, see 21% cagr in profit over fy17-20",1
"hdfc bank q1 profit see up 27%, loan growth may be strong",0
"bharti airtel may hit rs 500, idea cellular rs 230: shah",0
pnb have support at rs 960: gujral,1
citi cut base rate to 9.35%,1
hdfc bank may slip to rs 655: siddharth bhamre,0
"hdfc bank fpi trades: sebi, rbi mull safeguard",0
"buy hdfc bank, asian paints, bpcl, ifci; sell marico: thacker",1
"buy hdfc bank, target of rs 1310: krchoksey",1
top 10 stock to keep an eye on november 26,1
accumulate hdfc bank; target of rs 1180: ab money,0
"hdfc bank q4 net surge on strong loan growth, fee income",0
"npa issue sticky, 5.5% gdp can push loan growth: hdfc bank",1
reasonably well position in retail: hdfc bank ed,1
buy hdfc bank; target of rs 1135: firstcall research,0
new hire at indian banks' association spark controversy,0
"buy hdfc bank, indiabulls house finance, adani enterprises: ashwani gujral",1
"hdfc bank q1 result on july 21, 2015",0
hdfc bank have support at rs 396: kulkarni,0
"prefer hdfc bank, icici bank, tcs, lupin: jeff chowdhry",0
seth positive on bank stock,0
"short hdfc bank around rs 610-615, say bhamre",1
6 trade stock for short term gain,1
buy bank stock on corrections: srivastava,1
expect no suprise from banks' q3 earn growth,1
here be what cfos be expect from modi budget,1
"buy hdfc bank, ongc, tata motors, bharti airtel: irani",1
"buy icici bank, axis bank: ambareesh baliga",1
hdfc may slip to rs 550: manghnani,1
"accumulate hdfc bank, hero motocorp: mayuresh joshi",1
"hdfc bank q3 profit see up 20%, nii growth could be highest in last few quarter",1
hold hdfc bank: ventura,1
"buy, sell or hold:investment strategies by analysts for 8 stock",0
hdfc bank want reasonable mdr charge,1
"hdfc bank q1 profit, net interest income see up over 20%",1
here be sanjiv bhasin's top trade ideas,0
hdfc bank q3 pat see at rs 808 cr: prabhudas lilladher,0
hdfc bank allot debentures worth rs 1405 cr,0
bank loan miss fy13 rbi projection; grow 14% yoy,0
hdfc bank may fall further: ajay srivastava,1
buy hdfc; target of rs 2160: prabhudas lilladher,0
bourses seek clarification over debit card data breach,0
"buy hdfc bank, larsen & toubro, bhel: sudarshan sukhani",0
accumulate hdfc bank; target of rs 880: dolat capital,1
hdfc bank sept qtr pat see at rs 912 cr: sharekhan,0
buy hdfc bank; target of rs 2580: aditya birla money,0
"cobrapost expose: hdfc bank, icici, axis accuse of money launder",1
buy havells india; sell tata steel: ashwani gujral,0
15 stock ideas for 2013: nirmal bang,1
hdfc bank appoint shyamala gopinath as non-executive chairperson,1
how rbi have damage its credibility in cobra's sting,1
here be a few investment ideas from prakash diwan,0
"sell zee entertainment, hdfc bank; buy raymond: ashwani gujral",0
"buy icici bank, vedanta, srei infra: ashwani gujral",0
accumulate hdfc bank; target of rs 2046: kr choksey,1
"sell hdfc bank, say sudarshan sukhani",0
can cut rat only when deposit rat cool: hdfc bank,1
"hdfc bank q3 pat may rise 25%, asset quality key: poll",0
"hdfc bank standalone september 2018 net interest income (nii) at rs 11,763.41 crore, up 20.62% q-o-q",1
see 12-13% upside in hdfc bank: vaibhav agrawal,0
"prefer hdfc bank, say sharmila joshi",1
hdfc bank: outcome of board meet,1
be sun pharma expensive at current valuations?,1
"see lower level in hdfc bank, say sukhani",0
"separate transportation, market biz: pngrb",0
"see upmove in hdfc bank, say ajay bodke",1
hdfc bank allot 2100030 equity share under esop,1
"hdfc bank q3 net profit see up 17.2% yoy to rs. 5,439.9 cr: sharekhan",1
"see 4-5% upside in sbi, hdfc bank, icici: shardul kulkarni",0
"buy hdfc bank, dr reddy's labs may hit rs 2970: rajat bose",0
asset quality an issue among banks: karvy stock broking,1
baliga bullish on private sector bank,1
bank credit grow 14.65% y-o-y in fortnight end may 17,0
"hdfc bank, axis bk trade at reasonable valuations: gupta",1
why hsbc securities feel private bank be a better bet,1
"sell jubilant foodworks, metal stocks: sudarshan sukhani",1
indiabulls real to raise rs 6k cr to fund power project,1
buy hdfc bank; target rs 762: firstcall research,0
hdfc bank q1 net profit see up 30% to rs 605 cr,1
see over 20-21% loan growth ahead: hdfc bank,1
hold hdfc; target of rs 2160: edelweiss,0
accumulate hdfc bank; target of rs 1200: sushil finance,1
"buy hdfc bank, indusind bank, kotak bank: sudip bandopadhyay",1
"prefer hdfc bank, say sandeep shenoy",1
hdfc bank cut rat on certain save account,0
super six: top chart pick for feb 21,1
"buy hdfc bank 1040 call, say gaurav bissa",0
"sell indusind bank, advise sudarshan sukhani",1
hdfc bank q2 pat see up 6.3% to rs 3443.3 cr: kr choksey,0
"buy hul, hdfc bank, ab nuvo, vedanta; sell indo count: sukhani",0
buy hdfc bank; target of rs 2400: icici direct,1
"private sector bank may outperform, say ajay bagga",0
"buy hdfc bank, cummins india: mitesh thacker",1
"buy hdfc bank, kolte-patil, motilal oswal financial: ashwani gujral",1
"hdfc bank q3 profit rise 15% to rs 3865cr, loan growth at 13.5%",1
"axis, boi, uco among top loan recast candidates in april",1
bank sector result preview for q4fy13: motilal oswal,1
corporation bank cut lend rate by 0.25%,0
"go long on hdfc bank, dcb: sudarshan sukhani",1
motilal oswal neutral on hdfc bank,1
nris can invest in nps: pfrda,1
"union bk hike base rate to 10.25%, up nre deposit rate",1
"buy, sell or hold: 17 stock to watch out ahead of expiry",1
scope for 25-50 bps fall in lend rates: hdfc bank,0
sbi may lead downtrend: anil manghnani,0
sbi aim for top spot in mobile bank,1
"bet on hdfc, hdfc bank, kotak mahindra bank: darashaw",1
"short hdfc bank, may slip to rs 545- 550: harchekar",1
"buy axis bank, icici bank, hdfc bank: sukhani",0
buy hdfc bank; target of rs 2683: kr choksey,0
"hdfc bank assets free of strain, may hike rat by 25-50bps",0
s&p raise outlook of 11 fis;maintains -ve for syndicate bk,1
modi landslide win may bring ipos back to table,0
morgan stanley turn 'overweight' on private bank,1
buy hdfc bank; target of rs 2400: dolat capital,0
"whatsapp leak: sebi to soon take action against market operators, cos' senior staff",1
sensex cos to see 9.1% growth in profit in q4 fy'17: deutsche,0
hdfc bank q1 pat may rise 20% at rs 2681.2cr: motilal oswal,0
here be top 10 stock to focus on february 20,0
mahantesh sabarad positive on yes bank,0
hdfc bank a very good investment stock: rajesh jain,1
hdfc bank may fall 5-6% if move below rs 598: harchekar,1
emis to rise as bank set the ball roll on increase interest rat on loan,1
"obc may test rs 165-167, worry on psu banks: thukral",0
"rahul rathi, a wizard of dalal street, have 2 invest style",1
"avoid wipro, hcl tech: sandeep bhatia",1
quick tips: 6 stock analysts advice to buy post june quarter,1
"buy hdfc bank, say sukhani",1
"invest in axis bank, pick hdfc bank on correction: baliga",0
hdfc bank cut base rate and bplr by 20 bps,1
keki mistry cease to be director of hdfc bank,1
hdfc bank may touch rs 800: devang mehta,0
kotak-axis merger in the works? both bank say no,0
hdfc bank may slip to rs 444- 452: murlidhar,0
bank margins to come under pressure in 1hfy2013: angel,1
look at hdfc bank: anand tandon,1
hdfc bank q4 net may rise 22% at rs 2839 cr: p lilladher,0
buy bharti airtel on dips: siddarth bhamre,1
"go long in hdfc bank, say hemant thukral",0
check out: darashaw's stock pick and wealth creators,1
"hdfc bank allot 21,47,040 equity share under esop",0
buy hdfc bank: sudarshan sukhani,1
"buy hdfc bank, say sudarshan sukhani",0
"prefer hdfc bank, kotak mah bank: gupta",0
"prefer icici bank, sun pharma: kunal bothra",0
"buy unite breweries, say rajat bose",1
"expect 20% return in hdfc bank, indusind: ubs",0
hdfc bank may touch rs 1050: mehraboon irani,1
"hdfc bank have target of rs 670, say panda",1
aditya puri debunk some economists' theory that gdp could fall,1
"roy bullish on icici bank, hdfc bank, yes bank",0
buy hdfc bank on dips: thukral,1
"traders may take long position in hdfc, hdfc bank: thukral",0
"hdfc bank may rally to rs 555, say amit gupta",0
buy hdfc bank; target of rs 2700: prabhudas lilladher,0
fall inflation? number from state don't say so: hdfc bank,1
"sell hdfc bank, say sukhani",0
"buy hdfc bank, target rs 1500; like hcc: mitessh thakkar",1
will use proceed from ncd issue to lend in near-term: hdfc,0
prefer private sector banks: prakash diwan,1
asian paint may test rs 926: amit gupta,0
"short icici bank, axis bank: siddharth bhamre",0
hdfc bank appoint additional director,1
"book some profit in hul, itc: shardul kulkarni",1
axis bank gain ahead of expect share sale,1
hdfc bank q2 net see up 28% at rs 1999 cr: kotak sec,0
invest in hdfc bank: mehraboon irani,1
hdfc bank's nim a positive surprise: analysts,0
"sell icici bank 1350 put, buy hdfc bank 820 call: trivedi",0
icici bank raise lend rat by 50 basis point,1
samvat 2072 - opportunities amidst challenges: reliance sec,1
top 100 company pay 10% more in advance tax in q2,0
buy voltas; sell hdfc bank: hemen kapadia,0
sbi have support at rs 2550: amit gupta,1
hdfc bank recommend 475% dividend,0
icici bank hike base rate by 25 bps to 10%,1
"hdfc bank raise rs 3,000 crore via bond on pvt placement",1
accumulate hdfc bank; target of rs 1020: emkay,1
"buy hdfc bank, lupin, colgate palmolive: sandeep wagle",1
hdfc bank an underperformer: karvy,1
"like yes bank, hdfc bank, indusind bank, kotak bank: irani",0
jet airways may test rs 556; buy hdfc bank over hdfc: rajat bose,1
credit growth improve in fy18 €“ who do it benefit?,0
"buy hdfc bank, say ajay srivastava",0
govt up axis bank's foreign ownership limit to 62%,1
hero honda look attractive: mehta,1
malkani positive on bank stock,0
"hdfc bk cut rates, dare to outdo system on credit growth",1
buy hdfc bank; target of rs 925: plilladher,0
hdfc bank sept qtr pat see up by 32.1% at rs 908 cr: angel,0
sbi chief say new bank charge will help jan dhan cost,1
accumulate hdfc bank; target of rs 590: dolat capital,1
accumulate hdfc bank; target rs 1165: kotak securities,1
hdfc bank's total income grow by 58.8% to rs 5407.9cr,0
hdfc bank mar qtr pat see at rs 894.10 cr: emkay,0
uco bank have strong support at rs 115-116: gujral,1
"cautious on rcom; bullish on icici bank, indusind: pn vijay",0
"with 31% jump, hdfc bank's aditya puri top gainer in salary hike",0
accumulate hdfc bank; target of rs 535: p lilladher,0
hdfc bank q2 review: scale new highs in a tough environment; buy,1
hdfc bank q2 net profit see up 24.74% to rs 658.6 cr,1
"avoid axis bank, say prakash diwan",1
hdfc bank q1 pat up 30.5% to rs 606 cr,0
q3 margins may not reflect lower deposit rates: federal bk,0
"sell hdfc bank, reliance industries: prakash gaba",0
"buy bank of india, hdfc bank: pritesh mehta",1
rcom get rs 1400cr order from hdfc bank,0
"hdfc bank's board meet on may 19, 2014",1
govt to give 2% interest subsidy on farm loans: rbi,0
buy hdfc bank; target of rs 1350:motilal,1
"mehta bullish on banking, it sector",1
6 intraday pick to make smart gain,1
"siddharth teli overweight on hdfc bank, hdfc",0
rbi credit policy: here's what the country's top bankers be say,1
oriental bank have target at rs 450: iifl,0
buy hdfc bank; target of rs 2300: sharekhan,1
buy hdfc bank; target of rs 2675: prabhudas lilladher,1
keep private sector bank in portfolio: raamdeo agrawal,1
hdfc bank q3 net profit see up 29.2% to rs 1057.4 cr,1
hdfc bank may hit rs 885: amit harchekar,0
"buy sbi, union bk, positive on icici bank, hdfc bank: mehta",1
"enter yes bank around rs 387, say mohindar",1
"like bank nifty; buy hdfc bank, apollo tyres: hemant thukral",1
buy hdfc bank; target of rs 1400: axis securities,1
hdfc bank dec qtr pat see up 28% at rs 1047.8cr: karvy,0
"prefer icici, hdfc bank: dipen shah",1
hdfc bank: outcome of committee meet,1
rbi reject bankers' plea for rate cut in pre-policy meet,1
hold hdfc bank; target of rs 575: krchoksey,1
"prefer hdfc bank, icici bank: dhiraj agarwal",1
"irani positive hdfc bank, axis bank",1
"exit hdfc bank on rallies, advise jai bala",0
"hdfc bank raise mclr by 10 basis points, signal an uptrend",1
hdfc bank promoters dilute 0.7% stake to raise capital,1
expect hdfc bank to surge in come 4-5 quarters: bhambwani,1
"prefer icici bank, cummins, sun pharma: sharmila joshi",1
"buy hdfc bank, say phani sekhar",0
hdfc bank declare dividend at rs 16.50 per share,0
"hdfc bank q2 profit likely to rise 26% at rs 1,963 cr: poll",0
"buy hdfc bank on dips, say sudarshan sukhani",0
"exit rana sugars, prefer private sector banks: gaurang shah",1
"prefer indusind bank, hdfc bank: ambareesh baliga",0
hdfc bank have resistance at rs 1455: mohindar,1
see no alarm slowdown in any segment yet: hdfc bank,1
"tata motor top pick, may test rs 510: ajay bodke",0
"buy asian paints, hdfc bank: ashwani gujral",1
"go long in hdfc bank, short nifty: amit gupta",1
rbi stiffen loan restructure norms for bank,1
"axis bank q3 net see up 13%, net interest income up 20%",1
"global economy still fragile, say rbi",1
accumulate hdfc bank; target of rs 510: plilladher,0
"axis, icici, sbi, hdfc bank buy opportunities: sukhani",1
"buy hdfc bank, advise sudarshan sukhani",0
"keep hdfc bank in portfolio, say sharmila joshi",0
hdfc bk miss profit expectation by 4%; experts deject,0
hdfc bank one of the strongest banks: nirmal bang securities,1
hdfc bank can touch rs 570: sukhani,0
buy hdfc bank with 7% return: ashish chaturmohta,1
"prefer axis bank, icici bank, hdfc bank: sudarshan sukhani",0
buy hdfc bank; target of rs 1020: p lilladher,0
look at private sector banks: nilesh shah,0
prefer hdfc bank: hemant thukral,0
jitender kumar's view on hdfc bank,1
"buy coal india, hdfc bank: mitesh thacker",1
"check out: brokerage call on wipro, hdfc, dr reddy's",0
citi to offer swift's service to indian firm,0
accumulate hdfc bank; target rs 685: dolat capital,1
"q3 nos: nii improve on rise margins, say hdfc bank",0
"rbi penalise icici bank, canara bank, yes bank & 9 others",0
overweight on hdfc bank: thakkar,0
prefer private sector banks: ur bhat,1
"super six: kulkarni, jadeja, agarwal on their top pick",1
"bank sector may outperform, say sukahni",1
"pick larsen & toubro, kotak mahindra bank: neeraj dewan",0
prefer hdfc bank & kotak mahindra among retail banks: ubs india,1
super six stock you can bet on jan 28,1
"buy godrej consumer, hdfc bank, lupin: sudarshan sukhani",1
"indusind bank, hdfc bank best bets: mehraboon irani",1
super six short term pick for oct 16,1
hdfc bank may outperform: sukhani,1
latest fix deposit rat offer by hdfc bank,0
"buy tvs motor, century textiles, sbi: sudarshan sukhani",1
mobile payments to grow 200 fold in 7 yrs to $3k bn: bofa,1
hdfc bank q3 nii see up 38% at rs 1997.56 cr,0
"hdfc bank raise rs 15,151 crore from domestic, overseas market",0
"short hdfc bank, rec: sukhani",0
"growth risk prompt rbi to cut repo, crr by 25bps",0
hdfc bank may move to rs 640-650: mohindar,1
buy hdfc bank; target of rs 817: angel broking,1
"sbi, hdfc bank, icici bank best bets: sukhani",1
"go long in hdfc bank, advise amit gupta",0
"icici bank, ongc look good for trading: india infoline",0
icici bank may slip to rs 590: jai bala,1
"buy hdfc bank, maruti suzuki, divi's lab; sell tata steel: ashwani gujral",0
"hdfc bank q1 net miss forecast, rise 21% to rs 2,233 cr",0
buy hdfc bank; target of rs 1059: firstcall research,0
buy hdfc bank; target of rs 474: iifl,0
"divis labs can climb to rs 810, hdfc bank look good: gaba",1
"sbi q1 advance tax outgo rise 4% to rs 1,290 crore",0
sbi extend 8% special home loan scheme till june 30,1
"buy hdfc bank, indian oil corporation, canara bank, icici bank: ashwani gujral",1
here be top 10 stock to focus on march 12,1
"pay min rs 150 at hdfc bank, icici, axis after 4 cash deposit",0
"hdfc bank can slip to rs 1200, power grid may hit rs 204: gupta",1
"hold hdfc bank, target of rs 1250: krchoksey",0
hdfc bank's aditya puri name best bank ceo in asia,1
buy private sector banks: sudarshan sukhani,1
"avoid hdfc bank, sell capital first, fortis health, siemens; buy ambuja cements, bajaj auto: sudarshan sukhani",1
expect 15-20% upside for hdfc bank post q4 result: angel broking,0
here's how latest bank credit grow in may 17 fortnight,1
buy hdfc bank; target rs 740: ajcon global,0
hdfc bank q2 net profit surge 30% to rs 687.5 cr,1
lend rat can be cut when credit pick up: sbi,0
"itc become third most value co; surpass infosys, hdfc bank",1
mmtc to tie-up with sbi to sell gold coin,1
"hdfc bank can climb to rs 1860, sun pharma rs 530: prakash gaba",1
"buy hdfc bank, target of rs 1366: angel broking",0
here's what to expect from hdfc bank's q1 earn,0
hdfc report steady q3 earn,1
"emphasis on agri, retail, msme lead to rate cut: union bk",1
"hold hdfc bank, say kunal bothra",1
prefer private sector banks: ramesh damani,1
"cabinet clear hdfc bank's proposal to raise rs 24,000 cr via fdi",1
npci to ask bank not to charge upi transactions,1
hdfc bank block all its card to buy/trade cryptocurrencies,1
"hdfc bank to raise rs 50,000 cr in next 12 months",1
"buy, sell, hold: 3 stock that analysts be watch today",1
motilal oswal neutral on hdfc bank,1
hdfc bank an underperformer: karvy,0
here be top 10 stock to keep an eye on january 21,0
why the dream run of hdfc bank could continue,1
hdfc have support at rs 2300: ashwani gujral,0
axis bank have resistance at rs 1340: anu jain,1
"buy yes bank, indusind bank; like icici bank: devang mehta",0
buy hdfc bank; target of rs 2499: angel broking,1
analysis: how experts read sbi's q2 earn,0
"hdfc bank seek shareholders' nod to raise rs 10,000 cr",0
stay invest in hdfc bank: ajay srivastava,1
motilal oswal neutral on hdfc bank,0
"buy sbi, hdfc bank: sudarshan sukhani",1
"kotak securities' q3 outlook for banks, suggest buy",0
here be a few stock ideas from sandeep shenoy,0
"sell dlf, sbi, hpcl: ashwani gujral",0
hdfc bank to set the ball roll in hunt for aditya puri's successor,1
"prefer hdfc bank, say prakash gaba",1
"buy hdfc bank, sell hdfc: gopi suvanam",0
"accumulate icici bank, hdfc bank: mayuresh joshi",0
india home to 56 of the world's largest public firms: forbes,1
how do experts review bank space after earn results?,1
"buy hdfc bank, may hit rs 1265: daljeet singh kohli",0
"indusind bank look weak, say sukhani",1
buy hdfc bank; target of rs 1360:edelweiss,0
"buy hdfc bank, say ambareesh baliga",1
"buy hdfc bank, hindustan unilever, dabur india: ashwani gujral",1
buy hdfc bank; target of rs 1325: religare,1
buy hdfc bank: sudarshan sukhani,0
"buy larsen & toubro, hdfc bank, state bank of india: gujral",0
prefer private bank space over psu banks: vinay khattar,0
hdfc bank share sale likely this week: source,0
be hdfc bank not tell you something about its bad loans?,1
reduce hdfc bank: emkay global financial service,1
allege money launder not a case of systemic issue: rbi,0
mkt look weak; buy acc & ambuja cement on dip: tulsian,1
hdfc bank's aditya puri say the best be yet to come in term of loan growth,1
buy hdfc bank; target of rs 804: dolat capital,1
"prefer yes bank, kotak mahindra for long term: mohindar",0
"prefer hdfc bank, say meharaboon irani",1
buy hdfc bank; target of rs 2300: sharekhan,1
"hdfc bank share gain over 2%; mcap surge by rs 8,918 cr",1
"sell allahabad bank, hdfc bank: mitesh thacker",0
"buy hdfc bank, jain irrigation systems: mitesh thacker",0
hdfc bank launch rs 30 cr market campaign,1
"prefer yes bank, indusind bank, hdfc bank: anand tandon",0
"hdfc bank, icici bank may give 5-8% gains: thacker",1
"buy tata coffee, niit tech; sell dabur, dish tv, jspl: thacker",0
credit growth for psu bank a concern: karvy,1
"buy hdfc bank; target of rs 1,260: krchoksey",0
buy hdfc bank; target of rs 2548: prabhudas lilladher,1
buy hdfc bank; target of rs 503: iifl,1
state bank of mysore cut base rate by 0.10% to 9.9%,1
"trade calls: buy hdfc, lic hfl, hdfc bank; sell bob",0
"buy hdfc bank, target rs 2,820: anand rathi",0
"hdfc bank q1 profit up 21% to rs 2696cr, nii beat street",0
buy hdfc bank; target of rs 1510: motilal oswal,1
"hdfc bank; july 07, 2011 record date for payment of dividend warrant",1
"short sbi, indusind bank; positive on hdfc bank: harchekar",1
sbi card's valuation begin as partner ge cap plan exit,0
9 things to know about the atm security breach,0
here be sp tulsian's top trade pick,1
sukhani bearish on hdfc bank,0
bank stock result preview for q3fy12: krchoksey,1
"stay invest in hdfc bank, say sameet chavan",1
"hdfc bank, infosys top picks; like l&t, ioc: r sreeshankar",0
hdfc bank jun qtr pat see up 32.2% at rs 1073cr: angel,0
sbi get shareholders nod for raise rs 15k cr from market,0
"mobile wallet cos don't have profitable models, say aditya puri",1
npa issue in bank far from over; better mechanism needed: pros,1
hdfc bank q2 pat up 30% aid by robust loan growth,0
hdfc bank aim to grow share of rural biz to 50% in 5 years,1
hdfc bank con q3 pat see up 30.7% at rs 813 cr: sharekhan,0
"buy hdfc bank, target of rs 1,200: sharekhan",0
here€™s why religare cap mkts initiate sell on sks micro,0
here be mayuresh joshi's top trade bet,1
buy hdfc; target of rs 1980: axis direct,0
