Dates,Headlines
29 Apr 2019,Buy HDFC Bank; target of Rs 2683: KR Choksey
23 Apr 2019,Buy HDFC Bank; target of Rs 2700: ICICI Direct
23 Apr 2019,Buy HDFC Bank; target of Rs 2635: Nalanda Securities
23 Apr 2019,Buy HDFC Bank; target of Rs 2750: Sharekhan
22 Apr 2019,Buy HDFC Bank; target of Rs 2700: Prabhudas Lilladher
22 Apr 2019,Buy HDFC Bank; target of Rs 2700: Prabhudas Lilladher
22 Apr 2019,Accumulate HDFC Bank; target of Rs 2550: Dolat Capital
22 Apr 2019,HDFC Bank reports healthy numbers in Q4; what should investors do now?
22 Apr 2019,Ideas for Profit | HDFC Bank Q4 review: Steady show aided by robust loan growth; must buy
20 Apr 2019,"HDFC Bank Standalone March 2019 Net Interest Income (NII) at Rs 13,089.49 crore, up  22.82% Y-o-Y"
20 Apr 2019,HDFC Bank Q4 meets analyst estimates; 10 key takeaways from results
20 Apr 2019,HDFC Bank Q4 profit grows 23% on strong loan growth; asset quality improves
19 Apr 2019,"HDFC Bank Q4 preview: Brokerages expect healthy profit, NII growth"
12 Apr 2019,Why investors in private banks should stay invested despite their outperformance?
09 Apr 2019,"HDFC Bank Q4 Net Profit seen up 20.9% YoY to Rs. 5,803.3 cr: Motilal Oswal"
08 Apr 2019,"HDFC Bank Q4 Net Profit seen up 20.5% YoY to Rs. 5,784.6 cr: Kotak"
01 Apr 2019,Indian financial services companies are wary of these risks in 2019
29 Mar 2019,Falling inflation? Numbers from states don't say so: HDFC Bank
29 Mar 2019,"RBI likely to cut interest rates next week, says HDFC's Keki Mistry"
19 Mar 2019,Why the dream run of HDFC Bank could continue
14 Feb 2019,"Podcast | Stock picks of the day: Nifty to find support at 10,700-10,750 amid volatility"
12 Feb 2019,"Buy HDFC Bank, target Rs 2,300: Ashish Chaturmohta"
11 Feb 2019,"Buy HDFC Bank, target Rs 2420: Anand Rathi"
05 Feb 2019,Hold HDFC Bank; target of Rs 2315: Arihant Capital
04 Feb 2019,HDFC Bank holds Digital Innovation Summit in Gujarat
30 Jan 2019,Buy HDFC Bank; target of Rs 2371: Prabhudas Lilladher
30 Jan 2019,Accumulate HDFC Bank; target of Rs 2450 : Dolat Capital
28 Jan 2019,Buy HDFC Bank; target of Rs 2650: Sharekhan
24 Jan 2019,Buy HDFC Bank; target of Rs 2400: ICICI Direct
23 Jan 2019,Buy HDFC Bank; target of Rs 2500: Motilal Oswal
23 Jan 2019,Buy HDFC Bank; target of Rs 2500: Motilal Oswal
22 Jan 2019,"Slideshow | Wipro, HDFC Bank among top 11 picks by brokerages with up to 60% upside"
21 Jan 2019,"Q3 review: Aided by robust loan growth, HDFC Bank marches on; must buy"
21 Jan 2019,HDFC Bank Q3 review: How should you trade the stock after results?
19 Jan 2019,"HDFC Bank Standalone December 2018 Net Interest Income (NII) at Rs 12,576.75 crore, up  21.93% Y-o-Y"
19 Jan 2019,Quick Take | Accelerated balance sheet growth continues for HDFC Bank in Q3
19 Jan 2019,HDFC Bank earnings review: Here are 10 key takeaways from its Q3 show
19 Jan 2019,HDFC Bank Q3 net profit up 20.3% on NII growth; provisions rise
19 Jan 2019,HDFC Bank Q3 profit could rise 20%; asset quality could be stable
15 Jan 2019,"HDFC Bank Q3 Net Profit seen up 17.2% YoY to Rs. 5,439.9 cr: Sharekhan"
14 Jan 2019,"HDFC Bank Q3 Net Profit seen up 18.6% YoY to Rs. 5,505.7 cr: Kotak"
18 Dec 2018,"Rakesh Jhunjhunwala's Rare Enterprises, HDFC Bank, ICICI Bank interested in IL&FS Securities: Report"
13 Dec 2018,PhillipCapital 'banks' on 4 factors in financials; 5 stocks to bet on
13 Dec 2018,PhillipCapital 'banks' on 4 factors in financials; 5 stocks to bet on
05 Dec 2018,"RBI policy on loan pricing a boon for regulator, customers; not so much for banks, NBFCs"
03 Dec 2018,"HDFC Bank to revert to old mobile app version by Dec 4, relaunch update soon"
03 Dec 2018,"HDFC Bank€™s new mobile app continues to malfunction, remains unfixed"
03 Dec 2018,"Buy HDFC Bank with target Rs 2,420: Anand Rathi"
29 Nov 2018,"Sell HDFC Bank, target Rs 1980: Rupak De"
20 Nov 2018,HDFC Bank to pick additional 4% stake in Clearing Corp for Rs 124 cr
19 Nov 2018,"NBFCs will have trouble raising money in at least the next six months, says Anand Tandon"
13 Nov 2018,Little success for banks on NPA resolution until Q2 but better results likely by March
06 Nov 2018,HDFC Bank hikes deposit rates by up to 0.5%
05 Nov 2018,"Buy HDFC Bank, target Rs 2,420: Anand Rathi"
05 Nov 2018,"Top buy & sell ideas by Ashwani Gujral, Sudarshan Sukhani, Prakash Gaba for short term"
01 Nov 2018,"Financial sector biggest wealth creator, and destroyer too: Motilal Oswal"
30 Oct 2018,RBI clears re-appointment of Aditya Puri as CEO of HDFC Bank for 2 years
23 Oct 2018,Buy HDFC Bank; target of Rs 2400: Dolat Capital
22 Oct 2018,Buy HDFC Bank; target of Rs 2284: Nalanda Securities
22 Oct 2018,Buy HDFC Bank; target of Rs 2350: KR Choksey
22 Oct 2018,Buy HDFC Bank; target of Rs 2310: Prabhudas Lilladher
22 Oct 2018,HDFC Bank Q2 review: Scaling new highs in a tough environment; buy
22 Oct 2018,"HDFC Bank Standalone September 2018 Net Interest Income (NII) at Rs 11,763.41 crore, up  20.62% Q-o-Q"
20 Oct 2018,"HDFC Bank net profit jumps to Rs 5,005.70 cr; top 5 takeaways from Q2 results"
20 Oct 2018,"HDFC Bank Q2 net profit, net interest income up 20.6%; asset quality stable"
20 Oct 2018,"HDFC Bank Q2 profit, net interest income grow 20.6%; asset quality stable"
19 Oct 2018,HDFC Bank Q2 earnings preview: Watch out for these 5 key factors
16 Oct 2018,Buy HDFC Bank with 7% return: Ashish Chaturmohta
16 Oct 2018,Buy HDFC Bank with 7% return: Ashish Chaturmohta
07 Oct 2018,"Volatility at 20% is likely to weigh on markets; see resistance at 10,500 on Nifty"
03 Oct 2018,"Buy HDFC Bank, target Rs 2,190: Ashish Chaturmohta"
02 Oct 2018,"Morgan Stanley rates HDFC Bank overweight, sees stock at Rs 3,020 in bull case scenario"
26 Sep 2018,Maruti partners with Zydus to set up health facility in Gujarat
25 Sep 2018,Cabinet may consider converting GSTN to government entity on September 26
18 Sep 2018,Daiichi Sankyo moves NCLT to stay insolvency plea against RHC Holding
17 Sep 2018,"HDFC Bank hikes base rate by 20 bps to 9.15%, IndusInd Bank hikes MCLR by 5 bps"
17 Sep 2018,"Buy HDFC Bank, target Rs 2185: Shabbir Kayyumi"
07 Sep 2018,'HDFC Bank is India's most valued brand for 5th year in a row'
06 Sep 2018,HDFC Bank is India's most valued brand for 5th year in a row: Report
31 Aug 2018,IDBI deal effect? LIC on selling spree in banks
24 Aug 2018,"Sell HDFC Bank, target Rs 2020: Aditya Agarwal"
20 Aug 2018,RIL pips TCS once again to become most valued firm
13 Aug 2018,HDFC Bank will not have Deputy MD position after Sukthankar's exit: Aditya Puri
13 Aug 2018,Buy or sell: Top stock trading ideas by market experts which are good short term bets
13 Aug 2018,Buy or sell: Top stock trading ideas by market experts which are good short term bets
10 Aug 2018,HDFC Bank Deputy MD Paresh Sukthankar resigns
06 Aug 2018,HDFC Bank raises fixed deposit rates by up to 0.6%
03 Aug 2018,"HDFC Bank raises Rs 15,151 crore from domestic, overseas market"
02 Aug 2018,"HDFC Bank raises Rs 2,775 cr via QIP"
02 Aug 2018,Buy HDFC; target of Rs 2287: Prabhudas Lilladher
31 Jul 2018,"Ideas for Profit: HDFC continues steady performance in Q1, buy"
30 Jul 2018,"HDFC Bank board approves fund raising of up to Rs 15,500 crore via QIP, ADR"
27 Jul 2018,IHH open offer for Fortis to commence on Sept 7
27 Jul 2018,Buy HDFC Bank; target of Rs 2627: KR Choksey
26 Jul 2018,Buy HDFC Bank; target of Rs 2500: JM Financial
24 Jul 2018,"HDFC plans to raise Rs 35,000 cr via bonds"
24 Jul 2018,Buy HDFC Bank; target of Rs 2492: Prabhudas Lilladher
23 Jul 2018,HDFC Bank's capital raising to lift capital buffers by 300 bps
23 Jul 2018,"Ideas for Profit: HDFC Bank well poised to leap ahead, buy"
21 Jul 2018,"HDFC Bank Q1 net profit up 18.2%, NPAs rise marginally"
20 Jul 2018,"HDFC Bank Q1 Preview: PAT seen rising 23% on stable asset quality, interest income"
17 Jul 2018,"HDFC Bank raises Rs 8,500 cr by issuing equity to parent HDFC"
10 Jul 2018,"HDFC group m-cap crosses Rs 10 trillion, only second after Tatas"
09 Jul 2018,"HDFC Bank Q1 loan book grows 22% to Rs 7.08 lakh crore, deposits growth at 20%"
05 Jul 2018,"In letter to shareholders, Deepak Parekh details succession plans at HDFC"
03 Jul 2018,HDFC Bank MD Aditya Puri's remuneration declines to Rs 9.65 cr in 2017-18
29 Jun 2018,Aditya Puri hopes HDFC Bank benefit from rivals' NPA pains by expanding market share
22 Jun 2018,HDFC Bank only domestic brand in BrandZ's top 100 global list
20 Jun 2018,HDFC Bank asks executive to 'don't engage customer further' and assign 'if ranting' on Twitter query
18 Jun 2018,Credit growth improved in FY18 €“ who did it benefit?
17 Jun 2018,Depositories share cos' info with exchanges on FDI limits
15 Jun 2018,"HDFC Bank's Aditya Puri takes 10.5% cut in fixed salary for FY18, earns Rs 2.64 lakh a day"
14 Jun 2018,"Cabinet clears HDFC Bank's proposal to raise Rs 24,000 cr via FDI"
13 Jun 2018,"HDFC Bank gets Cabinet nod to raise Rs 24,000 crore as FDI"
05 Jun 2018,"WhatsApp leak: Sebi to soon take action against market operators, cos' senior staff"
05 Jun 2018,"Cash is our biggest competitor, so are HDFC Bank and SBI: American Express India chief"
03 Jun 2018,"6 of top 10 cos add Rs 50,248 cr in m-cap"
10 May 2018,HDFC Bank to set the ball rolling in hunt for Aditya Puri's successor
07 May 2018,Buy HDFC; target of Rs 2250: ICICI Direct
07 May 2018,Hold HDFC; target of Rs 2160: Edelweiss
07 May 2018,Buy HDFC; target of Rs 2228: Prabhudas Lilladher
24 Apr 2018,HDFC Bank opens its 100th branch in Bihar
24 Apr 2018,Buy HDFC Bank; target of Rs 2500: JM Financial
24 Apr 2018,Buy HDFC Bank; target of Rs 2300: ICICI Direct
24 Apr 2018,Buy HDFC Bank; target of Rs 2346: KR Choksey
24 Apr 2018,Buy HDFC Bank; target of Rs 2300: Sharekhan
23 Apr 2018,Buy HDFC Bank; target of Rs 2454: Edelweiss
23 Apr 2018,Buy HDFC Bank; target of Rs 2400: Motilal Oswal
23 Apr 2018,Buy HDFC Bank; target of Rs 2251: Prabhudas Lilladher
23 Apr 2018,"HDFC Bank Q4FY18 review: Stellar performance across metrics, stock remains a must-buy"
23 Apr 2018,"HDFC Bank top pick in private banking space, bullish on the stock for next 10 years: Akash Jain"
23 Apr 2018,Brokerages cheer HDFC Bank Q4 results; stock trades flat
21 Apr 2018,"HDFC Bank's asset quality performance remains largely stable, 10 key takeaways from Q4 results"
21 Apr 2018,"HDFC Bank Q4 PAT seen up 20.7% YoY to Rs. 4,816.9 cr: ICICI Direct"
13 Apr 2018,"HDFC Bank plans to raise Rs 50,000 cr via bonds in FY'19"
11 Apr 2018,"ICICI Bank, Axis Bank crises revives focus on private sector boards' judgment and independence"
28 Mar 2018,"Buy HDFC Bank, Maruti Suzuki, Divi's Lab; sell Tata Steel: Ashwani Gujral"
23 Mar 2018,HDFC Bank signs MoU with Government e-Marketplace
22 Mar 2018,HDFC Bank ropes in Citi executive to head corporate banking
15 Mar 2018,Myntra offers EMI of Rs 51 on clothing range
15 Mar 2018,"Buy HDFC Bank, ICICI Bank, Axis Bank: Ashwani Gujral"
14 Mar 2018,News Highlights: Facebook bans far-right group; all-woman crew of Indian Navy begins return journey
13 Mar 2018,HDFC Bank blocks all its cards to buy/trade cryptocurrencies
10 Mar 2018,"Prefer HDFC, HDFC Bank, Monsters, NIIT Tech: Ashwani Gujral"
08 Mar 2018,"Sell REC, Adani Enterprises; buy Amara Raja Batteries: Ashwani Gujral"
08 Mar 2018,"Sell HDFC Bank, Yes Bank, Axis Bank: CA Rudramurthy BV"
06 Mar 2018,"Remain invested in HDFC Bank, says Rajat Bose"
01 Mar 2018,"CLSA retains 'Buy' on HDFC Bank, sees 21% CAGR in profit over FY17-20"
01 Mar 2018,Happy Holi! Top 10 stocks to colour your portfolio which could give up to 40% return
01 Mar 2018,Happy Holi! Top 10 stocks to colour your portfolio which could give up to 40% return
01 Mar 2018,Happy Holi! Top 10 stocks to colour your portfolio which could give up to 40% return
01 Mar 2018,Happy Holi! Top 10 stocks to colour your portfolio which could give up to 40% return
01 Mar 2018,Happy Holi! Top 10 stocks to colour your portfolio which could give up to 40% return
01 Mar 2018,Happy Holi! Top 10 stocks to colour your portfolio which could give up to 40% return
27 Feb 2018,"Buy NCC, IndusInd Bank; sell Reliance Communications: Ashwani Gujral"
27 Feb 2018,WhatsApp leak case: HDFC Bank says committed to highest standards of corp governance
09 Feb 2018,EMIs to rise as banks set the ball rolling on increasing interest rates on loans
08 Feb 2018,"HDFC Bank raises MCLR by 10 basis points, signalling an uptrend"
30 Jan 2018,Buy HDFC; target of Rs 2160: Prabhudas Lilladher
28 Jan 2018,Nifty likely to open with gap-up on Monday; likely to touch 11200-11300 ahead of Budget
22 Jan 2018,Buy HDFC Bank; target of Rs 2288: KRChoksey
22 Jan 2018,HDFC Bank up 2% post Q3 show; brokerages remain upbeat
22 Jan 2018,"HDFC Bank and Kotak Mahindra Bank €” The haloed duo with a long, promising road ahead"
20 Jan 2018,Buy HDFC Bank; target of Rs 2136: Prabhudas Lilladher
19 Jan 2018,Kotak Mahindra Bank opposes 100% FDI in banking; says Indian savers must benefit
19 Jan 2018,Buy HDFC Bank; target of Rs 2300: Sharekhan
19 Jan 2018,"News highlights of the day: World wants to hear directly from horse's mouth, says PM Modi on Davos"
19 Jan 2018,"HDFC Bank reports divergence of Rs 2,051 cr for FY17; profits grow 20%"
19 Jan 2018,"HDFC Bank Q3 profit rises 20%; loan growth strong, but has asset quality hiccups"
18 Jan 2018,"HDFC Bank Q3 profit seen up 20%, NII growth could be highest in last few quarters"
18 Jan 2018,HDFC Bank m-cap crosses Rs 5 lakh cr mark
18 Jan 2018,"News highlights of the day: India's economy to be USD 5 trillion by 2025, says Paytm founder"
16 Jan 2018,"Buy HDFC Bank, ACC, Zee Entertainment: Chandan Taparia"
15 Jan 2018,"Buy HDFC Bank, says Mitessh Thakkar"
12 Jan 2018,"Buy HUL, HDFC Bank, Arvind: Chandan Taparia"
11 Jan 2018,"Buy HDFC Bank, Uflex, Delta Corp: Ashwani Gujral"
04 Jan 2018,Bank rates: Where are lending rates and bond yields headed?
26 Dec 2017,"SLCM ties up with HDFC Bank, IndusInd Bank for collateral management"
21 Dec 2017,"Morgan Stanley maintains Overweight on HDFC Bank, ups price target to Rs 2,500 post fundraising plan"
21 Dec 2017,FRDI or not €“ the winds of change will create big winners
21 Dec 2017,"Buy, Sell, Hold: 4 largecaps and 3 midcap stocks on analysts radar today"
20 Dec 2017,HDFC Bank one of the strongest banks: Nirmal Bang Securities
20 Dec 2017,"Buy HDFC Bank, Lupin, Larsen & Toubro, Delta Corp: Mitessh Thakkar"
20 Dec 2017,HDFC Bank plans to raise up to $3.75 billion from share sale
20 Dec 2017,"HDFC Bank board approves raising up to Rs 24,000 crore"
20 Dec 2017,HDFC Bank - Outcome of board meeting
20 Dec 2017,Buy HDFC Bank; hold HDFC: Edelweiss Financial Services
20 Dec 2017,News highlights for the day: Centre to table triple talaq bill in Parliament tomorrow
19 Dec 2017,"Buy HDFC Bank, PC Jeweller, Tata Global, PVR; sell Kaveri Seed: Sudarshan Sukhani"
19 Dec 2017,News highlights of the day: Delhi metro train rams into wall during trial run
18 Dec 2017,"HDFC Bank remains top pick among large caps, ups target to Rs 2,350: Nomura"
18 Dec 2017,"Market likely to move higher, pick private banks, Infosys, HCL Tech, Biocon, Bata: Sudarshan Sukhani"
14 Dec 2017,"Buy HDFC Bank, Indian Oil Corporation, Canara Bank, ICICI Bank: Ashwani Gujral"
08 Dec 2017,"Global investors are reaping benefits of HDFC growth story, not Indians: Uday Kotak"
08 Dec 2017,"Buy HDFC Bank, Tata Steel, Interglobe Aviation, V-Guard Industries, Bombay Dyeing: Ashwani Gujral"
08 Dec 2017,"TCS biggest wealth creator in 2012-17, Ajanta Pharma the fastest: Wealth Creation Study"
08 Dec 2017,"HDFC Bank up around 1% after Credit Suisse raises target price to Rs 2,075"
07 Dec 2017,"Buy HDFC Bank, Voltas, UPL, GAIL India, Can Fin Homes, Bharti Airtel: Ashwani Gujral"
04 Dec 2017,Is HDFC Bank not telling you something about its bad loans?
03 Dec 2017,"Double digit loan growth possible next year, says HDFC Bank"
28 Nov 2017,"Buy HDFC Bank, Siemens: Prakash Gaba"
28 Nov 2017,"Buy HDFC Bank, HDFC, Can Fin Homes, Hindalco, Tata Steel, BEML: Ashwani Gujral"
23 Nov 2017,"HDFC Bank to develop 1,000 villages under CSR by FY'19"
17 Nov 2017,Top buy ideas by Ashwani Gujral & Prakash Gaba for November 17
16 Nov 2017,RBI rejects HDFC Bank's request to declassify HDFC as FII
16 Nov 2017,News highlights of the day: N Korea's 'twisted dictatorship' cannot hold the world hostage says Trump
15 Nov 2017,Top buy & sell ideas by Mitessh Thakkar & Prakash Gaba for November 15
13 Nov 2017,Buy HDFC; target of Rs 1890: JM Financial
09 Nov 2017,HDFC Bank launches SmartUp Zone in Hyderabad
09 Nov 2017,Buy HDFC; target of Rs 1980: Axis Direct
07 Nov 2017,HDFC Bank to set up SmartUp zones in 30 cities
06 Nov 2017,"HDFC Bank makes RTGS, NEFT online transactions free from Nov 1"
02 Nov 2017,Buy HDFC Bank; target of Rs 2150: Axis Direct
01 Nov 2017,NPA divergences point to a need for bank auditors to have a dialogue with RBI
27 Oct 2017,HDFC Bank gets green nod for Rs 194 cr Mohali project
26 Oct 2017,Buy HDFC Bank; target of Rs 2100: Sharekhan
26 Oct 2017,Accumulate HDFC Bank; target of Rs 2046: KR Choksey
26 Oct 2017,Accumulate HDFC Bank; target of Rs 2000: Dolat Capital
26 Oct 2017,Buy HDFC Bank; target of Rs 2136: Prabhudas Lilladher
26 Oct 2017,Buy HDFC Bank; target of Rs 2150: Motilal Oswal
26 Oct 2017,Buy HDFC Bank; target of Rs 2050: ICICI Direct
25 Oct 2017,RBI asks HDFC Bank to classify a project loan account as NPA
25 Oct 2017,Buy HDFC Bank; target of Rs 2100: Edelweiss
24 Oct 2017,Top five key takeaways from HDFC Bank Q2 results; stock up 50% in 2017
24 Oct 2017,"HDFC Bank Q2 profit rises 20% to Rs 4,151 cr despite sharp spike in provisions"
24 Oct 2017,IIFL expects steady Q2 numbers for HDFC Bank
24 Oct 2017,"Avoid HDFC Bank, sell Capital First, Fortis Health, Siemens; buy Ambuja Cements, Bajaj Auto: Sudarshan Sukhani"
24 Oct 2017,Sambit Patra's appointment to ONGC Board challenged in HC
23 Oct 2017,"HDFC Bank Q2 profit, net interest income, loan growth seen around 20%"
18 Oct 2017,"Buy HDFC Bank, Indiabulls Housing Finance, Adani Enterprises: Ashwani Gujral"
13 Oct 2017,"Buy HDFC Bank, National Aluminium Company; positive on Hindustan Unilever: Chandan Taparia"
11 Oct 2017,Buy HDFC; target of Rs 2056: ICICI Direct
28 Sep 2017,"Sell HDFC Bank, Voltas; buy Adani Transmission: Ashwani Gujral"
26 Sep 2017,"Impact of digital push? More than half of urban Indians use credit cards, says Cibil survey"
18 Sep 2017,Buy HDFC Bank; target of Rs 2000: JM Financial
18 Sep 2017,"Buy HDFC Bank, Infosys, Capital First: Rahul Shah"
18 Sep 2017,"HDFC Bank's board meeting on October 24, 2017"
15 Sep 2017,"Buy HDFC Bank, Dabur India; sell Jet Airways: Ashwani Gujral"
15 Sep 2017,"Buy HDFC Bank, Edelweiss Financial Services, Tata Communications: Ashwani Gujral"
14 Sep 2017,SEBI raises several observations on HDFC Standard Life IPO: Sources
13 Sep 2017,"HDFC Bank can climb to Rs 1860, United Spirits Rs 2750: Prakash Gaba"
13 Sep 2017,"HDFC Bank can climb to Rs 1860, Sun Pharma Rs 530: Prakash Gaba"
12 Sep 2017,HDFC Bank overtakes TCS to become second most valuable company
11 Sep 2017,"Buy HDFC Bank, JSW Steel, Fortis Healthcare: Rahul Shah"
11 Sep 2017,"Buy, Sell, Hold: 9 stocks and 2 sectors are being tracked by investors today"
08 Sep 2017,"Buy, Sell, Hold: Here are 8 stocks that analysts are tracking today"
06 Sep 2017,HDFC Bank's chatbot addresses 2.7 m queries in 6 months
04 Sep 2017,RBI includes HDFC Bank in 'too big to fail' list
23 Aug 2017,"Buy HDFC Bank, Canara Bank; sell PC Jeweller: Ashwani Gujral"
22 Aug 2017,HDFC Bank adds 6 more payment options on merchant terminals to convert them into DigiPOS
17 Aug 2017,"Stay invested in HDFC Bank, says Vijay Chopra"
17 Aug 2017,"With banks cutting savings interest rates, what are your options now?"
17 Aug 2017,HDFC Bank cuts rates on certain savings accounts
14 Aug 2017,"Q1 Report Card: GST, weaker earnings weigh; valuation may remain at elevated levels"
08 Aug 2017,Insolvency and Bankruptcy Code must be used with prudence: HDFC Bank senior official
08 Aug 2017,Institutions continue to lap up Indian equities in June quarter
07 Aug 2017,Buy HDFC Bank; target of Rs 2000: Axis Direct
30 Jul 2017,"Eight of 10 most valued companies add Rs 62,998 cr in m-cap"
28 Jul 2017,Buy HDFC; target of Rs 1900: Motilal Oswal
27 Jul 2017,Buy HDFC Bank; target of Rs 2000: Motilal Oswal
27 Jul 2017,Buy HDFC Bank; target of Rs 1958: Edelweiss
26 Jul 2017,Hold HDFC Bank; target of Rs 1840: ICICI Direct
26 Jul 2017,"HDFC Bank, Axis earmark higher provisions for cos in iron, steel & telecom sectors"
25 Jul 2017,HDFC Bank: Outcome of AGM
25 Jul 2017,Buy HDFC Bank; target of Rs 2016: KR Choksey
25 Jul 2017,"HDFC Bank Q1 FY18 €“ Premium valuations, but for good reasons"
25 Jul 2017,Merchants may have to pay banks less for low-value UPI transactions
25 Jul 2017,"HDFC Bank trims workforce by 11,000 in 9 months"
25 Jul 2017,HDFC Bank is on course to become $100 billion Market Cap Company: Goldman Sachs
24 Jul 2017,"HDFC Bank sets aside Rs 206 cr provisions for agri, telecom, iron & steel sectors"
24 Jul 2017,"HDFC Bank Q1 profit, net interest income jump 20%; NPA rises due to farm loan waiver"
24 Jul 2017,HDFC Bank: Outcome of board meeting
22 Jul 2017,"HDFC Bank Q1 profit seen up 21% at Rs 3,923 cr, retail loan growth outlook key"
21 Jul 2017,"SBI, Carlyle to buy out GE Capital€™s 26% stake in SBI Card"
21 Jul 2017,"Buy HDFC Bank, Federal Bank, Tata Motors: Chandan Taparia"
18 Jul 2017,Profit booking grips market; Top 15 €˜safe bets€™ to buy even after strong rally in 2017
11 Jul 2017,"Buy HDFC Bank; sell Tata Steel, IDFC Bank: Ashwani Gujral"
11 Jul 2017,Prefer HDFC Bank & Kotak Mahindra among retail banks: UBS India
05 Jul 2017,Bond yields to scale back to 6.7% levels by March: HDFC Bank
29 Jun 2017,"Buy HDFC Bank, NIIT Technologies; sell Motherson Sumi: Rajat Bose"
22 Jun 2017,"HDFC Bank's AGM on July 24, 2017"
22 Jun 2017,HDFC Bank's Puri exercises Rs 57-cr stock options in FY17
20 Jun 2017,"HDFC Bank's board meeting on July 24, 2017"
13 Jun 2017,SBI Card sees growth in premium credit cards; aims to top market share in 3 years
13 Jun 2017,"Buy HDFC Bank, Kolte-Patil, Motilal Oswal Financial: Ashwani Gujral"
07 Jun 2017,NPCI to ask banks not to charge UPI transactions
01 Jun 2017,3 hot stock picks from Geojit Financial Services
31 May 2017,HDFC Bank fixes record date for dividend & AGM
22 May 2017,"Buy HDFC Bank, sell KPIT Technologies: Mitessh Thakkar"
15 May 2017,"Now, HDFC too matches SBI,ICICI's rates, lowers to 8.35%"
10 May 2017,"HDFC Bank raises Rs 8,000 crore in largest issue of perpetual debt funds"
08 May 2017,Buy HDFC Bank; target of Rs 1681: Geojit Financial Services
28 Apr 2017,Wondering where to invest? MFs have these 20 large & midcap stocks in their kitty
27 Apr 2017,"Vikram Kotak of Crest Cap upbeat on Indian equities; like financials, bearish on IT"
26 Apr 2017,HDFC Bank's Aditya Puri says the best is yet to come in terms of loan growth
25 Apr 2017,Buy HDFC Bank; target of Rs 1700: ICICI Direct
25 Apr 2017,Accumulate HDFC Bank; target of Rs 1685: Systematix
25 Apr 2017,Buy HDFC Bank; target of Rs 1790: Motilal Oswal
25 Apr 2017,Accumulate HDFC Bank; target of Rs 1778: Arihant Capital
24 Apr 2017,"Buy, sell, hold: 3 stocks that analysts are watching today"
24 Apr 2017,"Buy HDFC Bank, IRB Infra, REC, BHEL, Motherson Sumi; short Coal India: Sukhani"
22 Apr 2017,Digital push sees HDFC Bank record highest-ever staff cull in a quarter
21 Apr 2017,"HDFC Bank headcount falls for 2nd quarter, down by 6,100 in Q4"
21 Apr 2017,"HDFC Bank shares gain over 2%; mcap surges by Rs 8,918 cr"
21 Apr 2017,Here are SP Tulsian's top trading picks
21 Apr 2017,"Buy HDFC Bank, expect stock to head higher: Prakash Gaba"
21 Apr 2017,"Hold HDFC Bank, advises Avinnash Gorakssakar"
21 Apr 2017,"HDFC Bank to raise Rs 50,000 cr via infra bonds, debt securities"
21 Apr 2017,Buy HDFC Bank; sell Tata Communications below Rs 700: Mitessh Thakkar
21 Apr 2017,HDFC Bank Q4 beats estimates; Top 10 takeaways from March quarter results
21 Apr 2017,HDFC Bank: Outcome of board meeting
21 Apr 2017,HDFC Bank: Outcome of board meeting
21 Apr 2017,HDFC Bank Q4 profit rises 18% but provisions limit growth; NII beats estimates
