text,label
"Buy Kotak Mahindra Bank, NMDC: Mitessh Thakkar",__label__2
"Buy Torrent Pharma, Wockhardt, HUL; sell Canara Bk: Thakkar",__label__2
"Bull's Eye: Buy PNB, Torrent Pharma, GMDC; sell IDBI Bank",__label__2
Pharma body comes up with new guidelines on data integrity,__label__1
Here۪s why Deutsche Bank is upbeat on pharmaceutical sector,__label__1
"Buy BHEL, IGL; sell Amara Raja, Torrent Pharma: Sukhani",__label__1
"Buy Torrent Pharma, Tech Mahindra, M&M; sell Asian Paints: LKP",__label__2
Buy Torrent Pharma; target of Rs 1730: HDFC Securities,__label__2
Buy Torrent Pharmaceuticals; target of Rs 1625: Edelweiss,__label__2
Hold Torrent Pharmaceuticals; target of Rs 1535: Religare,__label__2
Buy Torrent Pharmaceuticals; target of Rs 1700: Motilal Oswal,__label__2
Buy Torrent Pharma; target of Rs 1475: ICICI Direct,__label__2
Torrent Pharma Q3 net at Rs 229 crore,__label__2
Torrent Pharmaceuticals declares interim dividend,__label__2
"Torrent Pharmaceuticals' Q3 results on Feb 03, 2017",__label__1
Torrent Pharma Q3 PAT seen up 7.1% to Rs 220 cr: HDFC Securities,__label__2
Torrent Pharma Q3 PAT seen up 15% to Rs 238 cr: ICICI Securities,__label__2
"Buy, sell, hold: 12 stocks to watch out as earnings start",__label__2
"Buy MOIL, NMDC: Sudip Bandopadhyay",__label__2
"DCB Bank can test Rs 130-135, says Ashwani Gujral",__label__2
"Buy, sell, hold: 6 stocks to watch out on 2016 last trading day",__label__2
Buy Torrent Pharma; target of Rs 1665: Edelweiss,__label__2
"Buy Mindtree, Bharat Forge; sell Torrent Pharma: Sandeep Wagle",__label__2
"Buy Ceat, Torrent Pharma; sell BPCL: Ashwani Gujral",__label__2
"Buy, sell, hold: 9 stocks you can watch out today",__label__2
"Buy REC, Century Textiles, Torrent Pharma: Ashwani Gujral",__label__1
"Sell Tata Steel, SBI, Torrent Pharma: Ashwani Gujral",__label__2
"Bull's Eye: Buy Just Dial, Canara Bank, Biocon, PFC, Rel Capital",__label__2
"Buy SBI, Dr Reddy's Labs, Torrent Pharma, Bharat Forge: Gujral",__label__2
"Buy MOIL; sell Bharat Financial, Torrent Pharma: Ashwani Gujral",__label__2
"Tulsian's take on Eicher, other cos that reported Q2 earnings",__label__1
"Sell Torrent Pharma, Godrej Ind; buy HDFC, Petronet: Gujral",__label__1
"Sell Torrent Pharma, Bharat Financial, HUL: Ashwani Gujral",__label__1
Torrent Pharma Q2 net dips 59% to Rs 207 cr,__label__1
Torrent Pharma Q2 profit seen down 52% on low operational income,__label__1
"Short Torrent Pharma; buy DLF, IRB Infra: Mitesh Thacker",__label__1
"Buy Jain Irrigation, L&T; sell Torrent Pharma: Mitesh Thacker",__label__2
"Sell Torrent Pharma, ICICI Bank; buy HPCL: Sandeep Wagle",__label__2
"Buy Bajaj Finance, Arvind, HPCL, Torrent Pharma: Ashwani Gujral",__label__2
"Bull's Eye: Buy Tata Coffee, Amara Raja, India Cements; sell Jet",__label__2
"Buy United Spirits; sell Torrent Pharma, L&T: Ashwani Gujral",__label__2
"Buy Havells, sell BEML: Sudarshan Sukhani",__label__2
"Sell SBI, Bharti Airtel, Torrent Pharmaceuticals: Ashwani Gujral",__label__2
"Sell Torrent Pharma, Tata Steel, Syndicate Bank: Sandeep Wagle",__label__2
"Buy Yes Bank, Apollo Tyres, PNB; sell HDFC, ITC: Ashwani Gujral",__label__2
"Buy HCC, Bajaj Finserv, Torrent Pharma; sell Cairn: Gujral",__label__2
"Buy Aurobindo Pharma, IOB; sell Jubilant Food: Mitesh Thacker",__label__2
"Go long in Torrent Pharma, Marico, Syndicate Bank: Chaturmohta",__label__1
"Buy Aurobindo Pharma, Stride Shasun, Torrent Pharma: Gujral",__label__1
"Buy Indo Count, CESC; short Torrent Pharma: Amit Harchekar",__label__2
"Here's why Tulsian is upbeat on cement cos, Torrent pharma",__label__1
"Buy YES Bank, DHFL, Torrent Pharma: Ashwani Gujral",__label__1
"Go long in Hindustan Zinc, Exide, Torrent Pharma: Chaturmohta",__label__2
"Buy UltraTech Cement, IndusInd Bank, Torrent Pharma: Wagle",__label__2
"Buy IndusInd Bank, Torrent Pharma, Gabriel India: Ashwani Gujral",__label__2
"Buy Torrent Pharma, Ambuja Cements, Hindalco: Sandeep Wagle",__label__2
"Checkout: SP Tulsian's views on Dish TV, Alembic Pharma, sugar",__label__1
Hold Torrent Pharma; target of Rs 1560: Religare,__label__1
"Torrent Pharma Q1 net slumps 55% to Rs 292 cr, US biz hurts",__label__2
Torrent Pharmaceuticals: Outcome of AGM,__label__2
"Torrent Pharma Q1 net may fall 23%, rev seen down; US biz key",__label__2
"Buy Torrent Pharma, Divis Lab, LIC Housing, Adani Ports: Sukhani",__label__2
"Buy Cadila Healthcare, ACC, Torrent Pharma, BPCL: Sandeep Wagle",__label__2
Hold Torrent Pharma; target of Rs 1560: Religare,__label__2
Torrent Pharma Q1 PAT seen down 1.7% to Rs 350.9 cr: Edelweiss,__label__2
Pick Britannia; PNC Infratech looks interesting: Pankaj Sharma,__label__2
"Sell REC, Idea Cellular; buy Torrent Pharma: Sandeep Wagle",__label__2
Torrent Pharma to acquire Glochem's Vizag-based facility,__label__2
Torrent Pharma acquires manufacturing unit of Glochem Industries,__label__2
Here are a few investment ideas from Daljeet Singh Kohli,__label__2
"Torrent Pharmaceuticals' AGM on July 27, 2016",__label__2
Sun Pharma bets on new products to boost US skincare items rise,__label__2
"BPCL may test Rs 1030, Torrent Pharma Rs 1480: Manoj Murlidharan",__label__2
"Buy Biocon, Dabur; sell Tata Steel, Ajanta Pharma: Gujral",__label__1
Torrent Pharma Q4 net at Rs 357 cr,__label__1
Torrent Pharmaceuticals: Outcome of board meeting,__label__2
"Buy UPL, Tata Chemicals; sell Torrent Pharma: Ashwani Gujral",__label__1
"Lupin may test Rs 1800-1900, GATI can touch Rs 155: Gujral",__label__1
"Buy Union Bank, Karnataka Bank, Havells: Ashwani Gujral",__label__1
"Torrent recalls 20,952 cartons of hypertension drug in US",__label__1
6 stocks that you can bet for today,__label__2
"Buy Marico, UPL, Torrent Pharma: Sudarshan Sukhani",__label__2
"Buy Jain Irrigation, midcap pharma, Rel Cap, Rel Infra: Gujral",__label__2
"L&T Finance may test Rs 76, IRB Infra Rs 210: Prakash Gaba",__label__2
"Buy Torrent Pharma, Ajanta Pharma; sell Mindtree: Ashwani Gujral",__label__2
"Buy India Cements, Havells India: Ashwani Gujral",__label__2
"Buy TCS, JSW Steel, Torrent Pharma, Ajanta Pharma: Gujral",__label__2
"Buy Bata India, Torrent Pharma, Jet Airways: Sandeep Wagle",__label__2
"Torrent Pharma seeks enabling nod to raise Rs 10,500 cr",__label__2
Torrent Pharma: Outcome of board meeting,__label__2
Torrent Pharma's Dahej plant receives EIR from USFDA,__label__2
Top buzzing stocks to trade on March 18,__label__2
Torrent Pharma gets establishment nod from USFDA,__label__2
"Buy BoB, Tata Steel; sell HUL: Ashwani Gujral",__label__1
"Buy SBI, Axis Bank; Torrent Pharma may go down: Sukhani",__label__1
"Prefer Aurobindo, Ajanta Pharma, Torrent Pharma: Gujral",__label__1
Torrent Pharma declares second interim dividend,__label__1
Torrent Pharma may move to Rs 1460: Gaurang Shah,__label__2
"Buy Cipla, Torrent Pharma, HCL Tech: Manoj Murlidharan",__label__2
"Buy Sun Pharma, sell banking stocks: Ashwani Gujral",__label__2
"Sell Strides Shasun, Torrent Pharma, Aurobindo Pharma: Gujral",__label__2
"Sell Asian Paints, Wockhardt; buy HUL, IndusInd Bank: Gujral",__label__2
"Buy Sun Pharma, Cairn, Tata Steel, BoB, Torrent Pharma: Gujral",__label__2
"Buy Torrent Pharma, Hindustan Unilever; sell BEML: Sukhani",__label__2
"Buy BPCL, Adani Port, Kotak Mahindra Bank: Gujral",__label__2
"Sell Torrent Pharma, Voltas; buy Bank of Baroda: Ashwani Gujral",__label__2
Buy Torrent Pharma; target of Rs 1840: Edelweiss,__label__1
Hold Torrent Pharma; target of Rs 1560: Religare,__label__1
"Prefer pharma, Alembic Pharma looks interesting: Dipan Mehta",__label__2
Buy Torrent Pharma; target of Rs 1741: Sharekhan,__label__2
"Buy Bharat Forge, Mindtree: Sudip Bandopadhyay",__label__2
Earnings Pataka: Torrent Pharma posts stellar Q3 results,__label__2
Torrent Pharma Q3 net zooms 3-fold to Rs 483 crore,__label__2
Torrent Pharma Q3 profit seen up 40% on Abilify generic sales,__label__1
"Torrent Pharmaceuticals Q3 results on Feb 04, 2016",__label__2
Torrent Pharma launches Adalimumab biosimilar in India,__label__1
"Go long in Torrent Pharma, advises Gaurav Bissa",__label__1
"Hold Torrent Pharma, says Gaurang Shah",__label__1
Like private banks; SBI top pick: R Sreesankar,__label__2
"IndusInd Bank looks strong, may test Rs 1000: Hemant Thukral",__label__2
Buy IndusInd Bank; sell BPCL: Prakash Gaba,__label__2
"Go long in IndusInd Bank, says Aditya Agarwal",__label__2
Short Bank of India; buy IndusInd Bank: Sukhani,__label__2
Top chart picks for December 28,__label__1
"Pick Kotak Mah Bank, IndusInd Bank: SP Tulsian",__label__2
IndusInd Bank may touch Rs 970: Rahul Mohindar,__label__2
Sell Bank of India; prefer IndusInd Bank: Pankaj Jain,__label__2
Bank of Baroda may slip to Rs 152-155: Rajat Bose,__label__1
"Buy IndusInd Bank, SBI may test Rs 265: Rahul Mohindar",__label__2
"Sell Axis Bank, target Rs 425.50: Rajat Bose",__label__2
Dilip Shanghvi to make open offer to buy 26% Suzlon stake,__label__2
"Despite gloom over NPAs, these banks could be good bargains",__label__2
IndusInd Bank opens a new branch in Indore,__label__2
Prakash Gaba's stock picks that can fetch handsome returns,__label__2
"Sell IDFC on rallies, says Pankaj Jain",__label__2
"IndusInd Bank, HDFC Bank, SKS Micro top bets: Rahul Arora",__label__1
"Buy IndusInd Bank on dips, says Sameet Chavan",__label__1
"IndusInd Bank good pick, target Rs 953-960: Thukral",__label__2
Buy IndusInd Bank; target Rs 978: Sameet Chavan,__label__2
Super Six stocks that can boost your portfolio on Nov 23,__label__2
"Buy IndusInd Bank, Bata India: Manas Jaiswal",__label__2
"Buy YES Bank 740 Put, IndusInd Bank 800 Put: VK Sharma",__label__2
15 quality stocks for Samvat 2072: AB Money,__label__2
Eyeing for gains post tie-ups with payment banks: IndusInd,__label__2
"Bull's Eye: Sell Dr Reddy's, JSW Energy, Ceat, buy BoI",__label__1
"Buy Motherson Sumi Systems, IndusInd Bank: Hemen Kapadia",__label__2
"Buy Coal India; sell IndusInd Bank, JSW Steel: Sukhani",__label__2
Diwali shopping list of 12 stocks by Sharekhan,__label__2
IFSC at GIFT City begins operations with Yes Bank launch,__label__1
"Axis Bank may test Rs 530-535, says Hemant Thukral",__label__2
"Exit Tata Steel on rally, like IndusInd Bank: Rakesh Bansal",__label__2
AB Money 'Neurtal' on IndusInd Bank; target of Rs 1010,__label__2
"Money laundering scam: ICICI, OBC, Axis Bank in ED's net",__label__2
Buy IndusInd Bank; target of Rs 1060: Firstcall,__label__2
Buy IndusInd Bank; target of Rs 1060: Firstcall research,__label__2
Accumulate IndusInd Bank; target of Rs 1070: P Lilladher,__label__2
Buy Indusind Bank; target of Rs 1050: ICICIdirect,__label__2
Hold Indusind Bank; target of Rs 1020: Edelweiss,__label__2
Buy IndusInd Bank; target of Rs 1175: Reliance Securities,__label__2
"Like pharma, consumer stocks: Gautam Sinha Roy",__label__2
Six in 60: Six stocks one needs to keep an eye on,__label__2
"Buy NBCC; sell Maruti, IndusInd Bank: Rajat Bose",__label__2
"IndusInd Bank Q2 beats estimates; profit, NII jump over 30%",__label__2
Positive on IndusInd Bank: Deven Choksey,__label__2
Positive on private sector banks: Nischal Maheshwari,__label__2
"IndusInd Bank Q2 profit, NII growth may be over 26%: Poll",__label__2
"Keep SBI, ICICI Bank, HDFC Bank in portfolio: R Sreesankar",__label__2
"NCDEX, Kotak Mahindra Bk pact to provide commodities loans",__label__2
Buy IndusInd Bank 940 Put: Gaurav Bissa,__label__2
Indusind Bank inaugurates a new branch at Jamshedpur,__label__2
"SBI, HDFC Bank, ICICI Bank have upside potential: Sukhani",__label__2
"IndusInd Bank's Q2 results on Oct 09, 2015",__label__2
"Exit SBI, invest in IndusInd Bank: Vishal Malkan",__label__2
Accumulate IndusInd Bank; target of Rs 1080: Emkay,__label__1
"Lupin, Infosys, IndusInd Bank look interesting: MOST",__label__2
"Prefer HDFC Bank, Dalmia Bharat: Mehraboon Irani",__label__1
"Buy IndusInd Bank 920 Call, BoB 185 Call: VK Sharma",__label__1
"HDFC Bank, Infosys top picks; like L&T, IOC: R Sreeshankar",__label__1
"Prefer Bank of Baroda, IndusInd Bank: Meghana Malkan",__label__2
"Buy HDFC Bank, IndusInd Bank: Sahil Kapoor",__label__2
Foreign investors can buy more shares in IndusInd Bank,__label__2
IndusInd Bank: Updates on outcome of AGM,__label__2
"Buy HDFC Bank, HDFC, Kotak Bank: Mehraboon Irani",__label__2
"HDFC Bank, ICICI Bank, SBI top picks: R Sreesankar",__label__2
"Buy IndusInd Bank, target Rs 930: Sahil Kapoor",__label__2
Moving towards marginal cost of funding: IndusInd Bk,__label__2
Prefer IndusInd Bank for long term: Parag Thakkar,__label__2
"Sell Arvind, IndusInd Bank; buy Indraprastha Gas: Sukhani",__label__2
"Short IndusInd Bank, can move lower to Rs 800-820: MOST",__label__2
"Sell IndusInd Bank, target Rs 770: Shubham Agarwal",__label__2
"Buy YES Bank, IndusInd Bank, ICICI Bank on dips: Elara Cap",__label__2
"Buy YES Bank, IndusInd Bank; like ICICI Bank: Devang Mehta",__label__2
"Pick IndusInd Bank, expect move to Rs 1070: ICICIdirect",__label__1
"Buy JK Tyre, IndusInd Bank: Kunal Bothra",__label__2
"Hold Kotak Mahindra Bank, IndusInd Bank: Rahul Mohindar",__label__2
"Buy Arvind, IndusInd Bank, Sun Pharma: Sukhani",__label__2
"IndusInd Bank Q3 results on Jan 13, 2015",__label__2
IndusInd Bank re-appoints Romesh Sobti as MD & CEO ,__label__2
Buy IndusInd Bank on breakout: Sudarshan Sukhani,__label__2
"Buy IndusInd Bank, Canara Bank; sell Wipro: Rahul Mohindar",__label__2
Prefer Asian Paints for long term: Sudarshan Sukhani,__label__1
IndusInd Bank expands presence across Punjab,__label__1
"Prefer Kotak Mahindra Bank, Emami: Rajesh Agarwal",__label__2
IndusInd Bank top pick; sell Syndicate Bank: Rahul Arora,__label__2
"Buy Federal Bank, IndusInd Bank: Parag Thakkar",__label__2
Accumulate IndusInd Bank; target of Rs 750: ABMoney,__label__2
"Pick IndusInd Bank, says Parag Thakkar",__label__2
"Prefer YES Bank, Bank of Baroda: Mayuresh Joshi",__label__2
Hold IndusInd Bank; target of Rs 750: Sushil Finance,__label__2
"Buy IndusInd Bank, Federal Bank on dips: Parag Thakkar",__label__2
IndusInd Bank's director Ajay Hinduja resigns,__label__1
'YES Bank posted strong Q2 nos; accumulate on stock',__label__2
IndusInd Bank may test Rs 710: Rahul Shah,__label__2
"Hold IndusInd Bank, advises Kunal Bothra",__label__1
IndusInd Bank may touch Rs 660-670: Kunal Bothra,__label__1
"Buy IndusInd Bank, Tata Chemicals: Kunal Bothra",__label__1
"Buy IndusInd Bank, UPL, LIC Housing Finance: Kunal Saraogi",__label__1
"Bull's Eye: Buy Glenmark, HPCL, Sintex, IndusInd Bank",__label__1
Hold IndusInd Bank; tgt of Rs 685: Arihant capital market,__label__2
Buy IndusInd Bank; target of Rs 715: KRChoksey,__label__2
Buy IndusInd Bank; target of Rs 714: ICICIdirect,__label__2
"Buy Tata Power, REC, IndusInd Bank: Sudarshan Sukhani",__label__2
Accumulate IndusInd Bank; target of Rs 690: PLilladher,__label__2
Hold IndusInd Bank; target of Rs 650: Emkay,__label__2
"Buy IndusInd Bank, advises Sudarshan Sukhani",__label__2
Buy IndusInd Bank at target of Rs 714: ICICI Direct,__label__1
"Buy IndusInd Bank, advises Sudarshan Sukhani",__label__1
IndusInd Bank Q2 profit up 30% to Rs 430 cr on other income,__label__1
"YES Bank, IndusInd to post good Q2 results: Edelweiss",__label__1
IndusInd Bank Q2 profit may jump 25% to Rs 412 cr: Poll,__label__1
IndusInd Bank Q2 PAT seen up 30% at Rs 430 cr: KR Choksey,__label__1
IndusInd Bank Q2 PAT may rise 30.6% at Rs 431.4 cr: MOST,__label__1
Accumulate IndusInd Bank; target of Rs 625: PLilladher,__label__2
Why PSBs may bridge valuation gap with private banks,__label__2
"Buy Tata Motors, IndusInd Bank: Manas Jaiswal",__label__2
Hold IndusInd Bank: target of Rs 650: Emkay,__label__2
"Expect better Q2, CV loan demand to pick up in Q4: IndusInd",__label__1
Dipan Mehta neutral on banking space,__label__1
"Expect lower levels in YES Bank, IndusInd Bank: Sukhani",__label__2
Indusind Bank opens new branch in Mira Road in Thane District,__label__1
Indusind Bank opens new branch at New Delhi,__label__1
"Bull's Eye: Tata Global, LIC Housing, Sarda Energy",__label__1
Buy bank stocks on dips: Parag Thakkar,__label__2
Buy IndusInd Bank; target Rs 620: Kunal Saraogi,__label__2
Super Six trading stocks for short term gain,__label__2
Buy IndusInd Bank 570 Call: VK Sharma,__label__1
Super Six: Top chart picks for August 20,__label__1
Super Six short term picks for August 19,__label__2
Pick IndusInd Bank: Gopi Suvanam,__label__1
"Buy HDFC Bank, sell HDFC: Gopi Suvanam",__label__1
Indusind Bank expands presence across Thane district,__label__1
"Buy Century Textiles, M&M, IndusInd Bank: Sudarshan Sukhani",__label__2
Hold IndusInd Bank; target of Rs 475: Sushil Finance,__label__2
Super Six buy/sell call for December 31,__label__2
"IndusInd Bank's Q3 results on Jan 10, 2014",__label__2
Accumulate IndusInd Bank; target of Rs 481: Emkay,__label__2
Ashok Leyland sells IndusInd Bank shares worth Rs 75 cr,__label__2
Short IndusInd Bank: Hemant Thukral,__label__2
"Short IndusInd Bank, advises Kunal Bothra",__label__2
IndusInd Bank may slip to Rs 415-416: SP Tulsian,__label__2
Check Out: Super Six stocks for December 12,__label__2
"Prefer Crompton Greaves, Exide, DCB, IndusInd Bank: Baliga",__label__2
IndusInd Bank opens new branch in Aliganj area of Lucknow,__label__2
"Prefer ICICI Bank, SBI, YES Bank: Sandip Sabharwal",__label__2
"Buy IndusInd Bank, advises Lancelot D'Chuna",__label__2
"Hold IndusInd Bank, says Vishal Malkan",__label__2
See 30% upside in IndusInd Bank: Siddharth Teli,__label__2
HDFC Bank top pick: Siddharth Teli,__label__2
"Sell IndusInd Bank, BOI, Exide; buy Dhampur Sugar: Jain",__label__2
"Bull's Eye: Buy Voltas, Amara Raja; short LIC Housing",__label__2
Super Six stocks you can bet on November 22,__label__2
"Buy Adani Enter, Sesa Sterlite; sell IndusInd Bank: Tulsian",__label__2
"Add SBI, Axis Bank, ICICI Bank in portfolio: Choksey",__label__1
Indusind Bank opens new branch in Lucknow,__label__1
"Sell IndusInd Bank, Reliance Infra, Andhra Bank: Tulsian",__label__2
6 trading bets for short term gain,__label__2
IndusInd Bank may slip to Rs 426: SP Tulsian,__label__2
"Buy IndusInd Bank, Motherson Sumi, Delta Corp: Jajoo",__label__1
"Bull's Eye: Buy Aurobindo, IndusInd Bank; short HDIL, Bata",__label__1
Buy IndusInd Bank: Sudarshan Sukhani,__label__2
"HDFC Bank top pick, BoB from PSU space Religare Cap Mkts",__label__2
"Buy IndusInd Bank, advises Sudarshan Sukhani",__label__2
6 trading stocks for short term gain,__label__2
"Prefer YES Bank, IndusInd Bank, says Kunal Bothra",__label__2
Buy IndusInd Bank; target Rs 460: ICICIdirect.com,__label__2
Buy IndusInd Bank; target Rs 535: Gautam Trivedi,__label__1
"Short IndusInd Bank, advises Shardul Kulkarni",__label__1
"Accumulate IndusInd Bank, says Mayuresh Joshi",__label__1
"Buy IndusInd; asset quality, NIMs good: Religare Cap",__label__1
Book some profits in IndusInd Bank: Phani Sekhar,__label__2
IndusInd Bank may touch Rs 445-450: Kunal Bothra,__label__2
Buy IndusInd with a target of Rs 550: SBICAP Sec,__label__2
"IndusInd Bank Q2 beats estimates, net up 32% to Rs 330 cr",__label__2
IndusInd Bank announces Q2 results; PAT up at Rs 330.23cr,__label__2
"Buy YES Bank, IndusInd Bank on dips: Nitin Jain",__label__2
IndusInd Bank Q2 NII likely to rise 32% at Rs 675 cr,__label__2
Buy IndusInd Bank: Sudarshan Sukhani,__label__2
IndusInd Bank Q2 net likely to rise 10% at Rs 300.5cr: MOST,__label__2
IndusInd Bank Q2 net may grow 25% at Rs 312cr: P Lilladher,__label__2
Induslnd Bank opens three new branches in Vadodara,__label__2
"Buy IndusInd Bank on dips, advises Ambareesh Baliga",__label__2
Induslnd Bank opens new branch in Lucknow,__label__1
"Prefer HDFC Bank, ICICI Bank: Dhananjay Sinha",__label__2
Prefer YES Bank & Axis Bank over IndusInd: SP Tulsian,__label__2
"IndusInd Bank's Q2 results on October 14, 2013",__label__2
"Prefer Axis Bank, YES Bank over IndusInd Bank: Tulsian",__label__2
"Buy YES Bank, IndusInd Bank: Sandeep J Shah",__label__1
"Prefer HDFC Bank, ICICI Bank: BNP Paribas Securities",__label__1
"IndusInd Bank's Q2 results on October 15, 2013",__label__1
See lower levels in IndusInd Bank: Sudarshan Sukhani,__label__1
IndusInd Bank gains 1.5% on Motilal Oswal buy report,__label__1
IndusInd Bank a market performer: SMC Global,__label__1
Hold IndusInd Bank: Angel Broking,__label__2
IndusInd bank promoter sells 46 lkh shares for Rs 196 crore,__label__2
"IndusInd Bank Q3 results on Jan 09, 2013",__label__1
"L&T Finance, Bajaj Finance rally post Banking Bill cleared",__label__1
Credo India Fund buys 19 lakh IndusInd Bank shares,__label__2
IndusInd Bank enhances its core banking system to Finacle 10.2 version,__label__2
Super Six short term picks for Dec 13,__label__2
"IndusInd Bank may rally to Rs 445-450, says Harchekar",__label__2
"IndusInd raises Rs 2,000 cr via QIP issue",__label__2
