Headlines,Labels
"buy yes bank, indusind bank: sandeep j shah",0
hold indusind bank; tgt of rs 685: arihant capital market,1
"buy yes bank, indusind bank, icici bank on dips: elara cap",1
ab money 'neurtal' on indusind bank; target of rs 1010,1
"indusind bank look strong, may test rs 1000: hemant thukral",1
buy indusind bank; target rs 535: gautam trivedi,0
unichem-torrent deal positive for both companies: surajit pal,1
"ncdex, kotak mahindra bk pact to provide commodities loan",1
"buy cipla, torrent pharma, hcl tech: manoj murlidharan",1
"buy yes bank, indusind bank; like icici bank: devang mehta",1
foreign investors can buy more share in indusind bank,1
"buy tata motors, indusind bank: manas jaiswal",1
"buy hcc, bajaj finserv, torrent pharma; sell cairn: gujral",1
"bull's eye: sell dr reddy's, jsw energy, ceat, buy boi",0
torrent pharma q3 net profit at rs 23.5cr,1
indusind bank top pick; sell syndicate bank: rahul arora,1
"buy bharat forge, mindtree: sudip bandopadhyay",1
"buy yes bank, indusind bank on dips: nitin jain",1
"buy rec, century textiles, torrent pharma: ashwani gujral",0
buy torrent pharmaceuticals; target of rs 1700: motilal oswal,1
"podcast | stock pick of the day: accumulate long position on nifty with stop loss below 10,700",0
buy torrent pharmaceuticals; target of rs 1485: khambatta securities,1
"buy torrent pharma, target of rs 390: emkay global",1
remain focus on company with exposure to indian markets: iifl,0
torrent pharma will do well in couple of yrs,0
"buy hdfc bank, sell hdfc: gopi suvanam",0
torrent pharma launch adalimumab biosimilar in india,0
"buy torrent pharma, hindustan unilever; sell beml: sukhani",1
induslnd bank open new branch in lucknow,0
indusind bank q2 net likely to rise 10% at rs 300.5cr: most,1
"sell asian paints, wockhardt; buy hul, indusind bank: gujral",1
buy torrent pharmaceuticals; target of rs 1390: edelweiss,1
indusind bank q2 nii likely to rise 32% at rs 675 cr,1
"sell stride shasun, torrent pharma, aurobindo pharma: gujral",1
"l&t finance, bajaj finance rally post bank bill clear",0
"buy adani enter, sesa sterlite; sell indusind bank: tulsian",1
torrent pharma q2 pat may dip 18.4% yoy to rs. 166.5 cr: sharekhan,1
"buy, sell, hold: 6 stock to watch out on 2016 last trade day",1
6 intraday pick to make smart gain,0
"pick indusind bank, say parag thakkar",1
torrent pharma q4 pat see at rs 29.9 cr: sharekhan,1
torrent recall 16 lot of hypertensive drug from us due to impure api,1
"news highlights: sc say passive euthanasia permissible, karti send to cbi custody for 3 more days",1
torrent pharma q4 net loss at rs 1.69cr,0
indusind bank q2 net may grow 25% at rs 312cr: p lilladher,1
"buy union bank, karnataka bank, havells: ashwani gujral",0
indusind bank: update on outcome of agm,1
lavender investments buy torrent pharma stake worth rs 133 cr,1
indusind bank may test rs 710: rahul shah,1
market right for novartis cancer drug cancel,1
indusind bank open new branch in lucknow,0
"torrent pharma standalone december 2018 net sales at rs 1,481.00 crore, up 42.27% y-o-y",1
buy indusind bank; target of rs 1050: icicidirect,1
diwali shop list of 12 stock by sharekhan,1
sell bank of india; prefer indusind bank: pankaj jain,1
buy torrent pharmaceuticals; target of rs 1570: edelweiss,1
"buy tcs, jsw steel, torrent pharma, ajanta pharma: gujral",1
torrent pharma q3 profit after tax at rs 66 cr,0
torrent pharma q4 pat see up 1.3% yoy to rs. 210 cr: hdfc securities,1
torrent pharmaceuticals: outcome of board meet,1
torrent pharmaceuticals declare interim dividend,1
torrent pharma q3 net at rs 229 crore,1
buy torrent pharma; target of rs 1741: sharekhan,1
"dcb bank can test rs 130-135, say ashwani gujral",1
buy torrent pharmaceuticals; target of rs 1850: icici direct,0
"buy indusind bank, advise sudarshan sukhani",1
sun pharma bet on new products to boost us skincare items rise,1
"buy jain irrigation, l&t; sell torrent pharma: mitesh thacker",1
indusind bank a market performer: smc global,0
buy torrent pharma; target of rs 1584: hdfc securities,1
"buy torrent pharma, ipca lab: ajay parmar",1
"buy indusind bank, advise sudarshan sukhani",0
indusind bank allot share under stock option scheme,1
torrent pharma q2 pat may dip 13.2% yoy to rs. 177 cr: icici direct,1
hold torrent pharmaceuticals; target of rs 1333: edelweiss,0
"indusind bank q3 result on jan 09, 2013",0
torrent pharma to further expand margins,1
buy torrent pharma; target of rs 1450: reliance securities,1
torrent pharma say charge of dupe c&f agents baseless,0
buy indusind bank; target of rs 1060: firstcall,1
"buy torrent pharmaceuticals, target rs 2050: ashish chaturmohta",0
"torrent pharmaceuticals board meet on february 08, 2018",1
15 quality stock for samvat 2072: ab money,1
indusind bank gain 1.5% on motilal oswal buy report,0
"indusind bank q2 profit, nii growth may be over 26%: poll",1
"lupin may test rs 1800-1900, gati can touch rs 155: gujral",0
pick britannia; pnc infratech look interesting: pankaj sharma,1
"buy torrent pharma, wockhardt, hul; sell canara bk: thakkar",1
"hold torrent pharma, say gaurang shah",0
indusind bank q2 profit up 30% to rs 430 cr on other income,0
torrent pharma q2 net profit up at rs 22.6cr,0
prefer yes bank & axis bank over indusind: sp tulsian,1
"buy bata india, torrent pharma, jet airways: sandeep wagle",1
news highlights: facebook ban far-right group; all-woman crew of indian navy begin return journey,0
news as-it-happened: union minister to highlight govt's fight against black money,1
hold indusind bank: target of rs 650: emkay,1
buy indusind bank; target of rs 1175: reliance securities,1
torrent sharpen focus on indian market with unichem€™s brand €“ time to lock in?,1
"buy torrent pharma, ajanta pharma; sell mindtree: ashwani gujral",1
"buy coal india; sell indusind bank, jsw steel: sukhani",1
torrent pharmaceuticals q2 pat see up 13.9% yoy to rs. 235.7 cr: kotak,1
"buy aurobindo pharma, stride shasun, torrent pharma: gujral",0
buy torrent pharmaceuticals; target of rs 1940: icici direct,1
torrent pharma q2 pat may dip 5.4% yoy to rs. 190 cr: hdfc securities,1
"bull's eye: buy aurobindo, indusind bank; short hdil, bata",0
torrent pharma dec qtr pat see down at rs 78.9cr: karvy,1
"exit sbi, invest in indusind bank: vishal malkan",1
buy indusind bank: sudarshan sukhani,1
torrent pharma may move to rs 1460: gaurang shah,1
"sell idfc on rallies, say pankaj jain",1
torrent pharma dec qtr pat see down at rs 82.3cr: emkay,1
earn pataka: torrent pharma post stellar q3 result,1
buy torrent pharma; target of rs 761: motilal oswal,1
"buy havells, sell beml: sudarshan sukhani",1
indusind bank to allot equity share to qibs,0
torrent pharma q3 pat see up 183.6% yoy to rs. 164.5 cr: icici direct,1
buy indusind bank 940 put: gaurav bissa,1
"hdfc bank top pick, bob from psu space religare cap mkts",1
"buy indo count, cesc; short torrent pharma: amit harchekar",1
bank of baroda may slip to rs 152-155: rajat bose,0
bull's eye: 12 must-have stock for your portfolio,1
"l&t finance may test rs 76, irb infra rs 210: prakash gaba",1
"buy, sell, hold: 12 stock to watch out as earn start",1
short indusind bank: hemant thukral,1
buy bank stock on dips: parag thakkar,1
torrent pharma acquire manufacture unit of glochem industries,1
six in 60: six stock one need to keep an eye on,1
buy indusind with a target of rs 550: sbicap sec,1
"torrent pharmaceuticals q3 result on feb 04, 2016",1
"buy yes bank, dhfl, torrent pharma: ashwani gujral",0
"bull's eye: tata global, lic housing, sarda energy",0
torrent pharma net profit up 33% to rs 216 cr in june quarter,0
"short torrent pharma; buy dlf, irb infra: mitesh thacker",0
credo buy 28.6 lk share in indusind bank for rs 119 cr,1
torrent complete acquisition of unichem's brand business,1
"indusind raise rs 2,000 cr via qip issue",1
"expect lower level in yes bank, indusind bank: sukhani",1
"torrent pharmaceuticals outperformer, target rs 455: karvy",0
book part profit in torrent pharrma now,1
"tulsian's take on eicher, other cos that report q2 earn",0
"buy sbi, dr reddy's labs, torrent pharma, bharat forge: gujral",1
torrent pharma to acquire glochem's vizag-based facility,1
"buy biocon, dabur; sell tata steel, ajanta pharma: gujral",0
"india pharma market slow due to lower offtake of anti-infective, respiratory drug",0
torrent pharma declare second interim dividend,0
buy torrent pharma between rs 1430-1400: rajesh palviya,0
hold indusind bank; target of rs 650: emkay,1
super six stock that can boost your portfolio on nov 23,1
buy indusind bank; target of rs 480: nirmal bang,1
novo nordisk ink agreement with torrent,1
positive on indusind bank: deven choksey,1
indusind bank may slip to rs 415-416: sp tulsian,1
super six buy/sell call for december 31,1
torrent pharma to acquire clutch of generic brand from novartis,0
"hold indusind bank, advise kunal bothra",0
midcap pharma cos on a juggernaut: whatï¿½s the trigger?,1
indusind bank open a new branch in indore,1
"buy indusind bank, canara bank; sell wipro: rahul mohindar",1
super six short term pick for august 19,1
"buy torrent pharmaceuticals, target of rs 260: sharekhan",0
"add sbi, axis bank, icici bank in portfolio: choksey",0
