text,label
Accumulate Hero Motocorp; target of Rs 3488: Dolat Capital,__label__1
Google Cloud to use AI to attract more customers in the cloud landscape,__label__2
Hero MotoCorp Q1 review: Host of factors make stock worthy of long-term accumulation,__label__1
"Hero Motocorp standalone Jun 2018 sales at Rs 8,809.82 crore",__label__1
"Hero Motocorp's board meeting held on July 25, 2018",__label__2
"Hero MotoCorp Q1 net profit flat at Rs 910 crore, misses estimates",__label__2
Hero MotoCorp plans new launches in Sept-Oct; eyes double-digit growth,__label__2
Hero MotoCorp Q1 preview: PAT seen 10% up on rise in demand for budget bikes,__label__2
"Hero Motocorp Q1 PAT seen up 16.9% YoY to Rs. 1,068.2 cr: ICICI",__label__2
"Hero Motocorp Q1 PAT seen up 10.5% YoY to Rs. 1,010.2 cr: Kotak",__label__1
Hero MotoCorp stretches lead over HMSI in first quarter,__label__2
"Boards of Hero MotoCorp, Bajaj Auto reward CEOs handsomely despite profit growth slowing down",__label__2
"Hero MotoCorp creates startup for innovation; Munjal promises more scooters, premium bikes",__label__1
Hero MotoCorp expects double-digit growth for global biz in FY'19,__label__1
"Buy Hero MotoCorp, target Rs 3749: Mazhar Mohammad",__label__1
Munjal Showa and FIEM Industries: Play on growth in two-wheelers,__label__1
Asia business sentiment slips from seven-year high on trade worries: Thomson Reuters/INSEAD,__label__1
Hero expands lead over HMSI in first two months of fiscal,__label__1
"Buy Hero Motocorp, says Mazhar Mohammad",__label__2
Hero Motocorp sales grow 11% at 7 lakh units in May 2018,__label__1
Buy Hero MotoCorp; target of Rs 4403: HDFC Securities,__label__2
Accumulate Hero MotoCorp; target of Rs 3980: Prabhudas Lilladher,__label__2
Buy Hero MotoCorp; target of Rs 4300: ICICI Direct,__label__2
Accumulate Hero Motocorp; target of Rs 4095: Dolat Capital,__label__2
Buy Hero MotoCorp; target of Rs 4200: Sharekhan,__label__1
Honda narrows gap with Hero for #1 spot in two-wheeler space,__label__1
"Buy Hero MotoCorp, target Rs 3925: Equity99",__label__1
Hero MotoCorp sales up 16 % in April,__label__2
Hold Hero MotoCorp for long term: Akash Jain,__label__2
Hero MotoCorp: Ride this long-term buy,__label__2
"Hero MotoCorp lines up capex of Rs 2,500 crore to defend market share",__label__2
Hero Motocorp recommends final dividend,__label__2
Hero MotoCorp Q4 net profit rises 35% on year to Rs 967 crore,__label__2
"Hero MotoCorp hikes motorcycle, scooter prices by up to Rs 625",__label__2
"Hero MotoCorp, Honda may hike prices of motorcycles and scooters to offset input costs",__label__2
Hero MotoCorp Q4 PAT seen up 23.2% YoY to Rs. 879.8 cr: KR Choksey,__label__2
Hero MotoCorp Q4 PAT seen up 31.5% YoY to Rs. 940 cr: HDFC Securities,__label__2
New launches in two-wheeler space barely manage to stay afloat,__label__2
Hero Motocorp Q4 PAT seen up 34.2% YoY to Rs 963.1 cr: ICICI Direct,__label__2
Honda India keen to become an export base for global markets post 2020,__label__2
HMSI March sales up 20.3%; FY18 volume vrooms 22% to over 6.12 mn,__label__1
Hero MotoCorp logs best every monthly sales in March at 7.3 lakh units,__label__1
"News highlights of the day: Dow Jones drops 500 points on Trump's tweet on Amazon, rising trade war fears",__label__1
"Chandrababu Naidu lays foundation for Rs 1,600 cr Hero MotoCorp factory",__label__2
Hero MotoCorp starts work on new plant in Andhra Pradesh,__label__2
Hero MotoCorp hikes stake in Colombian JV to 68%,__label__2
"Buy Hero MotoCorp, Bharat Forge, Asian Paints: Chandan Taparia",__label__2
"Sell Petronet LNG, buy Motherson Sumi Systems: Mitessh Thakkar",__label__2
Buy Hero MotoCorp; target of Rs 4097: LKP Research,__label__2
News highlights of the day: Disclosing Rafale details will compromise national security: Government,__label__2
"Hero MotoCorp Q3 meets estimates, profit rises 4% but margin contracts 100 bps",__label__1
Hero MotoCorp Q3 profit seen up 5% but realisations may fall 4%,__label__1
Accumulate Hero Motocorp; target of Rs 4104: Prabhudas Lilladher,__label__1
"Hero MotoCorp sales up 31.7% in January at 6,41,501 units",__label__1
Watch: Hero Moto's premium push,__label__2
"Hero MotoCorp returns to premium segment, launches Xtreme 200R",__label__2
Bajaj Auto to ride on the Discover brand once again with a new launch on Jan 10,__label__2
News highlights of the day: Donald Trump signs US Tax bill,__label__2
"Sell Hero MotoCorp, buy Jet Airways: Sandeep Wagle",__label__1
Hero Motocorp: Pawan Munjal on global growth plans,__label__2
Hero MotoCorp sales up 26% in November,__label__1
"Budget bike prices may jump Rs 5000-10,000 under BS-VI in 2020",__label__2
Hero Motocorp bets on premium bikes despite past setbacks,__label__2
"Buy Hero MotoCorp; short Capital First, Hexaware Technologies: Rajat Bose",__label__1
Buy Hero MotoCorp; target of Rs 4360: HDFC Securities,__label__2
Hero MotoCorp plans separate retail network for premium bikes,__label__1
"News as-it-happened: Jayant Sinha says Paradise Papers are ""completely bogus""",__label__1
Accumulate Hero MotoCorp; target of Rs 4302: Prabhudas Lilladher,__label__2
"Hero MotoCorp October sales dip 5% at 6,31,105 units",__label__1
Hero MotoCorp falls post Q2 even as brokerages maintain mixed stance,__label__1
"Hero MotoCorp Q2 profit rises 0.6%, operating margin beats estimates",__label__2
News Live: Alternative mechanism set up for consolidation of public sector banks,__label__2
"Hero Motocorp Q2 profit seen up 3%, sales volumes may push revenue 12% higher",__label__2
Hero FinCorp mulls entry into non-life insurance biz: Report,__label__1
Hero MotoCorp may challenge Karnataka govt order on 100cc bikes,__label__2
Hero Motocorp Q2 PAT seen up 7.9% YoY to Rs. 1083.7 cr: Edelweiss,__label__2
Hero MotoCorp sells over 20 lakh units in Jul-Sep quarter,__label__2
"Sell Hero Motocorp, Dish TV; buy NTPC, Jubilant Food: Mitessh Thakkar",__label__2
"As RBI stands pat on rates, here are the top 10 rate-sensitive stocks to buy",__label__2
"Honda halts production of two bikes CBR 250, CBR 150",__label__2
"UBS upgrades Hero MotoCorp, raises target sharply on robust rural and urban demand",__label__2
Prefer Hero Motocorp: Mayuresh Joshi,__label__2
"Hero MotoCorp partners with Uttar Pradesh police, presents new two-wheelers",__label__2
"Would like to grow faster than industry, even in scooter segment: TVS",__label__2
"Buy Hero MotoCorp, Colgate Palmolive: Rajat Bose",__label__2
Pawan Munjal's whopping Rs 60-cr annual pay tops list of Motown execs' remuneration,__label__1
"Hold Hero Motocorp, may test Rs 4600-4800: Sandeep Wagle",__label__2
"Buy Hero MotoCorp, Petronet LNG: Sandeep Wagle",__label__2
"Buy Hero Moto, L&T Finance, Torrent Power; sell Apollo Hospitals, Marico: Mitessh Thakkar",__label__2
"Buy Hero Moto, Infosys, Tata Global; sell M&M, Power Finance Corp: Mitessh Thakkar",__label__1
"Buy NIIT Technologies, Hero MotoCorp; sell Infibeam: Rajat Bose",__label__1
Buy Hero Motocorp; target of Rs 4278: Axis Direct,__label__1
Top 8 stocks to buy on dips which can give up to 21% return in 6 months,__label__2
Honda aims to overtake Hero Motocorp in India by 2020,__label__2
"Hero MotoCorp sales up 17.13% to 6,23,269 units in July",__label__2
"Sell Granules India, Karnataka Bank, Syndicate Bank; buy IGL, Bharat Financial: Mitessh Thakkar",__label__2
Hold Hero Motocorp; target of Rs 3960: Edelweiss,__label__2
"Revival in rural India, rising market share make Hero a long-term bet",__label__2
Hero Enterprise invests $10 mn in Corvi LED Light,__label__2
Hero MotoCorp Q1 net profit up 3.5% at Rs 914 crore; realisations rise 1.4%,__label__2
"Hero MotoCorp Q1 profit, operating income seen up 6% but margin may shrink",__label__2
Anand Mahindra exploring opportunity to enter ride-sharing market,__label__2
Auto sector expected to report mixed bag of earnings in Q1,__label__2
"Buy M&M, Infosys, HDFC; sell Cummins India, CESC: Sudarshan Sukhani",__label__1
"Key resistance for Nifty at 9817; 4 stocks to buy, sell today: Prakash Gaba",__label__1
Hero Motocorp Q1 PAT seen up 2.4% YoY to Rs 904 cr: Edelweiss,__label__1
Is two-wheeler space worthy of investors€™ attention? Is it moving towards premiumisation?,__label__2
Honda hopes to Cliq well & give Hero€™s Splendor a good run for its money,__label__2
"Hero Motocorp's board meeting on July 25, 2017",__label__2
Hero MotoCorp aims to launch BSVI models much before 2020,__label__2
"Hero MotoCorp sales up 14% at 6,24,185 units in June",__label__1
Hero Motocorp to pass GST benefits to customers,__label__1
"Buy Hero MotoCorp, HDFC, Godrej Industries; sell PNB, BPCL: Sudarshan Sukhani",__label__1
"Post cash ban, auto sector to see sharp decline in Dec: report",__label__2
"Motown's Dec sales in slow lane, rural India faces worst hit",__label__2
Hero Moto plans Karizma phase-out by 2018 as sales dwindle,__label__1
Aim to beat industry growth  by 5-7% in FY17: Suprajit Engg,__label__2
"Sell Bajaj Auto, Maruti Suzuki; buy Tata Motors: Ashwani Gujral",__label__2
"Buy, sell, hold: 13 stocks that you can focus today",__label__2
"Buy Biocon, IGL; sell Union Bank, Bharat Financial: Gujral",__label__2
"Buy, sell, hold: 7 stocks that you can watch out today",__label__1
"Buy Hero MotoCorp, target Rs 3350: Hemant Thukral",__label__2
"Buy Engineers India, Bharat Forge, Vedanta, Biocon, IGL: Gujral",__label__2
"Buy Eicher Motors, Adani Ports, HDFC, Hero Moto: Ashwani Gujral",__label__2
COMMENT: Visible signs of green shoots in auto sales,__label__1
"Dec auto sales key post demonetisation, experts pick best stocks",__label__1
Hero MotoCorp sales down 13% in November,__label__1
Paint & tyre cos to be hit if crude spikes up: Mayuresh Joshi,__label__1
"Buy IGL, Engineers India, HDFC: Ashwani Gujral",__label__1
"Demonetisation, post festive slack demand may hit Nov auto sales",__label__1
Sudip Bandopadhyay cautious on two-wheelers space,__label__2
"Buy Hero Motocorp, Britannia Industries: Ashwani Gujral ",__label__2
"Look at Hero Motocorp, NBFC stocks: P Phani Sekhar",__label__2
"Cement stocks attractive, positive on Hero, says Phani Sekhar",__label__2
"Buy Hindalco Industries, says Rajat Bose",__label__2
"Buy Vedanta, says Rajat Bose",__label__1
Here are some top trading tips from SP Tulsian,__label__2
"Hero Moto can climb to Rs 3050, BHEL can slide to Rs 120: Gaba",__label__2
"Buy, sell, hold: 6 stocks that you may trade today",__label__2
"Demonetisation: India Inc reacts, says it holds long term gains",__label__2
"Biz leaders,experts to discuss corp governance at 2-day summit",__label__1
"Sell Hero Moto, Crompton Greaves; buy Vedanta: Sandeep Wagle",__label__1
Hold Hero MotoCorp; target of Rs 3385: Centrum,__label__2
"Buy Engineers India, Bajaj Auto, Asian Paints: Ashwani Gujral",__label__2
Accumulate Hero Motocorp; target of Rs 3554: Prabhudas Lilladher,__label__2
"Trump or Clinton, India won't suffer: Pawan Munjal",__label__2
Eicher Polaris appoints Pankaj Dubey as CEO,__label__2
"BoI can slide to Rs 103, Hero Moto Rs 3200: Prakash Gaba",__label__2
"Sell Hero Moto, Aurobindo Pharma; buy Dabur: Ashwani Gujral",__label__2
"Buy Balkrishna Industries, Hero Moto; sell BPCL: Gujral",__label__2
"Prefer Hero Moto in two-wheeler space, says Mayuresh Joshi",__label__2
"Hero MotoCorp sales up 4% at 6,63,153 units in October",__label__2
Mkt was expecting Bajaj Auto's profits to jump 10-12%: Expert,__label__2
Here are some top trading tips from Deven Choksey,__label__2
Crossed 1 mn unit sales during festive period: Hero MotoCorp,__label__2
Hero MotoCorp to invest up to Rs 205 cr in Ather Energy,__label__2
"Buy, sell, hold: Investing tips on 8 largecap stocks post Q2 nos",__label__2
"Sell Tata Motors, Tata Steel, Auro Pharma; buy Hero Moto: Gujral",__label__2
Hero Motocorp: Outcome of board meeting,__label__2
"Hero MotoCorp's Q2 show stellar, Q3 volumes crucial: Analysts",__label__2
"Hero Q2 profit jumps 28% to Rs 1004cr on EBITDA, volume growth",__label__2
Hero Q2 profit seen up 20% on strong operational & volume growth,__label__2
"Bharat Financial may test Rs 916, Hero Moto Rs 3420: Rajat Bose",__label__2
"Buy GNFC, Century Textiles, Bajaj Auto; sell Petronet: Gujral",__label__2
"Honda vrooms past Hero in 13 mkts, total share soars 3% to 27%",__label__1
"Sell ACC, Hero Moto; buy Arvind, Ashok Leyland: Mitesh Thacker",__label__1
Hero MotoCorp Q2 PAT seen up 3.5% to Rs 913.1 cr: Centrum,__label__2
"Sell Reliance Industries, Hero MotoCorp: Mitesh Thacker",__label__2
"Sell Hero Moto, Havells India; buy ICICI Bank: Sandeep Wagle",__label__2
"Buy, sell, hold: 8 stocks to watch out as Q2 earnings start",__label__2
"Hero Motocorp's Q2 results on October 26, 2016",__label__2
"Buy Tata Comm,UltraTech, Petronet; sell Idea Cellular: VK Sharma",__label__2
"Look at auto, pharma stocks post correction: Vijay Chopra",__label__2
"Buy Hero Moto, IOC, Grasim Industries: Rahul Shah",__label__2
"Hold IGL; buy Capital First, Hero MotoCorp: Mitesh Thacker",__label__2
Here are a few stock ideas from Prakash Diwan,__label__2
"Buy, sell or hold: Best stocks from auto, steel, telecom & oil",__label__2
"Hero MotoCorp September sales up 11% at 6,74,961 units",__label__2
"Buy Sun Pharma, Grasim, JSW Steel: Rahul Shah",__label__2
Bharat Financial Inclusion may move to Rs 925-940: Prakash Gaba,__label__2
"Sell Cipla, Wockhardt; buy United Spirits: Ashwani Gujral",__label__2
"TVS Motor may touch Rs 400-420, says Ashwani Gujral",__label__2
"Sell Jain Irrigation, DLF: Ashwani Gujral",__label__2
"Buy Hero Moto; sell DLF, Jain Irrigation: Ashwani Gujral",__label__2
Investors upbeat over India's reforms push: BCG,__label__2
"Hero MotoCorp launches new Achiever 150 priced up to Rs 62,800",__label__2
Auto industry creates jobs but not too many permanent ones,__label__1
Checkout why Tulsian is upbeat on these NBFCs,__label__2
Here are Mayuresh Joshi's top trading ideas,__label__2
Overall value of top 50 brands dips 2% this year: Report,__label__2
"Here's why SPTulsian upbeat on Bajaj Finserv, Bajaj Finance",__label__2
"Buy TVS Motor, Hero MotoCorp, Dish TV: Yogesh Mehta",__label__2
"Prefer Bajaj Auto, Hero MotoCorp: Ashwani Gujral",__label__2
"Expect profit booking in Bajaj Auto, Hero Moto: Mitesh Thacker",__label__2
"Buy Tata Motors, Maruti Suzuki on declines: Mitesh Thacker",__label__2
Here are a few investment ideas from Prakash Diwan,__label__2
Why Pawan Munjal is 'more optimistic' on two-wheelers,__label__2
Tulsian's take on 2-wheeler cos & Orient Paper's demerger,__label__2
"Buy Hero Moto, LIC Housing, State Bank of India: Ashwani Gujral",__label__2
"Buy Hero Moto, should see levels of Rs 4200: Ashwani Gujral",__label__2
"Tulsian's view on Yes Bk QIP, Mahindra CIE deal, auto cos & more",__label__1
"Hero MotoCorp sales up 28% in August at 6,16,424 units",__label__2
Hero MotoCorp to launch 15 new products in FY17,__label__2
"Buy RIL, Hero MotoCorp; sell Bharti Airtel: Mitesh Thacker",__label__1
"Buy Zee Entertainment, Hero Moto; sell Divis Lab: Ashwani Gujral",__label__1
Activa contributes 38% of incremental industry sales in July,__label__1
"Hero Motocorp's AGM on Sept 23, 2016",__label__2
Here are a few stock ideas from Prakash Diwan,__label__2
Buy Hero MotoCorp; target of Rs 3360: ICICI Direct,__label__2
Sunil Munjal ceases to be promoter of Hero MotoCorp,__label__2
"Hero MotoCorp promoter entity sells shares worth Rs 1,910 cr",__label__2
Hold Hero MotoCorp; target of Rs 3365: Edelweiss,__label__2
Hold Hero MotoCorp; target of Rs 3562: KR Choksey,__label__2
Pawan Munjal reappointed Hero MotoCorp CMD & CEO,__label__2
Hero Motocorp reappoints Pawan Munjal as CMD and CEO,__label__2
Here are a few investment ideas from Prakash Diwan,__label__2
"Sell Bajaj Auto, Hero MotoCorp: Rajat Bose",__label__2
Investment strategies: 6 stocks that you can buy or sell,__label__2
"Hero Motocorp Q1 profit, EBITDA up 18%; revenue beats estimates",__label__2
"Hero Moto Q1 net seen up 16%, margins may improve on price hike",__label__2
"Exide, Finolex Cables, Havells should benefit from GST: Equirus",__label__2
"GST a significant move, but implementation is key: India Inc",__label__2
"Power Grid positional trade, Hero Moto may outperform: Sukhani",__label__2
"Like Apollo Hospitals, Hero Moto, Kiri Industries: Prakash Gaba",__label__2
"Buy Hero Moto, Tata Communications, Tech Mahindra: Sandeep Wagle",__label__2
"Hero MotoCorp sales up 9.13% in July at 5,32,113 units",__label__2
Hero MotoCorp unveils iSmart 110 in Mumbai,__label__1
"Buy SBI, Hero Moto, Bajaj Auto, Maruti, Lupin: Sudarshan Sukhani",__label__2
Honda Activa pips Hero's Splendor as best selling 2W range,__label__2
"After iSmart, Hero is gearing up for more launches, says Munjal",__label__1
Hero MotoCorp launches Splendor iSmart 110,__label__1
Hero Moto Q1 profit seen up 8% at Rs 879 cr: Motilal Oswal,__label__1
"Buy Hindalco, Axis Bank, Marico, UltraTech: Ashwani Gujral",__label__2
"Buy Asian Paints, Hero Moto, HDFC Bank; sell Just Dial: Taparia",__label__2
"Buy Bajaj Finance, Shriram Transport, Cox & Kings, BoB: Gujral",__label__2
"Buy Kotak Bank, Hero MotoCorp, Tata Motors DVR: Sandeep Wagle",__label__2
"Buy Hero Moto, Granules India, Tata Motors DVR: Ashwani Gujral",__label__2
"Buy ACC, UltraTech, JK Lakshmi Cement, JK Cement: Sukhani",__label__2
"Buy ICICI Bank, Hero MotoCorp, Thomas Cook: Sandeep Wagle",__label__2
"Buy ICICI Bank, Hero Moto, Bharat Petroleum: Ashwani Gujral",__label__2
"Sell HDFC Bank, Mindtree; buy Bajaj Auto: Ashwani Gujral",__label__2
Hero MotoCorp inks 3-year wage agreement with Gurgaon workers,__label__2
"Buy Hero MotoCorp, Bajaj Auto: Ashwani Gujral",__label__2
"Govt pay hike may spur demand, but volume growth discounted: JM",__label__2
Hero MotoCorp sales up 1.32% to nearly 5.5 lakh units in June,__label__2
"Nomura sees 25% growth in June CV sales, passenger units flat",__label__2
"Maruti Suzuki, Eicher Motors top picks: Dipan Mehta",__label__2
"Buy UPL, Hero MotoCorp, Biocon: Ashwani Gujral",__label__2
"Here's why Tulsian is not upbeat on food, consumption stocks",__label__2
"Buy Bharat Financial, Hero Moto, M&M Financial: Ashwani Gujral",__label__2
"Buy Bharat Financial, Hero Moto, Power Grid: Sandeep Wagle",__label__2
"Buy IndusInd Bank, M&M Financial, ITC; sell HCL Tech: Gujral",__label__2
Here are Harendra Kumar's top trading ideas,__label__1
"Buy AB Nuvo, Grasim, Colgate, ACC, Hero Moto: Rakesh Bansal",__label__1
Best buys: Which stocks are brokerages backing after Brexit,__label__1
"Like Hero MotoCorp, target Rs 3120, like M&M: Prakash Gaba",__label__2
"Tata Motors, Maruti top picks; negative on Hero, TVS Motor: CLSA",__label__2
"Buy Hero Moto, Tech Mahindra, TCS: Ashwani Gujral",__label__1
"Buy Tech Mahindra, Bajaj Auto, Hero Moto, CONCOR: Rakesh Bansal",__label__1
"Buy Hero MotoCorp, Infosys; sell Jet Airways: Sudarshan Sukhani",__label__1
To focus on increasing mkt share in mid-end bike segment:Bajaj,__label__1
"Go long in Indraprastha Gas, short Hero MotoCorp: Navneet Daga",__label__1
"Buy Adani Ports; sell Hero MotoCorp, HDFC: Ashwani Gujral",__label__1
Sell Hero MotoCorp; buy Vedanta: Hemant Thukral,__label__1
"Buy Tata Motors at around Rs 430, advises Ashwani Gujral",__label__1
"After turning profitable, Pricol eyes Rs 3,000cr revenue by 2020",__label__1
"Buy OBC, Hero Moto, Union Bank: Ashwani Gujral",__label__2
"Hold Amara Raja Batteries, says Sharmila Joshi",__label__2
"Buy Hero Motocorp, Navin Fluorine on declines: Ashwani Gujral",__label__2
"Hero Moto may test Rs 3190, HUL Rs 890, LIC Housing Rs 483: Gaba",__label__2
"Buy UPL, Granules India, Hero MotoCorp: Yogesh Mehta",__label__1
How Religare Cap sees May auto sales numbers,__label__1
"Hero to focus on premium segment, launch 4 models in 24-36 mths",__label__1
Hero Motocorp clocks 5.83 lakh unit sales in May,__label__2
"Buy DLF, Colgate Palmolive; Axis Bank can head higher: Sukhani",__label__2
"Buy Hero MotoCorp, Infosys; sell Bharat Forge: Sudarshan Sukhani",__label__2
"Buy Tech Mahindra, Tata Motors DVR, Hero MotoCorp: Gujral",__label__2
"Buy Asian Paints, Hero MotoCorp: Chandan Taparia",__label__2
"Buy YES Bank, ACC; avoid VRL Logistics: Sudarshan Sukhani",__label__1
