Headlines,Labels
tata motor raise rs 4.2k cr via 2% coupon debentures,0
tata motor have potential to test rs 320- 325: amisha vora,0
"short bharti infratel, tcs, tata steel, sbi, icici bank: gujral",1
tata motor global sales up 2.15% in may,0
tata motor launch two new brand in south africa,1
will siri be your pal on the apple driverless car?,0
tata motor q2 con pat see at rs 170 cr,1
"tata motor to showcase 15 cvs, 11 passenger vehicles at auto expo",0
global automakers look for dream market in rural india,0
"tata motor tank 11%, forex hurt jlr q2 margins; analysts wary",0
ratan tata: the man behind the brand,0
maruti gain market share as passenger vehicle demand dip,1
subros to invest rs 140cr in capacity expansion by fy13-end,0
"buy biocon, tata motors, shriram transport: ashwani gujral",0
tata motor may test rs 397-399: rajat bose,1
tata motor total debt rs 13600 cr,0
jlr's china focus only reason to own tata motors: hdfc sec,1
not worry by fall in maruti's november sales: centrum,0
tata motor look strong: akshata deshmukh,0
jlr launch discovery sport price rs 46.1 lakh onwards,0
jaguar land rover global sales up 28% in august,1
see near-term downside on tata motors: kotak,0
"buy cipla, bata; sell cummins: sudarshan sukhani",1
tata motor welcome calcutta hc verdict on singur land,0
sell tata motor may 240 puts: trivedi,1
tata motor group global wholesale at 74639 in august 2015,1
"sell tata motors; buy maruti, upbeat on m&m: sukhani",0
amit trivedi advise ladder strategy on tata motor,1
renault kwid zoom past 25k book in less than two weeks,1
"apex consumer court ask tata motors, its dealer to pay compensation",1
domestic car sales down 9%; siam seek stimulus package,1
buy tata motor at around rs 510-520: mehraboon irani,1
jaguar land rover global sales decline 12.3% in september,1
tata motor may post 5-fold jump in q3 profit; jlr realisations see up 5%,0
buy tata motor on dips: m thacker,1
"sell ceat, rec; buy titan company: ashwani gujral",1
tata motor appoint rajendra petkar as cto,0
bs-vi implementation divide auto industry over new capacity addition,1
"prefer hindustan zinc, tata motors: jagdish malkani",1
"infosys won't outperform go forward, say sanju verma",1
car sales up 2.46% in 2014; siam see fy15 growth at 1%,1
"buy tata motors, hindalco: gopi suvanam",0
tata motor look to raise rs 400 cr via ncds,1
"tata motor see new vehicle sales at 4,000/mth",0
"buy tata motors, say ashwani gujral",0
"deven choksey positive on tata motors, lic house finance",0
work on faster to market new products: tata motor,0
why trump's 'make in us' rhetoric could hurt indian automakers,1
"tata motor group global wholesale at 98,837 in feb 2013",1
book profit in tata motor around rs 208- 210: sp tulsian,0
buy tata motors; target of rs 500: icicidirect,0
"above rs 476-477, tata motor may test rs 510: mitessh thakkar",1
top 10 stock to end the week on a richer note,1
chart of the day: can self-drive rental restore nano glory?,1
"buy sun pharma adv, idea cellular, tata motors: d cunha",0
jaguar to launch mass market range in 2015,1
"accumulate tata motor on declines, say harendra kumar",1
tata motor roll out tata yodha in nepal,0
buy tata motor at around rs 340-360: nooresh merani,0
ratan tata say 'definite move' to damage his reputation,0
tata motor q4 net loss see at rs 161.8 cr: iifl,1
see upside in tata motors: rajesh jain,1
buy tata motor 560 call option: vk sharma,0
accumulate tata motors; target of rs 552: plilladher,1
tata motor plan a slew of new models: cyrus mistry,1
"sell tata motors, target of rs 317: reliance money",0
avoid tata motors: sudarshan sukhani,0
"short tata motor, irb infra: sp tulsian",0
jaguar land rover begin operations at brazilian plant,1
"tata motor may slip to rs 160- 168, say pradhan",1
unite spirit have resistance around rs 575- 580: datta,0
"sell tata motors, jp associates: manas jaiswal",0
"m thacker bearish on tata motors, ashok leyland",0
domestic passenger car sales jump over 10% in november,1
"tata motor may slip to rs 230- 240, say baliga",1
buy tata motors; target of rs 518: prabhudas lilladher,1
summer of discontent: no let-up in sales gloom for automakers,0
"below rs 300, tata motor have support at rs 282: panda",1
sell tata motor 270 strike puts: amit trivedi,0
fy13 car sales fall 7%; siam see 3-5% growth in fy14,1
"prefer maruti suzuki, tata motors: mayuresh joshi",1
"tata motor good bet, say sachin shah",0
buy tata motors: fortune equity,1
tata motor open to off-loading stake in finance arm,1
"pick yes bank, tata motors, sbi: deven choksey",0
"tata motor look weak, say anu jain",1
tata motor may test rs 1220: kulkarni,1
"see bajaj consolidating, weak exide yoy nos: stanchart",1
"motown nix 'demon' effect, big auto cos in top gear (analysis)",0
tata motor a top pick: ubs securities,1
tata motor global sales rise 11% in march,1
overdrive talk to tata motors' ravi pisharody,1
decline in land rover us sales a concern for tata motors: lkp,0
"prefer tata motors, say jagdish malkani",1
auto expo day 2: cv players see robust opportunity,1
will you buy tata motor after 8% fall in last 2 sessions?,0
auto ind meet gadkari to relook bs-vi implementation timeline,0
"exit infosys at current levels, say baliga",1
"enter tata motors, say mayuresh joshi",1
"jlr line up 3.75bn pound for new products,capacity expansion",1
tata motor to phase out multi-seater people carriers,0
"we will continue to outperform market for next 20 months, say tata motor",0
buy tata motors; target of rs 910: firstcall,1
exit tata motors: satish betadpur,0
"tata motor sell 51,468 units in july 2013",1
"sell tata motors, say sudarshan sukhani",1
"union budget 2015: replace jnnrum, up agri credit for auto sector: care",1
buy tata motor at around rs 360: rajesh agarwal,1
super six stock you can bet on september 26,1
go long on godrej industries: murlidharan,1
"buy tata motors, advise rahul shah",1
"lead by tata motors, mfs hike hold in tata cos in nov",1
"hold tata motors, say hemen kapadia",1
tata motor plunges; what's behind recent underperformance?,0
q4 will be better than q3; outlook good: tata motor,1
"diesel demand power maruti suzuki, mini car sales slip",0
tata's jaguar land rover pick uk for new plant,0
strong jaguar land rover sales drive tata motor up over 4%,1
buy tata motors; target of rs 503: prabhudas lilladher,1
"buy tata motor on decline, may touch rs 400: ashu madan",0
tata motor intimation the schedule of analyst,1
"hero, bajaj standout performers in march sales: prabhudas",1
ashok leyland have target of rs 87: mohindar,1
hyundai to launch new creta suv in india on july 21,1
"bull's eye: buy bharti, sun tv, short tata motors, bhel",0
"book some profit in tata motors, say baliga",0
"prefer tata motors, look at lloyd electric: prakash diwan",0
jlr to roll out new mid-sized sport sedan next year,1
"buy future consumer, natco pharma; sell tata motors: gujral",0
"buy sks micro; sell tata motors, ashok leyland: sukhani",1
checkout: motilal oswal's stock pick,0
"tata motors, maruti top picks; negative on hero, tvs motor: clsa",1
be long-term growth reviving? too early to say: maruti,1
tata motors' subsidiaries approve scheme of arrangement,1
"buy tata motors, sbi: sukhani",1
"stay away from tata motors, say phani sekhar",0
govt counsel threaten to withdraw singur case: tata,0
"tata motor at 'inflexion point', portfolio revamp underway",1
tata motor extinguish $345m debt via equity conversion,1
"hold tata motors, say sp tulsian",0
jaguar land rover buy stake in car technology firm cloudcar,1
"buy kotak mahindra bank, tata steel, tata motors: ashwani gujral",1
super six chart pick for july 15,1
expect 30-60% upside in tata motor in 1 year: irani,1
tata motor global nov wholesale at 1.02 lakh units,0
sandeep bhatia view on auto stock,1
tata motor q1 con net likely flat; revenue see up 6%,0
begin new year with these 10 best blue-chip stocks: karvy,0
"better than expect q4, upbeat brokerages۪ view send tata motor up 4%",1
"don't add tata motors, tata steel to portfolio: srivastava",0
buy tata motor 380 put: amit gupta,0
here be a few stock to watch on may 31,1
"buy tata motor below rs 370, say mehraboon irani",0
"buy engineer india, kotak bank, tata motors: mitesh thacker",0
"m&m, tata motor to challenge cci penalty",0
tata motor to compensate 75% sink money of singur vendors,1
tata nano export come to naught. be this the begin of the end of the mini car?,1
nano to debut today,1
tata motor ink pact with indonesian entity for defence biz,0
"go long in tata motors, arvind, l&t: ashish chaturmohta",0
price wars: volvo to target mid segment,1
"buy sun pharma, exide industries, tata motors: yogesh mehta",1
super six short term pick for june 10,1
rbi monetary policy: will bank & auto stock benefit from rate cut?,1
nov auto sales: adverse macros weigh; outlook mute,1
deven choksey positive on tata motor,1
tata motor q3 pat see up 3 time at rs 2089 cr,1
"sp tulsian۪s view on sbi, tata motors, pvr, rel comm",1
"sell tata motors, advise sudarshan sukhani",0
tata motor sales remain flat in august,0
tata motor may slip to rs 800-850 levels: sekhar,0
moody's upgrade rat of tata group firm,0
tata motor can touch rs 260-265: vishal jajoo,1
tata motor to showcase 5 new public transport vehicles at bengaluru bus exhibition,1
"sukhani's view on tata motors, infosys, sbi",1
up govt shut shriram pistons & ring plant in ghaziabad,0
"keep maruti suzuki, tata motor in portfolio: hitesh goel",1
buy tata motor on dips: vk sharma,1
tata international to expand footprint in africa this year,0
"hcl tech best pick in it, buy tata motor dvr: religare",1
tata motor may test rs 490: hemen kapadia,1
tata motors' october sales at 42819,0
"buy tata motor 490 put, sell 2 lot of 470 put: jk jain",0
tata motor to save rs 300-400 crore from workforce recast,1
"tata motor shareholders approve raise up to rs 6,494.35 cr",1
"sell idea, m&m, tata motors; buy kesoram: ashwani gujral",1
"tata motors: domestic business rev up, jlr hit a speed breaker",0
tata motor make a 'paradigm shift' for its dealers to beat slowdown,1
"prefer capital goods, auto space: devang mehta",0
ratan tata: how he turn around tata,1
rajgarhia`s view on tata motor,0
passenger car sales to moderate to 8-10% in fy12: sharekhan,1
l&t can move to rs 2150: devangshu dutta,1
"dlf, tata motor may decline 8-10%: mohindar",1
tata motor appoint karl slym as manage director,0
tata motor may slip to rs 280-285: sp tulsian,1
tata group look to sell tata autocomp systems: report,0
"tata motor may test rs 620, say jk jain",1
"tata tigor launch at rs 4.7 lakh, price cheaper than maruti dzire",1
tata motor can go upto rs 1700-1800: dilip bhat,1
"tata motor top pick, say parag thakkar",0
jaguar land rover launch $1.67 bn senior note offer,0
tata motor or mahindra - guess who be lead the electric vehicles market?,1
buy tata motor with a target of rs 350-360: rajesh agarwal,1
"buy maruti suzuki, tata motor on declines: sanjiv bhasin",1
prefer maruti & tata motor say dilip bhat,1
"#metoo movement hit tata motors, corporate communications chief send on leave",1
tata motor best blue-chip performer in 2012,1
hold tata motors; target of rs 351: edelweiss,1
hold tata motors; target of rs 200: icici direct,1
exclusive | tata motor may launch its first fully electric vehicle in 2020,1
"tata motor to remain outperformer, say sukhani",1
"bull's eye: buy rcom, nhpc, dabur; short ptc india",1
sukhani's view on tata motor,1
hexa to be a litmus test for tata motor,0
"sell tata motors, m&m, maruti suzuki: reliance money",1
buy tata motors; target of rs 378: prabhudas lilladher,1
economic uncertainty not to impact jlr sales,0
sc raise question on singur land allocation for tata motor,0
"reduce tata motors, target of rs 120: reliance money",1
tata motor group global wholesale at 87316 in september 2013,1
"volkswagen's truck make companies, man and scania join force to crack india cv market",1
tata motors' global sales down 5.14% in may,0
accumulate tata motors; target of rs 438: prabhudas lilladher,0
iifl upgrade tata motor to buy;target price at rs 425,1
tata motor may move ahead further: thacker,1
tata motor may touch rs 300: iifl,0
"buy tata motor on dips, advise sudarshan sukhani",1
"tatas may supply steel to toyota, nissan",0
super six stock for today's trade day,1
sbi likely to outperform: sukhani,0
automobile sector result preview for q2fy13: emkay,1
sbi may buy stake in tata motor unit,1
"buy tata motor on dips, advise ca rudramurthy",0
buy tata motor on 10-20% correction: sampriti capital,0
tata motor to raise truck output,1
"short tata motor dvr, go long on tata motors: bhamre",1
exit tata motor at rs 185-190: tulsian,1
tata motor can touch rs 290: joshi,1
keep rs 1260-1250 stoploss in tata motors: thacker,1
peugeot's opel buy won't be a threat to indian carmakers,1
corporate america's wish-list for obama india trip,0
"buy pidilite industries, siemens; sell tata motors: sukhani",1
buy tata motors; target rs 385: motilal oswal,1
have tamo score a goal with messi's #madeofgreat campaign?,1
tata motor launch xenon yodha start at rs 6.05 lakh,1
"despite dismal q3, kotak see tata motor to hit rs 340",0
buy tata motor at around rs 335-340: aditya agarwal,1
tata motor good investment idea: kunj bansal,1
"tata motor q3 profit at rs 1,215 cr miss estimate on weak jlr show; standalone strong",0
"buy tata motors, polaris: nooresh merani",1
"short vijaya bank, boi; buy bata, tata motors: kshatriya",0
major auto makers report fall in march sales,0
buy tata motors; target of rs 536: geojit bnp paribas research,1
tata motor hit 52-week high on bank of america buy report,1
tata motor say nano investment significantly write off,0
auto sector will be an outperformer: pn vijay,1
"buy mcleod russel, upl; sell hdil: ashwani gujral",0
super six short term pick for may 23,0
invest in tata motors: salil sharma,0
"jaguar land rover march global sales up 16% at 53,772 units",1
tata motor deny wb govt's charge of not generate job,0
sell tata motor march fut below rs 284: iifl,0
stay invest in tata motor for long term: phani sekhar,0
"tata motor april sales up 13% on year to 64,383 units",1
tal manufacture inaugurate rs 100 cr aerospace facility,1
decode tata group's cyrus mistry,1
tata motor propose to raise up to $500 million through ecb,1
"dlf, indiabulls real may see further downside: sukhani",0
top buzz midcap stock to trade on october 15,1
tata motor may rally to rs 285: kulkarni,1
"tata motor to hike pv price by up to rs 60,000 from april 1",0
tata motor group global wholesale at 87566 in july 2013,0
bullish on tata motors: kotak institutional equities,1
tata motor unit to stop production at spanish plant,1
"buy tata motor 270 put, say vk sharma",1
tata motor dial bsnl to smart-en up its cars,1
"dipesh mehta upbeat on tata motors, hul, itc",0
buy tata motors; target of rs 575: edelweiss,0
here be deven choksey's top trade ideas,1
vikas khemani positive on tata motor,1
avoid tata motors: sukhani,0
"prefer infosys, hcl tech, tcs: mayuresh joshi",1
fiat target 20 showrooms in india by end-2012,1
"buy syndicate bank, dena bank, tata motors, ioc: chopra",1
"buy tata motors, say sukhani",0
jlr global sales dip 11% in january,1
"tata motors, volkswagen to jointly explore vehicle development",0
jaguar land rover achieve strong global sales in september,1
"tata motors, maruti cut output; auto cos bank on new cars",1
"fiat eye sale of 25,000 units; 1% market-share this year",1
"sandeep shenoy positive on tata motors, m&m",1
"buy tata motor on dips, say sukhani",0
tata motor can test rs 190: sushil kedia,1
tata motor have support at rs 650-675: gujral,1
"don't fret, weak pound on brexit may be positive for tata motor",1
tata motor look expensive: d mehta,0
mull assembly of more land rover products in india: tata,1
tata steel have support between rs 600-610: mohindar,0
tata motor a good bet: mehraboon irani,0
"go long in sail, tata motors, m&m: sp tulsian",1
"hold tata motors, say mayuresh joshi",0
"bull's eye: buy wockhardt, mcleod russel, bhel",1
buy tata motors; target of rs 775: motilal oswal,1
jaguar land rover launch locally build xf for rs 44.5lakh,1
"buy, sell, hold: 18 stock that analysts be watch out",1
"buy eicher motors, tata motors: gautam chhaochharia",0
"go long in tata motors, tata motor (dvr) on dip: sukhani",1
tata motor plan complete new product portfolio by 2023-24: ceo,1
"tata motor sep '11 sales at rs 12,953.80 crore",1
tata motors-owned jlr to invest $2 bn in slovakia,1
accumulate tata motors; target of rs 325: emkay,0
tata motor may slip to rs 320: sudarshan sukhani,0
sell tata motor 350 strike call around rs 1-1.2: trivedi,0
tata jlr staff reject pay hike offer,1
"avoid tata motors, say sudarshan sukhani",1
"hold tata motors, say rajesh agarwal",0
tata motor post consolidate qtrly profit,1
tata motor sales pick up 10% in april,1
here be top 10 stock to focus on april 6,1
china state media target tata motors-owned land rover,1
emkay bullish on 8 largecaps for long term investment,1
tata stake sale to help daimler q1 ebit,0
small sedans: next hot market for global carmakers in india,0
"tata motors: update on production, sales data for nov 2013",1
buy tata motor on dips: kalpesh gohel,1
tata grp egms futile as mistry quits; nusli wadia next on agenda,0
"tata motor to double nexon output, bring down wait period",0
"expect 10% recovery in maruti fy15 vol, maintain buy: iifl",1
"tata motors, hexaware, jubilant life top picks: r sreesankar",0
chennai rain to hit dec output of auto cos: p lilladher,0
"short ambuja cements, acc: sukhani",0
accumulate tata motor with long-term perspective: r jain,1
tata motor can slip to rs 640-650: gujral,0
"buy tata motor dvr, ambuja cements, sks micro, dlf: gujral",1
tata motor look attractive: jigar shah,0
parag thakkar positive on telecom sector,1
interim budget: tax laws unchanged; excise duty for some sectors slash,1
tata motor to raise passenger vehicle price from april 1,1
tata motor launch brand oil for cv range,1
"hold tata motors, say kunal bothra",0
"buy eil, tata motors, tata steel: ashwani gujral",1
here be deven choksey's top trade ideas,0
"buy maruti suzuki, tata motors: rakesh arora",1
"when tata motor bank on dronas & acharyas to push truck, bus sales",1
buy tata motors; target of rs 696: motilal oswal,0
"buy tata motor on dips, say amit gupta",0
accumulate tata motors; target rs 326: angel broking,0
"china's saic, peugeot, global cos line up rs 10k-cr for india",0
"tata motor q2 net sales up 17.27% at rs 7,924 cr",0
tata motors' global sales up 5% to over 1 lakh units in sept,1
"tata motor to raise rs 4,400 cr via ncds this fiscal",1
"autos hit by poor demand; maruti, tata top buys: centrum",1
luxury car makers rush to bring in petrol variants,1
"buy tata motors, advise sudarshan sukhani",1
jlr red flag: have tata motor stock peak out for now?,0
exit tata motors: aditya agarwal,1
calcutta hc adjourn singur bill hear till tomorrow,0
tata motor top pick: sanjeev prasad,0
"buy tata motors, target rs 340: aditya agarwala",1
"buy m&m, infosys, hul; sell shriram trans, tata motors: thakkar",1
tata motors' only race car project among business assets put up for sale,1
anand tandon`s view on tata motor,0
ravi pisharody's exit from tata motor come amid renew bid to gain market share,1
"pnb may test rs 81, tata motor rs 412: prakash gaba",1
ratan tata get over rs 1 cr as director pay from alcoa,0
tata motor have support at rs 715-730: bhambwani,0
sell tata motors: sukhani,1
"tata motor may domestic sales at 38,392 nos",1
will become $1.3-1.4 bn co in fy12: jay bharat maruti,1
tata motor may fall another 10%: bose,0
"buy tata motor , say rajesh agarwal",1
accumulate tata motor around rs 220- 240: amisha vora,1
avoid tata motors; maruti can touch rs 1540: dipesh mehta,0
auto industry create job but not too many permanent ones,1
hold tata motors: puneet kinra,1
"tata motor a top pick, say prakash diwan",1
tata motors: january global sales nearly double,1
tata motor md guenter butschek explain why the company be scout for partner,1
"buy tata motors, see 20-25% upside: sudip bandhopadhyay",1
"q3fy13 preview: dolat upbeat on m&m, tata motors, hero moto",1
tata motor mull raise rs 500 cr via ncds,1
tata motor a good buy: pn vijay,0
tata motor qtr pat see up 195.3% at rs 1920cr: angel,1
maruti look better than tata motor for long term: mohoni,0
"slowdown force aggressive cost cut at tata motors, co may offer vrs to 1,600 employees",0
tata motor open assembly plant in south africa,1
tata motor sept qtr pat see up at rs 2325 cr: krchoksey,1
"m&m, tata motor likely to see good upmove: vayalar",1
mcleod russel have target of rs 330-350: sukhani,1
maruti revenue see rise first time in three quarter,0
keep tata motor in portfolio: deven choksey,1
"tata motors, ashok leyland top picks: mehraboon irani",0
tata motor q1 pat see at rs 7.4 cr: religare,0
tata motor q1 profit see down 47% due to standalone biz but jlr may support,1
"flag jlr sales dent tata motor m-cap; mahindra, bajaj auto, eicher zoom past",1
prefer tata motor on jlr strong performance: sam mahtani,1
tata motor may see deep correction: sukhani,0
tata motors' global sales rise 4% in april,1
"road ministry likely to push for 'mandatory' phase out of old trucks, bus",1
tata motor may slip to rs 575-600: baliga,1
stay invest in auto space: thacker,0
"buy ceat, tata motors: mitesh thacker",1
tata motors' lean toward indonesia for new nano plant,0
tata motor q3 pat see up 256.1% to rs 2916.5 cr: motilal oswal,1
"jlr cautious over trump policy, will wait and watch for now",0
competition comm reject complaint against jlr,0
tatas move to gujarat from singur because of law and order,1
"prefer dabur on dips; maruti, tata motor top picks: ajay bodke",0
"sell tata motors, buy itc: manoj murlidharan",0
hold tata motors; target of rs 159: arihant capital,1
tata motor pick up 26% stake in truckeasy,1
"tata group to gain from brexit, fall in pound sterling",1
"pick tata motors, say dhananjay sinha",1
sanand: tata nano's new home,1
'twist' in nano's journey: from cheap vehicle to city car,0
"tata motor group global wholesale at 101,112 in jan 2013",1
tata motor q2 net profit see at rs 479.5cr: angel,0
maruti to expand presence in diesel segment,0
"buy, sell, hold: 6 stock be in focus on january 23, 2018",1
"buy tata power, avoid tata steel: sudarshan sukhani",1
"buy maruti suzuki, tata motors: nischal maheshwari",0
"add infosys, tcs in your portfolio: mohindar",0
super six stock to bet on for intraday,0
hdil can touch rs 100: sukhani,0
sell tata motor 380 call: amit gupta,1
"tata motors, hmsi sell 57k vehicles on ganesh chaturthi",0
"buy tata motors, say sudarshan sukhani",1
"look at tata motors, can extend to rs 425: shubham agarwal",1
"nomura expect strong growth in august mhcv, pv sales",0
india inc q4 advance tax nos a mix bag,0
top chart pick for september 13,0
maruti may launch ritz by second week of may,1
tata motor have target of rs 335: mohindar,0
jaguar land rover to source components from india - ceo,1
tata motor sep qtr pat see at rs 1973cr: angel broking,1
mistry remove as tata sons lose confidence in him: ratan tata,0
hyundai increase car price by up to rs 1.27 lakh,0
"sell tata motors, advise gopi suvanam",0
tata motor group global wholesale at 98534 in july 2017,1
hyundai may temporarily halt book for santro as wait period cross 3 months,1
100-word take | a perfect storm for tata motor,1
6 trade stock for short term gain,1
"tata motor q4 pat may dip 28.9% yoy to rs. 3,110 cr: hdfc securities",1
"buy tata motor on dips, say sukhani",0
not bullish on auto space: baliga,1
"tata motor up capex for truck and bus business, bag more order for electric bus",0
"tata steel raise rs 4,000 cr via non-core asset sale",0
tata motor q3 net loss at rs 263.2 cr,0
tata motor tiesup with sbi for channel finance,0
shock laga! govt reject 3 of every 5 electric bus proposals by state govts,1
tata motor have support at rs 234-240: bose,1
boosters: 10 stock that deutsche bank be bullish on for 2017,1
tata motor sep global sales down 4% at 1.04 lakh units,0
book profit in tata motor at rs 1240: thacker,1
tata motor raise usd 300 million via debt securities,1
"tata motor hike passenger vehicle price by up to rs 12,000",0
tata motor may let local car makers assemble nano,0
"tata motor total sales jump 52.48% to 54,627 units in december",1
tata motor plan to roll out 10-12 new pvs in next 5 years,1
sell tata motors; target rs 108: hdfc securities,1
"below rs 695, m&m can slip to rs 680: salil sharma",0
prefer tata motor in auto space: tulsian,1
jlr sign agreement with union workers to cut cost,0
s&p downgrade tata motors' credit rat to b+ from bb-,1
tata motor arm ready to market industrial robot,0
tata motor group global wholesale at 1.03 lakh in february 2017,1
jaguar land rover global sales up 35% in oct,1
biz lull let tata motor close plant for repairs: official,1
s&p downgrade tata motor on concern over jlr,0
"tata motors' committee meet on march 24, 2017",1
tata motor can touch rs 1240: bhambwani,1
buy tata motors; target rs 397: finquest securities,0
here be a few stock ideas from prakash diwan,1
can tata motor break the jinx with hexa?,0
india resilient but see contraction for 3-6 mnths:richard jerram,1
"buy ril, ultratech, tata motors: salil sharma",0
"malkani bullish on tata motors, tcs, l&t",0
"prefer bajaj auto, tata motors, sterlite tech: jigar shah",1
"buy tata motor for short term, say mohindar",0
"tata motor to hike passenger vehicle price by up to rs 25,000",0
buy tata motors; target of rs 1140: iifl,1
buy tata motors; target of rs 471: motilal oswal,1
"up tata motor target, fall pound to boost jlr margin: clsa",1
check out: top chart ideas by top 3 experts,1
reliance capital can test rs 480-460: manghnani,0
"hyundai receive over 10,000 pre-bookings for creta",1
tata motor to continue production of nano for some more time,1
"buy tata motors, say anil manghnani",1
tata motor q2 net sales up 27% at rs 35940 cr,0
tata motor may go upto rs 1420-1440: bhambwani,1
"hold tata motors, stock can head towards rs 530: vijay chopra",1
ford to open figo aspire book from next week,0
"avoid tata motors, ongc: prakash diwan",0
"ratan tata buy 4,25,000 share in tata motor for rs 9.9cr",1
"further downside in tata motors, tata steel: bhamre",0
"tata motors, bajaj auto best picks: choksey",1
pick tata motor on dip: deven choksey,1
"nse, bse to exclude f&o contract on tata motors, 3 others",1
tata motor allot ordinary share upon conversion of 4% fccn due 2014,0
fire at igi airport force 2 flight to abort land,1
intense lobby by japanese company force tata motor to change stand on hybrids,1
"avoid tata motors, say sudarshan sukhani",1
tata motor arm to export made-in-india robot to europe,1
slovakia to seal jlr deal by year's-end: minister,0
buy tata motors; target of rs 633: lkp,1
fy14 also likely to be difficult for auto industry: siam,1
"tata motors' agm on july 31, 2014",1
tata motor jun qtr pat see up 17% at rs 2325cr: krchoksey,1
tata motor have resistance at rs 1240-1250: dutta,1
look at motherson sumi systems: prakash diwan,1
"short tata motors, dvr may outperform: siddharth bhamre",1
buy tata motor around rs 220- 222: sp tulsian,0
"tata motor may test rs 380-400, say abhijit paul",0
"exit maruti suzuki, tata motors: baliga",0
tata motor to raise up to $1 bln: ceo,0
"below rs 72, rcom can test rs 67: kulkarni",0
book some profit in tata motors: thunuguntla,1
"prefer tata motors, m&m: ambareesh baliga",1
tata motor con gross revenue rs 16954 cr in q1 09-10,0
singur row: judge recuse himself from case,1
buy tata motors; target of rs 295: fifl,1
"tata jlr fin 900,000gbp after worker lose leg in uk factory",0
tata motor december global vehicle sales fall 13.9%,1
"with an eye on maruti's brezza, tata finally launch nexon at rs 5.85 lakh",1
tata motor oct sales grow 21% on festive demand; export up 39%,0
tatas move hc against mamata's singur bill,1
competition comm dismiss complaint against 18 auto makers,0
"don't buy tata motor now, say sp tulsian",1
tata motor in talk with volkswagen for partnership,0
"mean machines: new cars, bike on indian roads",1
tata motor q1 net down 49%; china drag jlr profit 29%,0
"growth to come in from international, defence biz: tata motor",1
pay day: 200 tata motor employees to get esops after a turnaround year,1
manghnani positive on idea cellular,1
"news highlight of the day: govt open to increase deposit insurance cap of 1 lakh, say fm jaitley",1
buy tata motor on correction: sudarshan sukhani,1
block closure of jamshedpur unit of tata motor,0
"go long in tata motors, say hemant thukral",1
tata motor to merge its arm tml drivelines with itself,0
jlr launch range rover evoque convertible at rs 69.53 lakh,1
tata motor look weak: anil manghnani,1
duty cut to stimulate demand: tata motor,1
"look at axis bank, yes bank; focus on maruti: ajay bodke",1
