Dates,Headlines
31 Aug 2019,"Sharp slowdown likely across auto segments in August; Maruti, Tata Motors, Eicher sales may fall over 30%"
26 Aug 2019,Tata Motors puts $1.5 bn foreign debt raising plan on hold
13 Aug 2019,"Tata Motors group wholesales drop 14% in July to 78,600 units"
13 Aug 2019,Shock laga! Govt rejects 3 of every 5 electric bus proposals by state govts
02 Aug 2019,Tata Motors sales dip 34% in July
02 Aug 2019,"Tata Motors, Tata Power join hands to install 300 charging stations in 5 cities this fiscal"
01 Aug 2019,Luxury wars: BMW inches closer to Mercedes-Benz as race to the top heats up
30 Jul 2019,"Tata Motors to launch four new electric vehicles; electric Nexon, Altroz in the pipeline"
30 Jul 2019,Tata chairman N Chandrasekaran says in talks with partners for JLR
30 Jul 2019,"Tata Motors to send stocks directly to dealers, to close distribution company TDCL"
25 Jul 2019,"Tata Motors cuts JLR capex, retains annual consolidated EBIT guidance despite Q1 fall"
18 Jul 2019,Will set up driver training institutes in each constituency: Nitin Gadkari
17 Jul 2019,DTC extends annual maintenance contract with Tata Motors for 1k CNG buses
10 Jul 2019,"JLR June sales drop 9.6% at 47,060 units"
09 Jul 2019,"Hyundai to launch hydrogen car Nexo with 1,000-km drive range in India in 2021"
05 Jul 2019,Tata JLR unveils major electric car investment plans for UK
04 Jul 2019,Rajiv Bajaj's salary rises 14% to Rs 32.31 crore in FY19
04 Jul 2019,Jaguar chief's salary nosedives after JLR reports record losses
03 Jul 2019,"With one sale in 6 months, will Tata Motors stop producing the Nano?"
02 Jul 2019,No Nano production since January; only 1 unit sold in last 6 months
28 Jun 2019,Tata Motors needs to transform itself to be relevant in future mobility: N Chandrasekaran
20 Jun 2019,Moody's downgrades Tata Motors with negative outlook on JLR worries
17 Jun 2019,Hold Tata Motors; target of Rs 185: ICICI Direct
14 Jun 2019,Accumulate Tata Motors; target of Rs 192: Prabhudas Lilladher
12 Jun 2019,Tata Motors global sales dip 23% in May
03 Jun 2019,Summer of discontent: No let-up in sales gloom for automakers
02 Jun 2019,Auto wrap: Fiat-Renault €” the unnatural partners for India; crash norms wipe out minivans
30 May 2019,"Exclusive: Crash norms to wipe out mini vans from India; Tata Motors, Mahindra to be hit"
22 May 2019,Tata Motors launches compact truck Intra priced at Rs 5.35 lakh
22 May 2019,"As Maruti Suzuki shuts its diesel shop, Tata Motors, Hyundai look to grab market share"
21 May 2019,FAME-II subsidy: Tata Motors hopes private electric vehicle buyers get incentives
21 May 2019,Tata Motors to phase out multi-seater people carriers
21 May 2019,Ideas for Profit | No reason to buy Tata Motors after weak Q4 result shows challenges persist
20 May 2019,"Tata Motors Consolidated March 2019 Net Sales at Rs 86,422.02 crore, down 5.32% Y-o-Y"
20 May 2019,"Tata Motors Q4 profit falls 49% to Rs 1,108 crore"
20 May 2019,"Tata Motors Standalone March 2019 Net Sales at Rs 18,561.41 crore, down 6.16% Y-o-Y"
20 May 2019,"Tata Motors Q4 preview: Revenue, profit likely to take a hit on decline in sales"
16 May 2019,"Tata Motors, J&K Bank tie up for retail financing of CVs"
15 May 2019,"MG unveils Hector SUV, bookings and launch in June"
13 May 2019,Tata Motors global wholesale down 22% in April
09 May 2019,Peugeot signals openness to deals after JLR report
09 May 2019,Tata Motors says no truth in speculation of Jaguar Land Rover sale
07 May 2019,Tata Motors to drive in performance compact truck Intra
06 May 2019,Tata Motors JLR tests earn-as-you-drive smart cars
03 May 2019,April sales: Tough times continue for automobile companies
02 May 2019,"Tata Motors sales dip 20% to 42,577 units in April"
30 Apr 2019,Jaguar to move Land Rover Defender production to Slovakia
29 Apr 2019,Tata Motors ties up with Nirma University for B.Tech degree to Sanand plant employees
11 Apr 2019,"Time to go on a ride: Tata Motors, TVS Motor among auto stocks with over 20% upside"
10 Apr 2019,Tata Motors global sales dip 5% in March
10 Apr 2019,"Auto sector Q4 preview: Profit expected to decline sharply, trend may continue till H2"
05 Apr 2019,Will fulfill order for supply of 255 electric buses by July: Tata Motors
05 Apr 2019,"Top buy and sell ideas by Ashwani Gujral, Mitessh Thakkar, Prakash Gaba for short term"
04 Apr 2019,"No threat of govt blacklisting over delay in delivery of electric buses, says Tata Motors"
02 Apr 2019,"No production of Tata Nano for 3rd month in row, no sales in March"
02 Apr 2019,Auto monthly sales review: Challenging times continue
02 Apr 2019,JLR to drive in multiple electrified vehicles in India starting this year
01 Apr 2019,"Tata Motors sales dip 1% to 68,709 units in March"
01 Apr 2019,Good guidance from JLR revs up Tata Motors
29 Mar 2019,Disappointed with S&P rating downgrade: JLR
28 Mar 2019,"S&P downgrades Tata Motors, JLR credit rating"
28 Mar 2019,"Top buy and sell ideas by Ashwani Gujral, Mitessh Thakkar, Prakash Gaba for short term"
25 Mar 2019,"Carmakers grapple with unsold inventory, hike prices"
22 Mar 2019,Jaguar Land Rover wins case against Jiangling Motors in China
20 Mar 2019,"Rising competition, slowing growth make the ride bumpy for Eicher Motors"
15 Mar 2019,"No India vehicles among 44,000 cars recalled by JLR in UK"
11 Mar 2019,"Tata Motors bags Gujarat State Roadways' order for 1,045 buses"
09 Mar 2019,"This week in Auto: Mahindra unveils the Battista beast, Maruti€™s iconic Gypsy drives into the sunset"
07 Mar 2019,JLR global sales decline 4.1% in February
06 Mar 2019,Rush to meet BS VI deadline forces carmakers to forge alliances with rivals
05 Mar 2019,"Tata Motors, M&M in a fix over government€™s shifting policy stance on hybrids"
04 Mar 2019,February sales: Tough time continues for automobile companies
01 Mar 2019,"Tata Motors domestic sales fall 3% to 57,221 units in February"
01 Mar 2019,FAME II: MoTown welcomes govt€™s package to boost electric vehicles
01 Mar 2019,FAME II scheme to see faster adoption of EVs: Tata Motors
28 Feb 2019,Hold Tata Motors; target of Rs 159: Arihant Capital
25 Feb 2019,Tata Motors to launch premium hatchback Altroz in mid-2019
21 Feb 2019,"Two years on, N Chandrasekaran has plenty of unfinished business at Tata Sons"
21 Feb 2019,Steering Tata Motors to dominance: Tata Sons chief Chandrasekaran has his task cut out
19 Feb 2019,Hold Tata Motors; target of Rs 145: ICICI Direct
18 Feb 2019,Tata Motors explore partnerships for electric mobility biz
15 Feb 2019,Daimler India€™s truck company records profit for first time; to launch 52 vehicles in 2019
15 Feb 2019,Tata Motors Tiago crosses 2 lakh cumulative sales milestone
12 Feb 2019,Tata Motors global sales down 12% in January
09 Feb 2019,This week in Auto: Tata Motors' loss scales new peak; wholesale vs retail battle
08 Feb 2019,No-deal Brexit will inflict more pain on Tata Motors: SBICap Securities
08 Feb 2019,Ideas for Profit | Tata Motors hits multiple speed breakers in Q3 FY19; avoid
08 Feb 2019,Tata Motors revises margin guidance downwards to 3-6% from 4-7%; stock sinks 16%
07 Feb 2019,"No deal Brexit will force 3-weeks JLR plant shutdown in April, profitability to be hit: Tata Motors"
07 Feb 2019,JLR global sales dip 11% in January
07 Feb 2019,"Tata Motors Consolidated December 2018 Net Sales at Rs 77,000.89 crore, up 3.84% Y-o-Y"
07 Feb 2019,"Tata Motors Standalone December 2018 Net Sales at Rs 16,207.67 crore, up 0.66% Y-o-Y"
07 Feb 2019,First Cut | Tata Motors posts a disappointing set of Q3 FY19 earnings; avoid
07 Feb 2019,"Tata Motors Q3 cons net loss at Rs 26,961 cr on weak sales in China"
05 Feb 2019,Tata Nano production comes to a grinding halt in January
04 Feb 2019,Budget 2019: Government reduces subsidy for electric vehicles by 25% to Rs 195 cr
04 Feb 2019,January monthly sales: Tough times continue for MoTown
01 Feb 2019,"Tata Motors car sales drop 11%, CV sales down 6% in January"
31 Jan 2019,Tata Motors to supply Tigor EVs to Capgemini
28 Jan 2019,Tata Motors dials BSNL to smart-en up its cars
23 Jan 2019,"Nissan, Tata Motors expect near-flat industry growth in FY19"
23 Jan 2019,Exclusive | Tata Motors may launch its first fully electric vehicle in 2020
23 Jan 2019,"Tata Harrier launched at Rs 12.69 lakh, SUV to be available in 4 variants"
14 Jan 2019,Buy Tata Motors; target of Rs 246: Motilal Oswal
11 Jan 2019,Tata Motors group global sales dip 14% in December
11 Jan 2019,"Tata's JLR to shed 4,500 jobs worldwide amid slumping sales in China, Brexit concerns"
10 Jan 2019,Daimler€™s BharatBenz beats industry CV growth in 2018
09 Jan 2019,"Mercedes, Audi's growth sputters, BMW and Jaguar Land Rover shine in 2018 in India"
09 Jan 2019,Tata Motors Q3 PAT may dip 65.6% YoY to Rs. 413.4 cr: Motilal Oswal
08 Jan 2019,"JLR sales up 16.23% at 4,596 units in India in 2018"
03 Jan 2019,Axle load norms behind dip in demand for new heavy trucks
03 Jan 2019,"Ideas for Profit | Subdued sentiments, macro weigh on auto sales in December 2018"
31 Dec 2018,Tata Motors or Mahindra - Guess who is leading the electric vehicles market?
28 Dec 2018,"Tata Motors emerges as the biggest supplier of electric buses, keen to chase more orders"
20 Dec 2018,Tata Motors ties up with Zoomcar to deploy Tigor EVs in Pune
19 Dec 2018,Tata Motors appoints Ravindra Kumar G P as HR head
18 Dec 2018,100-Word Take | A perfect storm for Tata Motors
18 Dec 2018,"Tata Motors to hike truck, bus prices by 1-1.5% next month"
17 Dec 2018,Tata Motors-owned JLR likely to cut jobs in 2019
14 Dec 2018,Tata Motors Limited Q2 FY2019 Earnings Conference Call
13 Dec 2018,"Tata Motors to hike PV prices across models by up to Rs 40,000 from January 1"
10 Dec 2018,Tata Motors group global sales dip 7% in November
07 Dec 2018,"Tata Nexon gets 5-star rating in NCAP crash test, Mahindra Marazzo gets 4 stars"
07 Dec 2018,Tata Nano sales grow for third straight month
07 Dec 2018,Harrier will position us as a premium brand: Tata Motors MD Guenter Butschek
05 Dec 2018,Volkswagen to stop development of combustion engines by 2026: What it means for Indian buyers
05 Dec 2018,"Exclusive: Incentivising hybrids is like taking three steps backwards, says Tata Motors MD"
04 Dec 2018,"S&P downgrades Tata Motors, JLR credit ratings"
04 Dec 2018,Tata Motors plans large-scale overhaul of its sales network
03 Dec 2018,Nov auto sales: Adverse macros weigh; outlook muted
03 Dec 2018,JLR launches special edition XJ50 priced at Rs 1.11 cr
02 Dec 2018,"Tata Motors sales declines 3.8% to 52,464 units in November"
30 Nov 2018,JLR to lay off staff temporarily at UK plant to adjust vehicle production
28 Nov 2018,Tata Motors JLR gets UK funding for low-carbon tech
23 Nov 2018,Tata-owned JLR launches new luxury SUV
21 Nov 2018,"Apex consumer court asks Tata Motors, its dealer to pay compensation"
19 Nov 2018,Hyundai may temporarily halt bookings for Santro as waiting period crosses 3 months
14 Nov 2018,Tata Motors' Corp Comm head being probed for sexual harassment sacked
12 Nov 2018,Tata Motors group global sales up 5.62% in October
09 Nov 2018,"JLR October sales down 4.6% at 44,282 units in October"
05 Nov 2018,S&P places Tata Motors' long-term rating on 'CreditWatch' with negative implications
03 Nov 2018,This week in Auto: Festive period set to be a dampener; JLR drags Tata Motors to the negative
02 Nov 2018,"Automobile October 2018 numbers: Adverse macros weigh, but festivity brings cheer in select pockets"
01 Nov 2018,Tata Motors October sales increase 18% on double digit growth across major segments
01 Nov 2018,"Tata Motors: Domestic business shines, JLR hits a speed breaker"
01 Nov 2018,"'This is a crisis for JLR', says Tata Motors CFO PB Balaji"
01 Nov 2018,"Tata Motors Standalone September 2018 Net Sales at Rs 17,758.69 crore, up 32.53% Q-o-Q"
01 Nov 2018,"A first since acquisition, Tata Motors reduces JLR capex to cut costs"
31 Oct 2018,"Tata Motors Standalone September 2018 Net Sales at Rs 17,758.69 crore, up 32.53% Q-o-Q"
31 Oct 2018,"Tata Motors posts Q2 loss of Rs 1,048 cr on dismal JLR sales, standalone profit at Rs 109 cr"
31 Oct 2018,Tata Motors likely to report a loss in Q2 on weak JLR performance
30 Oct 2018,Tata Motors starts production of upcoming SUV Harrier
29 Oct 2018,"Ashok Leyland, Tata Motors see demand rising for fully-built vehicles as focus on safer transport grows"
26 Oct 2018,"Tata Motors launches performance variants of Tiago, Tigor with Jayem Auto"
25 Oct 2018,Jaguar Land Rover opens new plant in Slovakia
12 Oct 2018,"Festive sale! Not just online, it's raining deals, discounts at offline stores as well"
12 Oct 2018,"HSBC downgrades Tata Motors to hold, cuts target price amid JLR concerns"
12 Oct 2018,"#MeToo movement hits Tata Motors, corporate communications chief sent on leave"
10 Oct 2018,Buy Tata Motors; target of Rs 335: Motilal Oswal
10 Oct 2018,Hold Tata Motors; target of Rs 200: ICICI Direct
10 Oct 2018,Tata Motors drives in new Tigor at Rs 5.20 lakh
09 Oct 2018,Tata Motors' JLR plans two-week shutdown of UK plant
09 Oct 2018,M&M€™s Korean arm SsanYong to fund investments from own kitty
08 Oct 2018,Jaguar Land Rover global sales decline 12.3% in September
08 Oct 2018,Tata Motors launches new premium variant of SUV Hexa
08 Oct 2018,Tata Motors launches new premium variant of SUV Hexa
06 Oct 2018,"Auto companies piggyback celebrities for sales push, September set to mark third monthly drop in sales"
03 Oct 2018,September 2018 auto sales hit speed bump on cocktail of adverse factors
01 Oct 2018,Tata Motors sales grow 20% YoY in September
20 Sep 2018,Mahindra Electric sales dip despite govt€™s clarion call for e-mobility
20 Sep 2018,Fitch revises Tata Motors outlook to negative
20 Sep 2018,Fitch Ratings revises outlook on Tata Motors to negative
19 Sep 2018,"Flagging JLR sales dent Tata Motors m-cap; Mahindra, Bajaj Auto, Eicher zoom past"
19 Sep 2018,"Sell Tata Motors, target Rs 240: Dinesh Rohira"
17 Sep 2018,Tata Motors' JLR cuts production schedule at UK plant
14 Sep 2018,Tata Motors to upgrade showrooms from January to prepare for Harrier arrival
12 Sep 2018,Tata Motors launches Tiago NRG at Rs 5.53 lakh
12 Sep 2018,Tata Motors' JLR chief issues 'no-deal' Brexit warning
11 Sep 2018,Buy Tata Motors; target of Rs 353: Motilal Oswal
10 Sep 2018,Tata Motors global sales up 14% in August
07 Sep 2018,"PM Modi wants to drive investments in electric vehicle manufacturing, supporting infra"
07 Sep 2018,"Buy Tata Motors around Rs 270, says Aditya Agarwal"
03 Sep 2018,August auto sales hit by delayed festive season and Kerala floods
03 Sep 2018,Prince Charles gets bespoke Tata Motors' electric Jaguar
01 Sep 2018,Truck and bus demand stays robust in August
01 Sep 2018,"Tata Motors€™ August sales rise 27% to 58,262 units"
28 Aug 2018,Tata Motors to showcase 5 new public transport vehicles at Bengaluru bus exhibition
25 Aug 2018,"Tata Motors rolls out 1,500th Safari Storme for Indian Armed Forces"
24 Aug 2018,NCLAT declines stay on Tata Sons' conversion to private co; says Mistry can't be forced to sell stake
24 Aug 2018,Jaguar Land Rover approves launch of electric E-type
23 Aug 2018,"Buy Tata Motors, target Rs 310: Abhishek Mondal"
21 Aug 2018,Tata Motors launches compact SUV Nexon in Sri Lanka
21 Aug 2018,Maruti aims to double sales of LCV Super Carry this fiscal
17 Aug 2018,Truck makers race against time to comply with new axle load norms
11 Aug 2018,This week in Auto: Bajaj rivals lose share in 100cc segment; yet another automaker shuts India sales ops
11 Aug 2018,Tata Motors global sales witness a decline of 5% in July
11 Aug 2018,Tata Motors global sales witness a decline of 5% in July
10 Aug 2018,"Jaguar Land Rover July sales down 21.6% at 36,144 units"
08 Aug 2018,"Exclusive | Bus segment has seen a revival, says Suresh Chettiar of Volvo Buses"
08 Aug 2018,Buy Tata Motors; target of Rs 352: Prabhudas Lilladher
07 Aug 2018,Tata Nexon gets 4-star rating from Global NCAP
07 Aug 2018,Tata Motors plans to roll out 10-12 new PVs in next 5 years
07 Aug 2018,"Riding past Nano, production at Tata Motors' Sanand plant reaches its peak"
07 Aug 2018,Tata Motors to reduce component suppliers for passenger vehicles
03 Aug 2018,Jaguar Land Rover needs to cut costs: N Chandrasekaran at Tata Motors' AGM
02 Aug 2018,"Tata Motors ups capex for truck and bus business, bags more orders for electric buses"
02 Aug 2018,"Tata Motors ups capex for truck and bus business, bags more orders for electric buses"
02 Aug 2018,"Truck makers confused over govt€™s diktat on new axle norms, consumers likely to postpone purchases"
01 Aug 2018,Govt may issue show-cause notice to Tata Motors over EV order: Report
01 Aug 2018,"Ideas for Profit: JLR hits speed breaker, avoid Tata Motors"
01 Aug 2018,"Tata Motors consolidated Jun-2018 sales at Rs 67,081.29 crore"
31 Jul 2018,Trade wars do not benefit anybody: Tata Motors
31 Jul 2018,Tata Motors to stop manufacturing ops in Thailand
31 Jul 2018,"Tata Motors Q1 net loss at Rs 1,862 crore, misses estimates by huge margin"
31 Jul 2018,How AI is driving a fast and furious revolution in cars and car-making
30 Jul 2018,Tata Motors Q1 Preview: Expect double-digit drop due to contraction in JLR margins
27 Jul 2018,SIAM calls for early resolution of transporters' strike
24 Jul 2018,"Mahindra unveils new truck range, to launch 21 models till FY20"
23 Jul 2018,"Tata Motors Q1 PAT may dip 43.3% YoY to Rs. 1,815.4 cr: ICICI"
23 Jul 2018,"Tata Motors Q1 PAT may dip 43.3% YoY to Rs. 1,815.4 cr: ICICI"
18 Jul 2018,Tata Motors supplies ten EVs to Cognizant
18 Jul 2018,Tata Motors to hike passenger vehicle prices by up to 2.2% from August
17 Jul 2018,"In the lap of luxury, JLR narrows sales gap with Audi"
16 Jul 2018,"Exclusive | Audi sales fall in Jan-June period, even as Merc & BMW numbers zoom"
15 Jul 2018,"Tata Motors, Mahindra top R&D spenders in auto industry"
14 Jul 2018,"This week in auto: Suzuki changes stance on electric vehicles in India, Tata Nano nears end of road"
13 Jul 2018,Moody's downgrades Tata Motors rating on JLR woes
13 Jul 2018,"Tata Motors, JLR face diverse dynamics in key markets: N Chandrasekaran"
13 Jul 2018,"Tata Motors and JLR facing headwinds but we are prepared to grow, says N Chandrasekaran"
11 Jul 2018,Jaguar Land Rover sure to grow volume and market share in 2018: Suri
10 Jul 2018,Tata Motors picks up 26% stake in TruckEasy
10 Jul 2018,Tata Motors global sales up 10% in June
10 Jul 2018,Tata Motors plans to invest $1 billion in passenger vehicles over next 3 years
09 Jul 2018,"Jaguar Land Rover global sales up 0.9% at 52,049 units in June"
09 Jul 2018,"Want to sell 1.5 million electric cars a year in India by 2030, says Suzuki chairman"
06 Jul 2018,"Luxury car segment: Mercedes-Benz retains top spot, BMW close second"
05 Jul 2018,Tata Motors-owned JLR warns UK govt against a 'bad' Brexit deal
02 Jul 2018,Buy Tata Motors; target of Rs 355: ICICI Direct
01 Jul 2018,"Tata Motors domestic sales up 54% at 56,773 units in June"
27 Jun 2018,Tata Motors €“ JLR may continue to be a pain point
26 Jun 2018,Buy Tata Motors; target of Rs 378: Prabhudas Lilladher
26 Jun 2018,Hold Tata Motors; target of Rs 314: Edelweiss
23 Jun 2018,"Jaguar Land Rover to pump £20 billion in operations, 3 new models"
19 Jun 2018,"Buy Tata Motors, target Rs 340: Aditya Agarwala"
14 Jun 2018,"Tata's TAL expects Rs 1,000 cr revenue from robotics biz in 5 yrs"
14 Jun 2018,Buy Tata Motors; target of Rs 471: Motilal Oswal
13 Jun 2018,Tata Motors launches anniversary edition Tigor Buzz
12 Jun 2018,Hold Tata Motors; target of Rs 351: Edelweiss
11 Jun 2018,Jaguar Land Rover to switch some UK output to Slovakia
11 Jun 2018,Tata Nano exports come to naught. Is this the beginning of the end of the mini car?
08 Jun 2018,Buy Tata Motors; target of Rs 378: Prabhudas Lilladher
07 Jun 2018,Tata Motors proposes to raise up to $500 million via ECB
07 Jun 2018,Tata Motors proposes to raise up to $500 million through ECB
07 Jun 2018,Jaguar Land Rover global sales increase 6.1% in May
07 Jun 2018,Pay day: 200 Tata Motors employees to get ESOPs after a turnaround year
06 Jun 2018,Tata Motors open to off-loading stake in finance arm
05 Jun 2018,Buy Tata Motors; target of Rs 400: JM Financial
04 Jun 2018,"COMMENT-Q4 results show silver linings in several sectors, marred by large banking sector cloud"
04 Jun 2018,Buy Tata Motors; target of Rs 430: ICICI Direct
04 Jun 2018,May auto sales: Commercial vehicles continue to skyrocket
01 Jun 2018,"Tata Motors May sales surge 58% to 54,295 on solid performance of CV, PV segments"
28 May 2018,Buy Tata Motors; target of Rs 378: Prabhudas Lilladher
25 May 2018,Buy Tata Motors; target of Rs 471: Motilal Oswal
24 May 2018,"Tata Motors: Domestic business revs up, JLR hits a speed breaker"
24 May 2018,"Tata Motors stock hits 52-week low post Q4 nos; CLSA, Jefferies, Morgan Stanley slash targets by 10-16%"
23 May 2018,Tata Motors' only race car project among business assets put up for sale
23 May 2018,"Tata Motors Q4 consolidated net profit down 50% at Rs 2,176 crore, misses estimates"
23 May 2018,"Tata Motors applies brake on Indigo, Indica production?"
22 May 2018,Tata Motors Q4 Preview: Profits could take a hit on JLR sales decline
10 May 2018,"In a first, Suzuki€™s India revenue revs past its home market"
10 May 2018,BS-VI implementation divides auto industry over new capacity addition
03 May 2018,"Tata Motors to sell defence, aerospace business to Tata Advanced Systems"
02 May 2018,Tata Motors launches AMT version of Nexon
01 May 2018,"Tata Motors April domestic sales up 86% to 53,511 units"
01 May 2018,"Tata Motors sells 53,511 units in April 2018"
25 Apr 2018,Tata Motors launches 'Ultra' range of trucks to improve LCV presence
22 Apr 2018,Tata Motors bets on turnaround plan to boost CV market share to 44% in FY18
20 Apr 2018,"Tata Motors Q4 PAT may dip 59.2% YoY to Rs. 2,532.4 cr: KR Choksey"
19 Apr 2018,Force Motors Q4 PAT seen up 12.2% YoY to Rs. 60 cr: HDFC Securities
19 Apr 2018,"Tata Motors Q4 PAT may dip 28.9% YoY to Rs. 3,110 cr: HDFC Securities"
18 Apr 2018,"Buy Tata Motors, target Rs 375: Sumit Bilgaiyan"
17 Apr 2018,"Bullish on Tata Motors, expect wholesale volume growth of 6-8% in FY19: Akash Jain"
16 Apr 2018,Tata Motors revives TAMO project as profitability returns
12 Apr 2018,Tata Motors launches Tata Ace Gold priced at Rs 3.75 lakh
11 Apr 2018,"Tata Motors Q4 PAT may dip 65.5% YoY to Rs 1,494.5 cr: ICICI Direct"
09 Apr 2018,Luxury car companies make a beeline to India€™s hinterlands
09 Apr 2018,"JLR FY18 retail sales up 1.7% at 6,14,309 units"
05 Apr 2018,Tata Motors launches three CVs in Malaysia
05 Apr 2018,Microsoft to invest $5 billion in IoT over next four years
03 Apr 2018,"JLR India posts 83% rise in FY18 sales, lines up 10 new products for 2018-19"
02 Apr 2018,It hurt when country looked at Tata Motors as a failing co: Ratan Tata
02 Apr 2018,Tata Motors readies for 'Turnaround 2.0' with focus on PV segment
02 Apr 2018,"News highlights of the day: Dow Jones drops 500 points on Trump's tweet on Amazon, rising trade war fears"
01 Apr 2018,"Tata Motors sales rises 35% to 69,440 units in March"
27 Mar 2018,We are revamping our strategy: Jaguar Land Rover India chief Rohit Suri
27 Mar 2018,JLR launches Range Rover Evoque Convertible at Rs 69.53 lakh
27 Mar 2018,Land Rover launches country€™s first convertible SUV under the Evoque brand
26 Mar 2018,Tata Motors launches Nexon variant at Rs 7.99 lakh
23 Mar 2018,Tata Motors appoints Rajendra Petkar as CTO
22 Mar 2018,"Volkswagen, Skoda to kick start 'India 2.0' project"
22 Mar 2018,"BlackBerry, Jaguar Land Rover ink pact for next-generation vehicles"
20 Mar 2018,"Tata Motors to hike PV prices by up to Rs 60,000 from April 1"
16 Mar 2018,Tata Motors delivers 25 hybrid electric buses to MMRDA
16 Mar 2018,Tata Motors delivers 25 hybrid electric buses to MMRDA
16 Mar 2018,Exclusive: Govt€™s EV subsidy scheme may be extended by 6 months
16 Mar 2018,Delivered 25 hybrid electric buses to MMRDA: Tata Motors
16 Mar 2018,"Buy Punjab National Bank, Bank of Baroda, Canara Bank; sell Tata Motors, BPCL: Ashwani Gujral"
16 Mar 2018,"Buy, Sell, Hold: 5 stocks are in focus on March 16, 2018"
14 Mar 2018,Exit Tata Motors on bounce back: Sandeep Wagle
14 Mar 2018,"Hold Tata Motors, says Shahina Mukadam"
14 Mar 2018,Did you know? It€™s raining discounts and offers at a car showroom near you
13 Mar 2018,"Emissions, fuel economy norms will push Indian car makers to make more hybrids"
07 Mar 2018,Jaguar Land Rover global sales fall 2.6% in February
07 Mar 2018,News Highlights: TDP ministers to quit; Ambedkar statue desecrated; K'taka Lokayukta stabbed
06 Mar 2018,Industry needs clear policy to make large scale investments in EVs: Tata Motors
06 Mar 2018,Tata Motors plans complete new product portfolio by 2023-24: CEO
06 Mar 2018,Tata Motors announces launch of Zest Premio
06 Mar 2018,Tata Motors unveils electric concept at Geneva Motor Show
06 Mar 2018,JLR UK sales decline 15%; Morgan Stanley says Tata Motors can give up to 16% return
06 Mar 2018,Govt mulling to give Rs 5 lakh for older vehicles is a positive move: Ashok Leyland
06 Mar 2018,"Buy, Sell, Hold: 3 stocks, 1 sector are on investors€™ radar on March 6, 2018"
05 Mar 2018,Tata Motors launches special edition of Zest at Rs 7.53 lakh
03 Mar 2018,JLR unveils first electric production vehicle I-PACE
03 Mar 2018,"Buy Tata Motors around Rs 330, HDFC Bank at Rs 1740; book profits in Infosys around Rs 1250: Mitessh Thakkar"
