text,label
Govt may issue show-cause notice to Tata Motors over EV order: Report,__label__1
"Ideas for Profit: JLR hits speed breaker, avoid Tata Motors",__label__1
"Tata Motors consolidated Jun-2018 sales at Rs 67,081.29 crore",__label__1
Trade wars do not benefit anybody: Tata Motors,__label__2
Tata Motors to stop manufacturing ops in Thailand,__label__2
"Tata Motors Q1 net loss at Rs 1,862 crore, misses estimates by huge margin",__label__2
How AI is driving a fast and furious revolution in cars and car-making,__label__2
Tata Motors Q1 Preview: Expect double-digit drop due to contraction in JLR margins,__label__1
SIAM calls for early resolution of transporters' strike,__label__2
"Mahindra unveils new truck range, to launch 21 models till FY20",__label__1
"Tata Motors Q1 PAT may dip 43.3% YoY to Rs. 1,815.4 cr: ICICI",__label__2
"Tata Motors Q1 PAT may dip 43.3% YoY to Rs. 1,815.4 cr: ICICI",__label__2
Tata Motors supplies ten EVs to Cognizant,__label__2
Tata Motors to hike passenger vehicle prices by up to 2.2% from August,__label__2
"In the lap of luxury, JLR narrows sales gap with Audi",__label__2
"Exclusive | Audi sales fall in Jan-June period, even as Merc & BMW numbers zoom",__label__1
Moody's downgrades Tata Motors rating on JLR woes,__label__2
"Tata Motors, JLR face diverse dynamics in key markets: N Chandrasekaran",__label__2
"Tata Motors and JLR facing headwinds but we are prepared to grow, says N Chandrasekaran",__label__2
Jaguar Land Rover sure to grow volume and market share in 2018: Suri,__label__2
Tata Motors picks up 26% stake in TruckEasy,__label__2
Tata Motors global sales up 10% in June,__label__2
Tata Motors plans to invest $1 billion in passenger vehicles over next 3 years,__label__2
"Jaguar Land Rover global sales up 0.9% at 52,049 units in June",__label__2
"Want to sell 1.5 million electric cars a year in India by 2030, says Suzuki chairman",__label__2
"Luxury car segment: Mercedes-Benz retains top spot, BMW close second",__label__2
Tata Motors-owned JLR warns UK govt against a 'bad' Brexit deal,__label__1
Buy Tata Motors; target of Rs 355: ICICI Direct,__label__2
Tata Motors €“ JLR may continue to be a pain point,__label__2
Buy Tata Motors; target of Rs 378: Prabhudas Lilladher,__label__1
Hold Tata Motors; target of Rs 314: Edelweiss,__label__1
"Buy Tata Motors, target Rs 340: Aditya Agarwala",__label__2
"Tata's TAL expects Rs 1,000 cr revenue from robotics biz in 5 yrs",__label__2
Buy Tata Motors; target of Rs 471: Motilal Oswal,__label__2
Tata Motors launches anniversary edition Tigor Buzz,__label__2
Hold Tata Motors; target of Rs 351: Edelweiss,__label__2
Jaguar Land Rover to switch some UK output to Slovakia,__label__2
Tata Nano exports come to naught. Is this the beginning of the end of the mini car?,__label__2
Buy Tata Motors; target of Rs 378: Prabhudas Lilladher,__label__2
Tata Motors proposes to raise up to $500 million via ECB,__label__2
Tata Motors proposes to raise up to $500 million through ECB,__label__2
Jaguar Land Rover global sales increase 6.1% in May,__label__2
Pay day: 200 Tata Motors employees to get ESOPs after a turnaround year,__label__2
Tata Motors open to off-loading stake in finance arm,__label__2
Buy Tata Motors; target of Rs 400: JM Financial,__label__1
"COMMENT-Q4 results show silver linings in several sectors, marred by large banking sector cloud",__label__2
Buy Tata Motors; target of Rs 430: ICICI Direct,__label__2
May auto sales: Commercial vehicles continue to skyrocket,__label__2
"Tata Motors May sales surge 58% to 54,295 on solid performance of CV, PV segments",__label__2
Buy Tata Motors; target of Rs 378: Prabhudas Lilladher,__label__1
Buy Tata Motors; target of Rs 471: Motilal Oswal,__label__2
"Tata Motors: Domestic business revs up, JLR hits a speed breaker",__label__1
"Tata Motors stock hits 52-week low post Q4 nos; CLSA, Jefferies, Morgan Stanley slash targets by 10-16%",__label__1
Tata Motors' only race car project among business assets put up for sale,__label__2
"Tata Motors Q4 consolidated net profit down 50% at Rs 2,176 crore, misses estimates",__label__2
"Tata Motors applies brake on Indigo, Indica production?",__label__2
Tata Motors Q4 Preview: Profits could take a hit on JLR sales decline,__label__2
"In a first, Suzuki€™s India revenue revs past its home market",__label__2
BS-VI implementation divides auto industry over new capacity addition,__label__2
"Tata Motors to sell defence, aerospace business to Tata Advanced Systems",__label__1
Tata Motors launches AMT version of Nexon,__label__2
Tata Motors launches 'Ultra' range of trucks to improve LCV presence,__label__1
"Tata Motors Q4 PAT may dip 59.2% YoY to Rs. 2,532.4 cr: KR Choksey",__label__2
Force Motors Q4 PAT seen up 12.2% YoY to Rs. 60 cr: HDFC Securities,__label__2
"Tata Motors Q4 PAT may dip 28.9% YoY to Rs. 3,110 cr: HDFC Securities",__label__2
"Buy Tata Motors, target Rs 375: Sumit Bilgaiyan",__label__2
"Bullish on Tata Motors, expect wholesale volume growth of 6-8% in FY19: Akash Jain",__label__2
Tata Motors revives TAMO project as profitability returns,__label__1
Tata Motors launches Tata Ace Gold priced at Rs 3.75 lakh,__label__2
"Tata Motors Q4 PAT may dip 65.5% YoY to Rs 1,494.5 cr: ICICI Direct",__label__2
Luxury car companies make a beeline to India€™s hinterlands,__label__1
"JLR FY18 retail sales up 1.7% at 6,14,309 units",__label__1
Tata Motors launches three CVs in Malaysia,__label__2
Microsoft to invest $5 billion in IoT over next four years,__label__2
"JLR India posts 83% rise in FY18 sales, lines up 10 new products for 2018-19",__label__1
It hurt when country looked at Tata Motors as a failing co: Ratan Tata,__label__2
Tata Motors readies for 'Turnaround 2.0' with focus on PV segment,__label__2
"News highlights of the day: Dow Jones drops 500 points on Trump's tweet on Amazon, rising trade war fears",__label__2
We are revamping our strategy: Jaguar Land Rover India chief Rohit Suri,__label__2
JLR launches Range Rover Evoque Convertible at Rs 69.53 lakh,__label__2
Land Rover launches country€™s first convertible SUV under the Evoque brand,__label__2
Tata Motors launches Nexon variant at Rs 7.99 lakh,__label__1
Tata Motors appoints Rajendra Petkar as CTO,__label__1
"Volkswagen, Skoda to kick start 'India 2.0' project",__label__2
"BlackBerry, Jaguar Land Rover ink pact for next-generation vehicles",__label__2
"Tata Motors to hike PV prices by up to Rs 60,000 from April 1",__label__1
Tata Motors delivers 25 hybrid electric buses to MMRDA,__label__1
Tata Motors delivers 25 hybrid electric buses to MMRDA,__label__1
Exclusive: Govt€™s EV subsidy scheme may be extended by 6 months,__label__1
Delivered 25 hybrid electric buses to MMRDA: Tata Motors,__label__1
"Buy Punjab National Bank, Bank of Baroda, Canara Bank; sell Tata Motors, BPCL: Ashwani Gujral",__label__1
"Buy, Sell, Hold: 5 stocks are in focus on March 16, 2018",__label__1
Exit Tata Motors on bounce back: Sandeep Wagle,__label__1
"Hold Tata Motors, says Shahina Mukadam",__label__1
Did you know? It€™s raining discounts and offers at a car showroom near you,__label__1
"Emissions, fuel economy norms will push Indian car makers to make more hybrids",__label__1
Jaguar Land Rover global sales fall 2.6% in February,__label__1
News Highlights: TDP ministers to quit; Ambedkar statue desecrated; K'taka Lokayukta stabbed,__label__1
Industry needs clear policy to make large scale investments in EVs: Tata Motors,__label__2
Tata Motors plans complete new product portfolio by 2023-24: CEO,__label__2
Tata Motors announces launch of Zest Premio,__label__2
Tata Motors unveils electric concept at Geneva Motor Show,__label__2
JLR UK sales decline 15%; Morgan Stanley says Tata Motors can give up to 16% return,__label__2
Govt mulling to give Rs 5 lakh for older vehicles is a positive move: Ashok Leyland,__label__2
"Buy, Sell, Hold: 3 stocks, 1 sector are on investors€™ radar on March 6, 2018",__label__2
Tata Motors launches special edition of Zest at Rs 7.53 lakh,__label__1
News highlights of the day: Zomato co-founder Pankaj Chaddah quits,__label__1
"Tata Motors' February domestic sales up 38% at 58,993 units",__label__1
Tata Motors sells 58993 units in February 2018,__label__1
Tata group looking to sell Tata AutoComp Systems: Report,__label__1
"Sell Tata Motors, buy ITC: Manoj Murlidharan",__label__1
"Investors happy as Tata Group is focused on efficiency, says Rashesh Shah",__label__1
"Plateful of concerns at Tata Motors, but N Chandra€™s top priority is domestic biz revival",__label__2
"Daimler India starts production of mini truck for exports, is open for local launch",__label__2
"Bull's Eye: Buy Ashok Leyland, MCX India, BEL, NCC; sell Bharat Forge, Voltas",__label__2
"News highlights of the day: No plans to ground A320 Neos over engine glitches, says DGCA",__label__2
JLR global sales rises 3% in January,__label__2
"Tata Motors' January JLR sales up 3% at 49,066 units",__label__2
News highlights of the day: Disclosing Rafale details will compromise national security: Government,__label__2
"M&M didn't consider us rival, but made loudest outcry on EESL bid: Tata Motors",__label__1
"News highlights of the day: Why should I quit BJP, let the party throw me out, says Yashwant Sinha",__label__1
Accumulate Tata Motors; target of Rs 438: Prabhudas Lilladher,__label__1
Living CSR a basic ingredient of Tata Motors' success: Guenter Butschek,__label__1
"We will continue to outperform markets for next 20 months, says Tata Motors",__label__1
Tata Motors calls off transaction with Warburg Pincus to divest stake in Tata Technologies,__label__1
"Tata Motors Q3 profit at Rs 1,215 cr misses estimates on weak JLR show; standalone strong",__label__1
"Sell Britannia Industries, Bharti Infratel, Hindustan Unilever: Prakash Gaba",__label__1
Tata Motors may post 5-fold jump in Q3 profit; JLR realisations seen up 5%,__label__1
News highlights of the day: State of Emergency declared in Maldives for 15 days as protests continue,__label__1
"Tata Motors Jan volumes vroom past 43% at 59,441 units",__label__2
UK PM May under fire as new report warns of Brexit dangers,__label__1
"Tata, Ashok Leyland oppose AAP govt's claim on buses in HC",__label__1
"Tata Motors to showcase 15 CVs, 11 passenger vehicles at Auto Expo",__label__1
EXCLUSIVE: Tata Motors bags Rs 600 crore truck supply order,__label__1
"News Highlights: Offshore India funds, ETFs pump in $6.5 bn in 2017",__label__1
"News highlights of the day: Firms will now be able to pay PF dues, update ownership details online",__label__2
Tata Sons seeks international headhunter's opinion on N Chandrasekaran's salary hike,__label__1
"Buy, Sell, Hold: 6 stocks are in focus on January 23, 2018",__label__2
Ola plans to go big on electric vehicles; may launch e-rickshaws soon,__label__2
"Tata Motors may unveil 3 new models at Auto Expo, promo video suggests",__label__2
Tata Motors launches branded oils for CV range,__label__2
Buy Tata Motors; target of Rs 593: Motilal Oswal,__label__2
Tata Motors global sales up 22% in December,__label__2
Tata Motors group global wholesales at 1.16 lakh in December 2017,__label__2
Jaguar Land Rover global sales up 6.5% in 2017,__label__2
"Road ministry likely to push for 'mandatory' phasing out of old trucks, buses",__label__2
"Luxury cars outpace budget models in 2017, look to keep up tempo this year",__label__2
"Despite taxi 'stigma', car makers decide to chase volumes with cab aggregators",__label__1
Tata Motors offers 6-years warranty for entire truck range,__label__1
Tata Motors ties up with Westport Fuel Systems to meet 2020 BS-VI challenge,__label__2
"Tata Motors MD to staff: Bolster accountability, performance",__label__2
"More buyers choose SUVs over sedans, market share zooms to all-time high",__label__2
"Tata Motors total sales jump 52.48% to 54,627 units in December",__label__2
"News highlights of the day: Govt open to increase deposit insurance cap of 1 lakh, says FM Jaitley",__label__2
"Daimler Trucks€™ BharatBenz eats into rivals, market share rise to 9% in India",__label__1
"Buy Tata Motors, V-Guard Industries, Ramco Cements, Dabur, Granules India: Mitessh Thakkar",__label__2
Tata Ace crosses 2-million-milestone in 12 years,__label__2
Tata Group could get into battery-making to drive the ambitious e-mobility wagon,__label__2
"Credit Suisse retains outperform on Tata Motors, says Q3 margins to stay muted",__label__2
"Tata Motors to hike passenger vehicle prices by up to Rs 25,000",__label__2
Tata Motors pips Honda to become fourth biggest carmaker in domestic market,__label__2
News highlights of the day: New York mayor says explosion at bus terminal was attempted terror attack,__label__2
"Buy Tata Motors, Axis Bank, Century Textiles, Colgate Palmolive: Mitessh Thakkar",__label__2
Tata Motors global sales up 22% in November,__label__2
"Buy, Sell, Hold: 7 stocks being tracked by analysts today",__label__2
"News highlights of the day: NRN vindicated, so apologise to him, Mohandas Pai tells Infosys",__label__2
"JLR sales up 10% at 52,332 units in November",__label__2
JLR launches Range Rover Velar priced up to Rs 1.38 crore,__label__2
SLIDE SHOW: Tata Motors flags off Tigor EVs from Sanand plant,__label__1
"We were given loan, not grant by Gujarat govt: Tata Motors",__label__1
Buy Tata Motors; target of Rs 500: ICICI Direct,__label__1
"Tata Motors€™ flat hierarchy did pose challenges, but we dealt with them: HR Chief",__label__1
Tata Motors may launch electric Nano in Delhi with Ola for its taxi fleet,__label__2
"Tigor electric variant could be rolled out for private buyers, too: Tata Motors MD",__label__1
Delhi to have BS-VI fuel by Apr next year even as 2020 deadline for auto cos stays,__label__1
"Truck sales zoom in Q2 as TaMo, Ashok Leyland & others offer all-time high discounts",__label__1
"Jaguar cuts price of F-Pace by Rs 8 lakh, begins local manufacturing",__label__1
JLR launches locally-produced F-PACE at Rs 60.02 lakh,__label__2
Tata Motors shares fall 4% post cautious commentary on JLR; analysts barring CLSA remain positive,__label__1
"Tata Motors global sales up 2.7% at 1,03,761 units in October",__label__1
News Live: Pakistan allows Kulbhushan Jadhav to meet wife,__label__1
"Tata Motors to double Nexon output, bring down waiting period",__label__1
Tata Motors group global wholesales at 1.03 lakh unit in October 2017,__label__1
"Tata Motors in driver's seat, bets on JLR prospects & local business revival",__label__1
What happens when Rakesh Jhunjhunwala gets to quiz Tata Motors' top brass,__label__1
Will make enough money from each e-car sold to EESL: Tata Motors,__label__1
"Remain invested in Tata Motors, may test Rs 550: Vijay Chopra",__label__2
"Tata Motors posts 3-fold rise in Q2 profit, JLR operating margin beats estimates",__label__2
