Time,Dates,Sources,Headlines
9.02 pm , 27 Sep 2007,@,IFCI shortlists 8 biddders for stake sale: Srcs
3.40 pm , 27 Sep 2007,@,Emaar MGF Land files DRHP with Sebi
11.25 am , 26 Sep 2007,@,$ 492bn investment needed for infrastructure in India
9.31 am , 22 Sep 2007,@,Buy Kotak Mahindra Bank: Edelweiss
4.59 pm , 03 Sep 2007,@,Kotak bank safer for trading
6.18 pm , 28 Aug 2007,@,ICICI Bank has support at Rs 790
5.56 pm , 08 Aug 2007,@,Kotak Mahindra Bank ties up with Tata AIG
4.10 pm , 08 Aug 2007,@,CARE assigns in-principle PR1+ (SO) to Elder Pharma by KMBL
11.07 am , 03 Aug 2007,@,Kotak Mahindra Bank may test Rs 900
5.30 pm , 24 Jul 2007,@,Added 60 branches in one year: Kotak Mah Bank
5.26 pm , 24 Jul 2007,@,Kotak Mah Bk to have 200 branches by mid of next year
1.50 pm , 24 Jul 2007,@,Kotak Mahindra Bk: Consolidated PAT up 40% YOY to Rs 1459mn
9.15 am , 24 Jul 2007,@,"ICICI Bk, StanChart, SBI pulled up for stamp duty evasion"
8.55 am , 24 Jul 2007,@,Kotak Mah Bk Q1 net seen up at Rs 173.3 cr
8.40 pm , 12 Jul 2007,@,DLF is earning Rs 1.3 cr/day from MF investment!
8.21 pm , 12 Jul 2007,@,MFs gear up to cash in on ETFs
9.00 am , 06 Jul 2007,@,Realty prices moving up despite fall in rates?
4.57 pm , 02 Jul 2007,@,CARE assigns AA+(SO) to PTC issue from L&T Finance Ltd
4.36 pm , 02 Jul 2007,@,CARE assigns PR1+ (SO) to PTC issue from Simplex Infra
11.12 am , 28 Jun 2007,@,Kotak Mahindra can move up further: Bose
5.50 pm , 27 Jun 2007,@,IDFC has 15-20% upside
12.09 pm , 27 Jun 2007,@,"CII,Sa�d Business School,University of Oxford collaborate"
5.32 pm , 21 Jun 2007,@,Dishman Pharma has target of Rs 368-422
5.00 pm , 21 Jun 2007,@,Buy Kotak Mahindra Bank on correction
5.07 pm , 19 Jun 2007,@,"Above Rs 120, DCB can touch Rs 150"
7.23 pm , 18 Jun 2007,@,Is Paramount Airways flying GoAir or SpiceJet?
11.22 am , 18 Jun 2007,@,Buy Yes Bank on dips: Manghnani
4.45 pm , 05 Jun 2007,@,Kotak Mahindra Bank has target between Rs 625-630
4.47 pm , 23 May 2007,@,Kotak Mahindra Bank has resistance at Rs 615
10.52 am , 23 May 2007,@,Kotak Mahindra Bank has target of Rs 667
10.55 am , 18 May 2007,@,Yes Bank can rally upto Rs 192-199
12.42 pm , 11 May 2007,@,FCI to buy back FCI OEN 
5.16 pm , 08 May 2007,@,To target 200 branches by mid-2008: Kotak Mah Bank
4.57 pm , 08 May 2007,@,Kotak Mah Bank Q4 profit after tax at Rs 170.3cr
4.53 pm , 07 May 2007,@,"Above Rs 540, UTI Bank can touch Rs 600"
4.24 pm , 11 Apr 2007,@,"Above Rs 1000, SBI can touch Rs 1080"
3.36 pm , 11 Apr 2007,@,Fitch assigns final rating to KMB Corporate Loan 
1.14 pm , 11 Apr 2007,@,Fitch assigns final rtg to KMB Corporate Loan
12.49 pm , 04 Apr 2007,@,Stay invested in Kotak Mahindra Bank
12.43 pm , 04 Apr 2007,@,Kotak Mahindra Bank can touch Rs 550-570
8.14 pm , 30 Mar 2007,@,Bumpy road ahead for auto industry!
4.10 pm , 28 Mar 2007,@,Centurion Bank of Punjab has support at Rs 36
10.26 am , 28 Mar 2007,@,Yes Bank can test Rs 163
1.39 pm , 23 Mar 2007,@,CARE assigns AA+(SO) to PTC issue loan securitisation
11.36 am , 23 Mar 2007,@,Kotak Mahindra Bk�s Pvt Equity arm invests in DRS Logistics
2.07 pm , 17 Mar 2007,@,Fitch assigns AA+(ind) rating to Kotak Mahindra Bk 
11.07 am , 17 Mar 2007,@,Kotak Mahindra Bank authorised as Primary Dealer
4.52 pm , 16 Mar 2007,@,Bank of India looks good buy at Rs 131
3.57 pm , 06 Mar 2007,@,Invest in Kotak Mahindra Bank
3.37 pm , 20 Feb 2007,@,Brokerage firms' Budget expectations
11.15 am , 19 Feb 2007,@,Stick with private sector banks
10.44 am , 05 Feb 2007,@,UTI Bank can touch Rs 660
2.24 pm , 03 Feb 2007,@,Kotak Mahindra Bank scores the fastest century
9.31 pm , 25 Jan 2007,@,Chief-speak on India Inc's shopping spree
10.34 am , 23 Jan 2007,@,Kotak Mahindra likely to test Rs 496-500
6.12 pm , 22 Jan 2007,@,"Kotak Mah to invest majorly in bank, life insurance network"
4.56 pm , 22 Jan 2007,@,Punjab National Bank can touch Rs 540.550
3.27 pm , 22 Jan 2007,@,KMB consolidated PAT for Q3FY07 up 107% YoY to Rs 170cr
3.00 pm , 22 Jan 2007,@,Kotak Mahindra Bank adds 40 branches in 9 months
2.01 pm , 22 Jan 2007,@,Kotak Mah Bank Q3 net at Rs 169.6 cr
6.48 pm , 12 Dec 2006,@,India Inc speaks out on growth
12.23 pm , 08 Dec 2006,@,Kotak Mahindra Bank has strong support at Rs 370
11.01 am , 08 Dec 2006,@,IBEF Research: Riding the retail wave
8.44 am , 08 Dec 2006,@,Varun Shipping to make pref allotment to 4 FIIs
4.57 pm , 07 Dec 2006,@,Arbitrage in realty prices not justified: Kotak 
3.40 pm , 07 Dec 2006,@,Play the marathon and not sprint - Uday Kotak 
9.32 am , 07 Dec 2006,@,Indian Business Leader Awards: Who are the winners?
5.12 pm , 05 Dec 2006,@,Stay away from banking space: Gaba
12.29 pm , 20 Nov 2006,@,"Above Rs 400, Kotak Mahindra can touch Rs 460"
10.48 am , 20 Nov 2006,@,Srivastava bullish on banking stocks
6.21 pm , 15 Nov 2006,@,HDFC Bank can touch Rs 1150
6.11 pm , 15 Nov 2006,@,Kotak Mahindra Bank has target of Rs 600
1.00 pm , 15 Nov 2006,@,"SBI, BoB, Bank of India look attractive"
11.19 am , 15 Nov 2006,@,UTI Bank looks worth after a dip
4.36 pm , 14 Nov 2006,@,Kotak Mahindra Bank looks interesting
4.10 pm , 14 Nov 2006,@,UTI Bank looks good
7.01 pm , 09 Nov 2006,@,IndusInd Bank a trading stock
4.44 pm , 03 Nov 2006,@,Kotak Mahindra Bank strengthens presence in NCR
12.30 pm , 03 Nov 2006,@,Kotak Mahindra can touch Rs 369-372
11.41 am , 30 Oct 2006,@,CRISIL P1+ (so) for KMBL PTCs 
2.54 pm , 23 Oct 2006,@,Hold on Kotak Mahindra Bank
1.53 pm , 23 Oct 2006,@,Kotak Mahindra Bank has stoploss of Rs 325
5.52 pm , 19 Oct 2006,@,Kotak Mahindra Bk�s consolidated PAT for Q2FY07 up 13% YOY
4.38 pm , 19 Oct 2006,@,Lending & treasury biz did very well: Kotak Mahindra
2.12 pm , 19 Oct 2006,@,Kotak Mahindra Bk Q2 net up 13% at Rs 94cr
7.09 pm , 17 Oct 2006,@,Exit South Indian Bank
6.01 pm , 16 Oct 2006,@,ING Vysya Bank can touch Rs 215-222
2.31 pm , 13 Oct 2006,@,Stay invested in bank stock
1.51 pm , 09 Oct 2006,@,Fitch assigns expected rating to KMBL's Corporate Loan
11.15 am , 04 Oct 2006,@,State Bank of India has target of Rs 1300-1350
2.51 pm , 29 Sep 2006 ,   Source: reuters,Kotak Mahindra Bank board okays restructuring plan
5.49 pm , 27 Sep 2006,@,SBI looks can go upto Rs 1050
5.52 pm , 25 Sep 2006,@,Sharmila Tagore & Soha Ali Khan launched KMB Gold Eternity
9.36 am , 20 Sep 2006,@,Goldman Sachs to invest $1 b more
6.29 pm , 19 Sep 2006,@,Fitch assigns expected rating to KMBL�s Corporate Loan
4.21 pm , 19 Sep 2006,@,Fitch rates KMBL�s corporate loan securitisation trust
5.27 pm , 18 Sep 2006,@,IOB can go up to Rs 117
4.47 pm , 12 Sep 2006,@,Yes Bank to raise $ 150 mn within next six months
1.52 pm , 08 Sep 2006,@,Who will eventually acquire UWB? Experts opine
3.56 pm , 07 Sep 2006,@,United Western Bank has support at Rs 16
5.02 pm , 01 Sep 2006,@,"UTI Bk, Kotak Mahindra still have upside of 20-30%"
11.00 am , 22 Aug 2006,@,Kotak Mahindra Bk gets underweight rating: Morgan Stanley
3.30 pm , 18 Aug 2006,@,Kotak Mahindra Bk can touch Rs 400
2.49 pm , 18 Aug 2006,@,Hold Kotak Mahindra Bank
9.35 am , 17 Aug 2006,@,New players in the i-banking field
5.35 pm , 03 Aug 2006,@,Investors' interest is beginning in banking sector
4.48 pm , 03 Aug 2006,@,"Above Rs 245-250, Kotak Mahindra will continue its upmove"
4.22 pm , 03 Aug 2006,@,"Bank numbers surprise markets, but will they sustain?"
4.04 pm , 01 Aug 2006,@,Kotak Life opens it's 52nd branch in Vashi
6.32 pm , 31 Jul 2006,@,Kotak Mahindra looks good at Rs 330
12.21 pm , 24 Jul 2006,@,Buy Kotak Mahindra Bank on declines
6.10 pm , 20 Jul 2006,@,Mkt prepared for 6% base repo rate: Kotak Mahindra Bank
1.55 pm , 20 Jul 2006,@,Kotak Mahindra Bk announces results for Q1FY07
12.45 pm , 20 Jul 2006,@,Kotak Mahindra Q1 net profit at Rs 112.4cr
11.37 am , 20 Jul 2006,@,Warburg Pincus picks nearly 1% in Kotak Mahindra Bank
11.39 am , 14 Jul 2006,@,Kotak Mahindra Bank has target of Rs 280
3.19 pm , 22 Jun 2006,@,Buy Kotak Mahindra Bank for target of Rs 306: ABN AMRO
4.35 pm , 15 Jun 2006,@,Kotak Mahindra Bank can touch Rs 290-295
12.26 pm , 30 May 2006,@,Kotak Mahindra Bank may hit Rs 400
7.28 pm , 18 May 2006,@,BSE inducts Kotak Mahindra Bank as clearing bank
7.40 pm , 16 May 2006,@,Kotak Mahindra Bank announces results for FY06
1.00 pm , 16 May 2006,@,Private sector banks more aggressive than PSU banks
8.27 pm , 15 May 2006,@,Aiming at high NIMs: Kotak Mahindra Bank
3.07 pm , 15 May 2006,@,Kotak Mahindra Bank FY06 net profit up 210% at Rs 530cr
7.04 pm , 05 May 2006,@,Pick Kotak Mahindra at around Rs 300-325: Pujara
6.47 pm , 05 May 2006,@,Kotak Mahindra Bank can go upto Rs 390
6.43 pm , 05 May 2006,@,Kotak Mahindra may go upto Rs 405-410: Mathew
11.49 am , 05 May 2006,@,Kotak Mahindra Bank a good investment: Sukhani
5.30 pm , 24 Apr 2006,@,Kotak Mahindra Bank raises US$ 100 mn through GDS issue
8.48 am , 20 Apr 2006,@,SBI Caps in expansion mode
8.42 am , 01 Apr 2006,@,"Kotak Mahindra, HDFC Bank to share ATMs"
7.25 pm , 31 Mar 2006,@,"HDFC Bank, Kotak Mahindra Bank sign ATM-sharing MoU"
12.41 pm , 29 Mar 2006,@,Kotak Mahindra Bank appoints new corporate banking head
2.54 pm , 17 Mar 2006,@,Kotak Mahindra Bank has support at Rs 225
1.30 pm , 17 Mar 2006,@,Around 20-40 hedge funds dedicated to Indian mkt: Jetfin
8.10 pm , 16 Mar 2006,@,Kotak Mahindra Bank can touch Rs 300
4.38 pm , 16 Mar 2006,@,lot of upside left in Kotak Mahindra Bank
3.38 pm , 16 Mar 2006,@,Kotak Mahindra Bank has resistance between 250-260
11.23 am , 16 Mar 2006,@,No plans to list Kotak Sec & KMC: Uday Kotak
1.51 pm , 03 Mar 2006,@,Why are fund houses knocking Ganesh Housing doors?
2.40 pm , 02 Mar 2006,@,"Buy SBI, Punjab National Bank at current levels"
9.59 am , 02 Mar 2006,@,Major rejig at Hutchison Essar; Ruias up stake
9.09 am , 18 Feb 2006,@,Kotak Mahindra Bank plans 100 branches by March 2007
5.38 pm , 08 Feb 2006,@,Kotak Mahindra Bank launches no-frills account
12.44 pm , 18 Jan 2006,@,Kotak Mahindra Bank announces results for Q3 FY06
4.36 pm , 20 Dec 2005,@,Kotak Mahindra Bank ties up with IndianNGOs.com
6.46 pm , 13 Dec 2005,@,Kotak Mahindra has target of Rs 260-265: Mohindar
3.34 pm , 09 Dec 2005,@,Kotak Mahindra Bank can touch Rs 260-265.
5.31 pm , 02 Dec 2005,@,Kotak Mahindra Bank has target of Rs 250: Gujral
4.27 pm , 01 Dec 2005,@,Hold Kotak Mahindra Bank: Pujara
2.34 pm , 01 Dec 2005,@,Kotak Mahindra has target of Rs 300: Gaba
12.12 pm , 27 Oct 2005,@,Kotak Mahindra Bank Q2 (cons) net up 156%
1.49 pm , 13 Oct 2005,@,Keep stoploss of Rs 170 in Kotak Mahindra Bank
10.23 am , 30 Sep 2005,@,Keep stoploss of Rs 185-190 in Kotak Mahindra Bank
10.09 am , 30 Sep 2005,@,Kotak Mahindra Bank is not a buy at current levels: Irani
9.00 am , 29 Sep 2005,@,Kotak Mahindra to raise funds by issuing 15 lakh shares
9.32 am , 17 Sep 2005,@,J M Financial board okays merger with J M Securities
9.24 am , 16 Sep 2005,@,"Kampani to consolidate empire, merge companies"
11.36 am , 13 Sep 2005,@,"Kotak Mahindra can reach Rs 280, says Gaba"
5.00 pm , 22 Aug 2005,@,Exit Kotak Mahindra Bank after ex-bonus: Baliga
12.15 pm , 26 Jul 2005,@,Kotak Mahindra Bank Q1 net at Rs 19.7cr
2.34 pm , 07 Jun 2005,@,Kotak Bank FY05 (cons) net down 2.3%
2.18 pm , 31 May 2005,@,Dalal bullish on Kotak Mahindra
1.34 pm , 17 May 2005,@,Kotak Mahindra will hit Rs 390 in 6 mths
4.09 pm , 24 Jan 2005,@,Kotak Mahindra Bank Q3 net down 1.92%
