text,label
Hold Kotak Mahindra Bank; target of Rs 1400: ICICI Direct,__label__1
Kotak Mahindra Bank Q3 review: An ideal long-term compounding candidate,__label__2
"Kotak Mahindra Consolidated December 2018 Net Interest Income (NII) at Rs 3,804.05 crore, Up  19.4% Y-o-Y.",__label__2
"Kotak Mahindra Standalone December 2018 Net Interest Income (NII) at Rs 2,939.08 crore, up  22.78% Y-o-Y",__label__2
"Kotak Mahindra Bank Q3 Review €“ capital market-linked biz soft, but steady overall show",__label__2
"Kotak Mahindra Bank Q3 profit jumps 23 percent to Rs 1,291 crore; asset quality improves",__label__2
"Kotak Mahindra Bank Q3 Net Profit seen up 19% YoY to Rs. 1,252.9 cr: Sharekhan",__label__1
"Kotak Mahindra Bank Q3 Net Profit seen up 19% YoY to Rs. 1,252.9 cr: Sharekhan",__label__1
"NBFC sector remains fragile, but seeing signs of recovery: Uday Kotak",__label__1
HC refuses to stay Dec 31 deadline for Kotak Mahindra Bank promoter stake dilution,__label__2
Kotak Mahindra Bank tanks 6% as it moves Bombay HC against RBI order,__label__1
"Kotak Mahindra, Saraswat Bank launch services on WhatsApp",__label__2
"Buy Kotak Mahindra Bank, target Rs 1325: Vinay Rajani",__label__2
"Independent directors have role of knowledge, scale and input; but don't push too hard: Uday Kotak",__label__2
"ING sells Kotak Mahindra Bank shares worth Rs 1,440cr",__label__2
ING to sell 3.7% stake in Kotak Mahindra Bank this week: Report,__label__2
Kotak Mahindra Bank Q2 FY19 Earnings Conference Call,__label__1
Buy Kotak Mahindra Bank; target of Rs 1461: KR Choksey,__label__2
"Sell Kotak Mahindra Bank, target Rs 990: Aditya Agarwala",__label__2
"Sell Kotak Mahindra Bank, target Rs 990: Aditya Agarwala",__label__2
Podcast | Stock picks of the day: PI Industries among stocks that could return 14% in November,__label__2
Buy Mahindra Finance; target of Rs 550: JM Financial,__label__2
Buy Kotak Mahindra Bank; target of Rs 1300: JM Financial,__label__2
Buy Kotak Mahindra Bank; target of Rs 1400: ICICI Direct,__label__2
Buy Kotak Mahindra Bank ; target of Rs 1377: HDFC Securities,__label__2
Accumulate Kotak Mahindra Bank; target of Rs 1325: Dolat Capital,__label__1
Hold Kotak Mahindra Bank; target of Rs 1291: Prabhudas Lilladher,__label__1
Buy Kotak Mahindra Bank; target of Rs 1371: Nalanda Securities,__label__1
Kotak Mahindra Bank Q2: CLSA upgrades rating to buy; brokerages wary of promoter stake dilution,__label__1
Kotak Mahindra Bank posts steady Q2; promoters€™ stake dilution the sole overhang,__label__1
Kotak Bank temporarily suspends digital account opening platform 811,__label__2
"Kotak Mahindra Consolidated September 2018 Net Interest Income (NII) at Rs 3,538.36 crore, Up  14.69% Q-o-Q.",__label__2
"Kotak Mahindra Standalone September 2018 Net Interest Income (NII) at Rs 2,689.10 crore, up  16.28% Q-o-Q",__label__2
"Kotak Mahindra Bank Q2 profit rises 15% to Rs 1,142 cr, asset quality improves",__label__2
Kotak Bank likely to post double-digit Q2 profit growth with stable asset quality,__label__2
IL&FS may seek government bailout: Report,__label__2
Proxy firms question appointment of GN Bajpai to new IL&FS board,__label__2
Kotak Bank-Yes Bank: A deal amid adversity?,__label__1
"Buy Kotak Mahindra Bank, target Rs 1310: Rupak De",__label__2
"Strong support for Nifty at 11,393 for Tuesday. Here are 3 buy/sell calls by Equity99",__label__2
Buy Kotak Mahindra Bank; target of Rs 1544: KR Choksey,__label__1
Why it's time to relook the RBI policy on bank ownership,__label__2
Kotak Mahindra Bank to open over 100 branches in FY 19,__label__1
RBI says Kotak Mahindra Bank's preference issue does not meet dilution norms,__label__2
"Mahindra & Mahindra Q1 net profit rises 67% at Rs 1,257 cr, ahead of estimates",__label__2
Kotak Mahindra Bank preference share issue: Wrong way to do the right thing,__label__2
Uday Kotak trims stake in Kotak Mahindra Bank to 19.70%,__label__2
Kotak Bank gets nod to raise Rs 500 cr by issuing preference shares,__label__2
Buy Kotak Mahindra Bank; target of Rs 1526: KR Choksey,__label__2
Buy Kotak Mahindra Bank; target of Rs 1378: HDFC Securities,__label__2
Buy Kotak Mahindra Bank; target of Rs 1421: Edelweiss,__label__2
Hold Kotak Mahindra Bank; target of Rs 1398: Prabhudas Lilladher,__label__2
Buy Kotak Mahindra Bank; target of Rs 1490: ICICI Direct,__label__1
"Jefferies downgrades Kotak Mahindra Bank to Underperform, cuts target price",__label__1
"Ideas for Profit: Weaker headline masks core strength in Kotak Mahindra Bank, buy on consolidation",__label__1
"Kotak Mahindra Bank Q1 net profit up 12.3% at Rs 1,025 cr, provisions up 130%",__label__2
Q1 Preview: Kotak Mahindra Bank net profit expected to rise 28%,__label__2
"Kotak Mahindra Bank to raise up to Rs 5,000 cr via securities",__label__2
Kotak Mahindra Bank is in no mood to sell its 15% stake in MCX: Uday Kotak,__label__2
"Corporates hit out against hate-mongering again, sack employee for tweeting calls for rape",__label__1
Buy Kotak Mahindra Bank; target of Rs 1440: ICICI Direct,__label__2
Buy Kotak Mahindra Bank; target of Rs 1366: Edelweiss,__label__2
Buy Kotak Mahindra Bank; target of Rs 1402: KR Choksey,__label__2
Accumulate Kotak Mahindra Bank; target of Rs 1239: Prabhudas Lilladher,__label__2
Buy Kotak Mahindra Bank; target of Rs 1400: Motilal Oswal,__label__2
Invest in Kotak Mahindra Bank for long term: Akash Jain,__label__2
Kotak Mahindra Bank: Stock yet to fully value subsidiaries,__label__2
"Kotak Mahindra Bank Q4 net profit up 15% YoY at Rs 1,124 crore, misses estimates",__label__2
Kotak Bank expected to post 20% rise in Q4 net profit,__label__2
Shikha Sharma puts up a brave front even as Axis Bank posts record loss,__label__2
"Kotak Mahindra Bank Q4 PAT seen up 21% YoY to Rs. 1,576.9 cr: Edelweiss",__label__2
"Kotak Mahindra Bank Q4 PAT seen up 18% YoY to Rs. 1,152.4 cr: ICICI Direct",__label__2
"Kotak Mahindra Bank Q4 PAT seen up 19% YoY to Rs. 1,159.3 cr: KR Choksey",__label__2
Kotak Mahindra Bank sacks employee for hate post against Kathua rape victim,__label__2
Kotak Mahindra Bank says business not impacted by payments banks,__label__1
Govt needs to re-look at certain provisions of IBC: Uday Kotak,__label__1
"Buy Kotak Mahindra Bank, target Rs 1240: Hadrien Mendonca",__label__2
"Kotak Mahindra Bank to consider March quarter results on April 30, 2018",__label__2
"Buy Kotak Mahindra Bank, Axis Bank, PNB Housing, Escorts, SREI Infra, Bajaj Auto: Ashwani Gujral",__label__2
"Uday Kotak calls on Modi govt to set up a committee on ownership, governance and risks",__label__2
"Buy Kotak Bank, Shriram Transport, Tata Global, HDFC, TCS, L&T, ACC; sell CESC, Cummins: Sudarshan Sukhani",__label__1
"Sell Canara Bank, Punjab National Bank; buy Ashok Leyland: Ashwani Gujral",__label__2
See overall credit growth picking up in banking system: Kotak Mahindra,__label__2
"Sell Kotak Mahindra Bank, Godrej Industries: Sandeep Wagle",__label__1
"Buy Kotak Mahindra Bank, Tata Steel, Tech Mahindra: Rahul Shah",__label__2
Accumulate Kotak Mahindra Bank; target of Rs 1172: KRChoksey,__label__2
Kotak Mahindra Bank gains 2% post Q3 results; brokerages term it a stable quarter,__label__2
Kotak Bank awaits pricing cues and resolutions under IBC to start buying stressed assets,__label__2
Kotak Mahindra Bank opposes 100% FDI in banking; says Indian savers must benefit,__label__2
"News highlights of the day: World wants to hear directly from horse's mouth, says PM Modi on Davos",__label__2
"Kotak Mahindra Bank Q3: Standalone profit rises 20% to Rs 1,053 cr; asset quality improves",__label__2
"Kotak Mahindra Bank Q3 profit may rise 21%, low cost deposit flow could be strong",__label__2
News highlights of the day: AirAsia India says no plans to look at Air India stake,__label__2
"Merged entity to focus on branch expansion, cross selling products: Capital First",__label__2
"Merged entity to focus on branch expansion, cross selling products: Capital First",__label__2
"Buy Kotak Mahindra Bank, UltraTech Cement: Mitessh Thakkar",__label__2
"Uday Kotak calls rising financial savings a 'bubble', says money going into few hundred stocks",__label__2
Banking sector this week: Results season kicks off with treasury blues; Aadhaar turns more secure,__label__2
ATM breach: How to take precautions pre and post debit or credit card use,__label__1
"Kotak Mahindra Bank to buy mid-sized stressed assets from IBC but price has to evolve: Dipak Gupta, joint MD",__label__2
Kotak Mahindra Bank can climb to around Rs 1060: Prakash Gaba,__label__1
"Buy Kotak Mahindra Bank, Sun TV: Sandeep Wagle",__label__1
"Global investors are reaping benefits of HDFC growth story, not Indians: Uday Kotak",__label__2
"Sell Kotak Mahindra Bank, Oriental Bank; buy Mindtree, IGL: Mitessh Thakkar",__label__2
"Buy Kotak Mahindra Bank; sell Godrej Industries, Bajaj Finserv, BHEL: Mitessh Thakkar",__label__2
Accumulate Kotak Mahindra Bank; target of Rs 1104: KR Choksey,__label__2
Buy Kotak Mahindra Bank; target of Rs 1075: JM Financial,__label__2
Buy Kotak Mahindra Bank; target of Rs 1179: Motilal Oswal,__label__2
"Hold Kotak Mahindra Bank; target of Rs 1,056: Edelweiss",__label__2
Analysts remain neutral on Kotak Mahindra Bank despite better Q2 performance,__label__2
"Buy, Sell, Hold: 6 stocks are on analysts€™ radar today",__label__2
"Kotak Mahindra Bank Q2 profit rises 22%, loan book grows 21%; asset quality improves",__label__2
"Kotak Mahindra Bank Q2 profit seen up 24%, loan growth may be around 15%",__label__2
Kotak Mahindra Bank may test Rs 1500: Ashwani Gujral,__label__2
"Buy Kotak Mahindra Bank, Cipla; sell SREI Infrastructure: Ashwani Gujral",__label__1
"Buy Kotak Mahindra Bank, Reliance Industrial Infrastructure: Mitessh Thakkar",__label__2
"Buy Kotak Mahindra Bank, Adani Enterprises: Mitessh Thakkar",__label__2
"Digital payments growth dips 27% in Aug from peak; BHIM, UPI to take charge",__label__1
"JPMorgan upgrades Kotak Mahindra Bank, ups target on hopes of strong growth",__label__1
"Buy Kotak Mahindra Bank, Asian Paints, CESC: Ashwani Gujral",__label__2
"Sell Kotak Mahindra Bank, Dabur India: Mitessh Thakkar",__label__2
Need to be cautious about cutting rates for accounts below Rs 1cr: Kotak Mahindra,__label__1
Kotak Mahindra Bank holds retail savings rate,__label__2
A further re-rating on the cards for Yes Bank?,__label__2
Accumulate Kotak Mahindra Bank; target of Rs 1104: KR Choksey,__label__2
Hold Kotak Mahindra Bank; target of Rs 970: ICICI Direct,__label__2
Buy Kotak Mahindra Bank; target of Rs 1109: HDFC Securities,__label__2
Hold Kotak Mahindra Bank; target of Rs 1001: Edelweiss,__label__2
"Buy, Sell, Hold: Analysts are watching these 3 stocks today. Do you have them in your portfolio?",__label__2
"Kotak Mahindra Bank to raise Rs 65,000 cr",__label__2
Kotak Mahindra Bank's exposure at Rs 236 cr to 4 of 12 NPAs on RBI radar,__label__2
Kotak Mahindra Bank Q1 FY18 €“ Well-capitalised and ready for leap,__label__2
"Buy Kotak Mahindra Bank, says Rajat Bose",__label__2
Kotak Mahindra Bank hits 52-week high; top 5 takeaways from Q1 results,__label__2
Kotak Mahindra Bank Q1 profit at Rs 913 cr misses estimates; NPA lower at 1.25%,__label__2
"Kotak Mahindra Bank Q1 profit seen up 40%, low cost deposit flow may be strong",__label__2
"Buy Kotak Mahindra Bank, JSW Steel, ICICI Bank: Yogesh Mehta",__label__2
"Kotak Mahindra Bank's board meeting on July 20, 2017",__label__2
"Banking industry in its current form is unsustainable, says Uday Kotak",__label__1
"Buy Kotak Mahindra Bank, Tata Motors, CG Power: CA Rudramurthy",__label__2
Uday Kotak sells 1.8 crore shares in Kotak Mahindra Bank: Sources,__label__2
"Buy Kotak Mahindra Bank, GMDC; sell Sun TV: Ashwani Gujral",__label__2
"Kotak Mahindra Bank raises Rs 5,800 cr via QIP",__label__1
Kotak sees a blockchain banking consortium in future,__label__1
"Indian banks don't Wannacry; RBI tells them to upgrade ops, ATMs",__label__2
"Buy Kotak Mahindra Bankï»¿, Godrej Industries, NMDC: Rahul Shah",__label__2
"Buy Kotak Mahindra Bank, says Sandeep Wagle",__label__2
"Kotak Mahindra Bank to price share offer at top of range, raising $901 million",__label__2
Kotak Mahindra Bank board approves QIP at Rs 913.24 per share,__label__2
Kotak Mah Bank likely to launch a QIP this week; looks to raise over Rs 5K cr: Srcs,__label__2
"Buy Kotak Mahindra Bank, Bajaj Finance, Britannia Industries: Yogesh Mehta",__label__2
Kotak Mahindra Bank: Outcome of EGM,__label__2
Hold Kotak Mahindra Bank; target of Rs 965: Axis Direct,__label__2
"Buy Kotak Bank, Bajaj Auto, GSPL, Sharda Cropchem; sell SAIL: Sudarshan Sukhani",__label__2
KMB banks on '811' to double its customer base in two years,__label__2
Hold Kotak Mahindra Bank; target of Rs 950: ICICI Direct,__label__2
Kotak Bank to buy out Old Mutual's insurance stake for Rs 1292 crore,__label__2
Hold Kotak Mahindra Bank; target of Rs 896: Edelweiss,__label__2
Buy Kotak Mahindra Bank; target of Rs 1050: Motilal Oswal,__label__2
Here€™s what analysts are talking about Kotak Mahindra Bank€™s Q4 performance,__label__2
Kotak Bank Q4 shows a steady ship navigating with caution,__label__2
No plans to list life insurance co currently; industry to grow by 15%: Kotak Bank,__label__2
"Kotak Mahindra Bank to buy out British partner Old Mutual for Rs 1,292 crore",__label__2
Kotak Mahindra Bank to buy 26% stake in Kotak Mahindra Old Mutual Life Insurance,__label__2
"Kotak Mahindra Bank sees uptick in bad loans in Q4, but hopes to reverse trend in FY18",__label__2
"Hold Kotak Mahindra Bank, advises Neeraj Deewan",__label__2
"Hold Kotak Mahindra Bank, says Vijay Chopra",__label__2
"Kotak Mahindra Bank Q4 profit soars 40%, NIM improves but net NPA jumps 25%",__label__2
"Buy Kotak Mahindra Bank, Allcargo Logistics, Tata Motors, HUL: Sudarshan Sukhani",__label__2
"Kotak Mahindra Bank Q4 profit seen up 30% at Rs 909 cr, loan growth key",__label__2
"JPMorgan raises target on Kotak Mahindra Bank, expects sharp earnings bounceback",__label__2
Hold Kotak Mahindra Bank; target Rs 1100: Sandeep Wagle,__label__2
"Kotak Mahindra Bank's EGM on May 9, 2017",__label__1
Kotak Mahindra Bank to float infrastructure debt fund,__label__2
"Buy Kotak Mahindra Bank, advises Sudarshan Sukhani",__label__2
Nifty at all-time high: Don't miss these 5 investment ideas for FY18,__label__2
"Buy Kotak Mahindra Bank, HCL Technologies, Bharat Forge; sell Lupin: Sudarshan Sukhani",__label__2
"Kotak Mahindra Bank wants to be a consolidator, seeks 'shout-outs'",__label__2
Buy Kotak Mahindra Bank; target of Rs 1015: Motilal Oswal,__label__2
"Buy, Sell, Hold: 9 stocks, 1 sector on analysts' radar as April series begins",__label__2
"Kotak Mahindra Bank to raise Rs 5,500 crore, pursue consolidation opportunities",__label__2
Kotak Mahindra Bank: Outcome of board meeting,__label__2
"Buy Edelweiss Financial Servicesï»¿, JM Financial: Sudarshan Sukhani",__label__2
Financials services industry to be more consolidated than it is today: Uday Kotak,__label__2
Uday Kotak pegs banking stressed assets at Rs 14 lakh crore,__label__2
Kotak Bank€™s 811 €“ a big leap in digital play but not so in projected financials,__label__2
Kotak Mahindra Bank unveils bold organic growth charter with 811,__label__2
"Kotak Mahindra Bank dials 811 to double customer base, announces new strategy",__label__2
Kotak Mahindra Bank's 811 plan to double customer growth - as it happened,__label__2
Merger buzz: Axis Bank up 1% ahead of Kotak press conference today,__label__2
Here are some fundamental trading ideas from Prakash Diwan,__label__2
Kotak Bank lines up press conference tomorrow. Is Axis merger on the cards?,__label__2
Do not see major acquisition announcement by Kotak Mah Bank: Nirmal Bang Sec,__label__2
Maybe it's time for hostile takeovers; govt must back honest risks: Uday Kotak,__label__1
Kotak Bank seeks nod to raise foreign investment limit to 49%,__label__2
Kotak Mahindra Bank: Outcome of board meeting,__label__2
"Buy Adani Power, Bajaj Electricals, Texmaco Rail: Sudarshan Sukhani",__label__2
IndusInd Bank confirms deal talks with MFI Bharat Financial,__label__2
"Uday Kotak sells 1.5% stake in Kotak Mahindra for Rs 2,255 cr",__label__2
"Buy Kotak Bank on dips; short Amara Raja, Apollo Tyres: Gaba",__label__2
Kotak Mahindra Bank board hikes FII investment limit to 42%,__label__2
"Buy Kotak Mahindra Bank, Colgate; sell NMDC: Sandeep Wagle",__label__2
"Buy Kotak Mahindra Bank, NMDC: Mitessh Thakkar",__label__2
"Buy Kotak Mahindra Bank, target Rs 900: Mitessh Thakkar",__label__2
"Buy Colgate, TCS, Bajaj Finance; sell Amara Raja: Sukhani",__label__2
"Buy, sell, hold: 10 stocks that you can focus today",__label__1
"Buy Kotak Mahindra Bank 840 Call, advises VK Sharma",__label__2
Varun Beverages raises Rs 300 cr via debentures,__label__1
"Buy, sell, hold: 6 stocks analysts are watching out",__label__1
Counter bids for Axis Bank likely; board holds key: Jefferies,__label__1
SBI to merge with associates from April 1,__label__1
"COMMENT: Axis Bank suitor list grows, but Kotak unlikely to overpay",__label__2
"Sell Kotak Bank, Century Textiles; buy Coal India: Gujral",__label__2
Axis Bank's NPA woes may stall merger plans with Kotak: Analyst,__label__2
Here's why private banks may have shown interest in Axis Bank,__label__2
No communication on Axis-Kotak merger: Finmin sources,__label__2
Tulsian tells: Why govt could divest its stake in Axis Bank,__label__2
"Buy, sell, hold: 7 stocks analysts are watching out",__label__2
"Sell Kotak Mah Bank, Axis Bank, IndusInd Bank: Ashwani Gujral",__label__2
Pick Kotak Mahindra Bank: Ashwani Gujral,__label__2
"Buy, sell, hold: 6 stocks that analysts are watching out",__label__2
"Bad bank is a good idea, says Uday Kotak",__label__1
COMMENT: Kotak & Axis - good together or better alone?,__label__1
"Buy Kotak Bank, Bharat Forge, Exide Industries: Chandan Taparia",__label__2
"Kotak Conference: Pvt investment may turn positive in 9-12 months, says Expert",__label__2
"Buy Kotak Mahindra Bank, Dish TV: Mitessh Thakkar",__label__2
World could see a protectionism mega trend: Uday Kotak,__label__2
"Buy Grasim Industries, Kotak Mahindra Bank: Mitessh Thakkar",__label__2
"Buy Kotak Mahindra Bank, ITC: Rahul Mohindar",__label__2
Kotak-Axis merger in the works? Both banks say no,__label__2
"Buy HPCL, Kotak Bank, Edelweiss Financial: Ashwani Gujral",__label__2
RBI asks Kotak Mahindra to cut promoter stake to 15% by 2020,__label__2
Hold Kotak Mahindra Bank; target of Rs 840: ICICI Direct,__label__1
Buy Kotak Mahindra Bank; target of Rs 940: Motilal Oswal,__label__2
Buy Kotak Mahindra Bank; target of Rs 936: HDFC Securities,__label__2
"How new-gen Kotak, IndusInd, Yes banks beat older rivals on NPAs",__label__2
"Buy Bata, Kotak Bank, M&M, NLC India, ACC: Mitessh Thakkar",__label__2
"Buy, sell, hold: How to trade 8 key stocks post Q3 results?",__label__2
Here is why SP Tulsian bets on bank stocks,__label__2
Flexible product mix helped Kotak keep slippages in check: Diwan,__label__2
"Buy UPL, Dewan Housing, Capital First: Ashwnai Gujral",__label__2
"Kotak Mahindra Bank Q3 profit zooms 39%, asset quality improves",__label__2
"Kotak Mahindra Bank Q3 profit seen up 27%, loan growth key",__label__2
"Buy Vedanta, Kotak Bank, GAIL India, HUL: Ashwani Gujral",__label__2
"Kotak Bk, Canada Pension set to close $525 mn Special Fund: Srcs",__label__1
Here is why SP Tulsian is bullish on Yes Bank,__label__1
Here is why SP Tulsian is positive on Federal Bank,__label__2
PTC India a big beneficiary of rising power demand: SP Tulsian,__label__2
BSE's international exchange goes live for trading,__label__2
Kotak Mahindra stake buy in MCX under lens (Exclusive),__label__2
"Buy Kotak Mahindra Bank, Arvind: Mitessh Thakkar",__label__2
"Buy HDIL, Kotak Mahindra Bank, Century Textiles: Ashwani Gujral",__label__2
Axis Bank cuts MCLR by up to 70 bps,__label__2
Indian banks strengthen presence at DIFC,__label__2
"Airtel rolls out payments bank, to invest Rs 3,000 cr",__label__2
"Tulsian's preferred picks in transmission, bank & tyre sectors",__label__1
"Bull's Eye: Buy PNB, Biocon, Ashok Leyland, Exide, BoB",__label__2
Kotak Mahindra Bank revises base rate downwards by 10bps,__label__1
BoB reduces MCLR by up to 75 bps,__label__2
"Buy HDIL, HCL Technologies; sell Kotak Mahindra Bank: Wagle",__label__1
"Buy Ashok Leyland, NCC; sell Kotak Mahindra Bank: Ashwani Gujral",__label__1
"Loan growth to remain cautious, cash ban positive for NPL: Kotak",__label__1
"Sell Infosys, Kotak Bank; buy Sun TV Network: Ashwani Gujral",__label__1
"Kotak Mahindra Bank's Q3 results on January 25, 2017",__label__1
ICICI Bank cuts lending rate by 0.7%,__label__1
"BHIM downloaded 3 mn times, top app in India: Kant",__label__1
"Banks sharply cut lending rates after low-cost deposits,PM nudge",__label__1
Kotak Mahindra Bank cuts MCLR by up to 0.45 pc,__label__1
Kotak Mahindra Bank revises MCLR downwards by up to 45 bps,__label__1
Here is why Tulsian bets on NBFC and bank stocks,__label__2
ED arrests Kotak Mahindra branch manager for Rs 34 cr deposits,__label__2
"Sell Jubilant Food; buy BEML, Engineers India: Ashwani Gujral",__label__1
"Buy IGL, Petronet; sell Kotak Bank, HUL: Ashwani Gujral",__label__2
Digitisation integral part of co; focus on B2B seg: Tech Mah,__label__2
"Sell PNB, Kotak Bank, L&T Finance, Pidilite; buy EIL: Gujral",__label__1
Jet Airways offers EMI payment option to purchase tickets,__label__1
"Buy Tata Motors DVR, Vedanta, Kotak Bank: Ashwani Gujral",__label__2
"Buy SBI, Kotak Mahindra Bank, Bharat Electronics: Ashwani Gujral",__label__2
Kotak Mahindra Bank sharpens digital mode post demonetisation,__label__1
"Sell Kotak Bank, L&T Finance; buy Motherson Sumi: Ashwani Gujral",__label__1
"Sell Arvind, Asian Paints: Mitesh Thacker",__label__1
"Buy Kotak Mahindra Bank, ICICI Bank, Ceat: Ashwani Gujral",__label__2
"Buy, sell, hold: How to trade bank & auto stocks?",__label__1
"Sell BPCL, Dish TV; buy Bharat Forge: Mitesh Thacker",__label__1
Here are some stock ideas from Amit Gupta,__label__1
"Buy Ceat, DLF, LIC Housing, Tata Comm; sell Kotak Bank: Thacker",__label__2
"Sell BoI, SBI, Kotak Bank; buy ONGC, Divis Lab: Ashwani Gujral",__label__2
"Short Kotak Mahindra Bank, Karnataka Bank: Mitesh Thacker",__label__1
Kotak Mahindra Bank may slip to Rs 722: Mitesh Thacker,__label__1
"Tulsian's take on markets, private banks, NBFC stocks and others",__label__2
"Buy TCS, Infosys; sell Kotak Mahindra Bank, SRF: Ashwani Gujral",__label__2
"Sell Aurobindo Pharma, Kotak Bank; buy Tata Global: Gujral",__label__2
"Buy Bharat Forge, Power Grid, SBI; sell IGL: Mitesh Thacker",__label__2
Kotak Mahindra Bank gets RBI nod for DIFC branch,__label__1
"Buy Kotak Bank, Power Grid, Lupin, Ceat, GAIL India: Thacker",__label__2
"Buy Asian Paints, SBI, Maruti Suzuki: Ashwani Gujral",__label__1
"Sell Tata Steel, CESC: Sudarshan Sukhani",__label__1
"UK, coming out of EU, needs a nation like India: Sunil Mittal",__label__2
"Sell JSW Energy, Asian Paints; buy Ashok Leyland: Gujral",__label__2
Hold Kotak Mahindra Bank; target of Rs 770: Edelweiss,__label__1
Hold Kotak Mahindra Bank; target of Rs 810: Axis Direct,__label__1
"Buy Century Textiles, Dish TV, Jet Airways: Mitesh Thacker",__label__2
"Buy Kotak Mahindra Bank, Maruti Suzuki: Parag Thakkar",__label__1
"Buy Delta Corp, Sun TV, Exide Industries: Ashwani Gujral",__label__2
"Kotak Mahindra Bank Q2 profit jumps 43%, asset quality steady",__label__2
"Buy Kotak Bank, Arvind, Greaves Cotton, Muthoot Finance: Thacker",__label__2
"Kotak Bank Q2 profit seen up 36%, loan growth may be 16-17%",__label__2
"Buy Engineers India, Kotak Bank, Tata Motors: Mitesh Thacker",__label__2
"Sell NCC, SRF; buy UPL: Ashwani Gujral",__label__1
"Sell Bajaj Auto, Bata, CESC; buy IOC, L&T Finance: Gujral",__label__1
"Bullish on Infosys, HCL Tech, Persistent Systems: Parag Thakkar",__label__2
"Tulsian more upbeat on midcap steel than largecap, here's why",__label__2
"Canara Bank, Kotak Bank cut lending rates by up to 0.1%",__label__2
Kotak Mahindra Bank to acquire BSS Microfinance for Rs 139 cr,__label__1
"Look at largecap, IT stocks: Parag Thakkar",__label__1
"Pick Tata Motors DVR, Vinati Organics: Parag Thakkar",__label__1
"ING sells 2.5% stake in Kotak Mahindra Bank for Rs 3,653 crore",__label__2
ING likely to sell $300 million Kotak Mahindra stake: Term Sheet,__label__1
Investors upbeat over India's reforms push: BCG,__label__1
Here are a few investment ideas from SP Tulsian,__label__1
"Kotak Mahindra Bank Q2 results on Oct 25, 2016",__label__2
Kotak PE sells 5.73% stake in Minda Corp for Rs 120 cr,__label__2
Overall value of top 50 brands dips 2% this year: Report,__label__2
"Buy Aurobindo Pharma, RIL, Arvind; sell Pidilite: Taparia",__label__2
Alibaba. com enters into agreements for TFC program in India,__label__1
Kotak Mahindra Bank appoints Uday Chander Khanna as additional director,__label__2
