Headlines,Labels
"upbeat on it, prefer hexaware, jet air may head higher: sukhani",0
volumes a dampener for technology stocks: suri,1
"q4 result 2012: infosys deliver shocker, what's the real problem?",1
see infosys-tcs valuation gap narrowing: idfc,0
infosys to announce q4 earn on april 13; watch out for these 5 factor,1
infosys expect fy10 revenue at usd 4.75 bn,0
nilesh shah expect infosys result to cheer up market,1
"tcs may test rs 2100, say rajat bose",1
remain cautious on technology in general & on infosys: girish pai,0
"short term traders don€™t buy infosys, tcs, wipro: sukhani",0
why infosys be 'astonished' at ex-cfos' buyback demand,1
buy infosys; target of rs 2400: icicidirect,0
hold satyam computer service,0
"global brokerages outlook mix post infosys q4 earnings, jefferies see 34% upside",0
"infosys q1 margin surprise may lead to rerating, say cowen",1
"infosys top pick, say sachin shah",1
"amid profit warning, experts discuss bull vs bear case for tcs",1
infosys schedule to report q1 result on july 14,0
infosys board induct john etchemendy as independent member of board,1
buy infosys technologies: icici securities,1
buy infosys; target of rs 2400: angel broking,1
infosys may rally upto rs 2640: mohindar,0
sp tulsian positive on infosys,1
infosys go to show 30% growth,1
address attrition by salary hike & training: infosys,0
infosys bpo to buy australia's portland group for a$ 37m,0
"infosys can touch rs 3000, say gujral",0
oracle partner enable to implement oracle database 11g,0
"barclays start india tech cover; infy, hcl 'overweight'",0
infosys q3 pat see down 2.8% at rs 3303 cr: icicidirect,0
"sell hdfc; buy hcc, power grid, sonata software: mitesh thacker",1
"enter infosys for long term, say sudip bandopadhyay",0
"buy infosys, tcs on dip: bhamre",1
centurion bank of punjab bank on finacle,0
infosys q4 net see down 0.8% at rs 3223.2 cr: p lilladher,1
report of negligence in mca 21 project 'misguided': infosys,0
infosys invest in trifacta,1
infosys expect normal demand environment for sector fy12,1
"can chandra take tough decisions for tatas, ask quantum's dutt",1
buy infosys; target of rs 2400: icicidirect,1
"prefer infosys, tcs, axis bank, hdfc bank: gaurang shah",1
"buy infosys, say gaurav bissa",0
"buy infosys, tcs, satyam on further decline",1
infosys require some consolidation at current level,0
buy infosys with a target of rs 2217: brisc pcg,0
"it doesn't need stpi extension, say narayana murthy",0
infosys mar qtr pat see up at rs 1269.7 cr,1
exit infosys at current level: merani,1
"buy ambuja cements, city union bank, sks micro: ashwani gujral",0
startups will flourish if regulations be eased: v balakrishnan,0
buy infosys 1200 call: krish subramanyam,0
metricstream to sponsor nasscom india leadership forum 2008,1
15 stock to buy this earn season: emkay,0
buy tcs,0
infosys to invt add'l rs 500cr in hinjewadi facility,1
number strong from infosys: joseph vafi,1
investment strategies: top 5 stock that you can focus today,1
"'fibonacci retracement suggest nifty may touch 12,250 before bear make an entry'",1
infosys look strong above rs 2400,1
infy likely to miss q2 fy09 $ revenue guidance,1
"satyam, infosys be better than hcl tech: chavan",1
indian cos invest usd 2.31 billion overseas in november,1
infosys: outcome of agm,0
"tech, banks, cement go to be drivers go forward",1
"buy infosys, gail, tata chemicals; sell jet airways: thacker",1
"buy m&m, infosys, hul; sell shriram trans, tata motors: thakkar",0
"buy tcs, infosys: devang mehta",1
whistleblower impact: us firm prepare class action suit against infosys,1
tcs a good investment opportunity: s joshi,1
icici bank have target of rs 972: bhamre,1
infosys have resistance around rs 2360- 2400: kulkarni,0
"sell infosys on any rally, say rajat bose",0
moderate earn expect for it cos in q3: analysts,1
sp tulsian view on infosys,0
11-14% it growth forecast for fy13 conservative say players,0
"infosys to set up delivery centre in croatia, russia",0
igate corporation name phaneesh murthy as ceo,1
buy midcap it stock on any decline,0
"infosys revenues be $ 1121mn for qtr end march 31, 2009",1
infosys plan to strengthen finacle platform,1
"news highlight of the day: claim right without duties be against democratic values, say pm modi",1
hold infosys with 12-24 mths perspective,0
"infosys defend pay hike to sikka,says decision in co's interest",0
"pradhan bullish on tcs, infosys",0
a recap of infosys row: narayana murthy's fresh salvo revive spat over compensation,1
grant thornton india see dip in m&a activities,0
buy infosys on every dip: nischal maheshwari,1
"infosys consolidate september 2018 net sales at rs 20,609.00 crore, up 17.32% q-o-q",1
nasscom seek two-year extension on stpi scheme,1
infosys public service to set up test center for prime therapeutics llc,0
"infosys, tcs may move up; buy indusind bank: rahul mohindar",0
"see sun pharma move up, infosys down; short vedanta: gujral",1
buy infosys; target of rs 1290: reliance securities,0
infosys jun '08 pat see down 2% at rs 1224.5 cr,0
"hold infosys, say neera jain",1
"go long in private banks; short psu banks, short ifci: thacker",0
infosys to bag an order from qantas airways?,1
"buy wipro, tcs, infosys on dip: sudarshan sukhani",0
"buy infosys, advise sudarshan sukhani",1
engage with shareholders on governance standards: infosys,1
buy infosys at rs 2200: rajesh satpute,0
"infosys rev good, but eps look muted: envision capital",0
"at 65, i shouldn't hanker after public life: murthy",0
ambit cap's take on it sector after q3 nos,0
former infosys ceo vishal sikka say his artificial intelligence venture be in early stag,1
"hold infosys, say sp tulsian",0
infosys can go upto rs 3300: abhishek agarwal,0
buy infosys with target of rs 1800: khandwala securities,1
"go long on infosys, say shardul kulkarni",0
look at it stocks: nilesh shetty,1
"infy unruffled by western worries, say it's biz as usual",0
"tech mahindra, wipro, mindtree top picks: rahul singh",0
infosys conference call: here be a few key takeaways from experts,1
infosys technologies can test rs 3000: kulkarni,0
"infosys, tcs, satyam in a downtrend: bose",0
"buy infosys on dips, say hemant thukral",1
"infosys shareholders want murthy back, but he decline",1
hsbc global research overweighted on infosys,1
buy infosys technologies; target of rs 3500: pinc research,0
infosys results: attrition rate jump to 17.3% in sept quarter,0
infosys may move to rs 4900: regan homavazir,1
infosys technologies have support at rs 3162: anu jain,1
"pai back founders, say infosys 'destroying shareholder value'",0
"buy dish tv, cadila health, ab fashion; sell infosys: thacker",1
here be key highlight of infosys q3 earn,0
confuse what to buy in muhurat? kotak sec to your rescue,1
"post q4, prefer infosys to tcs: prabhudas lilladher",1
"buy infosys, ambuja cements, cairn india, bob: rajat bose",0
hold infosys; target of rs 1110: icici direct,0
expect 20-25% appreciation in infosys,1
why do infosys cut its fy12 dollar guidance?,1
"infosys settle case with sebi, pay rs 34 lakh towards settlement",1
jc penney may cut outsource to india; plan insourcing instead,1
ict will transform country's future: narayana murthy,0
buy infosys; target of rs 3500: prabhudas lilladher,0
rahul mohindar upbeat on it sector,0
"infy work-in-progress, result directionally upbeat: cowen",0
fondep of morocco select infosys finacle for its bank transformation program,1
expect it midcaps to outperform largecaps in fy17-18: dolat cap,1
infosys options buyers may be look at loss: dipan mehta,1
"v balakrishnan quit infosys, to turn entrepreneur",1
infosys open second it service facility in mexico,0
infosys to maintain fy15 guidance: iifl,1
"hdfc bank may slip further to rs 410, say sukhani",0
india help linkedin cross 50 mn userbase in asia pacific,1
"sell infosys, target of rs 1050: pinc research",0
"will sec 10aa(7) of i-t act render it sez null, void?",1
infosys put up its subsidiaries skava and panaya for sale,1
"buy infosys, may touch rs 4300-4400: ambareesh baliga",0
infy may revise eps guidance to rs 164 for fy13: kotak,1
expect good result from it companies: seth,1
gst rollout may bring in big opportunities for it company,0
angel broking neutral on infosys technologies,0
"icici bank may test rs 220, maruti rs 3875; sell sbi: rajat bose",0
buy infosys; target of rs 840: sharekhan,1
it's problems be not yet over,0
infosys would merit investments,0
"prefer largecap it stocks, say tirthankar patnaik",0
"infosys look weak, say manghnani",0
infosys: outcome of board meet,1
infosys on verge of significant breakdown: sukhani,1
infosys may test rs 1912,1
"infosys q2 profit see up 3.4%, sikka's strategy key: poll",0
"buy britannia, idea, ongc: prakash gaba",1
avoid infosys: sudarshan sukhani,1
infosys beat street estimates: do that mean tcs won't?,0
"infosys open centre in north carolina, to hire 2,000 americans by 2021",0
why vishal sikka want to make infosys more process-driven,1
"cognizant q4 net dip 1.8%; okay $3.4bn in buybacks,dividends",0
buy infosys; target of rs 3047: angel broking,0
"buy infosys, target rs 2022: reliance money",0
"it have be a wonderful ride at infosys, say shibulal",1
menaka doshi get ramnath goenka award for journalism,1
infosys technologies have support at rs 3036-3037: kapadia,1
upside limit in infosys: equirus securities,0
infosys conclude internal probe on harassment allegations,0
it stock look good: kapadia,0
bp award large deal to infosys technologies,0
hold infosys technologies at current level,1
make some investment in satyam computer,1
"infosys place non-compete clause on ceo salil parekh's exit, talk of further write down of panaya sale price",0
smes will define next decade: kamath,1
"accumulate infosys, target of rs 3500: angel broking",0
i-t department send new rs 577cr tax notice to infosys,0
"buy infosys, wipro: sukhani",0
"buy infosys, say rajiv mehta",0
s gopalakrishnan elect as new president of cii,1
hold infosys; target rs 1443: emkay global,1
buy infosys on dips; sell ongc on rally: ashwani gujral,1
satyam safer than infosys: e mathew,1
buy infosys at around rs 2850-2900: sukhani,0
"buy sbi, icici bank, m&m, infosys, acc",1
"devil be in the rupee, say infosys",1
infosys on the lookout for acquisitions,0
infosys have higher upside compare to tcs: idbi cap,1
buy or sell: top stock trade ideas by market experts which be good short term bet,1
here be top 10 stock to focus on january 12,1
"infosys partner emirates nbd, icici bank for blockchain pilot",0
"bull's eye: short infosys, icici bank; buy sun pharma",1
tcs vs infosys in q4: udayan analyse,0
"buy tcs, infosys: sudarshan sukhani",1
stronger re have its own advantages: murthy,0
enter infosys around rs 2200: sp tulsian,1
"infosys to fire up to 5,000 workers: report",0
infosys q3 con net profit at rs 2875cr vs rs 2369cr,0
see a 50-100 bps cut in infosys' revenue guidance: idbi cap,0
"infosys hit record high, up 8% post q4: will rally last?",1
why entry level salaries for it firm will remain low €“ with or without the €˜cartel€™,0
buy infosys; target of rs 1306: angel broking,0
buy infosys; target of rs 3125: nirmal bang,0
ai adoption drive revenue growth for businesses: infosys,1
infosys invest in waterline data science,0
"go long in hul, hcl tech; hdfc bank, wipro look good: gaba",0
infosys technologies can go upto rs 2000,0
"buy tata motors, infosys, state bank of india: ca rudramurthy bv",1
it cos lead change for a greener world,0
book profit in technology stocks: manghnani,0
"like bajaj auto, infosys: prakash gaba",0
mahindra gesco's operational approval only for it sez,0
"buy infosys at around rs 2930-2940, say pritesh mehta",0
"at 'bbb+', ril get best-ever s&p rat",0
"go long in tcs, infosys, wipro, tech mahindra: sukhani",0
"infosys net profit rise to rs 4,110 crore; top 10 takeaways from q2 result",1
montek singh ahluwalia:chief guest for zero to billion,1
it cos hope for best from trump regime,1
cement & tech pack can outperform the market: baliga,1
"buy infosys technologies, say ashwani gujral",1
infosys sign mou with state of israel,0
"accumulate infosys, target of rs 1360: religare",0
"buy sun pharmaceutical, say sudarshan sukhani",1
tata motor best blue-chip performer in 2012,0
"bull's eye: jp associates, tech mahindra, aurobindo pharma",0
"buy satyam, infosys: sukhani",1
"sell jet airways, dhfl, igl, arvind; buy amara raja: gujral",1
allow unions in tn unlikely to impact it industry: mindtree,1
infy q2 con revenues see in $1215-1225m range,1
live infosys q2: murthy credit sikka for earn show,0
infosys latin be bpo head quits;aniket maindarkar appoint,0
change in h1b visa to affect indian it firm,1
"sell infosys on rallies, say rajat bose",1
demand trend to remain strong for wipro: katri,0
bhavin desai advise bull spread strategy in infosys,0
infosys may slip to rs 2500-2550: mohindar,1
infosys hire consultant to chalk out revamp plan,1
"infy q2 poll: net to rise 10%, fy14 guidance may be raise",0
f&o strategies for the day,0
infosys buy out citigroup's 23% stake in progeon,1
infosys appoint punita kumar sinha as independent director,0
"prefer infosys over gvk power, say sukhani",0
it industry may grow in range of 12-14% in fy14: nasscom,0
salary hike won't impact it cos' margins: edelweiss,0
"oil price, brexit impact tend to be over-stated: vishal sikka",1
"sell canara bank, kotak bank; buy infosys: ashwani gujral",0
infosys q2 net profit up 13.9% at rs 606cr,1
geometric software have support at rs 106,0
"like infosys; buy icici bank, lupin, tcs: prakash gaba",1
"buy infosys for long term, say sudarshan sukhani",1
infosys q1 net see down 6.6% at rs 2794.5 cr: p lilladher,0
buy infy with target price of rs 2340: citigroup,0
"book profit in infosys, say anil manghnani",0
"infosys q3 result on january 14, 2016",0
"angel expect tcs,hcl tech to lead growth in tier-i it pack",0
"buy infosys, srf; beml may test rs 950, spicejet rs 80: gaba",0
infosys q3 pat see at rs 1180.8 cr : ambit capital,1
rahul mohindar positive on large-cap it,1
"go long in infosys oct future, short tcs future: ts harihar",0
infosys target see at rs 2600: gaba,1
"buy infosys, advise sudarshan sukhani",1
raaja kanwar: take the unusual path to expand apollo,0
"'sadly, will no longer know the truth': murthy say after infosys issue corporate governance clean chit",1
wipro may slip to rs 420: bose,0
cimb expect top 5 it firm to report 1.5€“4.8% qoq revenue growth in constant currency in q3,0
"infosys may not outperform again, guidance cut likely: iifl",0
bull's eye: stock to buy today,1
malkani`s view on it space,1
"buy infosys, say dilip bhat",0
qai launch edista suite of education venture,0
hcl tech remain top it pick; cautious on mindtree: ambit,1
"buy tcs, infosys: sudarshan sukhani",1
infosys to reward 20 entrepreneurs for fresh ideas,0
buy infosys; target of rs 2940: plilladher,0
irani`s view on infosys,0
"sell infosys on every rally, say amit harchekar",1
"to focus on europe, won't stop yearly rev guidance: infosys",0
f&o strategies for the day,1
go long in hcl tech: ts harihar,0
to grow 43% in dollar term annually: nilekani,0
infosys to boost 4 business segment revenue,0
infosys q1 pat see down 13.3% to rs 1399.2 cr,0
brokerages put rs 2250-rs 2500 as price target for infy,0
hit and miss of the early earn season,1
part of csr fund should be use for research: kris gopalakrishnan,1
investment strategies: 10 handpicked stock for your portfolio,1
"infosys to consider march quarter result on april 13, 2018",1
"infosys a good buy, say gaba",1
exclusive interview: narayana murthy question ex-cfo bansal's severance payout,0
infosys to add 600 job in singapore,0
how will wipro and tcs fare?,1
infosys can head to rs 2650: salil sharma,0
"jyotivardhan jaipuria overweight on auto, pharma space",1
infosys to bengal: either give sez or repay money,1
"buy infosys, hindalco industries; sell bhel: chandan taparia",0
"infosys consolidate march 2019 net sales at rs 21,539.00 crore, up 19.11% y-o-y",1
hold infosys; target of rs 1020: icici direct,0
"prefer tata motors, infosys: mehraboon irani",0
"see good return in hexaware, say vivek mavani",1
"buy infosys, tcs, hcl tech, irb infrastructure; sell cipla: sudarshan sukhani",1
"murthy on top exec exits: good for them, good for company",0
"infosys cloud, infra biz head quit",1
taher badshah positive on infosys,1
buy infosys; target of rs 1175: icici direct,0
infosys may test rs 4550: ajay bodke,0
"challenge be to transition without lose values, ethos: sikka",1
"buy, sell, hold: 6 stock and 2 sectors on analysts radar on january 10",0
"prefer wipro, hcl tech, tcs over infosys: sukhani",1
prefer hcl technologies: sharmila joshi,0
accumulate infosys at declines: lkp,1
"lic reduce stake in infosys by 1.28%; garner rs 2,000cr",1
infosys' executive council stand dissolve start fy15,0
infosys to create 250 new technology job in ireland,1
"tcs gain 2%, infosys fall 5% but which it co fare well in q2?",1
"buy infosys, persistent systems: sudip bandopadhyay",0
it major prefer to stay ï¿½liquidï¿½,1
infosys sign multi-year agreement with ministry of corporate affairs,1
switch to infosys from tcs: prabhudas lilladher,0
finacle from infosys position in leaders quadrant,0
"buy infosys 1140 put, 1200 call: manoj murlidharan",1
only 5-10% startups globally will become large: kris,1
infosys a good long term pick: gujral,1
buy infosys on dips: sudarshan sukhani,1
invest in it stocks: devang mehta,0
why credit suisse be unimpressed by infosys q3 performance,0
tcs rub salt in infosys' wound with strong q1 earn,1
"disruption an opportunity to learn, develop products: sikka",0
it firm step up security,1
"prefer pharma, it stocks: rahul mohindar",0
"to cut healthcare costs, us must partner india: biocon's shaw",0
wag to be mute go forward: infosys,1
"invest in icici bank, infosys, sbi, ril, hul: sukhani",1
what narayana murthy expect from obama's india visit,0
big it should not exceed 10% of portfolio: raamdeo agrawal,1
"prefer infosys, tcs, hcl tech, tech mahindra: gaurang shah",1
"budget 2016 india: buy biocon; sell page ind, dr reddy's, vedanta, havells: sukhani",1
"buy tcs, infosys on correction: ambareesh baliga",0
india inc wait for first few move from govt: kv kamath,0
infosys bag rs 700cr project from india post,0
expect infosys to test rs 1180: sacchitanand uttekar,0
buy infosys with stoploss of rs 2400: sukhani,0
infosys' audit committee look into anonymous complaints,0
analysts back sikka: 'founders must accept infosys not their co',0
service sector rebound in november,0
sell infosys; target of rs 2084: nirmal bang,0
"buy infosys on decline, say sudarshan sukhani",1
"infosys may test rs 1240, buy tata chemicals: amit gupta",1
satyam computer look weak,1
"see limit upside in infosys, say sachin shah",1
citigroup micro entrepreneur award go global,1
"infosys will 'stay the course', interim ceo assure staffers",0
pnb opt finacle from infosys for rural bkng transformation,0
"perhaps sebi need to be more muscular, say chairman ajay tyagi",0
infosys have good support at rs 3040,0
indian it giants make inroads into china,1
infosys to list on the nasdaq 100,0
"infosys may trade below rs 1,000 say bose",1
disappoint with infy's explanation on issues: balakrishnan,0
ex-infosys cfos explain rationale for buyback demand,0
"infosys finacle, r3 announce partnership for blockchain solutions",1
"buy axis bank, vedanta, infosys; sell bharat forge: sukhani",1
"n r narayana murthy's stand vindicated, so apologise to him: pai tell infosys",0
"it stock may slip further, say sukhani",1
"buy infosys, acc, hexaware: rahul mohindar",0
former infosys bpo head asheesh mehra set up antworks,0
analysts raise infosys earn estimate after strong q1,1
"go long in infosys, advise rishi kohli",1
sv green home develop india's largest green home township,0
"sell infosys, say vk sharma",1
buy infosys on dips: ambareesh baliga,1
"buy infosys technologies, target rs 2124: angel",1
pharma look attractive; prefer it on dips: raamdeo agrawal,1
"majesco may test rs 800, say harit shah",0
"have a heartfelt, warm relationship with murthy: vishal sikka",0
"short infosys, say shubham agarwal",0
not much have change in it since last nasscom guidance: infy,0
the bogey of exit haunt infosys but have sikka's currency devalued?,0
"infosys, wipro, tcs can lead the pack",1
"buy infosys, say sudarshan sukhani",1
infosys a leader in enterprise mobility service,0
"accumulate infosys, say rajesh agarwal",0
it can help customs do better: premji,1
infosys on verge of breakout: sukhani,0
infosys declare interim dividend,1
"infosys: egm on august 03, 2013",0
ai to displace jobs; a company need to be agile: sikka,1
"infosys price $1,605,000,000 offer from india",1
"for the first time, infosys log drop in hire",0
"the annual event on animation to be hold on sept 3, 2006",1
security fear may deter new outsource customers,0
expectations from q4 earn dissipating: dipan mehta,1
"street talk guide 5.7% on re, 7% on $ for infy",1
why you should focus on these 10 stock today,0
"buy infosys, say ambareesh baliga",0
"snapdeal fate no surprise, startup model to blame: mohandas pai",1
"buy infosys, target rs 1200: amit gupta",1
infosys q3 net see up 15% at rs 2769cr: icicidirect,0
forex volatility to impact infosys' q3 revenue: cowen & co,0
deven choksey`s view on infosys,1
infosys capacity utilisation to go up in few qtrs: envision,0
"infosys q4 pat see up 2% to rs 1,613 cr: angel",0
"infosys, aircel in pact for mobile applications",1
"pick arvind, lupin: gaurang shah",0
stpi policy clear on tax exemption for sez profits: infy,1
"infosys' subrahmanyam goparaju, member of executive council resign",1
infosys may rally upto rs 2900: pn vijay,0
"buy infosys, tcs: sudarshan sukhani",1
infosys have strong support at rs 2670,0
infosys' mar qtr pat see up at rs 1578 cr: iifl,1
"buy infosys, advise rajat bose",1
cautious on infosys; invest in hcl tech: dipen sheth,1
"buy or sell: top stock pick by prakash gaba, nandish shah for may 15",0
infy sept qtr pat see up 10.5% at rs 1439 cr,0
infosys guide below 11.5% will be negative: idfc sec,0
infosys make it to nasdaq,1
exit tata steel at rs 565,0
check out: what murthy have to say about pai's resignation?,1
"it to remain mute in q4, bottom out thereafter: nasscom chief",1
"prefer infosys on declines, say prakash diwan",1
nandan nilekani likely to return as infosys head: source,0
it-bpo headcount may stay nearly constant in this fiscal,1
"go long in infosys, say hemant thukral",1
"buy divis laboratories, infosys, maruti suzuki: sandeep wagle",1
"infosys tech, dlf may see 3-4% rally: mohindar",1
hold infosys: bonanza,0
"narayana health, infosys launch robotic surgery institute",1
top 200 it cos in india log revenues of $84 bn in fy11,1
infosys' fy17 sales aim may hit snag as rbs call off bank deal,1
infosys surge 5% on q2 results; what lie ahead?,0
"sell dish tv, federal bank, infosys; buy igl: sandeep wagle",1
salary pressure won't hit margins: infosys,1
"tata motor will cross rs 520, infosys will dip further: gujral",0
"buy tcs, infosys on decline: kimeng sec india",1
"more upside likely in infosys, tcs, wipro: parag doctor",0
"prefer tcs, infosys to wipro, say sharmila joshi",0
"buy sbi, icici bank, ril, infosys, sun pharma: sukhani",1
attempt to draw indian it negatively: nasscom on visa row,1
"dipan mehta negative on infosys, hcl tech, tech mahindra",0
"limit upside see in infosys, say bhavin shah",1
hold infosys technologies at current level,1
us downgrade may not hit indian it in near term: nasscom,1
buy infosys; target of rs 3000: prabhudas lilladher,0
"infosys be a good buy at rs 2300, say gaba",1
"infosys may top forecast in q2, but cut in fy12 view likely",0
mahindra-bt to invest rs 250 cr in pune,0
"buy patel engg, kokuyo camlin, unite spirits: tater",1
"prefer l&t, axis bank, infosys: gaurang shah",0
infosys march qtr pat see up 7% at rs 1901 cr,0
buy infosys technologies: hota,1
edelweiss securities neutral on it space,1
"infosys warn of 200 bps q1 margin cut on visa, salary cost",1
"sun tv may test rs 500, infosys rs 1400: ashwani gujral",1
sashi krishnan positive on it space,0
go long in infosys: mayuresh joshi,1
satyam be very good for day traders,0
it sectors q3fy13 earn estimates: p lilladher,0
"buy infosys, tata steel, hindalco, vedanta, axis bank: sukhani",0
finacle from infosys implement in record time for anz,1
infosys begin trade on nyse euronext london & paris market,1
"accumulate wipro, infosys: phani sekhar",0
sandip sabharwal negative on it sector,1
"above rs 3210, infosys may test rs 3450: pritesh mehta",1
