Time,Dates,Sources,Headlines
9.22 am , 15 Apr 2019 ,   Source: Moneycontrol.com,Ideas for Profit | Infosys or TCS — Where should you invest your money?
10.30 am , 14 Apr 2019 ,   Source: Moneycontrol.com,"Narrowing of margins, revenue growth differential augurs well for Infosys, TCS’ RoE pegged at 34.8% in FY20"
6.40 pm , 12 Apr 2019 ,   Source: Moneycontrol.com,"Investments on digital, compensation, localisation will continue to weigh on FY20 margin, says Infosys CEO"
6.12 pm , 12 Apr 2019 ,   Source: Moneycontrol.com,Infosys likely to see knee-jerk reaction on Monday; 10 key takeaways from Q4 results
5.17 pm , 12 Apr 2019 ,   Source: Moneycontrol.com,"Infosys Consolidated March 2019 Net Sales at Rs 21,539.00 crore, up 19.11% Y-o-Y"
5.17 pm , 12 Apr 2019 ,   Source: Moneycontrol.com,"Infosys Standalone March 2019 Net Sales at Rs 18,935.00 crore, up 18.46% Y-o-Y"
4.20 pm , 12 Apr 2019 ,   Source: Moneycontrol.com,"Infosys Q4: PAT up 13%, company lowers growth guidance for FY20"
1.06 pm , 11 Apr 2019 ,   Source: Moneycontrol.com,Infosys Q4 preview: Brokerages expect dollar revenue growth of 2-2.5%
9.33 am , 10 Apr 2019 ,   Source: Moneycontrol.com,"CLSA expects Infosys to post 2% CC revenue growth, secure deals worth $2bn in Q4"
5.13 pm , 04 Apr 2019 ,   Source: Moneycontrol.com,"Infosys Q4 PAT seen up 16.4% QoQ to Rs. 4,199.7 cr: Prabhudas Lilladher"
3.31 pm , 04 Apr 2019 ,   Source: Moneycontrol.com,"Need greater synergy between Indian companies and startups, says Mohandas and Siddarth Pai"
3.28 pm , 04 Apr 2019 ,   Source: Moneycontrol.com,"Infosys Q4 PAT may dip 1.6% QoQ to Rs. 3,863.7 cr: Kotak"
4.23 pm , 29 Mar 2019 ,   Source: Moneycontrol.com,Accumulate Infosys; target of Rs 804: Prabhudas Lilladher
6.50 pm , 28 Mar 2019 ,   Source: Moneycontrol.com,What Infosys is doing to keep pace with the digital revolution
1.04 pm , 28 Mar 2019 ,   Source: Reuters,Infosys to acquire 75% stake in ABN AMRO Bank subsi for 127.5 mn euros
9.49 pm , 22 Mar 2019 ,   Source: PTI,Infosys to invest $10 mn in California-based The House Fund II
8.30 am , 20 Mar 2019 ,   Source: Moneycontrol.com,"Top buy and sell ideas by Sudarshan Sukhani, Mitessh Thakkar, Prakash Gaba for short term"
3.52 pm , 18 Mar 2019 ,   Source: PTI,Infosys shareholders approve reappointment of Kiran Mazumdar-Shaw as independent director; 7.7% dissent votes
8.15 pm , 15 Mar 2019 ,   Source: PTI,"US Court dismisses visa fraud lawsuit against Infosys, Apple"
7.04 pm , 25 Feb 2019 ,   Source: PTI,Infosys launches new offerings to help enterprises tap into 5G technology
10.04 am , 19 Feb 2019 ,   Source: Moneycontrol.com,IT sector to see strong earnings growth in 2019; Infosys and HCL Tech top bets: CLSA
6.58 pm , 18 Feb 2019 ,   Source: PTI,"Infosys settles case with Sebi, pays Rs 34 lakh towards settlement"
3.07 pm , 06 Feb 2019 ,   Source: CNBC-TV18,Narayana Murthy: 4 steps India needs to take to become $10 trillion economy
2.10 pm , 04 Feb 2019 ,   Source: Moneycontrol.com,"Buy Infosys, target Rs 784: Rajesh Palviya"
1.28 pm , 30 Jan 2019 ,   Source: CNBC-TV18,HCL Tech's results positive but acquisition an area of concern: Edelweiss
2.02 pm , 21 Jan 2019 ,   Source: Moneycontrol.com,Transcript| Infosys Q3 FY19 Earnings Conference Call
8.17 am , 21 Jan 2019 ,   Source: Moneycontrol.com,"Technical View | Top buy and sell ideas by Ashwani Gujral, Sudarshan Sukhani, Mitessh Thakkar for short term"
11.39 am , 15 Jan 2019 ,   Source: Moneycontrol.com,Buy Infosys; target of Rs 780: ICICI Direct
3.49 pm , 14 Jan 2019 ,   Source: Moneycontrol.com,Buy Infosys; target of Rs 840: Dolat Capital
3.48 pm , 14 Jan 2019 ,   Source: Moneycontrol.com,Accumulate Infosys; target of Rs 800: Arihant Capital
3.42 pm , 14 Jan 2019 ,   Source: Moneycontrol.com,Buy Infosys; target of Rs 840: Sharekhan
2.10 pm , 14 Jan 2019 ,   Source: Moneycontrol.com,Buy Infosys; target of Rs 810: Prabhudas Lilladher
2.05 pm , 14 Jan 2019 ,   Source: Moneycontrol.com,Buy Infosys; target of Rs 800: Motilal Oswal
1.51 pm , 14 Jan 2019 ,   Source: Moneycontrol.com,Buy Infosys; target of Rs 800: HDFC Securities
12.55 pm , 14 Jan 2019 ,   Source: Moneycontrol.com,"Ideas for Profit | Infosys: Payout limits downside, buy as the stock closes valuation gap with leader"
9.30 am , 14 Jan 2019 ,   Source: Moneycontrol.com,"Infosys Q3 review: Should you buy, sell or hold the stock?"
5.21 pm , 11 Jan 2019 ,   Source: Moneycontrol.com,"Infosys Consolidated December 2018 Net Sales at Rs 21,400.00 crore, Up 20.27% Y-o-Y."
5.21 pm , 11 Jan 2019 ,   Source: Moneycontrol.com,"Infosys Standalone December 2018 Net Sales at Rs 18,819.00 crore, up 20.4% Y-o-Y"
4.26 pm , 11 Jan 2019 ,   Source: Moneycontrol.com,Infosys Q3 profit falls 12%; FY19 CC revenue growth forecast raised to 8.5-9%; buyback approved
11.50 am , 11 Jan 2019 ,   Source: Moneycontrol.com,"Infosys Q3 PAT seen up 3.5% QoQ to Rs. 4,252.9 cr: ICICI Direct"
10.57 am , 11 Jan 2019 ,   Source: Moneycontrol.com,"Infosys Q3 PAT seen up 4.4% QoQ to Rs. 4,291.4 cr: Prabhudas Lilladher"
10.58 am , 10 Jan 2019 ,   Source: Moneycontrol.com,Infosys to announce Q3 earnings on Jan 11; Here's what brokerages are expecting
6.32 pm , 08 Jan 2019 ,   Source: PTI,"Infosys to discuss share buyback, special dividend at January 11 board meet"
10.50 am , 08 Jan 2019 ,   Source: PTI,Yet another top-level executive quits Infosys
10.45 am , 08 Jan 2019 ,   Source: Moneycontrol.com,IT firms expected to deliver strong Q3 earnings; slowdown in US could be a risk
10.20 am , 04 Jan 2019 ,   Source: Moneycontrol.com,CIMB expects top 5 IT firms to report 1.5–4.8% QoQ revenue growth in constant currency in Q3
5.58 pm , 20 Dec 2018 ,   Source: Reuters,Infosys appoints Nilanjan Roy as CFO
11.50 am , 14 Dec 2018 ,   Source: Moneycontrol.com,"Buy Infosys, target Rs 745: Hadrien Mendonca"
11.35 am , 14 Dec 2018 ,   Source: PTI,"Infosys forms JV with Hitachi, Panasonic, Pasona in Japan"
3.10 pm , 10 Dec 2018 ,   Source: Moneycontrol.com,"Buy Infosys, target Rs 735: Shabbir Kayyumi"
10.57 am , 06 Dec 2018 ,   Source: PTI,"Infosys inaugurates new technology, innovation hub in US"
9.19 pm , 03 Dec 2018 ,   Source: Moneycontrol.com,"New H-1B proposal mixed bag for India, say experts"
6.46 pm , 26 Nov 2018 ,   Source: Moneycontrol.com,"Demand for analytics high but nearly 76,000 vacancies unfulfilled: survey"
2.45 pm , 25 Nov 2018 ,   Source: Moneycontrol.com,"IT wrap: Companies to focus on BFSI, look for acquisition opportunities for growth"
11.41 am , 21 Nov 2018 ,   Source: PTI,"Infosys to create 1,200 jobs in Australia, to set up 3 innovation hubs"
3.46 pm , 14 Nov 2018 ,   Source: PTI,"Infosys to open tech hub in Texas, hire 500 American workers by 2020"
3.37 pm , 12 Nov 2018 ,   Source: Moneycontrol.com,Infosys Q2 FY’19 Earnings Conference Call
3.53 pm , 24 Oct 2018 ,   Source: Moneycontrol.com,"Wipro reports 10% decline in Q2 net profit, names Arundhati Bhattacharya as Independent Director"
12.12 pm , 24 Oct 2018 ,   Source: PTI,"Infosys Finacle, R3 announce partnership for blockchain solutions"
3.18 pm , 18 Oct 2018 ,   Source: Moneycontrol.com,Buy Infosys; target of Rs 790: Prabhudas Lilladher
2.45 pm , 18 Oct 2018 ,   Source: Moneycontrol.com,Hold Infosys; target of Rs 753: Arihant Capital
2.22 pm , 18 Oct 2018 ,   Source: Moneycontrol.com,Earnings: Infosys' margin concerns cloud its performance vs TCS
2.06 pm , 18 Oct 2018 ,   Source: Moneycontrol.com,Buy Infosys; target of Rs 810: JM Financial
1.37 pm , 18 Oct 2018 ,   Source: Moneycontrol.com,Buy Infosys; target of Rs 800: ICICI Direct
3.18 pm , 17 Oct 2018 ,   Source: Moneycontrol.com,Buy Infosys; target of Rs 800: Motilal Oswal
8.45 am , 17 Oct 2018 ,   Source: Moneycontrol.com,Infosys Q2 FY19 review: Steady execution; an ideal long term buy
6.53 pm , 16 Oct 2018 ,   Source: Moneycontrol.com,"Infosys retains annual forecast despite strong Q2, 'comfortable outlook'"
5.31 pm , 16 Oct 2018 ,   Source: Moneycontrol.com,"Infosys net profit rises to Rs 4,110 crore; top 10 takeaways from Q2 results"
4.34 pm , 16 Oct 2018,@,"Infosys Consolidated September 2018 Net Sales at Rs 20,609.00 crore, up 17.32% Q-o-Q"
4.34 pm , 16 Oct 2018,@,"Infosys Standalone September 2018 Net Sales at Rs 18,297.00 crore, up 19.15% Q-o-Q"
4.02 pm , 16 Oct 2018 ,   Source: Moneycontrol.com,"Infosys Q2 profit jumps 14% QoQ to Rs 4,110 cr, maintains FY19 margin guidance"
8.30 am , 16 Oct 2018 ,   Source: Moneycontrol.com,"Infosys PAT likely to get a push on higher growth, margin expansion"
5.09 pm , 08 Oct 2018 ,   Source: PTI,Infosys announces Rs 1.5 cr reward to push innovation in social work
8.40 pm , 03 Oct 2018 ,   Source: PTI,Moody's assigns A3 rating with stable outlook to Infosys
3.04 pm , 03 Oct 2018 ,   Source: Moneycontrol.com,"HSBC increases target on IT companies, sees a decent Q2 earnings"
10.47 am , 03 Oct 2018 ,   Source: Moneycontrol.com,"Buy Infosys, target Rs 850: Ashish Chaturmohta"
10.37 am , 03 Oct 2018 ,   Source: Moneycontrol.com,Looking for momentum plays? Top 5 stocks which could give 7-13% return in 1-2 months
12.13 pm , 25 Sep 2018 ,   Source: PTI,Infosys deploys digital banking solution at Australian Military Bank
5.01 pm , 23 Sep 2018 ,   Source: Moneycontrol.com,Call back ex-Infy board's remuneration to pay back Rajiv Bansal: Whistle-blower writes to SEBI
10.57 pm , 21 Sep 2018 ,   Source: PTI,Infosys partners Google Cloud to develop 'Data Native Intelligent Enterprise'
1.33 pm , 21 Sep 2018 ,   Source: PTI,"Infosys to open technology, innovation hub in Arizona; hire 1,000 people by 2023"
5.25 pm , 19 Sep 2018 ,   Source: PTI,Rajiv Bansal files caveat in civil court against Infosys
1.35 pm , 18 Sep 2018 ,   Source: PTI,Infosys loses arbitration over severance package to ex-CFO; asked to pay Rs 12.17 crore
5.34 pm , 17 Sep 2018 ,   Source: PTI,Infosys doubles investment in US-based TidalScale to $3 million
11.56 am , 17 Sep 2018 ,   Source: Moneycontrol.com,Buy Infosys; target of Rs 840: Sharekhan
1.41 pm , 12 Sep 2018 ,   Source: Moneycontrol.com,"10 years later, here are 4 lessons from Lehman's collapse"
2.41 pm , 10 Sep 2018 ,   Source: Moneycontrol.com,"Infosys, Australian Open announce strategic technology partnership"
11.11 am , 07 Sep 2018 ,   Source: Moneycontrol.com,Buy Infosys with near term target of Rs 840: Shailendra Kumar
8.58 am , 07 Sep 2018 ,   Source: Moneycontrol.com,"Infosys, Temasek announce joint venture in Singapore, name Shveta Arora CEO"
9.54 am , 04 Sep 2018 ,   Source: Moneycontrol.com,"Infosys CEO addresses fears of attrition, senior-level exits: Report"
2.48 pm , 23 Aug 2018 ,   Source: PTI,"Hired more than 4,700 Americans since 2017 : Infosys"
5.12 pm , 20 Aug 2018 ,   Source: Moneycontrol.com,"Infosys CFO exit gives CEO chance to execute strategy with new team, but high attrition a concern"
7.41 am , 20 Aug 2018 ,   Source: Moneycontrol.com,Buy or sell: Top stock trading ideas by market experts which are good short term bets
9.25 pm , 13 Aug 2018 ,   Source: Reuters,Infosys to build software development centre in West Bengal
3.47 pm , 29 Jul 2018 ,   Source: PTI,Infosys to invest Rs 750 cr in first phase of upcoming Noida facility
9.15 am , 24 Jul 2018 ,   Source: Moneycontrol.com,Infosys links salaries of key personnel with digital revenue growth
10.24 am , 20 Jul 2018 ,   Source: Moneycontrol.com,"Infosys places non-compete clause on CEO Salil Parekh's exit, talks of further write down of Panaya sale price"
8.18 pm , 17 Jul 2018 ,   Source: PTI,Infosys sees higher attrition at junior level
5.41 pm , 17 Jul 2018 ,   Source: Moneycontrol.com,Hold Infosys; target of Rs 1410: ICICI Direct
5.14 pm , 17 Jul 2018 ,   Source: Moneycontrol.com,Buy Infosys; target of Rs 1420: JM Financial
4.57 pm , 17 Jul 2018 ,   Source: Moneycontrol.com,Accumulate Infosys; target of Rs 1500: Dolat Capital
10.26 pm , 16 Jul 2018 ,   Source: Moneycontrol.com,Podcast | Infosys vs TCS Q1 results: Not a battle of equals
4.25 pm , 16 Jul 2018 ,   Source: Moneycontrol.com,Buy Infosys; target of Rs 1430: Prabhudas Lilladher
10.47 am , 16 Jul 2018 ,   Source: Moneycontrol.com,Ideas for profit: Slow but steady growth is what's reassuring about Infosys' Q1 show
9.59 pm , 13 Jul 2018 ,   Source: Moneycontrol.com,"Infy Q1 uneventful, performance over next 2 quarters to chart direction, say analysts"
6.08 pm , 13 Jul 2018 ,   Source: Moneycontrol.com,Infosys Q1: IT major announces 1:1 bonus issue to mark 25 years since listing
5.03 pm , 13 Jul 2018 ,   Source: Moneycontrol.com,Infosys maintains FY19 guidance; here are 10 key takeaways from Q1 earnings
4.09 pm , 13 Jul 2018 ,   Source: Moneycontrol.com,"Infosys Q1 profit misses estimates, falls 2% to Rs 3,612 cr; Board approves bonus issue"
9.45 am , 13 Jul 2018 ,   Source: Moneycontrol.com,"Infosys Q1 preview: BFSI performance, outlook keenly watched"
2.55 pm , 09 Jul 2018 ,   Source: Moneycontrol.com,Podcast | Deep Dive — A foundation of conscientious growth: The Infosys story
9.00 am , 05 Jul 2018 ,   Source: PTI,"Artificial Intelligence has reached era of consumerisation, says Infy co-founder"
9.21 am , 03 Jul 2018 ,   Source: Moneycontrol.com,"Buy Infosys, target Rs 1450: Ashish Chaturmohta"
12.04 pm , 29 Jun 2018 ,   Source: Moneycontrol.com,"Buy Infosys, target Rs 1386: Hadrien Mendonca"
9.42 pm , 27 Jun 2018 ,   Source: PTI,Infosys to announce June-quarter results on July 13
8.40 pm , 25 Jun 2018 ,   Source: PTI,Whistleblower shots off letter to US SEC against Infosys
3.20 pm , 19 Jun 2018 ,   Source: PTI,Infy @ 25 years of listing; ex-CFO says NRN made it all happen
8.47 am , 18 Jun 2018 ,   Source: Moneycontrol.com,This squad of 11 stocks may be the world beater with PM Modi as coach
10.08 pm , 01 Jun 2018 ,   Source: PTI,Infosys pledges to reduce plastic waste by 2020
10.32 am , 31 May 2018 ,   Source: PTI,"Nilekanis, 3 PIOs billionaires pledge to donate more than half their wealth to charity"
9.54 am , 15 May 2018 ,   Source: Moneycontrol.com,"Buy Infosys between Rs 1,185-1,195, target Rs 1,260: Aditya Agarwala"
8.30 am , 15 May 2018 ,   Source: Moneycontrol.com,"Buy or sell: Top stock picks by Prakash Gaba, Nandish Shah for May 15"
6.15 pm , 11 May 2018 ,   Source: Moneycontrol.com,Ravi Venkatesan resigns as independent director of Infosys
12.36 pm , 07 May 2018 ,   Source: Moneycontrol.com,Former Infosys CEO Vishal Sikka says his artificial intelligence venture is in early stages
6.21 pm , 05 May 2018 ,   Source: PTI,Infosys CEO Salil Parekh to receive annual performance-linked equity grant worth Rs 13 cr
2.40 pm , 03 May 2018 ,   Source: Moneycontrol.com,Infosys may deny severance pay to Rajiv Bansal over data deletion
7.25 pm , 02 May 2018 ,   Source: PTI,"Infosys partners Astound for automated services, support for enterprises"
3.45 pm , 27 Apr 2018 ,   Source: PTI,"Infosys' new training center in US a game changer, says top executive"
5.40 pm , 24 Apr 2018 ,   Source: Moneycontrol.com,Buy Infosys; target of Rs 1330: Motilal Oswal
5.34 pm , 24 Apr 2018 ,   Source: Moneycontrol.com,Hold Infosys; target of Rs 1180: ICICI Direct
10.43 am , 24 Apr 2018 ,   Source: Moneycontrol.com,CEO Salil Parekh wants three years to transform Infosys but analysts see nearly 20% upside in a year
8.50 pm , 23 Apr 2018 ,   Source: Moneycontrol.com,"Infosys eyes acquisitions, unveils three-pronged strategy to accelerate biz growth"
5.11 pm , 23 Apr 2018 ,   Source: Moneycontrol.com,Buy Infosys; target of Rs 1300: JM Financial
6.36 pm , 21 Apr 2018 ,   Source: Moneycontrol.com,"IT sector this week: Biggies report Q4 earnings, signal a turnaround in the sector"
12.39 pm , 20 Apr 2018 ,   Source: Moneycontrol.com,"Bullish on TCS, see 30% upside in FY19: Akash Jain"
2.02 pm , 18 Apr 2018 ,   Source: Moneycontrol.com,Markets await TCS Q4 earnings on April 19; Here's what to watch for
7.47 pm , 16 Apr 2018 ,   Source: Moneycontrol.com,Podcast | Infosys Q4 review: How the numbers stack up
5.33 pm , 16 Apr 2018 ,   Source: Moneycontrol.com,Hold Infosys; target of Rs 1110: ICICI Direct
5.07 pm , 16 Apr 2018 ,   Source: Moneycontrol.com,Sell Infosys; target of Rs 1150: Dolat Capital
4.43 pm , 16 Apr 2018 ,   Source: Moneycontrol.com,Buy Infosys; target of Rs 1169: Prabhudas Lilladher
4.03 pm , 16 Apr 2018 ,   Source: Moneycontrol.com,Buy Infosys; target of Rs 1290: Reliance Securities
3.55 pm , 16 Apr 2018 ,   Source: Moneycontrol.com,Buy Infosys; target of Rs 1419: Edelweiss
3.47 pm , 16 Apr 2018 ,   Source: Moneycontrol.com,Hold Infosys; target of Rs 1184: KR Choksey
11.13 am , 16 Apr 2018 ,   Source: Moneycontrol.com,"Turbulent times for Infosys over, buy on declines: Akash Jain"
8.36 am , 16 Apr 2018 ,   Source: Moneycontrol.com,"Global brokerages outlook mixed post Infosys Q4 earnings, Jefferies sees 34% upside"
9.02 pm , 14 Apr 2018 ,   Source: Moneycontrol.com,Whistleblower questions Infosys board on accountability for Panaya acquisition
6.08 pm , 13 Apr 2018 ,   Source: Moneycontrol.com,Infosys sees FY19 constant currency revenue growth at 6-8% but cuts margin guidance
5.50 pm , 13 Apr 2018 ,   Source: Moneycontrol.com,"Infosys net profit at Rs 3,690 crore; 10 key takeaways from Q4 results"
5.30 pm , 13 Apr 2018 ,   Source: Moneycontrol.com,Infosys puts up its subsidiaries Skava and Panaya for sale
5.17 pm , 13 Apr 2018 ,   Source: Moneycontrol.com,Infosys announces acquisition of US firm WongDoody Holding for $75 million
4.43 pm , 13 Apr 2018 ,   Source: Moneycontrol.com,"New Infosys CEO Parekh caps in-line FY18 by reversing Sikka's Panaya, Skava acquisitions"
7.10 am , 13 Apr 2018 ,   Source: Moneycontrol.com,Infosys to announce Q4 earnings on April 13; Watch out for these 5 factors
3.58 pm , 11 Apr 2018 ,   Source: Moneycontrol.com,"Buy Infosys, target Rs 1,180: Sumit Bilgaiyan"
3.14 pm , 11 Apr 2018 ,   Source: Moneycontrol.com,"Buy Infosys, expect better EBIT margins in Q4FY18: Akash Jain"
