Time,Dates,Sources,Headlines
2.11 pm , 11 Oct 2006,@,Infosys' numbers way above expectations
2.09 pm , 11 Oct 2006,@,TV18 network unveils Indiaearnings.com
2.00 pm , 11 Oct 2006,@,Addressing attrition by salary hikes & training: Infosys
1.32 pm , 11 Oct 2006,@,Infosys awes market with FY07 guidance
1.19 pm , 11 Oct 2006,@,Infosys BPO among top three globally: Infosys
11.56 am , 11 Oct 2006,@,No change in current hedging strategy: Infosys
11.49 am , 11 Oct 2006,@,Margins to remain above 31.5%: Infosys
11.02 am , 11 Oct 2006,@,Will maintain operating margins at current levels: Infosys
10.41 am , 11 Oct 2006,@,Upgraded Infy FY07 EPS to Rs 70: Karvy
10.40 am , 11 Oct 2006,@,See no impact of US slowdown on Infosys: Nandan Nilekani
10.37 am , 11 Oct 2006,@,Infosys Technologies can touch Rs 2000
10.32 am , 11 Oct 2006,@,Infosys: Q2 revenues grew sequentially by 13% (NASDAQ)
10.22 am , 11 Oct 2006,@,Infosys Technologies on strong path
10.11 am , 11 Oct 2006,@,Infosys: Q2 revenues grew sequentially by 14.5%
10.10 am , 11 Oct 2006,@,Infy results a benchmark for other tech cos: Nilesh Shah
10.07 am , 11 Oct 2006,@,Splendid Infy nos may attract institutions: Dipan Mehta
9.49 am , 11 Oct 2006,@,Infosys ups FY07 EPS guidance to Rs 66
9.16 am , 11 Oct 2006,@,Infosys Q2 net up 17.13% at Rs 930cr
12.00 am , 11 Oct 2006,@,Brokerages put Rs 2250-Rs 2500 as price target for Infy
8.13 pm , 10 Oct 2006,@,Infosys Q2 net seen up 7.59% at 854.26cr
8.05 pm , 10 Oct 2006,@,Karani positive on Infosys
6.53 pm , 10 Oct 2006,@,"Infosys, TCS, Satyam top picks among software majors"
6.38 pm , 10 Oct 2006,@,Infosys Technologies' bottomline can grow by 7-8%
4.01 pm , 10 Oct 2006,@,Motilal Oswal sees Infosys Jul-Sep revenue growth of 11.4%
12.49 pm , 10 Oct 2006,@,Infosys Technologies has target of Rs 1958
12.18 pm , 10 Oct 2006,@,Will the Indian tech boys put up a good show this season?
12.00 pm , 10 Oct 2006,@,Infosys seen posting strong set of numbers
11.47 am , 10 Oct 2006,@,"Above Rs 1017, TCS has target Rs 1035-1049"
11.08 am , 10 Oct 2006,@,F&O strategies for the day
11.00 am , 10 Oct 2006,@,Gujarat Ambuja Cements looks good
10.46 am , 10 Oct 2006,@,Infosys guidance going to revise upwards
8.59 am , 10 Oct 2006,@,IT cos may report strong numbers in Q2
6.15 pm , 09 Oct 2006,@,Infosys remains safest bet in IT sector: Raamdeo Agrawal
5.16 pm , 09 Oct 2006,@,Infosys Technologies can go upto Rs 2000
2.37 pm , 09 Oct 2006,@,Hold MRPL with stoploss of Rs 40
11.43 am , 09 Oct 2006,@,Top 4 IT stocks don' t look attractive
10.53 am , 09 Oct 2006,@,DSP ML expects Infosys to post Q2 net at Rs 853.6cr
8.24 am , 09 Oct 2006,@,Design software vendors see big market in India
2.45 pm , 07 Oct 2006,@,Angel Broking expects Infosys to post Q2 net at Rs 865cr
9.00 am , 07 Oct 2006,@,Infosys spin-off OnMobile gets $28 mn funding
8.40 pm , 05 Oct 2006,@,What�s the difference between India and China's SEZ policy?
5.40 pm , 05 Oct 2006,@,Expect sharp move in Infosys above Rs 1900
11.21 am , 05 Oct 2006,@,Infosys may bounce back
11.11 am , 05 Oct 2006,@,Slowdown in US growth unlikely to impact Indian IT Cos: UBS
7.00 pm , 04 Oct 2006,@,"Infosys, Wipro, TCS to report 8.3% growth in earnings"
5.17 pm , 04 Oct 2006,@,Infosys has support at Rs 1800
2.38 pm , 04 Oct 2006 ,   Source: reuters,Software giants shut as strike hits Bangalore
12.40 pm , 04 Oct 2006,@,Exit Tata Steel at Rs 565
11.35 am , 04 Oct 2006,@,Technology stocks going to surprise
9.05 pm , 03 Oct 2006,@,SEZs: Boon for IT cos
5.47 pm , 28 Sep 2006,@,Infosys Technologies has target of Rs 1910
11.25 am , 27 Sep 2006,@,IT sector will give above expected results
10.35 am , 27 Sep 2006,@,Sukhani upbeat on auto ancillaries
7.08 pm , 26 Sep 2006,@,Irani positive on technology stocks
11.34 am , 26 Sep 2006,@,Post results can give more move to tech stocks
8.19 pm , 25 Sep 2006,@,"Bangalore's a home to over 2,000 expats"
6.30 pm , 25 Sep 2006,@,"Stay invested in Infosys, Geometric Soft"
6.14 pm , 22 Sep 2006,@,"Tech, banks, cement going to be drivers going forward"
4.15 pm , 22 Sep 2006,@,Orissa: The next investment hotspot?
5.09 pm , 21 Sep 2006,@,Infosys has target of Rs 2100
10.26 am , 21 Sep 2006,@,Satyam will be a best bet among tech
5.29 pm , 20 Sep 2006,@,"Above Rs 1840, Infosys can go upto Rs 1900"
11.09 am , 20 Sep 2006,@,Priyadarshni Academy honours Int'l Luminaries
9.00 pm , 19 Sep 2006,@,Indian IT giants making inroads into China
10.51 am , 18 Sep 2006,@,Accumulate Infosys at declines: LKP
9.56 am , 18 Sep 2006,@,Buy Infosys; target of Rs 1970: P-Sec
12.28 pm , 15 Sep 2006,@,Infosys will go up
12.07 pm , 15 Sep 2006,@,Pharma stocks look better
2.47 pm , 14 Sep 2006,@,Hold Satyam Computer for short term
3.25 pm , 13 Sep 2006,@,Schlumberger & Infosys announce global alliance for E&P
11.45 am , 13 Sep 2006,@,Reliance Comm has target of Rs 330-340
11.17 am , 13 Sep 2006,@,Stay invested in Infosys
8.17 pm , 12 Sep 2006,@,New SEZ Guidelines!
3.34 pm , 12 Sep 2006,@,"HCL Tech, MphasiS BFL look strong going forward"
1.31 pm , 12 Sep 2006,@,Emirates gets set for Bangalore
9.42 am , 12 Sep 2006,@,Southern CMs jostle for large investments
7.55 pm , 11 Sep 2006,@,Infosys BPO all set to call on Latin America
11.54 am , 10 Sep 2006,@,Success tips from S Ramadorai and B Muthuraman
8.56 pm , 08 Sep 2006,@,Infosys better play for long term than Satyam
3.20 pm , 08 Sep 2006,@,Induslogic expertise leads Lambent bag State Govt IT Award
9.07 am , 08 Sep 2006,@,Progeon renamed as Infosys BPO
6.28 pm , 07 Sep 2006,@,Reliance has target of Rs 1230
3.31 pm , 07 Sep 2006,@,"Above Rs 140, Dwarikesh Sugar can touch Rs 180"
11.47 am , 07 Sep 2006,@,Infosys increases investment in EMEA
11.14 am , 07 Sep 2006,@,"Technology, capital, auto stocks to lead markets"
6.31 pm , 05 Sep 2006,@,Citigroup Micro Entrepreneur Award goes global
12.28 pm , 05 Sep 2006,@,Infosys heading towards Rs 2100
7.59 pm , 04 Sep 2006,@,CARE reaffirms the rating of Blue Star Ltd
5.14 pm , 31 Aug 2006,@,Infosys can move upto Rs 1850
7.54 pm , 30 Aug 2006,@,Frontliners make lot of sense from retirement perspective
12.41 pm , 30 Aug 2006,@,"The annual event on animation to be held on Sept 3, 2006"
8.30 pm , 23 Aug 2006,@,Make some investment in Satyam Computer
3.04 pm , 23 Aug 2006,@,Buy Infosys with target of Rs 2100: Merrill Lynch
5.19 pm , 22 Aug 2006,@,Nortel to establish new R&D centre in Bangalore
3.09 pm , 22 Aug 2006,@,Infosys Technologies a safe stock
6.21 pm , 21 Aug 2006,@,Polaris can add another Rs 15
5.55 pm , 21 Aug 2006,@,Infosys to outperform Nifty & Sensex
10.32 am , 21 Aug 2006,@,Narayana Murthy steps down as Infosys' Executive Chairman
1.52 pm , 19 Aug 2006,@,Margins won't be under pressure: HCL Tech
7.35 pm , 17 Aug 2006,@,Switch to Infosys from Rolta
7.04 pm , 17 Aug 2006,@,Some headroom left in Infosys
11.57 am , 17 Aug 2006,@,Infosys can touch Rs 1792-1799 in short term
11.44 am , 16 Aug 2006,@,F&O strategies for the day
3.26 pm , 14 Aug 2006,@,"Indian IT industry crosses $37.3 billion in 05-06,up 33%"
12.02 pm , 08 Aug 2006,@,"Buy Infosys, Wipro, TCS, Satyam at lower levels"
11.15 am , 08 Aug 2006,@,"Buy Infosys, Wipro, TCS, Satyam at lower levels"
6.23 pm , 04 Aug 2006,@,"Infosys, TCS, Wipro, Satyam will outperform"
5.51 pm , 04 Aug 2006,@,Infosys has short term target of Rs 1750-1780
3.32 pm , 04 Aug 2006,@,"Infosys, TCS, Satyam look good"
3.15 pm , 04 Aug 2006,@,Buy Infosys Technologies on dips
3.30 pm , 03 Aug 2006,@,Hold Satyam Computer Services
9.00 am , 03 Aug 2006,@,Satyam to step up SAP headcount
7.30 pm , 02 Aug 2006,@,Switch from Patni Computer to Infosys
2.47 pm , 01 Aug 2006,@,"Exit Zen Technologies, says Shah"
9.11 am , 01 Aug 2006,@,Indian firms gear up to tap US stock market
8.59 am , 01 Aug 2006,@,Infy rings Nasdaq opening bell from Mysore
7.43 pm , 31 Jul 2006,@,No promised land for Infosys in Hyderabad
5.26 pm , 31 Jul 2006,@,Infosys' 4th software development centre inaugurated today
5.05 pm , 31 Jul 2006,@,IT best sector for short to medium-term
9.05 am , 31 Jul 2006,@,Infosys turns 25; cash bonanza for employees
8.44 am , 31 Jul 2006,@,Infosys staff to get jubilee bonanza
8.00 am , 31 Jul 2006,@,Market is a stock pickers paradise now: Damani
6.50 pm , 28 Jul 2006,@,Hot stocks and strategies for this week
6.15 pm , 27 Jul 2006,@,"Infosys, Wipro, TCS can lead the pack"
12.05 pm , 27 Jul 2006,@,Is the MphasiS-EDS deal a 'win-win' for both?
6.20 pm , 26 Jul 2006,@,Rally in the Sensex not broad-based
12.05 pm , 26 Jul 2006,@,Book profits in Polaris Software
6.21 pm , 25 Jul 2006,@,Hold Infosys Technologies
2.48 pm , 24 Jul 2006,@,Buy Satyam Computer Services on dips
1.59 pm , 24 Jul 2006,@,"Prefer Infosys, TCS, Wipro than Polaris"
12.26 pm , 24 Jul 2006,@,Support for Satyam at Rs 702
5.23 pm , 21 Jul 2006,@,Infosys looks positive for long term
12.52 pm , 21 Jul 2006,@,Satyam an excellent stock: Vijay
5.33 pm , 20 Jul 2006,@,Large cap tech stocks would be better
12.59 pm , 20 Jul 2006,@,Infosys to bag an order from Qantas Airways?
6.30 pm , 19 Jul 2006,@,Infosys has support at Rs 1540
5.50 pm , 19 Jul 2006,@,FII shareholding in 82 BSE 500 stocks dip in Q1FY07
2.53 pm , 19 Jul 2006,@,Don't buy Satyam at current levels
7.37 pm , 18 Jul 2006,@,Venkatraman optimistic on technology stocks
4.48 pm , 18 Jul 2006,@,Will IT sector continue to outsmart the street in Q1FY07?
2.47 pm , 18 Jul 2006,@,Buy Reliance Industries on dips
2.15 pm , 18 Jul 2006,@,Infosys a good long term pick: Gujral
2.15 pm , 18 Jul 2006,@,Hold Infosys Technologies at current levels
2.12 pm , 18 Jul 2006,@,Invest in Infosys than Biocon
1.41 pm , 18 Jul 2006,@,How will Wipro and TCS fare?
7.21 pm , 17 Jul 2006,@,Stay invested in Infosys Technologies
4.16 pm , 17 Jul 2006,@,Stay away from technology stocks
10.50 am , 17 Jul 2006,@,Cement & tech pack can outperform the market: Baliga
1.04 pm , 15 Jul 2006,@,Andhra CM YSR Reddy on an investment mission
6.10 pm , 14 Jul 2006,@,Buying will be seen in tech
5.40 pm , 14 Jul 2006,@,Hot stocks and strategies for this week
5.26 pm , 14 Jul 2006,@,Market mood turns negative for short-term: Poll
4.57 pm , 14 Jul 2006,@,Infosys has support at Rs 1630
10.52 am , 14 Jul 2006,@,Sell technology stocks on rise
8.35 am , 14 Jul 2006,@,Talent hunt: IT firms under pressure to hike freshers' pay
6.28 pm , 13 Jul 2006,@,Pick Infosys than HCL Technologies
6.16 pm , 13 Jul 2006,@,Buy Infosys with target of Rs 1800: Khandwala Securities
5.30 pm , 13 Jul 2006,@,Adenwala overweight on Infosys
10.55 am , 13 Jul 2006,@,Narayana Murthy turns 60 next month; to retire from Infosys
9.48 am , 13 Jul 2006,@,Buy Infosys with a price target of Rs 3700; Emkay Research
6.33 pm , 12 Jul 2006,@,Satyam may go up to Rs 850
6.27 pm , 12 Jul 2006,@,Infosys has target of Rs 3700-4000
5.53 pm , 12 Jul 2006,@,Infosys will cross its all-time high soon
5.32 pm , 12 Jul 2006,@,Hold Infosys Technologies
4.35 pm , 12 Jul 2006,@,"HCL Tech, Infosys and Satyam look good"
4.19 pm , 12 Jul 2006,@,Add Infosys on decline: Pujara
4.14 pm , 12 Jul 2006,@,Infosys can touch Rs 3800-3900 in 6-8 in months
3.32 pm , 12 Jul 2006,@,Unexpected nos and guidance from Infy: Rajiv Mehta
2.33 pm , 12 Jul 2006,@,Infosys can touch Rs 3800 in near term
2.25 pm , 12 Jul 2006,@,Progeon delighted with 16% revenue growth QoQ
2.15 pm , 12 Jul 2006,@,Hold Infosys Technologies at current levels
1.51 pm , 12 Jul 2006,@,Looking at smaller acquisitions: Infosys
1.14 pm , 12 Jul 2006,@,Infosys revises guidance way above investor expectations
1.12 pm , 12 Jul 2006,@,Infosys announces results for the quarter ended
1.11 pm , 12 Jul 2006,@,Infosys FY08 EPS seen at Rs 153: CLSA
12.58 pm , 12 Jul 2006,@,Infy posts strong Q1 numbers
12.48 pm , 12 Jul 2006,@,Tech stocks will sustain gain
11.31 am , 12 Jul 2006,@,"Strong Q1, Re depreciation helped up FY07 guidance: Infy"
11.09 am , 12 Jul 2006,@,Tech stocks valuations very attractive
10.36 am , 12 Jul 2006,@,Experts give attractive picks after 7/11
10.14 am , 12 Jul 2006 ,   Source: reuters,Indian shares rise after starting lower on blasts
9.18 am , 12 Jul 2006,@,Infosys Q1 net profit up 17.9% at Rs 794cr
7.49 pm , 11 Jul 2006,@,Infosys will give positive surprise tomorrow
6.53 pm , 11 Jul 2006,@,Hold Infosys at current levels
12.31 pm , 11 Jul 2006,@,How will Infosys fare tomorrow?
12.19 pm , 11 Jul 2006,@,Q1FY07: Infosys revises guidance way above investor expectations
10.25 am , 11 Jul 2006,@,Rally over for tech stocks excluding HCL Tech
10.23 am , 11 Jul 2006,@,Buy Infosys Technologies: ICICI Securities
8.33 pm , 10 Jul 2006,@,Can IT cos safeguard their margins this Q1?
6.28 pm , 10 Jul 2006,@,"Above Rs 3400, Infosys can go upto Rs 4300-4400"
6.16 pm , 10 Jul 2006,@,Hold Infosys for very long time
6.07 pm , 10 Jul 2006,@,"Satyam, Wipro, Infosys should do quite well"
2.02 pm , 10 Jul 2006,@,"Above Rs 3220, Infosys can go upto Rs 3400"
12.55 pm , 10 Jul 2006,@,Infosys' topline & bottomline to grow by 7-8%
11.55 am , 10 Jul 2006,@,"Hold Infosys Technologies, says Baliga"
10.54 am , 10 Jul 2006,@,Infosys has good support at Rs 3040
10.28 am , 10 Jul 2006,@,Infosys Q1 net seen up 6.06% at Rs 713.82cr
5.53 pm , 06 Jul 2006,@,IT space will not disappoint
9.58 am , 06 Jul 2006,@,IBEF Research: Infosys Technologies Ltd
12.30 pm , 04 Jul 2006,@,Infosys looks good at current levels
11.33 am , 04 Jul 2006,@,Technology looking good at current levels
6.15 pm , 03 Jul 2006,@,Reliance has short term target of Rs 1090
9.23 am , 01 Jul 2006,@,"United Bank partners HP, Infosys in IT initiative"
3.10 pm , 30 Jun 2006,@,United Bank of India partners with Hewlett-Packard
11.05 am , 30 Jun 2006 ,   Source: reuters,Bangalore woos foreign capital for facelift
10.30 am , 29 Jun 2006,@,"Above Rs 3000, Infosys can add Rs 75-125"
6.00 pm , 28 Jun 2006,@,Infosys has support at Rs 2890
5.51 pm , 28 Jun 2006,@,"Infosys, Satyam, Wipro look safe bet"
9.14 am , 28 Jun 2006,@,Infosys will figure in Nasdaq's new listing tier
8.51 am , 28 Jun 2006,@,TCS retains top slot as software services exporter
4.54 pm , 27 Jun 2006,@,Infosys qualifies for NASDAQ Global Select Market
10.43 am , 27 Jun 2006,@,IBEF Research: Daikin Industries Ltd
9.44 am , 27 Jun 2006,@,Infosys would merit investments
12.19 pm , 22 Jun 2006,@,Fallen rupee will give lot of comfort to technology stocks
12.17 pm , 22 Jun 2006,@,Will IT sector take onus of leading the new rally
9.02 am , 22 Jun 2006,@,"HDFC Bank, ICICI Bank, Infy, Satyam in S&P BRIC index"
12.37 pm , 21 Jun 2006,@,Infosys looks good on declines
4.30 pm , 20 Jun 2006,@,Invest in Infosys Tech at lower level
3.31 pm , 19 Jun 2006 ,   Source: reuters,Tata Consultancy to double South American revenues
2.25 pm , 19 Jun 2006,@,Infosys Technologies to outperform: CLSA
10.52 am , 19 Jun 2006,@,Satyam may go upto Rs 720
8.13 pm , 16 Jun 2006,@,Satyam can touch Rs 800
1.02 pm , 16 Jun 2006,@,Largecap tech stocks safer at current levels
11.17 am , 16 Jun 2006,@,Satyam has target of Rs 720-730
6.29 pm , 15 Jun 2006,@,IT expansion plans for Tamil Nadu
2.50 pm , 13 Jun 2006,@,Buy Infosys for target of Rs 3725: ASK-Raymond James
11.38 am , 13 Jun 2006,@,"Buy SBI, ICICI Bank, M&M, Infosys, ACC"
5.56 pm , 07 Jun 2006,@,"ITC, Infosys look attractive investment picks"
8.29 pm , 06 Jun 2006,@,BPO attrition rates less steep in small towns
10.30 am , 06 Jun 2006,@,IBM to invest $ 6 billion in India over three years
11.15 am , 02 Jun 2006,@,F&O strategies for the day
10.50 am , 01 Jun 2006,@,"RIL, Infosys & Indian Hotels emerging picks"
8.51 am , 01 Jun 2006,@,"Infosys plans to have 5,000 in China in 5 years"
2.40 pm , 31 May 2006,@,"Infosys, TCS look attractive in technology space"
12.20 pm , 31 May 2006,@,Last quarter hedges at $330 m: Infosys
5.23 pm , 30 May 2006,@,IT sector doing well
8.31 am , 30 May 2006,@,"Prefer Infosys, Wipro, Satyam"
5.09 pm , 25 May 2006,@,IT stocks will do well in the short-run
4.30 pm , 25 May 2006,@,Which stocks to build positions in now?
3.40 pm , 25 May 2006,@,Buy Infosys Technologies on dips
12.56 pm , 25 May 2006,@,Infosys has strong support at Rs 2750
11.18 am , 25 May 2006,@,F&O strategies for the day
8.15 pm , 23 May 2006,@,"Infosys, ITC, Reliance, ACC look good on decline"
8.07 pm , 23 May 2006,@,Initial interest will be in main line scrips: Mathew
8.41 am , 18 May 2006,@,"Brand Infosys valued at Rs 23,000 cr"
8.53 pm , 16 May 2006,@,Infy's quota solution
8.48 am , 13 May 2006,@,Infosys to hire from tech and biz schools in Europe
1.21 pm , 11 May 2006,@,"MSCI India index adds 5 stocks, deletes Castrol"
9.23 am , 11 May 2006,@,IT sector to grow at 30 pc over 5 years
6.07 pm , 09 May 2006,@,IT cos to raise wages by 16% this fin year: Survey
6.08 pm , 08 May 2006,@,IT sector facing shortage of quality engineers
4.16 pm , 05 May 2006,@,Accumulate Satyam & Infosys: Dutt
11.43 am , 05 May 2006,@,F&O strategy: Buy Infosys May Futures at Rs 3194
9.00 am , 02 May 2006,@,"Infosys picks 15 out of every 1,000 job seekers"
5.19 pm , 25 Apr 2006,@,"Buy Infosys, TCS, Wipro at current levels"
7.54 pm , 24 Apr 2006,@,Infosys going to show 30% growth
6.42 pm , 24 Apr 2006,@,Hold Infosys for target of Rs 3650: Bhambwani
4.44 pm , 24 Apr 2006,@,Buy technology stocks on dips
8.58 am , 24 Apr 2006,@,IT sector set to hire at scorching pace
11.30 am , 22 Apr 2006,@,"Prefer Infosys, TCS, Wipro to Satyam: Bhat"
11.13 am , 21 Apr 2006,@,"Prefer TCS, Infosys, Wipro, HCL Tech to Satyam"
8.59 am , 21 Apr 2006,@,Infy to buy Citi stake in Progeon
4.57 pm , 20 Apr 2006,@,Infosys buys out Citigroup's 23% stake in Progeon
12.19 pm , 20 Apr 2006,@,Infosys has support at Rs 3175-3183: Thacker
12.13 pm , 20 Apr 2006,@,"Thacker positive on Infosys, TCS"
10.49 am , 19 Apr 2006,@,F&O strategies for the day
8.40 pm , 17 Apr 2006,@,Infosys has target of Rs 3450-3600
8.36 pm , 17 Apr 2006,@,Infosys will scale up 3450-3500
7.42 pm , 17 Apr 2006,@,Technology can be growth story going forward
4.57 pm , 17 Apr 2006,@,Buy Infosys for long term: Sukhani
4.09 pm , 17 Apr 2006,@,Expect 25% return from Infosys
3.46 pm , 17 Apr 2006,@,Infosys can touch Rs 3400-3500 in two quarters: Bhambwani
3.26 pm , 17 Apr 2006,@,Infosys has target of Rs 3370: Sharma
11.28 am , 17 Apr 2006,@,"Buy Infosys on declines, says Mehta"
1.36 pm , 14 Apr 2006,@,Silver jubilee & aiming for more
12.55 pm , 14 Apr 2006,@,Rupee appreciation hits Infy's Q4 margins
11.50 am , 14 Apr 2006,@,"Stable margins expected, guidance achievable: Infy"
11.47 am , 14 Apr 2006,@,Infy in talks with Citigroup to buy out Progeon stake
11.38 am , 14 Apr 2006,@,Average Re/$ rate at 44.22 in Q4 vs 45.3 in Q3: Infosys
