text,label
SBI Q1 net profit up 42% at Rs 2330 cr,__label__2
"SBI Q1 NII seen up 3.47% to Rs 4,984.77 cr",__label__2
PSU Bks post profit surprise in Q1FY10; NII growth sluggish,__label__2
"30% of restructured loans to become NPAs: Ex-chairman, OBC",__label__2
"Buy SBI, says Sukhani",__label__2
SBI a top pick: Sanjeev Prasad,__label__2
"Buy SBI, target of Rs 2054: KRChoksey",__label__1
ATMs with in-built note detectors soon,__label__1
SBI can test Rs 1850-1900: Gujral ,__label__1
No rights issue on cards; FY10 net to grow at 40%: SBI,__label__2
Keep Rs 1620 stoploss in SBI: Gujral,__label__2
Short SBI at Rs 1800: Bhamre,__label__1
SBI an underperformer: Karvy,__label__1
"Buy SBI, Sterlite Industries at lower levels: SP Tulsian",__label__2
SBI could move up another Rs 40-50: Rahul Mohindar,__label__2
SBI has target of Rs 2030-2050: M Thacker,__label__2
Public sector banks back on recruitment overdrive,__label__2
Prefer SBI over JP Associates: Vijay Bhambwani,__label__2
SBI can slip to Rs 2060-2070: S Bhamre,__label__2
Hold State Bank of India: Indiabulls Securities,__label__2
SBI Q2 net profit seen at Rs 1974cr: KRChoksey,__label__2
"Canara Bank to have over 3,000 branches by March",__label__2
"SBI, State Bank of Indore merger gets in-principle nod:Srcs",__label__2
SBI can head upto Rs 2350-2400: Gujral,__label__2
Bigger banks now claim a smaller chunk of the pie,__label__2
"SBI can move up to Rs 2,370-2,380: Bose",__label__2
"Hold SBI, says Hemen Kapadia",__label__2
SBI has target of Rs 2600: Gujral,__label__2
SBI has support at Rs 2325-2320: Bose,__label__1
Enter SBI at Rs 2000: Mehraboon Irani,__label__1
Hold SBI for long term: Hemen Kapadia,__label__1
"SBI underperformer, target Rs 2159: Karvy",__label__1
No plans to revise interest rates on home loans: SBI,__label__2
Telecom cos to see sharp margin erosion: Raamdeo Agarwal,__label__2
SBI to review special home loan scheme on Nov 5,__label__2
"Reduce SBI, target of Rs 1,400: Emkay Global",__label__2
PNB extends low-rate home loans till December end,__label__2
"Poor loan growth, rise in NPAs hit banking sector's Q2 nos",__label__2
"SBI can touch Rs 2,400-2,450: Bhambwani",__label__2
"Donï¿½t buy SBI, says Rajen Shah",__label__2
SBI to sell stake in UTI to T Rowe Price,__label__2
"SBI can go upto Rs 2,400-2,450: Gujral",__label__2
AK Purwar new chairman of India Infoline Investment Service,__label__2
T Rowe to buy 26 pct of UTI for $140 mn,__label__2
SBI may see a small spillover of today's fall: Kapadia,__label__1
Ajit Surana neutral on SBI,__label__1
SBI can touch Rs 2400-2420: Mohindar,__label__1
"Short SBI, says Gaurav Kedia",__label__1
Provision coverage ratio to rise post RBI regulation: BoB,__label__2
Frontline banking stks may see further downside: Srivastava,__label__1
"Short telecom, real estate stocks: Mohindar",__label__2
SBI pays Rs 1795 Cr Oct-Dec advance tax,__label__2
Sell State Bank of India: IndiaInfoline,__label__2
HUL can see more declines: Bhambwani,__label__1
Invest in banking stocks at current levels: Choksey,__label__1
"Mohindar positive on metals, IT, banking",__label__2
Frontline banking good bet with 6-month view: Mohindar,__label__2
"SBI Q3 PAT seen down 0.2% at Rs 2,474 cr: Sharekhan",__label__2
State bank consolidation moving slowly,__label__2
NPAs may come down below 3% after 2-3 qtrs: SBI,__label__1
SBI looks weak: Thacker,__label__1
Expect 4-5% cut in SBI: Baliga,__label__1
SBI a market performer; target of Rs 2155: Karvy,__label__2
PN Vijay confident on PSU banks,__label__1
Go short in SBI at Rs 1944-1940: Anu Jain,__label__2
HSBC seeks earnings boost from wealth management,__label__1
Buy State Bank of India: Thacker,__label__1
FM must support agriculture growth: SBI,__label__2
Differential rates not discriminatory: SBI,__label__2
"Buy SBI, target of Rs 2120: Firstcall Research",__label__2
SBI may buy stake in Tata Motors unit,__label__2
Buy SBI 1980 call: VK Sharma,__label__2
"ICICI Bank, Axis Bank look weak: Vora",__label__1
State Bank of India looks weak: Shrikant Chouhan,__label__2
"SBI's capital adequate, no urgent need for rights issue",__label__2
India Inc Q4 advance tax nos a mixed bag,__label__1
No plan for SBI to take over state banks,__label__2
"Buy SBI, PNB on dip: Baliga",__label__1
Buy banking stock on decline: Gupta,__label__1
Banking stocks may see good upside: Thacker,__label__2
Geithner says India innovations add bank customers,__label__2
3i Infotech raises Rs 180cr via QIP at Rs 78.60/sh,__label__2
SBI chief says may raise rates in couple of months,__label__2
"Accumulate ICICI Bank, SBI on dip: Kulkarni",__label__1
SBI Mar qtr PAT seen at Rs 2702.20 cr: Emkay,__label__2
SBI may down another Rs 20-25 from current levels: Mohindar,__label__2
"SBI Caps focused on equity issues, M&A in 2010",__label__2
"Stay away from SBI, ICICI Bank: Salil Sharma",__label__1
Invest in SBI on dips: Gorakshakar,__label__2
SBI has resistance at Rs 2109: Gautam Vora,__label__2
Bank earnings to ride on rebound in loan demand,__label__1
SBI has target of Rs 2500: Daga,__label__1
Stay invested in SBI: SP Tulsian,__label__2
Stay invested in SBI: Sp Tulsian,__label__2
SP Tulsian bullish on power space,__label__2
Banking stocks look safe: Thukral,__label__2
SBI has good support at Rs 2150: Gujral,__label__2
Buy SBI closer to Rs 1975-2000: Baliga,__label__2
SBI may slip to Rs 2100: Girish Patil,__label__2
PN Vijay positive on banking stocks,__label__2
IDBI asks Kingfisher to repay Rs 900cr loan,__label__1
3G auction ends: Bharti cries foul,__label__1
Reduce SBI; target of Rs 2000: Emkay,__label__1
Sell SBI; target of Rs 2240: IIFL,__label__1
"Buy UCO Bank, says VK Sharma",__label__2
SBI can touch Rs 2300: Sukhani,__label__2
SBI has target of Rs 2275: Bhamre,__label__1
SBI has resistance at Rs 2340: Amit Gupta,__label__1
"SBI may not borrow from RBI, call: Official",__label__1
SBI shelves plans to buy stake in Tata Motors' finance arm,__label__2
SBI expects to launch Rs 20000cr rights issue in H2FY11,__label__2
SBI can test Rs 2510: Gujral,__label__1
Agricultural Bank of China to raise USD 23.1 bn ,__label__2
SBI to start wealth management services in FY11,__label__2
"Autos, FMCG to lead growth in FY11",__label__1
State Bank of India can go upto Rs 2440: Sharma,__label__2
4 banks to announce base rates tomorrow,__label__1
SBI's base rate likely to be 8% or less,__label__1
Will be competitive at base rate of 8%: Bank of Baroda,__label__2
No impact on margin due to base rate: SBI,__label__2
Invest in SBI between Rs 2125-2224: Kapadia,__label__2
Buy SBI on dips: Sharmila Joshi,__label__2
SBI sets base rate at 7.5% ,__label__2
SBI to continue with home loan rate of 8% till Sep,__label__1
Buy SBI; target of Rs 2925: Motilal Oswal,__label__2
State Bank of India plans dollar bond issue,__label__2
"See break down in SBI, ICICI Bank: Jai Bala",__label__2
"Earnings preview: What to expect from SBI, ICICI Bank?",__label__2
Upside appears limited in banks: Kapadia,__label__2
Hold SBI for long term: Baliga,__label__2
Rakesh Jhunjhunwala negative on SBI,__label__1
"Buy SBI, says Jatinder Sharma",__label__2
"Ashwani Gujral positive on SBI, PNB, BOB",__label__2
Asset quality an issue among banks: Karvy Stock Broking,__label__2
SBI can give 25-30% return: Thacker,__label__2
"Buy SBI, target Rs 2925: Motilal Oswal",__label__2
Hold State Bank of India: Kapadia,__label__2
"Hold SBI, says Satish Betadpur",__label__2
SBI can touch Rs 2775 in short run: Gujral,__label__2
"SBI, PNB, BoB, ICICI Bank top picks: UBS Sec",__label__2
SBI can go upto Rs 2775-2800: Gujral,__label__2
SBI rights issue likely March qtr of FY 11,__label__2
SBI may launch Rs 20000 cr rights issue by March 2011,__label__2
SBI Q1 net profit seen up 5.13% at Rs 2449.94 cr,__label__1
Govt approves bill to lower govt stake in SBI,__label__1
"SBI Q1 NII up 45.31% to Rs 7,303.6 cr",__label__1
SBI's NIM to improve in July-Sept: OP Bhatt,__label__1
SBI can touch Rs 3100: Gujral,__label__1
Buy State Bank of India: KRChoksey,__label__1
Hold SBI; may touch Rs 2800-2900: Gorakshakar,__label__1
"SBI Q1 net profit up 25% at Rs 2914 cr, beats estimates",__label__1
Sell State Bank of India: Anand Rathi Securities,__label__1
SBI raises prime lending rate,__label__1
SBI an underperformer: Karvy Stock Broking,__label__2
SBI target at Rs 3200-3400: Thacker,__label__2
"Stay with SBI, says Rajesh Jain",__label__2
SBI will raise capital during Q4FY11,__label__2
SBI to issue shares for State Bank of Indore shareholders,__label__2
Bank of India can move to Rs 515-520: Mohindar,__label__1
State Bank of Mysore to raise Rs 500 crore via rights issue,__label__1
Stay with SBI: Choksey,__label__2
Short SBI with Rs 2800 stoploss: Jai Bala,__label__1
SBI can test Rs 3100: Manish Shah,__label__2
Buy SBI on dips: Anu Jain,__label__2
SBI gets okay for retail bond sale,__label__2
In talks with RBI to restructure loans to airlines: SBI,__label__2
Seth bullish on the PSU banking space,__label__1
Bank of India loans to airlines under Rs 40 bn,__label__1
Buy DLF 320 put: VK Sharma,__label__1
Buy State Bank of India: ICICI Securities,__label__2
SBI can touch Rs 3250-3300: Pandey,__label__2
SBI has target of Rs 3250-3300: Thacker,__label__2
Buy Banking stocks on dip: Deshmukh,__label__2
Banking will continue to go up: Gujral,__label__2
Financial closure done for AP power unit: Madhucon Projects,__label__2
SBI to remain in Rs 3160-3040 range: Thacker,__label__2
SBI can add Rs 100-150 from current level: Baliga,__label__2
See upside in SBI: Satish Betadpur,__label__2
SBI has target of Rs 3550: Gujral,__label__2
State Bank of India an outperformer: Sukhani,__label__2
"Book profit in SBI, ICICI Bank: Bhambwani",__label__2
Buy SBI 3150 Call around Rs 50: VK Sharma,__label__2
SBI seeks Sebiï¿½s nod to launch retail bond issue ,__label__2
SBI can go upto Rs 3400: Gujral,__label__2
Bet on banking stocks with short term: Mohindar,__label__1
Next target on SBI at Rs 3500: Gujral,__label__1
"Exit SBI, says Radhika Gupta",__label__1
"Suresh Mahadevan positive on SBI, PNB",__label__1
Banks can sell loans to one another: SC ,__label__2
See upside in banking sector: Mahtani,__label__2
Ispat's lenders seek to convert Rs 932cr loan to equity,__label__2
State Bank of India can move up 5-6%: Karvy Stock Broking,__label__2
SBI to launch retail bond issue in October,__label__2
State Bank of India Sept qtr PAT seen at Rs 3031 cr: Angel,__label__1
SBI Sept qtr PAT seen up by 20.9% at Rs 3011 cr: Sharekhan,__label__1
Buy SBI on correction: Rajesh Jain,__label__2
State Bank of India Sept qtr PAT seen at Rs 2968.1 cr: MOST,__label__2
Book partial profits in SBI: Sekhar,__label__2
SBI's retail bond issue 17.3 times subscribed,__label__2
SBI bond issue oversubscribed 17 times,__label__2
"Short SBI, says Siddharth Bhamre",__label__2
Hold PSU banks: Seth,__label__1
"Hold banking, pharmaceuticals, FMCG stocks: Seth",__label__1
Don't take a fresh position in SBI: Panda,__label__2
Expect more that 15-20% return in SBI: Rajesh Jain,__label__2
Credit growth for PSU banks a concern: Karvy,__label__2
Buy SBI on declines: Anu Jain,__label__2
No reason why India cannot grow at 8-8.5%: OP Bhatt,__label__1
"Contractor, Chaudhuri likely to be shortlisted for SBI MD",__label__2
Harihar bullish on public sector banks,__label__2
Buy SBI on dips: Phani Sekhar,__label__2
SBI Q2 cons net profit down 23% at Rs 2364 cr,__label__2
"Buy SBI on dips, says Anu Jain",__label__2
SBI eyes $100m bank buy in Indonesia,__label__2
SBI Q2 net profit seen up 19.32% at Rs 2970.99 cr,__label__2
Reduce State Bank of India; target of Rs 3000: Emkay,__label__1
"SBI continue to perform, says Vaibhav Agrawal",__label__1
Buy SBI on dips: Thacker,__label__1
Hope to keep net interest margins over 3.2%: SBI,__label__1
SBI likely to make bond issue in Jan,__label__1
Gupta bearish on telecom space,__label__1
Hold State Bank of India: Bhambwani,__label__1
"State Bank of India reports Rs 19,808.10 cr profit for quarter ended Sep 2010",__label__1
Room for further correction in SBI: Dilip Bhat,__label__1
Hold SBI; target of Rs 3420: KRChoksey,__label__2
Accumulate SBI; target of Rs 3484: Prabhudas Lilladher,__label__2
Sandeep Bhatia remains negative on Bharti Airtel,__label__2
SBI rights issue decision in 15 days: R Gopalan,__label__2
Avoid banking stocks: Thacker,__label__2
Buy SBI on correction: SP Tulsian,__label__2
Road show for Euro bonds next week: O P Bhatt,__label__2
SBI has support at Rs 3000: Thukral,__label__2
"Thacker bullish on ICICI Bank, SBI",__label__2
"Don't see major impact from exposure to MFIs, 2G: SBI",__label__2
Buy SBI: Rajesh Jain,__label__2
Bull's Eye: Stocks to buy today,__label__2
"Invest in SBI, HDFC, says Phani Sekhar",__label__1
SBI may come down by Rs 100-150: Dilip Bhat,__label__1
SBI forex bond likely at 230 bps above Euribor: Sources,__label__1
SBI has target of Rs 3075: Rajesh Jain,__label__1
Bull's Eye: Stocks to buy today,__label__1
Accumulate banking stocks: Seth,__label__2
"Accumulate HDFC Bank, says Manish Shah",__label__2
SBI has resistance at Rs 3060: Mohindar,__label__2
"Prefer SBI, ICICI Bank: Sudhanshu Pandey",__label__2
Bribery scandal not to impact realty loans: SBI,__label__2
"Buy SBI, says Deven Choksey",__label__2
SBI can test Rs 3750: Rajesh Jain,__label__2
Bull's Eye: Stocks to buy today,__label__2
"Buy SBI, says SP Tulsian",__label__2
Vijaya Bank looks cheap amongst PSU banks: Tulsian,__label__2
Buy banking stocks on dips: Dhawan,__label__2
Will CB Bhave get an extension?,__label__2
"SBI hikes deposit rates, gets new CFO",__label__2
"Thacker bearish on SBI, Punjab National Bank",__label__2
Enter SBI around Rs 2900-2950: Shardul Kulkarni,__label__2
SBI to raise deposit rates from Dec 7,__label__2
Buy SBI; target of Rs 3150: Aditya Birla Money,__label__2
"Enter ICICI Bank, SBI on dips: Mohindar",__label__2
"Exit SBI, says Radhika Gupta",__label__2
Malkani bullish on IDBI bank,__label__1
State Bank of India has support at Rs 2770: Bhambwani,__label__1
Rights issue in advanced stage of clearance: SBI,__label__1
SBI can fall another 12-14%: Baliga,__label__1
"SBI, ICICI Bank may slip 3-5%: Mohindar",__label__2
State Bank of India an underperformer: Karvy Stock Broking,__label__2
Buy banking stocks on decline: Baliga,__label__2
SBI may slip to Rs 2650: Mohindar,__label__2
"Buy SBI, says Rajesh Jain",__label__2
Stay away from smallcap banks: Ajay Srivastava,__label__2
IOB may go upto Rs 151-157: Manghnani,__label__2
Buy SBI on dips: Hemant Thukral,__label__2
SBI may see 5-8% downside: Mohindar,__label__2
Delay in SBI rights issue due to quantum of funds: Bhatt ,__label__2
"Exit SBI, says TS Harihar",__label__1
SBI can go upto Rs 3180-3200: Thacker,__label__1
Go long in SBI: Bhamre,__label__2
Accumulate State Bank of India at Rs 2700-2750: Dhawan,__label__2
Buy State Bank of India: Thacker,__label__2
SBI has resistance at Rs 2780: Gupta,__label__2
"ICICI Bank, IDBI Bank look attractive: Choksey",__label__2
"HDFC Bank, SBI may see 4-5% bounce: Thacker",__label__2
FM clears Pratip Chaudhuri as next SBI chairman: Sources,__label__2
Top picks for 2011: Jain,__label__2
Buy SBI on declines: Kunal Bothra,__label__2
"Grit, Guts and Gumption: How SBI transformed itself",__label__2
SBI increases prime lending rate by 25 bps,__label__2
State Bank of India revises base rate to 8.00% from 7.60%,__label__2
SBI has target of Rs 2950-3000: Thacker,__label__2
Be cautious on SBI: Mohindar,__label__2
"SBI may slip further, below Rs 2670-2640: Bala",__label__1
Banking sector: Q3 results preview and expert picks ,__label__2
SBI target at Rs 2580: Thacker,__label__2
"See 5-6% pullback in SBI, ICICI Bank: Vora",__label__1
Bull's Eye: Stocks to buy today,__label__1
SBI Dec qtr PAT seen up 18% at Rs 2915cr: KRChoksey,__label__1
"Banks, telcos partner for greater rural reach",__label__2
SBI Dec qtr PAT seen up 17.4% at Rs 2911cr: Angel,__label__2
SBI denies searches by CBI in 2G case,__label__2
Bharti Airtel to launch 3G services 'very soon',__label__2
"Bharti, SBI to invest $22 mn in mobile banking JV",__label__2
SBI has strong support at Rs 2530-2570: Sharma,__label__2
Buy SBI between Rs 2475-2450: Baliga,__label__2
Buy SBI; target of Rs 3140: Fairwealth Securities,__label__1
"Hold SBI, says Amit Khurana",__label__2
"Book profits in SBI, says Baliga",__label__2
"SBI, Axis Bank looks attractive: Mohindar",__label__2
SBI has support at Rs 2560: Gupta,__label__2
India to pay for Iranian crude through German bank,__label__2
SBI has resistance at Rs 2680-2700: Kulkarni,__label__1
"Prefer SBI, ICICI Bank, says Hemang Jani",__label__1
SBI rights issue unlikely this fiscal: Report,__label__1
SBI has target of Rs 2880-2890: Thacker,__label__2
SBI to open 50 more branches in Gujarat by fiscal-end,__label__1
Buy State Bank of India: Kapadia,__label__2
Want retail investors to enter bond market: SBI,__label__2
Axis Bank launches zero balance account for Indian Army,__label__2
Top picks stocks: Mitesh Thacker,__label__2
SBI has very strong resistance at Rs 2900: Mohindar,__label__1
Prefer largecap banking stocks: Kulkarni,__label__1
SBI plans merger of 5 associate banks in 18 months,__label__1
Decision on Harshad Mehta scam fund on Friday: Govt sources,__label__2
Rights issue to augment capital: Bank of Bikaner & Jaipur,__label__2
SBI looks expensive: Radhika Gupta,__label__2
Budget 2011 - development oriented: OP Bhatt,__label__2
Accumulate banking stocks: Dhawan,__label__1
"L&T, BHEL look good, says Hemen Kapadia",__label__1
Buy SBI between Rs 2500-2600: Sajiv Dhawan,__label__1
SBI's rights issue likely early-next fiscal: Bhatt,__label__1
"SBI eyes buys, overseas expansion: Source",__label__1
Plan to expand capacity by 3 million tonne ahead: JSW Steel,__label__1
Three PE firms to invest in GMR Airport: Report,__label__1
Seth positive on banking stocks,__label__2
Kapadia`s view on State Bank of India,__label__2
Banking a safer sector: Mohindar,__label__1
SBI can touch Rs 3500: Rajesh Jain,__label__1
Capital adequacy was more than 13% before QIP: Canara Bank,__label__1
RIL loses top spot to Tata as best Indian brand ,__label__2
Sell SBI March Future; target of Rs 2550: IIFL,__label__2
"Bala`s view on ICICI Bank, State Bank of India",__label__1
SBI retail bond issue leaves retail investors in cheerful mood,__label__1
SBI unions oppose move to merge associate banks,__label__2
ICICI Bank can touch Rs 1100: Bothra,__label__2
SBI mulling to raise up to $5 bn bonds: Report,__label__2
SBI planning rights issue after Q1 FY12,__label__1
"SBI, ICICI Bank can gain 3-4% from current levels: Mohindar",__label__1
SBI opens affordable housing loan cell,__label__1
Buy Yes Bank on declines: LKP,__label__1
"Thacker bullish on SBI, ICICI Bank, Axis Bank",__label__2
"India Infoline bullish on HDFC Bank, LIC Housing Fin",__label__2
BoB's Mallya to take over as IBA Chairman from April 1,__label__2
SBI may come down to Rs 2700: Bhamre,__label__2
Advani`s view on banking space,__label__2
Buy Banking stocks on dip: Kulkarni,__label__2
L&T Metro achieves financial closure for Hyd project,__label__2
Kingfisher allots 5.7% stake to SBI,__label__2
SBI Mar qtr PAT seen up at Rs 2843.4 cr: Unicon Investment,__label__2
No solution yet to Iran oil fund row: SBI source,__label__1
"Buy Axis Bank, Yes Bank on decline: Rakesh Gandhi",__label__1
SBI-led consortium picks up about 23.3% stake in Kingfisher,__label__1
"Buy SBI on dips, says Mohindar",__label__2
Tata Motors tiesup with SBI for channel financing,__label__2
"SBI hikes lending rates by 25 bps, loans to become costlier",__label__2
Kapadia`s view on State Bank of India,__label__2
SBI withdraws teaser home loan plan with effect from May 1,__label__2
Buy SBI; target of Rs 2880: Aditya Birla Money,__label__2
IndusInd Banks' gross yields one of highest among peers,__label__2
"Buy SBI, says Amit Gupta",__label__2
Banks seen issuing upto $9bn overseas bonds in 2011: Nomura,__label__2
"JPMorgan, Credit Suisse upgrade SBI ",__label__2
SBI can touch Rs 3000-3100: Manghnani,__label__2
Experts analyze impact of new provisioning norms on banks,__label__2
Mohindar bullish on midcap banks,__label__2
SBI has target of Rs 3150-3200:  Mithil Pradhan,__label__2
"SBI, ICICI Bank may underperform the market: V Kapoor",__label__2
SBI has support at Rs 2680: Bothra,__label__2
SBI has support at Rs 2640-2650: Mohindar,__label__2
"Morgan Stanley downgrades SBI, PNB on margin pressure",__label__2
Kapadia`s view on banking stocks,__label__1
"Credit growth is likely to moderate, says SBI",__label__1
Buy SBI with target of Rs 2800: Rajesh Jain,__label__1
Buy banking stocks on decline: Choksey,__label__2
Mohindar`s view on banking space,__label__1
Buy SBI on dips: Baliga,__label__1
SBI has target of Rs 2480-2460: Amit Gupta,__label__1
SBI hikes lending rates by 75 bps,__label__1
See 40-50% sales in 1st year new project: Puravankara,__label__2
What prompted SBI to hike its lending rates sharply?,__label__2
SBI is playing catch-up: CFO,__label__2
Buy banking stocks: Dhawan,__label__1
SBI to raise $3-$4bn offshore this year; cuts loan outlook,__label__1
"Lending, deposit rate hike in-line with market: HDFC Bank",__label__1
HDFC Bank hikes lending rates by 50-55 bps,__label__1
Cabinet approves FDI of $200m for GMR Airports,__label__1
SBI Q4 PAT seen up 59% at Rs 2963 cr ,__label__1
"PSBs on hiring spree,to recruit 45000 personnel in FY12",__label__1
Expect some deceleration in loan growth ahead: SBI,__label__2
Irani`s view on SBI,__label__2
Book profits in Bank of Baroda: Manghnani,__label__2
SBI may slip to Rs 2200: Manghnani,__label__2
SBI's operational numbers are disappointing: Macquarie,__label__2
SBI post Q4 results: How to play the stock now,__label__2
Prefer private sector banks: Jagdish Malkani,__label__2
SBI declares dividend at Rs 30 per share,__label__2
SBI Q4 PAT dips on higher provisions,__label__2
"Hold SBI, says Sharmila Joshi",__label__2
No decision yet on deferring SBI rights issue: Sources ,__label__2
SBI may defer $4.5bn rights share sale: Report,__label__2
Datta`s view on SBI,__label__1
"TCS, HDFC named India's best managed companies",__label__1
"Emkay's view on SBI, JP Power, JSW Steel results",__label__1
SBI may slip to Rs 2000: Mithil Pradhan,__label__1
SBI has target of Rs 2000: Morgan Stanley,__label__1
See significant provisioning in next 2 quarters: SBI,__label__1
Buy SBI; target of Rs 2842: Angel Broking,__label__2
State Bank of India rating unaffected: S&P,__label__2
Accumulate SBI; target of Rs 2726: P Lilladher,__label__2
"Thukral's view on SBI, ONGC",__label__2
IL&FS Group arm achieves financial closure for 5 projects,__label__2
Reliance Ind has good support at Rs 875- 900 mark: Baliga,__label__1
SBI may slip to Rs 2138: Salil Sharma,__label__1
Mehta Equities negative on State Bank of India,__label__1
ONGC has support at Rs 265-260: Manghnani,__label__1
SBI has target of Rs 2365: Gaurang Shah,__label__1
SBI has support at Rs 2200: SP Tulsian,__label__2
Bank of India board OKs fund raising via share sale,__label__1
SBI may slip to Rs 2000-2100: Emkay,__label__1
Bank of Baroda a safer bet: PN Vijay,__label__1
Kotak Mahindra Bank hikes deposit rates by 50-75 bps,__label__1
"Radhika Gupta upbeat on Axis Bank, SBI",__label__2
Khurana negative on SBI,__label__2
Khurana positive on Punjab National Bank,__label__2
SBI has support at Rs 2000: LKP,__label__2
Religare Securities bearish on SBI,__label__2
SBI has strong support at Rs 2100-2150: Kapadia,__label__2
SBI can test Rs 2050-2000: Chaturmuhta,__label__2
Thukral's view on banking space,__label__2
"Hold State Bank of India, says Rajesh Jain",__label__2
BoI hikes retail deposit rates by 25-75 bps for 2-8 years,__label__2
Buy State Bank of India: Sanjeev Prasad,__label__2
Invest in SBI: Sharmila Joshi,__label__1
Enter SBI at around Rs 1900-2000: Anand Rathi,__label__1
SBI may slip to Rs 2180: Mohindar,__label__1
Banking stocks may slip: Bala,__label__1
Bandyopadhyay`s view on banking sector,__label__1
SBI may touch Rs 3000: Rajgarhia,__label__1
"Lower growth, shakeout await microfinance firms",__label__1
What is Angel Broking's call on SBI post rights issue news?,__label__1
"SBI, ICICI Bank top picks in banking space: Vora",__label__1
Govt to infuse Rs 12k cr in SBI's Rs 20K cr rights issue,__label__1
SBI commercial branch premises inaugurated in Guntur,__label__2
"Sushil Kedia`s view on RIL, SBI",__label__2
SBI has support at Rs 2170-2200: Bhamre,__label__2
Buy SBI on decline: Natarajan,__label__2
SBI a good bet from long term perspective: PN Vijay,__label__2
"Avoid SBI, says Rajesh Jain",__label__2
SBI still look weak: Jai Bala,__label__1
HDFC sees 20% annual loan growth,__label__1
Nothing wrong with SBI opting for more provisions: Gopinath,__label__2
Hold SBI: Salil Sharma,__label__2
SBI credit growth may be 16-19% this fiscal: Chaudhuri,__label__2
Rs 15 lakh missing from SBI vault,__label__2
SBI has intraday target of Rs 2225: Jain,__label__2
Bull's Eye: Stocks to buy today,__label__2
No 'clarity' but SBI sees rights issue through by March '12,__label__2
