Headlines,Labels
"will move out of villages where there be no recovery, say bharat financial",0
"buy indusind bank, voltas; sell sail: kunal saraogi",1
"buy indusind bank, reliance industries: sudarshan sukhani",1
buy indusind bank; target of rs 325: p lilladher,1
indusind bank: update on outcome of agm,1
"axis bank, indusind bank, kotak bank top picks: thakkar",1
"buy indusind bank, say sudarshan sukhani",1
indusind bank inaugurate a new branch at jamshedpur,1
"indusind bank meet forecast, q1 net rise 26% to rs 421 cr",1
short indusind bank; target of rs 249: bothra,0
accumulate indusind bank; target of rs 1889: kr choksey,0
"sell indusind bank, bank of india: sudarshan sukhani",0
like private banks; sbi top pick: r sreesankar,0
"prefer upl, see 5-7% upside: anu jain",0
"buy hdfc bank, indusind bank, kotak bank: sudip bandopadhyay",0
"buy indusind bank, jsw steel, sun pharmaceutical industries: rahul shah",1
indusind bank declare dividend at rs 2 per share,1
"prefer icici bank, sbi; positive on satin credit care: iifl",1
here be top 10 stock to keep an eye on march 13,1
"buy indusind; asset quality, nims good: religare cap",1
look at kotak mahindra bank: ck narayan,1
fiis need rbi nod to buy further share in indusind bank,1
"ts harihar negative on psu banks, positive on private bank",1
key things to watch for indusind bank q3,1
"news highlight of the day: shia waqf board call for temple in ayodhya, mosque in lucknow",1
prefer yes bank & axis bank over indusind: sp tulsian,1
"expect 20% return in hdfc bank, indusind: ubs",0
buy indusind bank; target of rs 500: motilal oswal,1
"bull's eye: buy indusind bank, balmer lawrie, concor, tata elxsi",0
"indusind bank q3 profit up 29% to rs 751 cr, nii jump 34%",1
indusind bank a good bet: pn vijay,1
hold indusind bank; target of rs 976: arihant capital,1
rbi may not increase age limit for bank ceos over 70 years: report,1
"sell idea, m&m, tata motors; buy kesoram: ashwani gujral",0
"buy indusind bank on dips, advise ambareesh baliga",0
"buy indusind bank, mindtree, ultratech cement: yogesh mehta",0
indusind bank q1 net rise 42% on other income and nii,1
"indusind bank's q2 result on oct 09, 2015",1
indusind bank qip issue open on nov 26,1
"sell dabur, apollo tyres; buy concor, aptech, future consumer: mitessh thakkar",1
ashok leyland sell stake worth rs 299 crore in indusind bank,1
"exit uco bank, say ashu madan",0
hdfc bank cut base rate and bplr by 20 bps,1
"buy indusind bank, advise sudarshan sukhani",1
buy indusind bank; target of rs 2050: icici direct,1
bank margins to come under pressure in 1hfy2013: angel,1
sudarshan sukhani prefer indusind bank,1
"indusind bank rise 6%, analysts upbeat post q3 result",1
"buy indusind bank with target rs 2,248: anandrathi",0
"icici bank look weak, sell motherson sumi: rajat bose",1
"hold indusind bank, may test rs 1145: gaurang shah",1
"pick kotak mah bank, indusind bank: sp tulsian",1
dcb look attractive: mehraboon irani,1
"indusind bank q3 beat forecast, net up 30% but npa rise",1
indusind bank q2 pat see up 40% at rs 186 cr,1
"hold yes bank, see level of rs 1500-1600: vijay chopra",1
indusind bank q3 net up 30% on higher interest income,1
npa issue in bank far from over; better mechanism needed: pros,0
indusind bank recommend dividend,1
"short icici bank, target rs 236, like sbi: rajat bose",0
pn vijay bullish on indusind bank,0
here be why sp tulsian bet on bank stock,1
"manish shah bearish on axis bank, icici bank",0
"indusind bank meet forecast, profit up 29% at rs 447 cr",1
induslnd bank open three new branch in vadodara,0
"buy yes bank, indusind bank, hdfc bank on dips: ashwani gujral",0
indusind bank to allot equity share to qibs,1
"wipro can climb to rs 490, by cadila healthcare on dips: gaba",1
buy indusind bank: rakesh gandhi,0
"buy motherson sumi systems, indusind bank: hemen kapadia",1
indusind bank q4 net up 25% at rs 620 cr; npa rise slightly,1
bank asset quality concern to persist in q3fy13 result,1
buy indusind bank; target of rs 1278: reliance securities,1
"q3 results: review of indusind, bk, lic housing, jsw energy",1
buy indusind bank; target of rs 1734: edelweiss,1
buy indusind bank: sudarshan sukhani,1
"sell indusind bank, titan industries: sp tulsian",1
indusind bank share sale raise usd 250 million,1
"buy indusind bank, say tulsian",1
"short divis lab, buy indusind bank: rahul shah",1
book profit in indusind bank: sukhani,1
"prefer yes bank, indusind bank: ajay srivastava",0
"buy indusind bank, havells india, axis bank: ashwani gujral",1
"prefer axis bank, hdfc bank, yes bank, indusind bank: bhat",1
indusind bank q2 net profit rise at rs 133 cr,1
indusind bank have target of rs 320-325: thacker,1
hold indusind bank: target of rs 650: emkay,1
any decline in indusind share a buy opportunity: iifl,1
buy indusind bank; target of rs 1400: axis direct,1
"buy hdfc, axis bank, indusind bank, maruti suzuki: gujral",1
accumulate indusind bank; target of rs 1050: p lilladher,0
bank stock result preview for q3fy12: krchoksey,1
indusind bank may touch rs 445-450: kunal bothra,1
"bull's eye: buy sks micro, bharat forge, havells, marico, ioc",1
"after recent drubbing, here€™s how you could trade your banking, nbfc stock",1
"indusind bank to raise upto rs 2,000cr via bond and ncd",0
"buy indusind bank, advise sudarshan sukhani",0
"short ceat, ncc, hindalco, indusind bank: ashwani gujral",1
prefer indusind bank: sudarshan sukhani,1
"short indusind bank, say sukhani",1
indusind bank q1 net profit up 31% at rs 236 cr,1
"short l&t, indusind bank; go long in kotak bank: siddarth bhamre",1
"indusind bank q4 profit see up 27%, loan growth may be healthy",1
"buy nbcc; sell maruti, indusind bank: rajat bose",1
hold indusind bank; target of rs 475: sushil finance,0
indusind bank q2 net profit up 130.9% at rs 77.8 cr,1
"buy indusind bank, escorts, exide: joshi",1
"banks' q1 earn to be hit by higher npa provisions, low credit growth: analysts",1
buy indusind with a target of rs 550: sbicap sec,1
check out: super six stock for december 12,1
"short yes bank, indusind bank: sukhani",0
buy indusind bank 570 call: vk sharma,1
"lupin, indusind bank, yes bank best bets: malkan",1
"buy tcs, indusind bank, bpcl: sudarshan sukhani",0
"buy indusind bank, m&m finance: mitessh thakkar",1
"buy yes bank, indusind bank; like icici bank: devang mehta",0
buy indusind bank: sukhani,1
hold indusind bank; target of rs 1000: icicidirect,0
electracard service ties-up with indusind bank,0
"sell indusind bank, bharat forge, arvind: paras bothra",0
"buy indusind bank, hpcl, jsw steel: ashwani gujral",1
6 trade stock for short term gain,1
"sp tulsian€™s view on godrej cons, coal india & pvt, psu bank",0
"bull's eye: buy pnb gilts, unitech, century; short rcomm",1
"indusind raise rs 2,000 cr via qip issue",1
"prefer hdfc bank, say prakash gaba",1
15 stock ideas for 2013: nirmal bang,1
indusind bank may test rs 380-385: hemant thukral,1
"buy, sell or hold: 9 stock that analysts be bullish on",1
"buy yes bank, indusind bank, axis bank on dip: sukhani",1
"accumulate axis bank, hdfc bank, indusind bank: bhatnagar",0
6 trade stock for short term gain,1
indusind bank q4 nii see up 17% at rs 454.5 cr,1
"buy m&m, nmdc, indusind bank: sudarshan sukhani",1
indusind bank q2 net may grow 25% at rs 312cr: p lilladher,1
"sell sun tv, indusind bank: rajat bose",1
"buy havells india, icici bank, indusind bank: ashwani gujral",1
"hold kotak mahindra bank, indusind bank: rahul mohindar",1
indusind bk in talk with bank for $750 m share sale: srcs,1
"buy indusind bank, target rs 2248: anandrathi",0
buy indusind bank; target of rs 1560: edelweiss,1
"buy yes bank, indusind bank: ashwani gujral",1
"remain invest in voltas, say gaurang shah",1
"it ministry, uidai ask bank to move to aadhaar pay by march end",0
indusind bank exposure to gitanjali gems in 'small' 2-digits,0
hold indusind bank; target of rs 176: arihant capital,1
"go long in indusind bank, may test rs 1020: uttekar",0
hold indusind bank; target of rs 750: sushil finance,1
"indusind bank to raise rs 1,000 cr via basel iii bond",1
buy indusind bank for long term: pn vijay,1
nims should improve on asset mix rebalance in h2: indusind,0
indusind bank: outcome of board meet,1
"buy indusind bank, l&t, jain irrigation systems: ashwani gujral",1
indusind bank can go upto rs 85: m thacker,0
indusind bank can touch rs 342: iifl,0
private bank to post healthy earn growth in q3fy13,1
buy indusind bank with a target of rs 418: parikh,1
indusind bank sign mou with hdfc to sell home loan,1
buy indusind bank; target of rs 1350: icici direct,1
buy indusind bank; target rs 485: nirmal bang,1
lakshmi vilas bank raise deposit rat by 1%,1
"indusind bank appoint arun khurana as head, global mkts",0
"look at pidilite industries, kotak bank: saurabh mukherjea",1
"buy indusind bank, city union bank, cummins: kapur",1
"buy indusind bank, bharat financial inclusion: mitessh thakkar",1
hold indusind bank; target of rs 650: emkay,1
"roy bullish on icici bank, hdfc bank, yes bank",1
bharat financial trade volumes surge on indusind deal buzz,0
"positive on cholamandalam finance, m&m finance and shriram transport finance: prabhudas lilladher",1
why equirus securities be bet on these 8 stock,1
"indusind banks's 23rd agm will be hold on july 26, 2017",0
"tulsian's take on construction cos, zee, rbl bank & other stock",1
"buy interglobe aviation, pc jeweller, ahluwalia contracts, indusind bank: ashwani gujral",1
six in 60: six stock one need to keep an eye on,1
"indusind bank, nmdc mix on inclusion in nifty",1
"news highlight of the day: after trump tweet, pakistan say make 'unmatched sacrifices' in war on terror",0
indusind bank can test rs 235: iifl,1
buy indusind bank; target rs 315: prabhudas lilladher,1
indusind bank can test rs 320: madhumita ghosh,1
"invest in indusind bank, say deven choksey",0
prefer largecap bank stocks: devang mehta,1
buy indusind bank; target of rs 1900: motilal oswal,1
"prefer yes bank, indusind bank, hdfc bank: anand tandon",0
indusind bank €“ long-term strategy intact; stock fully price,1
"lupin, infosys, indusind bank look interesting: most",0
"short just dial; buy indusind bank, ntpc, arvind: ashwani gujral",1
houseviews: four stock that need your attention,0
accumulate indusind bank; target of rs 2033: kr choksey,1
sell bank of india; prefer indusind bank: pankaj jain,1
indusind bank q3 pat see up 32% yoy to rs 272 cr,1
positive on private sector banks: dipan mehta,0
"sell indusind bank, advise sudarshan sukhani",1
"sell indusind bank, dcb bank, cipla: mitesh thacker",0
buy indusind bank; target rs 460: icicidirect.com,1
"hdfc bank can slip to rs 1200, power grid may hit rs 204: gupta",1
buy indusind bank; target of rs 493: firstcall research,1
icici bank number may surprise the market: tulsian,1
indusind bank may test rs 710: rahul shah,1
"buy indusind bank, rel infra, ashok leyland: ashwani gujral",0
remain invest in indusind bank: sukhani,1
indusind bank may come down to rs 230: jai bala,1
"buy infosys; sell jet airways, indusind bank: ashwani gujral",1
indusind bank have support at rs 174: gujral,0
buy indusind bank; target of rs 325: p lilladher,0
accumulate indusind bank; target of rs 2033: krchoksey,1
hold indusind bank; target of rs 1292: arihant capital,1
why prabhudas lilladher be bullish on these stock,1
"bull's eye: short jet airways, abg ship; buy titan, nmdc",0
"buy mcleod russel, upl; sell hdil: ashwani gujral",0
"buy indusind bank, bharat forge; sell beml: ashwani gujral",1
"short indusind bank, advise shardul kulkarni",1
sell divis labs on rally; chennai petro may test rs 360: gujral,1
"sell indusind bank; buy dr reddy's labs, dish tv: gaurav bissa",0
"buy indusind bank, bajaj finance, tata chemicals; sell acc, glenmark pharma: sudarshan sukhani",1
check out: top trade pick by market experts,0
"buy indusind bank, m&m financial, itc; sell hcl tech: gujral",1
"indusind bank standalone september 2018 net interest income (nii) at rs 2,203.28 crore, up 20.99% q-o-q",1
buy indusind bank; target of rs 1110: icicidirect,1
"buy yes bank, indusind bank: sandeep j shah",0
south indian bank a good long term bet: angel broking,0
"buy indusind bank, bajaj auto, hero motocorp: sudarshan sukhani",1
indusind bank €” no derailment but divergence point to higher scrutiny from rbi,1
indusind bank q1 net profit see up 24.85% at rs 108 cr,1
bharat fin not eye a bank licence now: ph ravikumar,0
"vayalar positive on jindal steel, hindalco, indusind bank",1
buy indusind bank; target of rs 1971: hdfc securities,1
6 stock likely to see lot of action today,1
indusind bank may slip to rs 320-330: sukhani,0
accumulate indusind bank; target of rs 371: skp securities,1
"buy indusind bank, hdfc, ajanta pharma: ashwani gujral",0
"sell kotak mah bank, axis bank, indusind bank: ashwani gujral",1
"cautious on rcom; bullish on icici bank, indusind: pn vijay",0
"indusind bank allot 211,339 share under esos",1
"prefer axis bank, indusind bank: parag thakkar",1
"top buy and sell ideas by ashwani gujral, sudarshan sukhani, mitessh thakkar for short term",0
"hold indusind bank, say jagannadham thununguntla",1
mahindra's automotive sector tie up with indusind bank,1
positive on indusind bank: deven choksey,1
"bull's eye: buy indusind bank, nhpc, sks micro, pfc",1
indusind bank open new branch in indore,0
"buy ultratech cement, indusind bank, torrent pharma: wagle",1
indusind bank to acquire royal bank of scotland's diamond & jewellery finance biz in india,1
"look at hdfc bank, dcb bank: ambareesh baliga",1
"buy ajanta pharma, indusind bank, arvind: chandan taparia",1
indusind bank plan to open 120 branch in fy11,1
"buy indusind bank, raymond, cesc; hold yes bank: ashwani gujral",1
"exit rana sugars, prefer private sector banks: gaurang shah",1
"buy bharti airtel, hdil, ajanta pharma: ashwani gujral",1
foreign investors can buy more share in indusind bank,0
"buy sbi, say amit gupta",1
top chart pick for december 28,1
"indusind bank q3 result on jan 13, 2015",1
"sell pnb, indusind bank, hindalco industries, yes bank; buy jubilant foodworks, tata elxsi: ashwani gujral",0
plilladher stock bet this q1 earn season,1
indusind bank q2 net profit see up 58.64% to rs 53.4 cr,1
here be a few investment ideas from prakash diwan,1
which 11 stock be uljk securities put money on?,1
"sell bpcl; buy sbi, axis bank on dips: ashwani gujral",1
buy indusind bank; target of rs 1143: kr choksey,1
"indusind bk raise rs 5,081-cr via qip, preferential issue",1
"loan growth should remain in mid-20s: romesh sobti, indusind bank",1
"cost of fund down, net interest margin to expand: indusind",1
buy indusind bank; target of rs 714: icicidirect,1
accumulate indusind bank; target of rs 1070: p lilladher,1
buy indusind bank; target of rs 1900: icici direct,1
"indusind bank, hdfc bank, sks micro top bets: rahul arora",1
"indusind bank dec '12 nii at rs 1,800.49 crore",1
look at indusind bank: rahul mohindar,1
buy indusind bank at rs 82-83: m thacker,1
"hold indusind bank, say mahantesh sabarad",1
"indusind bank, bharat financial board likely to meet next week to finalise merger, say romesh sobti",1
buy indusind bank; target of rs 2080: edelweiss,1
"prefer icici bank, axis bank, say ajay bodke",1
"buy indusind bank, hindustan unilever, larsen & toubro: ashwani gujral",0
indusind bank q4 pat see up 13.5% to rs 349 cr: poll,0
"prefer hdfc bank, axis bank, indusind bank: baliga",0
6 trade bet that can fetch you handsome return,1
"buy, sell, hold: 5 stock be on analysts€™ radar on march 21, 2018",1
"prefer indusind bank, hdfc bank: ambareesh baliga",0
"keep sbi, icici bank, hdfc bank in portfolio: r sreesankar",1
hold indusind bank; target of rs 234: asit c. mehta,1
indusind bank finalise sumant kathpalia as new md & ceo,1
"short indusind bank, bpcl; buy bharat forge: rahul shah",0
will update on target price for indusind bank post quarter: edelweiss sec,1
indusind bank q2 profit may jump 25% to rs 412 cr: poll,0
buy indusind bank; target of rs 2248: anand rathi,1
bank to post 15-20% earn growth in q1: nirmal bang,1
indusind bank open new branch at new delhi,1
"indusind bank allot 63,354 share under company's esos",0
"hold indusind bank, say gaurang shah",0
"indusind bank q4 profit jump 25%, asset quality improve",1
indusind bank may come down to rs 400-405: sp tulsian,1
indusind bank may lose rs 10-15 from current level:sukhani,0
hold indusind bank; target of rs 1875: arihant capital,1
check out: short term trade ideas by market experts,1
indusind bank q3 pat see up 30% at rs 451cr: motilal oswal,1
indusind q3 npa jump sign of things to come?,1
indusind bank q4 pat fall 62% to rs 360 crore,1
"buy ultratech cement, tata chemicals: mitessh thakkar",1
go long in indusind bank 840 put: gaurav bissa,0
bull's eye: 12 buy ideas for the day,1
"bull's eye: buy voltas, amara raja; short lic house",1
"buy indusind bank, sell hindalco industries below rs 186: mitessh thakkar",1
6 trade bet that can fetch you handsome return,0
buzz karnataka bank: what lift investors' mood,1
hold indusind bank; target of rs 1720: arihant capital,1
"buy indusind bank, say anu jain",1
"pick aurobindo pharma, tech mahindra: prakash gaba",0
"indusind bank q2 beat estimates; profit, nii jump over 30%",1
ten stock to watchout for as mkt hit new highs,1
indusind bank sign mou with indian army,1
"buy icici bank, tata motors: yogesh mehta",1
indusind bank have support at rs 220: mehta,1
"indusind bank may test rs 965, hdfc bank rs 1075: prakash gaba",1
indusind bank can touch rs 305-310: thacker,1
"indusind bank post 23% rise in q1fy19 net profit at rs 1,035.7 crore",1
"buy tata motors, indusind bank: manas jaiswal",0
"buy indusind bank, say thunuguntla",1
indusind bank select calypso for full front-to-back office treasury solution,1
hold indusind bank; target of rs 1020: edelweiss,1
indusind bank €“ as steady as it get,1
check out: super six stock for august 29,0
indusind bank q1 pat see up 25.3% to rs 420 cr: poll,0
"buy, sell, hold: 6 stock brokerages firm be bet on",1
indusind bank: outcome of board meet,1
indusind bank open ifsc bank unit at gift city,1
"sell maruti suzuki, indusind bank; buy upl: ashwani gujral",0
"sun pharma can test rs 700, say sudarshan sukhani",0
"buy tata power, rec, indusind bank: sudarshan sukhani",1
indusind bank q2 nii likely to rise 32% at rs 675 cr,1
"microfinance, non-vehicle loan book to drive growth: indusind",1
indusind bank plan to raise usd 350-360mn via qip,1
buy indusind bank; target of rs 1900: motilal oswal,1
rbi slap rs 27-cr penalty on 13 bank for fema violations,1
indusind bank q2 nii see up 23% at rs 407 cr,0
"tata motor top pick, may test rs 510: ajay bodke",0
buy indusind bank: chandan taparia,1
"bull's eye: buy indiabulls real, iti, exide, tata comm",1
indusind bank call off deal to acquire il&fs securities service,1
indusind bank q4 net profit up 75.5% at rs 172 cr,1
idfc may put its amc biz on sale: here's what make it an attractive buy,1
"bull's eye: buy irb infra, kalpataru power, syndicate bank",1
go long on indusind bank: sp tulsian,0
here be some stock ideas from sp tulsian,1
"cautious banks; no cheer see on interest rates, npas: jp morgan",0
indusind bank have support at rs 67: gujral,1
ideas for profit |indusind bank q2 €“ steady show except for the shadow of il&fs,1
all you want to know about romesh sobti,0
bank sector result preview for q2fy13: angel broking,1
indusind bank q3 net profit see up 2% yoy to rs. 954.9 cr: icici direct,0
indusind bank may test rs 1800: sandeep wagle,1
tulsian negative on sesa goa and sterlite,0
indusind bank top pick: r sreesankar,1
"buy indusind bank, lakshmi machine works: vishal jajoo",1
"buy indusind bank, uco bank: manas jaiswal",1
"indusind bank open new branch at varachha, gujarat",0
buy indusind bank; target of rs 1500: kr choksey,1
no discernible trend in cv loans: indusind's sobti,1
"prefer kotak mahindra bank, indusind bank, hdfc bank: irani",1
"valuation key in bharat financial deal; cv space to do well in q3, q4: indusind bank",1
"exit dhanlaxmi bank, say sharmila joshi",0
"bullish on ril, indusind bank may climb to rs 1257: rajat bose",0
hold indusind bank; target of rs 984: emkay,1
indusind tighten loan parameters to improve asset quality,1
"indusind bank, hdfc bank best bets: mehraboon irani",1
fire break out at induslnd bank back office,0
buy indusind bank; target of rs 1175: reliance securities,1
"yes bank, axis bank, indusind bank top picks: dipan mehta",1
"buy indusind for long-term, recommend quant broking",1
"go long in indusind bank, say aditya agarwal",1
indusind sell share to raise up to $360m: source,1
"will not look to stretch loan growth at 25%, say indusind bank",1
"prefer bank of baroda, indusind bank: meghana malkan",1
"exit tata steel on rally, like indusind bank: rakesh bansal",1
indusind bank launch qip to raise $ 215-250mn; stk up 5%,1
"buy hdfc bank, sell hdfc: gopi suvanam",0
buy indusind bank; target of rs 1920: icici direct,1
indusind bank open new branch in lucknow,1
buy dcb bank; positive on indusind bank: ambareesh baliga,1
prefer asian paint for long term: sudarshan sukhani,0
buy indusind bank; target of rs 1663: hdfc securities,1
"buy indusind bank, say ventura securities",1
indusind bank-crisil sign mou on bank loan rat,1
buy indusind bank; target of rs 1050: edelweiss,0
buy indusind bank; target of rs 1935: hdfc securities,1
indusind€™s q4 in line; cv book guidance key: nirmal bang,1
see lower level in indusind bank: sudarshan sukhani,1
lnduslnd bank-bharat financial merger to be effective from july 4,1
"buy jubilant foodworks, indusind bank: sudarshan sukhani",0
"buy ril, bharat financial, indusind bank, tech mahindra: sukhani",0
buy indusind bank above rs 140: sukhani,0
"short indusind bank, say sudarshan sukhani",0
"sell indusind bank, say sukhani",1
"add long position in ing vysya bank, say sukhani",0
"prefer crompton greaves, exide, dcb, indusind bank: baliga",1
"see mix q3 for banks; hdfc bank, indusind top bets: ubs",1
indusind bank look expensive: mukadam,0
"indusind bank q4 net rise 38%, share hit 52-wk high",1
"indusind bank's q3 result on jan 10, 2014",1
indusind bank enhance its core bank system to finacle 10.2 version,0
"remain invest in hdfc bank, indusind bank: irani",1
why psbs may bridge valuation gap with private bank,0
"buy, sell, hold: 18 stock that analysts be watch out",0
buy indusind bank with a target of rs 308: gujral,0
"indusind bank's agm on august 17, 2015",0
indusind bank q3 pat see up 19% at rs 318.3cr: most,1
"sell indusind bank, bata india; buy aban offshore: gujral",0
buy indusind bank; target of rs 600: krchoksey,1
"buy syndicate bank, indusind: kunal saraogi",1
"axis bank may test rs 530-535, say hemant thukral",0
book profit in indusind bank around rs 350: harchekar,1
"buy icici bank, axis bank, say pn vijay",1
"buy bel, idbi bank; sell bharti infratel: mitessh thakkar",1
"buy hdfc bank, hdfc, kotak bank: mehraboon irani",1
"buy indusind bank, crompton greaves: lancelot d cunha",1
"indusind bank's agm on july 01, 2016",0
buy indusind bank; target of rs 1650: jm financial,0
"hdfc bank, infosys top picks; like l&t, ioc: r sreeshankar",0
indusind bank have good support at rs 238: bhambwani,1
"infosys, tcs may move up; buy indusind bank: rahul mohindar",1
"buy, sell, hold: 4 stock that you can focus today",0
"bank q2: ubs securities' preview, review and pick",0
"bharti airtel may hit rs 500, idea cellular rs 230: shah",0
indusind bank can go upto rs 215-220: rahul mohindar,1
"buy stride shasun, indiabulls housing, siemens: ashwani gujral",1
"indusind bank's q4 net profit rise 27% yoy, divergence in npas stand at rs 1,350 cr",1
buy indusind bank; target of rs 415: motilal oswal,1
buy indusind bank; target of rs 625: icicidirect.com,1
"short indusind bank, say sp tulsian",1
"sell indusind bank, say sukhani",0
indusind bank conclude usd 500mn syndicate term loan facility from overseas investors,0
"buy l&t finance holdings, indusind bank, sun tv: ashwani gujral",1
sell icici bank above rs 1000: shardul kulkarni,0
3 analysts & 12 stocks: who will hit bull's eye?,0
hold indusind bank: mitesh thacker,1
wait for correction to enter in indusind bank: kulkarni,0
hdfc bank top pick: siddharth teli,1
"buy axis bank, yes bank, indusind bank: sudarshan sukhani",0
ubs india overweight on private bank,1
bull's eye: top chart pick for today,1
sell indusind bank fut; target rs 233.5: iifl,1
"here be why tulsian bet on bank, metal stock",1
buy bank stock at lower levels: baliga,0
"sell indusind bank, target rs 770: shubham agarwal",0
super six buy/sell call for december 31,0
"buy indusind bank, advise sudarshan sukhani",0
"add power grid to portfolio, say parag thakkar",0
buy indusind bank; target of rs 2020: edelweiss,1
indusind bank q3: brokerages say profit may take a hit on il&fs exposure,1
indusind bank have target of rs 160-165: thacker,0
accumulate indusind bank; target of rs 494: krchoksey,1
earn review: june quarter a mix bag for india inc,0
"maruti suzuki buy opportunity, avoid banks: sudarshan sukhani",0
go long in indusind bank 1020 call: navneet daga,1
"buy indusind bank, say pn vijay",1
"bull's eye: buy hdil, indusind bank, arvind; sell ifci, cesc",0
buy indusind bank; target of rs 1630: axis direct,1
"buy hdfc bank, itc on dips; spicejet may hit rs 90: prakash gaba",1
buy indusind bank; target rs 500: motilal oswal,0
"buy union bank, karnataka bank, havells: ashwani gujral",1
super six stock that can boost your portfolio on nov 23,1
buy bajaj finance on dips: ashwani gujral,1
in focus: will bank pass rbi's 25 bps rate hike to you?,1
indusind bank: update on outcome of agm,0
buy indusind bank; target of rs 2075: jm financial,1
indusind bank q1 net profit jump 52.5% at rs 180 cr,1
"short indusind bank, can move lower to rs 800-820: most",0
indusind bank may appoint sumant kathpalia as ceo romesh sobti's successor,1
"buy yes bank, indusind bank, icici bank on dips: elara cap",0
"buy indusind bank, hero motocorp, mindtree: rahul shah",1
indusind bank enter into agreement with infrastructure lease and financial service,1
indusind bank inaugurate a new branch at kolkata,1
"buy eil, mindtree, bata india, indusind bank: ashwani gujral",0
sell indusind bank for target of rs 215: lkp,1
here be deven choksey's top trade ideas,1
"exit pnb, look at icici bank: gaurang shah",1
"analysts positive on nbfcs, retail private bank after rbi move",1
indusind bank have target of rs 170: gujral,0
"buy havells, indusind bank, marico; sell divis labs: sukhani",1
indusind bank q1 net profit up at rs 86.5 cr,0
best buys: which stock be brokerages back after brexit,0
"buy indusind bank, srei infra, infotech: joshi",1
buy indusind bank at rs 320: anu jain,1
"buy indusind bank, mahindra & mahindra, uflex: ashwani gujral",1
"buy kotak bank, lloyd electric may test rs 273: prakash gaba",0
"buy bajaj auto, indusind bank: mitessh thakkar",1
super six: top chart pick for august 20,1
find out why tulsian be bullish on logistics stock,1
prefer private banks: devang mehta,1
"prefer yes bank, indusind bank, say kunal bothra",1
