text,label
M&M to form JV with Ideal Motors for vehicle assembly in Sri Lanka,__label__1
Sebi exempts 2 trusts linked to M&M from open offer requirement,__label__2
"Ford SUV to be launched on Mahindra platform by 2021, says MD Pawan Goenka",__label__2
"Buy M&M & Balkrishna Industries, says Mitessh Thakkar",__label__2
Entering FY19 without major headwinds; govt's focus on rural economy is positive: M&M,__label__2
"M&M to charge up electric vehicles segment with more powerful batteries, 2 new SUVs expected",__label__1
"Mahindra, Ford to develop SUVs, small electric vehicles",__label__2
Mahindra to overhaul its engine lineup as BS-VI norms inch closer,__label__2
News highlights of the day: BJP says Cambridge Analytica's footprints seen in Congress's Gujarat campaign,__label__2
Mahindra Bolero makes it to PV top 10 list in February,__label__2
"Buy Mahindra & Mahindra, Reliance Communications likely to head to Rs 28: Mitessh Thakkar",__label__2
Mahindra sees spike in truck demand but suppliers not ramping up fast enough,__label__2
"Sell RIL, Tata Steel; buy Whirlpool: Ashwani Gujral",__label__1
News highlights of the day: RBI to inject additional liquidity of Rs 1 lakh crore in March,__label__1
"Mahindra tractor sales up 36% to 20,483 units in February",__label__2
M&M signs agreement for investing in Resfeber Labs,__label__2
Pawan Goenka says breakeven in EV biz rests on at least 10x volume growth in segment,__label__2
"Exclusive - M&M plans to drop laggards to meet BS-VI norms. End of the road for Verito, Xylo?",__label__2
"EXCLUSIVE -- M&M's Pawan Goenka bets on Ola & Uber to drive electric vehicle growth, here's why",__label__2
News highlights of the day: Centre to invest Rs 1.44 lakh crore in road projects in Karnataka,__label__2
"News highlights of the day: Congress doesn€™t make false promises like BJP, says Rahul Gandhi",__label__1
Buy Mahindra and Mahindra; target of Rs 890: Prabhudas Lilladher,__label__2
"M&M Q3 profit beats estimates, rises 17% to Rs 1,306 cr; revenue grows 10%",__label__1
M&M sells 22% stake in JV Mahindra Sanyo for Rs 146.32 cr,__label__1
"News highlights of the day: GST collection will rise as more anti-evasion steps kick-in, says FM Jaitley",__label__1
Auto Expo 2018: Peek at M&M's new SUV,__label__2
"Buy M&M, ITC, Dish TV, Ashok Leyland; sell Godfrey Phillips, Chennai Petro, LIC Housing, DHFL: Sudarshan Sukhani",__label__2
"M&M introduces mHAWK engine on TUV300 entry, mid-variants",__label__2
"Bull's Eye: Sell Britannia, Nalco, Pidilite, Vedanta, TVS Motor, IndiGo, Concor; buy M&M",__label__2
Mahindra to take a call on new tractor capacity in FY19,__label__2
Cost of doing business in India very high and corporate tax is pinching: M&M MD,__label__2
Mahindra January volume up 32%; tractor sales jump 18%,__label__2
M&M charts out digital transformation strategy,__label__2
Buy Mahindra and Mahindra; target of Rs 895: Prabhudas Lilladher,__label__2
"Prefer M&M, Maruti Suzuki, Eicher in OEMs; Bharat Forge in auto components segment: CLSA",__label__2
"News highlights of the day: Aadhaar not compulsory for rail bookings, says Railways",__label__2
Expect electricity demand to go up in near future: Power Secy,__label__2
Here's a fundamental view on market from SP Tulsian,__label__2
"Buy, Sell, Hold: 1 stock and 2 sectors are on analysts' radar today",__label__2
"Hold Mahindra and Mahindra, says Rajesh Agarwal",__label__2
Hold Mahindra and Mahindra: Mitessh Thakkar,__label__2
"Mahindra sales up 8% to 39,200 units in December",__label__2
"Mahindra's auto sector sells 39,200 vehicles during December 2017",__label__2
"Buy Mahindra & Mahindra, Sun Pharmaceutical Industries, Piramal Enterprises: Rahul Shah",__label__2
"Buy M&M, sell Dabur India: Mitessh Thakkar",__label__1
"Buy M&M, Max Financial: Mitessh Thakkar",__label__2
Anand Mahindra has a Christmas gift for fans of classic motorcycles,__label__2
"GNA Axles' niche player tag, immunity from EV disruption give it an edge",__label__2
"Buy HDFC Bank, PC Jeweller, Tata Global, PVR; sell Kaveri Seed: Sudarshan Sukhani",__label__2
M&M targets 20% revenue growth from gensets,__label__2
"Buy Mahindra & Mahindra, Future Consumer: Mitessh Thakkar",__label__2
"M&M posts 18% increase in November auto sales, tractor sales beat estimates",__label__2
Mahindra and Mahindra sells 38570 vehicles in November 2017,__label__2
News Highlights of the Day: Search operation on in J&K's Baramulla after reports on terrorists,__label__2
M&M ups stake in subsidiary Mahindra Finance,__label__1
"M&M to hike stake in financial services arm, invest Rs 1,055cr",__label__1
Renault Kwid electric in the works for India,__label__2
Mahindra to bid for second stage of EESL tender for EVs,__label__2
"Mahindra, Uber come together for electric vehicles push in India",__label__2
"Buy State Bank of India, Mahindra & Mahindra, CESC, Tata Elxsi: Sandeep Wagle",__label__1
Automaker Mahindra wants to sell electric vehicles in US,__label__2
News highlights of the day: Robert Mugabe resigns as president of Zimbabwe,__label__2
"Tigor electric variant could be rolled out for private buyers, too: Tata Motors MD",__label__2
"Ford's India bet rests on M&M partnership, desperate to avoid a GM-like exit",__label__2
Mahindra collaborates with Dewulf Group,__label__2
M&M rides on strong outlook for farm equipment and reasonable valuation,__label__2
Passenger vehicle segment will see double-digit growth for FY18: M&M,__label__2
"M&M to inaugurate plant in US on November 20, to make off-road vehicles",__label__2
"Pawan Goenka sees double-digit growth in passenger vehicles, stronger tractor sales",__label__2
"M&M Q2 profit beats estimates at Rs 1,411 crore; approves bonus issue of 1:1",__label__1
Mahindra and Mahindra recommends bonus issue,__label__1
News Live: Pakistan allows Kulbhushan Jadhav to meet wife,__label__1
M&M Q2 profit seen up 6%; revenue growth may be 20% led by tractor business,__label__2
Mahindra Powerol launches all new range of diesel generators,__label__2
Mahindra and Mahindra to consider bonus issue,__label__2
"M&M sells 51,149 vehicles in October 2017",__label__1
"Mahindra tractor sales down 10.88% to 40,262 units in October",__label__1
"Mahindra sales down 1.65% to 51,149 units in October",__label__1
"Local sales flagging, global carmakers switch to make-in-India to rev up exports",__label__1
"Bajaj Auto may hike prices in Jan, expects Maha govt to reimburse Rs 1500 cr in tax",__label__1
Mahindras to invest Rs 16 crore to replace LEDs at 18 plants,__label__2
Mahindra Logistics may launch IPO later this month: Report,__label__2
"Daimler hoping to make India biz profitable next year, aims for 20% share by 2020",__label__1
Focus on individual stocks; top 5 stocks which could give up to 10% return in short term,__label__1
Mahindra and Mahindra Q2 PAT seen up 13.1% YoY to Rs. 1417 cr: Edelweiss,__label__2
Looking at cost-saving steps for e-Verito for EESL order: M&M,__label__2
"M&M to fit crossover SUVs with e-motor in future, readying electric KUV100 in 2018",__label__2
M&M ready to participate in electric 3-wheeler & buses bid: Pawan Goenka,__label__2
We will lose money on every electric car we supply to EESL: M&M's Pawan Goenka,__label__2
News LIVE: Future Retail to buy HyperCity for Rs 655 crore,__label__2
"Mahindra matches Tata's bid, to supply 150 e-cars in Phase-1",__label__1
M&M rolls out W9 variant of XUV500,__label__1
Auto sales in September rise on festive cheer,__label__1
"Mahindra tractor sales jump 49% to 45,563 units in September",__label__2
"Mahindra sales move up 16% to 53,663 units in September",__label__2
Mahindra forays into construction equipment space,__label__2
Mahindra and Mahindra sells 53663 vehicles in September 2017,__label__2
News LIVE: BJP President Amit Shah urges an end to communism in India,__label__2
"Short M&M, PVR; Mindtree: Sudarshan Sukhani",__label__2
Drones for soil mapping? Mahindra says why not,__label__1
Why M&M's acquisition of Turkish tractor firms sits well with its overall strategy,__label__2
M&M to acquire 2 Turkish companies for Rs 800 crore,__label__2
"Sell M&M; buy Ashok Leyland, Colgate Palmolive, Divis Laboratories: Sudarshan Sukhani",__label__2
M&M signs share purchase agreements,__label__2
"Mahindra & Mahindra buys Turkish firm's tractor, foundry units for Rs 800 crore",__label__2
Cabinet approves 78 days productivity-linked bonus for rail employees,__label__2
M&M hopes for regulatory clearance for its ambitious autonomous tractors,__label__2
"Heavy rains lash Mumbai, water logging in parts of the city",__label__2
"Mahindra, Ford to explore alliance for product development, electric cars",__label__2
"M&M, Ford enter into alliance; eye joint product development",__label__2
M&M & Ford to explore a strategic alliance,__label__2
Despite cash ban used car market topped 3.6 million sales in 2016,__label__2
Will pass on cess hike to customers; won't have impact on margin: M&M,__label__2
Will pass on cess hike to customers; won€™t have impact on margin: M&M,__label__2
"Govt to acquire 50,000 electric three-wheelers in Nov, up to 1 m over 18 months",__label__2
Dzire topples Alto to emerge as the largest selling model in August,__label__2
"Hold Mahindra and Mahindra, says Avinnash Gorakssakar",__label__2
Any increase in prices will impact demand: M&M,__label__2
"17 years on, Maruti still commands 50% share of Indian car market",__label__2
Monsoon & festive season to boost auto sector even as GST blues fade,__label__2
Mahindra €˜withdraws€™ from mass market two-wheeler segment,__label__1
"Mahindra tractor sales up 22% at 16,516 units in August",__label__2
Mahindra and Mahindra sells 42116 vehicles in August 2017,__label__2
"M&M working on electric makeover for Scorpio & XUV500, to spend Rs 300-400 cr on EVs",__label__2
"Auto sales preview: Motilal Oswal sees healthy retail growth, festive demand to aid PVs, 2W",__label__1
"M&M renames Mahindra Gujarat Tractors, launches a new brand 'Trakstar'",__label__2
Mahindra & Mahindra launches new tractor brand Trakstar from Gujarat arm,__label__2
"Mahindra Agri eyes 2-fold jump in sales at Rs 1,500 cr in FY18",__label__2
M&M feels the heat as GST cess hike hits 75% of Mahindra Scorpio volumes,__label__2
"Buy Infosys, sell M&M: Mitessh Thakkar",__label__1
Mahindra launches 'JIVO',__label__1
Accumulate Mahindra & Mahindra Ltd; target of Rs 1586: Arihant Capital,__label__1
"M&M is value investing: Rural recovery, new products to drive long-term story",__label__2
"Sell M&M, Coal India; buy Manappuram Finance, hold Tech Mahindra: Sudarshan Sukhani",__label__2
M&M falls post FinMin clarification on SUV cess; here€™s what brokerages are talking about stock,__label__1
M&M Chairman Anand Mahindra's salary up 16.38% at Rs 7.67 cr in FY17,__label__1
May look at logistics business IPO in FY18 itself if timelines permit: M&M,__label__1
Changing cess above 15% will need amendment in GST council law: Pawan Goenka,__label__1
Optimistic on tyre companies from a long-term perspective: KR Choksey Shares,__label__1
M&M Q1 profit tanks 20% to Rs 768 cr; tractor biz drives revenue growth,__label__2
M&M: Outcome of board meeting,__label__2
M&M Q1 profit seen up 1%; volume and realisations may drive revenue growth,__label__2
"Buy Mahindra and Mahindra 1420 Call, Vedanta 290 Call: Amit Gupta",__label__2
"M&M July sales meet estimates; grow 6% to 60,579 units but auto exports down 52%",__label__2
Mahindra and Mahindra sells 41747 vehicles in July 2017,__label__2
Punjab industrial policy to focus on electric vehicles: CM Amarinder Singh,__label__1
Mahindra and Mahindra very bullish on American market: Anand Mahindra,__label__1
Anand Mahindra exploring opportunity to enter ride-sharing market,__label__2
Mahindra's two new models coming by next fiscal-end,__label__2
"Stricter BS-VI laws could make the ride bumpy for diesel rickshaws, micro vans",__label__2
Mahindra launches Jeeto minivan at Rs 3.45 lakh,__label__1
"Buy M&M, Infosys, HDFC; sell Cummins India, CESC: Sudarshan Sukhani",__label__2
"Mahindra and Mahindra's Q1 results on August 4, 2017",__label__2
Mahindra & Mahindra Q1 PAT seen up 0.6% YoY to Rs 900.4 cr: Edelweiss,__label__2
"Buy M&M, Hindustan Unilever; sell Chennai Petro: Sudarshan Sukhani",__label__2
M&M€™s loss-making 2-wheeler division drags consolidated performance,__label__2
"Despite dropping prices after GST, car manufacturers yet to see buyers",__label__1
Expect auto demand to rise in short term after GST: Pawan Goenka,__label__1
Video: M&M concall highlights,__label__1
When Anand Mahindra stood up for M&M€™s utility vehicle biz despite falling mkt share,__label__2
"Mahindra cuts prices of utility vehicle, SUV by up to 6.9 pc",__label__2
"Honda readies to take the fight to Royal Enfield, undecided on challenger yet",__label__2
Mahindra's auto sector sells 35716 vehicles during June 2017,__label__2
M&M: Updates on new subsidiary,__label__2
Accumulate Mahindra and Mahindra; target of Rs 1711: Way2Wealth,__label__2
"Scooters put bikes on slow lane for Honda and TVS, rake in over 50% sales",__label__2
ORIX India ties up with M&M truck division for vehicle loans,__label__2
"Buy Mahindra and Mahindra, Hindustan Unilever, Dewan Housing Finance: Yogesh Mehta",__label__2
"Buy Mahindra and Mahindra, Colgate; sell Cummins India: Sudarshan Sukhani",__label__2
"Buy M&M, Oriental Bank of Commerce, Wockhardt: Ashwani Gujral",__label__2
M&M auto sales grow 3% in May; tractor segment shows 11% growth,__label__2
M&M fixes book closure for dividend & AGM,__label__2
Here are SP Tulsian's top trading ideas,__label__2
"M&M Q4 profit rises 26% to Rs 874 cr, says FY18 outlook much more robust",__label__2
M&M could post flat profit for Q4 at Rs 658 cr; volume growth seen rising 2.5%,__label__1
M&M's ambitious plans: Electric Vehicles Business,__label__2
M&M lines up ambitious plans for electric vehicles; to set up a plant in Chakan,__label__2
Can electric vehicles drive India's mobility needs?,__label__2
Goldman Sachs may invest USD 1 billion in India over next 3-4 years,__label__2
"GST impact: Maruti could cost you more, while a Merc might be cheaper",__label__2
"Buy Mahindra and Mahindra, Nestle India: Mitessh Thakkar",__label__2
"Supreme Court exempts farm, construction vehicles from Euro-IV order: Report",__label__1
"This week in auto: Maruti m-cap crosses Rs 2 lakh cr, Honda rides past Bajaj",__label__2
Is India's all-electric dream finally getting off to a start?,__label__1
Mahindra pulls the plug on electric car sales in UK,__label__2
M&M's market share in UVs hits 10-year low as Maruti & Hyundai strengthen their lead,__label__2
"Mahindra tractor sales up 22% at 26,001 units in April",__label__1
"Mahindra sales decline 6% to 39,357 units in April",__label__1
"Mahindra and Mahindra's board meeting on May 30, 2017",__label__2
"M&M may test Rs 1400, Britannia Rs 3700, Ceat Rs 1600: Ashwani Gujral",__label__2
"Buy HCL Tech, Bata, Exide, Union Bank; sell Aurobindo Pharma: Sudarshan Sukhani",__label__2
"Mahindra KUV100 crosses 50,000 cumulative sales milestone",__label__1
"Despite monsoon blues, M&M hopes to grow in double digits",__label__2
Can BS 3 vehicles be converted to BS 4? CV makers are exploring the option,__label__2
M&M chief Pawan Goenka urges SC to allow industry to sell BS III inventory,__label__2
"Mahindra to invest $1bn in SsangYong over 4 years, jointly develop e-vehicles",__label__1
"M&M shares transferrs on March 27, 2017",__label__2
Buy Mahindra & Mahindra; target of Rs 1545: Edelweiss,__label__2
"Buy, Sell, Hold: Which stocks and sectors are analysts watching today?",__label__2
Buy Mahindra & Mahindra; target of Rs 1546: Motilal Oswal,__label__2
"Get, Set, Go! Over 12 SUVs set to blaze Indian roads soon",__label__2
M&M subsidiary sells entire shareholding in Mahindra Internet Commerce,__label__2
Buy Housing Development and Infrastructure; sell Mahindra & Mahindra: Sandeep Wagle,__label__1
Russia in talks with M&M to scale up aviation tie-up,__label__2
M&M plans to make Verito the new Ambassador,__label__1
Manohar Parrikar's sudden shift to Goa leaves defence cos in a tizzy,__label__2
Manohar Parrikar's sudden shift to Goa leaves defence cos in a tizzy,__label__2
M&M divests 7.5% Mahindra Holidays stake for Rs 274 cr,__label__2
Mahindra developing 3-4 e-vehicles in affordable segment,__label__1
SBI Caps may win mandate to advise govt on BEML divestment,__label__1
"Buy Hero Moto, HUL; sell Shriram Transport: Chandan Taparia",__label__2
