Headlines,Labels
bt sell 14.1% stake in tech mahindra,1
"exclusive - m&m plan to drop laggards to meet bs-vi norms. end of the road for verito, xylo?",1
mahindra's auto sector sell 51383 units during october 2015,1
"mahindra sales fall 6% to 42,547 units in june",1
"m&m bet big on new launches, be bullish on the road ahead",1
mahindra and mahindra can retest rs 814: thacker,1
"jai bala positive on m&m, maruti suzuki",1
"mrf ltd to invest rs 4,500 cr in tn to ramp up capacity",1
"buy m&m, dabur, zee entertainment; sell ajanta pharma: taparia",1
"mahindra and mahindra q2 pat may dip 1.5% yoy to rs. 1,389.9 cr: motilal oswal",1
buy m&m; target of rs 879: angel broking,1
"buy kotak mahindra bank, m&m, bharat forge: gaurav bissa",1
"top trade ideas: punj lloyd, cesc, yes bank",0
"go long in m&m, larsen & toubro: aditya agarwal",1
"maruti, toyota, ashok leyland sales fall in feb, m&m gain",0
sales to outperform industry; no price hike foreseen: m&m,1
"buy rec, m&m, motherson sumi systems: sandeep wagle",1
mahindra tractors raise price of its product portfolio,1
a fire break out in m&m nasik plant 1,0
"mahindra foray into dairy biz, launch saboro brand",1
here be top 10 stock to keep an eye on december 31,0
"buy godrej industries, m&m, indusind bank: sukhani",0
m&m complete acquisition of 33% stake in mitsubishi agri,1
super six intraday pick for may 18,0
6 trade stock for short term gain,0
renault kwid electric in the work for india,1
"buy m&m, hero motor, l&t, unite spirits: ajay srivastava",1
"m&m q2 profit see down 2%, revenue may fall on weak volume",1
mahindra mull make a tesla-like electric sportscar,1
"new launches, festive zeal boost most auto sales in sept",0
mahindra tractor sales zoom 69% in september,0
buy mahindra & mahindra; target rs 1018: firstcall research,1
autos in rough weather; 2-wheelers thrive: pinc research,1
volume growth for 2-wheelers to be back by jan: stanchart,1
december car sales signal continue growth,1
"bmw launch bike g310 r at rs 2.99 lakh, g310 gs at rs 3.49 lakh",1
how to trade auto stock post q3: centrum cap advise,1
mahindra & mahindra to deploy 50 electric vehicles on uber platform,1
mahindra and mahindra sell 39011 units during june 2016,1
hold m&m; target of rs 921: spa research,1
m&m roll out bolero variant at rs 6.33 lakh,1
mahindra tractors sell 22148 units in india during may 2016,1
"buy mahindra & mahindra on decline, say sukhani",1
mahindra & mahindra total sales down 7.18% in august,1
"buy m&m, short tata motors: abhijit paul",1
"like hero motocorp, target rs 3120, like m&m: prakash gaba",0
expect us anti-trust regulatory approvals by next week: m&m,0
"mahindra to join peers, hike vehicle price by up to rs 30,000 in august",1
"mahindra & mahindra's q2 result on november 11, 2016",0
pantaloon retail may settle around rs 120: tulsian,1
m&m have target of rs 700-720: gujral,1
"m&m, maruti top pick for nov series: hemant thukral",0
manohar parrikar's sudden shift to goa leave defence cos in a tizzy,1
car makers line up price hike despite a slow market,0
"mahindra tractor sales up 22% at 26,001 units in april",0
mahindra incorporate trringo as wholly-owned subsidiary,0
"gna axles' niche player tag, immunity from ev disruption give it an edge",1
not much potential in m&m: sukhani,1
mahindra arm to bid for $3.5 bn defence deal,1
mahindra`s ssangyong buy: a good decision?,1
mahindra to hike vehicle price in january by over 1%,1
"the comprehensive aug auto sales report: who won, who lose",1
"buy m&m, say sudarshan sukhani",1
"acc may test rs 1440, m&m rs 1290: hemant thukral",1
bullish on tyres; buy jet airways on dips: nirmal bang,1
m&m could post flat profit for q4 at rs 658 cr; volume growth see rise 2.5%,0
"m&m dec auto sales up 6% to 45,297 units",1
buy mahindra and mahindra: rajen shah,1
podcast | dig deeper - the business of family: mahindras,1
"buy maruti suzuki, bajaj auto on dip: sudarshan sukhani",1
m&m line up ambitious plan for electric vehicles; to set up a plant in chakan,1
buy m&m; target of rs 720: bhambwani,1
m&m q1: analysts see pat up 3% at rs 621.5 cr,1
"mahindra and mahindra report rs 5,160.10 crore turnover for quarter end jun 2010",1
buy m&m around rs 900: ashu madan,1
"prefer tata steel, mahindra and mahindra: sudarshan sukhani",1
"hero honda, bajaj auto top pick in auto sector: bala",0
"bull's eye: sell dish tv, irb infra, wockhardt; buy m&m, dhfl",1
"hold mah and mah, maruti suzuki: mohindar",0
mahindra bolero make it to pv top 10 list in february,1
top 10 stock to focus on april 10,0
"'jvs don't mean walk hand in hand into sunset, forever'",1
"mahindra, uber come together for electric vehicles push in india",1
see no impact due to japanese crisis: autoline industries,1
ashok leyland to launch lcv 'dost' nationwide in six months,1
govt may call for global bid for scooters india: source,1
m&m launch special edition of utility vehicle bolero,1
"mnal to grow dealer network, up lcv production in ap plant",1
buy m&m; target rs 1320: rahul mohindar,0
automobile industry want stable policy from government,1
"sell idea, m&m, tata motors; buy kesoram: ashwani gujral",1
m&m see lower sales in second half of fy10,1
"buy hero moto, hul; sell shriram transport: chandan taparia",1
govt consider ask third-party cos to set up ev infra,1
here be a few stock ideas from prakash diwan,1
here be a few stock ideas from sandeep shenoy,1
buy m&m; target of rs 836: pinc research,0
dipan mehta`s view on m&m,1
m&m q4 net up 44%; name anand mahindra as chairman and md,1
13 top-shelf stock from pinc research,0
"most upgrade earn estimate of tata motors, maruti",1
"buy maruti & m&m, recommend investworks' suvanam",1
"mg motor electric suv ezs to be price below rs 25 lakh, launch in december quarter",1
"mahindra tractors sell 17,052 units in india during september 2015",1
"m&m look good, say pn vijay",0
will pass on cess hike to customers; won't have impact on margin: m&m,1
"buy mahindra and mahindra, say rajat bose",0
experts divide on m&m's q2 performance and future growth,0
"m&m q4 revenues see up 3% at rs 3,255.4 cr",1
m&m have target of rs 1000: ts harihar,1
m&m q2 net down 2.8% at rs 737 cr,1
"mahindra & mahindra's q3 result on feb 14, 2014",1
festival season bring in cheer; car sales rise 22% in oct,0
mahindra & mahindra recommend dividend,1
mahindra to spruce up truck and bus presence with an eye on the top spot,1
enter m&m around rs 620-630 levels: angel broking,1
go long in mahindra & mahindra 1400 call: gaurav bissa,1
interact with cnbc-tv18: religare cap see maruti & hero as best auto bet,1
mahindra grp launch multi-media movement 'spark the rise',0
"book profit in m&m, say sudarshan sukhani",1
buy mahindra and mahindra; target of rs 832: krchoksey,0
mahindra and mahindra have target of rs 1200-1250: agarwal,1
"exclusive: ssangyong motor, m&m's korean unit, to boost product launch with around $1 billion war chest",0
m&m to go slow with xylo in new export market,1
"m&m draw up plan for an electric hatchback to counter maruti, toyota: report",0
"soon uber customers, drivers won't see each other's mobile number",1
"go long in m&m, may test rs 1280-1300: chaturmohta",0
super six stock you can bet on dec 15,0
"mahindra & mahindra q1 pat see up 33.3% yoy to rs. 1,136.8 cr: kotak",0
"technical view | top buy and sell ideas by ashwani gujral, sudarshan sukhani, mitessh thakkar for short term",1
bajaj auto have support at rs 1425: manghnani,0
"buy gruh finance, hpcl; sell m&m: ashwani gujral",1
buy m&m; target of rs 1724: motilal oswal,0
"reduce m&m, target of rs 689: reliance money",0
ashok leyland a good investment bet: mohindar,1
m&m launch rexton at rs 17.67 lakh,1
"go long in hdfc bank, m&m, ongc: sudarshan sukhani",0
expect q3 show to improve on strong festive demand: tata motor,1
"sanjeev prasad like m&m, tata motor",1
when anand mahindra stand up for m&m۪s utility vehicle biz despite fall mkt share,1
scope for 25-50 bps fall in lend rates: hdfc bank,0
"pininfarina,hybrid kinetic ink 65mn euro pact for electric car",0
"sell tata motors; buy maruti, upbeat on m&m: sukhani",0
minda enter jv with japan's kosei worth rs 300 crore,1
"domestic car sales up 15.37%, bike grow 3.82% in august",1
"tractor demand improves, buy mahindra and mahindra: nomura",1
m&m can touch rs 830: rohit shinde,1
book profit in m&m on every rally: phani sekhar,0
buy m&m on correction: sudarshan sukhani,1
"bull's eye: what's hot on the charts, and what's not",1
mahindra say to spend rs 5000cr on capex,0
buy mahindra and mahindra: sudarshan sukhani,1
mahindra to observe no production days at plant for up to 17 days this quarter,1
"federal bank, atul auto clinch finance deal",1
expect tractor sector to grow at 15% in fy12: m&m,1
aim to beat industry growth by 5-7% in fy17: suprajit engg,0
mahindra offer proactive upgrade of airbag software,1
stay with mahindra and mahindra: sudarshan sukhani,1
"buy m&m, max financial: mitessh thakkar",1
"cci fin hyundai rs 420 cr; reva, premier also face flak",1
"m&m may slip to rs 615, say sukhani",1
here's a fundamental view on market from sp tulsian,1
have capacity to manufacture 1600 tractors a month: m&m,1
"m&m aim larger market share for uvs, hcvs",0
m&m q1 pat see up 25% at rs 500 cr,0
price pressure may have hurt m&m's q4 show: lkp securities,1
auto expo 2018: peek at m&m's new suv,1
"bull's eye: sell britannia, nalco, pidilite, vedanta, tvs motor, indigo, concor; buy m&m",1
invest in bajaj auto: rohit shinde,1
"short bank on every rise, say atul badkar",1
pinc power pick for the month of july 2011,0
acummulate m&m; target of rs 667: p lilladher,1
m&m to invest $900m in mahindra-ssangyong,1
mahindrass auto sector sell 36706 units during may 2015,0
hitesh goel neutral on tata motor,1
m&m auto sales up 29% in october,1
happy to hold number in challenge biz environment: m&m,1
"bajaj auto, hero moto top bet in 2-wheeler space: religare",0
auto recall increase in recent years but policy absent,0
m&m mar qtr pat see up at rs 611.4cr: angel broking,0
"tata motor look good, say sukhani",0
mahindra-controlled company keep everyone guess on jawa book,1
see appreciation in auto space: devang mehta,1
new product launch critical for m&m to fight competition: pros,0
check out: super six stock for may 31,0
"ditch jvs, carmakers drive alone in india",0
edelweiss say car sales growth could slow to 10% in fy12,1
m&m can test rs 705-710: kulkarni,0
see higher level in m&m: sudarshan sukhani,1
"buy m&m around rs 960, say sp tulsian",0
podcast | stock pick of the day: 3 stock that could return 6-13%,0
"us auto dealers sue m&m, allege fraud and conspiracy",1
"buy torrent pharma, tech mahindra, m&m; sell asian paints: lkp",1
mahindra to raise vehicle price by up to 3% in 2012,0
m&m to raise vehicle price,0
private sector investment pickup will take time: pawan goenka,1
m&m clarify on media report,1
tata motor be top pick on surge in jlr sales: kotak,1
hemang jani positive on it space,1
"mahindra not chase hybrids, to focus on electric vehicle tech",1
"sell ril, tata steel; buy whirlpool: ashwani gujral",0
mahindra to start export xuv5oo to latin america by sep,0
bharti airtel most transparent co among ems: transparency int'l,1
mahindra and mahindra sell 42116 vehicles in august 2017,1
buy m&m; target of rs 650: anand rathi,1
"sell m&m, irb infra, dlf: sp tulsian",0
buy m&m; target of rs 806: motilal oswal,1
devang mehta bullish on pharma sector,1
"m&m plan acquisitions in uk, europe in it space: report",0
buy mahindra and mahindra; target of rs 895: prabhudas lilladher,1
"add m&m in your portfolio, say dilip bhat",1
may auto sales sluggish; stock crash,0
mahindra launch new verito; price start at rs 5.27 lakh,1
"m&m q3 profit, revenue see up over 3% on slow volume growth",1
"maruti suzuki, m&m look good in auto space: agarwal",1
mahindra forge foresee good result from german plant,1
m&m strongest bet in auto space: raamdeo agrawal,1
discount galore as festive season fail to cheer auto cos,1
"buy m&m future, sell 1020 call: navneet daga",0
buy m&m; target of rs 1362: microsec,1
short mah and mah; target of rs 670/625: aditya birla money,1
mahindra see spike in truck demand but suppliers not ramp up fast enough,1
"mahindra, ford to develop suvs, small electric vehicles",1
"buy m&m, tata motors, bajaj finance: ashwani gujral",1
"yashwant sinha write to fm, call suv tax discriminatory",0
mahindra and mahindra may touch rs 1280-1290: amit gupta,0
automaker mahindra want to sell electric vehicles in us,1
mitsubishi to roll out jeep compass competitor in 2020,1
mahindra expand jv to make airborne weather radars,1
"accumulate m&m; maruti, ashok leyland strong buys: joshi",1
m&m not a short sell: sudarshan sukhani,1
m&m assign bbb- rat with stable outlook by s&p,0
"go long in dhfl 270 call option, say gaurav bissa",1
mah and mah can test rs 650-660: sthalekar,1
mahindra to launch electric verito within one year,1
70% ceos see more pain but confident about capex: poll,1
"subsidies from ap, tn govts help boost q3 growth: epc",1
"sell l&t finance holdings, mahindra and mahindra: rajat bose",0
mahindra & mahindra foray into brand pulse business,1
m&m q4 pat see at rs 208.5 cr: p lilladher,0
enter fy19 without major headwinds; govt's focus on rural economy be positive: m&m,1
accumulate m&m; target of rs 1110: dolat capital,0
hero motocorp look for larger export play,0
check out: super six stock for july 24,0
demonetisation have cripple cash market for use cars,1
m&m appoint s. b. mainak as additional director,1
"cut import duties on automobiles, components: ratan tata",0
mahindra & mahindra sell 39458 vehicles in july 2016,1
"buy m&m 1060 call, sell 1100 call: chandan taparia",1
mahindra launch entry level xuv500 price at rs 10.95lakh,1
bothra upbeat on m&m with long term perspective,1
accumulate m&m; target of rs 951: plilladher,1
mahindra & mahindra: outcome of agm,1
mahindra & mahindra sign mou with ssangyong motor company,1
avoid mahindra and mahindra: pn vijay,1
mahindra enter digital market for intra-city logistics,1
q4 advance tax: bank likely to aid mumbai meet its target,1
hold m&m with stop loss of rs 590: mohindar,1
"buy tata motors, m&m on correction: choksey",1
hyundai to drive in new suv creta in h2 2015,0
m&m have target of rs 940: anu jain,1
"m&m +ve on 2010, see uncertainty on interest rat",1
"pininfarina, mahindra to resume sale talk in sept: source",0
m&m can test rs 1000: sudarshan sukhani,1
kisan scheme more a sentiment booster than a demand driver for tractors: m&m۪s pawan goenka,1
festive cheer: which launch will drive the auto sector?,1
m&m can move upto rs 720: gujral,1
"auto demand be reasonably steady, say m&m",1
passenger vehicles go at a discount as sales remain slow,0
shortage of some components constrain sales in june: m&m,0
"buy maruti suzuki, mah and mah on dips: sukhani",1
"mahindra jan tractor sales down 10% at 17,473 units",0
"local sales flagging, global carmakers switch to make-in-india to rev up export",0
"m&m to invest rs 2,000 crore in tamil nadu",1
mitsubishi agricultural machinery and mahindra announce start of strategic partnership,1
mahindra launch tuv300 in madhya pradesh,1
"bofa merrill downgrade m&m, bajaj auto to 'underperform'",1
kerala tribunal order won't hit m&m: lkp securities,0
